bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,27.633211500011384,27.633211500011384,space,1.7689418999943882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
,,,,,,,,,,,29.442884600022808,29.442884600022808,s,8.156474400078878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,316.17788410000503,316.17788410000503,316.17788410000503,316.17788410000503,316.17788410000503,316.17788410000503,i,0.481239200104028,316.67726030014455,316.67726030014455,316.67726030014455,316.67726030014455,316.67726030014455,316.67726030014455,316.9762401001062,316.9762401001062,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,318.8874854000751,53,51,42,59,42,78,None,None,321.3991260000039,321.3991260000039,321.3991260000039,321.3991260000039,321.3991260000039,321.3991260000039,321.3991260000039,321.3991260000039,0.007120799971744418,321.3991260000039,42,42,[-0.05185185185185185],[-0.31574074074074077],[1],[0],[0],[6.139035400003195],['tijiao'],0.6,0,,[],[],[],[],[],[],[],327.56035690009594,327.56035690009594,327.56035690009594,327.56035690009594,6.953703703703703,3.341430800035596,330.920201000059,332.450442600064,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,None,332.450442600064,332.450442600064,332.450442600064,332.450442600064,332.450442600064,332.450442600064,j,0.5385517999529839,333.0161174000241,333.0161174000241,333.0161174000241,333.0161174000241,333.0161174000241,333.0161174000241,333.3151783000212,333.3151783000212,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,334.17887940001674,47,48,38,62,62,83,3.0,2.309871699893847,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,339.0232063999865,341.0269560001325,336.68788980017416,336.68788980017416,336.68788980017416,336.68788980017416,336.68788980017416,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,23,23,23,,,,,,,,,,None,341.0269560001325,341.0269560001325,341.0269560001325,341.0269560001325,341.0269560001325,341.0269560001325,r,0.4340518999379128,341.4931625002064,341.4931625002064,341.4931625002064,341.4931625002064,341.4931625002064,341.4931625002064,341.7918964000419,341.7918964000419,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,343.0217862999998,46,44,37,59,46,87,1.0,2.027138999896124,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,347.5851963001769,349.58719540014863,345.530992800137,345.530992800137,345.530992800137,345.530992800137,345.530992800137,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,None,349.58719540014863,349.58719540014863,349.58719540014863,349.58719540014863,349.58719540014863,349.58719540014863,r,0.7716514999046922,350.3853455001954,350.3853455001954,350.3853455001954,350.3853455001954,350.3853455001954,350.3853455001954,350.68416150007397,350.68416150007397,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,352.19674440007657,45,42,32,69,45,79,1.0,1.2957819998264313,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,356.02843110007234,357.5817710000556,354.7059654002078,354.7059654002078,354.7059654002078,354.7059654002078,354.7059654002078,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,25,25,25,,,,,,,,,,None,357.5817710000556,357.5817710000556,357.5817710000556,357.5817710000556,357.5817710000556,357.5817710000556,f,0.4951573999132961,358.09958320017904,358.09958320017904,358.09958320017904,358.09958320017904,358.09958320017904,358.09958320017904,358.3964764000848,358.3964764000848,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,360.4076513000764,41,44,26,60,44,91,1.0,1.2960014999844134,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,364.24090050021186,365.825717800064,362.9168252001982,362.9168252001982,362.9168252001982,362.9168252001982,362.9168252001982,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,None,365.825717800064,365.825717800064,365.825717800064,365.825717800064,365.825717800064,365.825717800064,j,1.2678422001190484,367.1237426002044,367.1237426002044,367.1237426002044,367.1237426002044,367.1237426002044,367.1237426002044,367.4219473002013,367.4219473002013,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,368.53568550013006,47,49,35,74,74,87,None,None,371.0465222999919,371.0465222999919,371.0465222999919,371.0465222999919,371.0465222999919,371.0465222999919,371.0465222999919,371.0465222999919,0.006837400142103434,371.0465222999919,74,74,[-0.12314814814814815],[-0.2824074074074074],[1],[0],[0],[5.757680800044909],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],376.82527870009653,376.82527870009653,376.82527870009653,376.82527870009653,6.083333333333333,2.427724099950865,379.27197330002673,381.1839529001154,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,27,27,27,,,,,,,,,,None,381.1839529001154,381.1839529001154,381.1839529001154,381.1839529001154,381.1839529001154,381.1839529001154,i,1.3858620000537485,382.59852180001326,382.59852180001326,382.59852180001326,382.59852180001326,382.59852180001326,382.59852180001326,382.89604600006714,382.89604600006714,384.2924385999795,384.2924385999795,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,384.3091186999809,49,49,30,75,30,23,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,60,[0.018518518518518517],[-0.26851851851851855],[1],[0],[0],[6.097249199869111],['tijiao_random_2'],392.94031580002047,392.94031580002047,392.94031580002047,392.94031580002047,5.027777777777778,2.4521240999456495,395.4108686000109,397.3732169000432,,,,,,386.8289260000456,386.8289260000456,386.8289260000456,386.8289260000456,386.8289260000456,386.8289260000456,386.8289260000456,386.8289260000456,0.006501500029116869,386.8289260000456,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,None,397.3732169000432,397.3732169000432,397.3732169000432,397.3732169000432,397.3732169000432,397.3732169000432,i,1.0031179999932647,398.4053114000708,398.4053114000708,398.4053114000708,398.4053114000708,398.4053114000708,398.4053114000708,398.70287859998643,398.70287859998643,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,400.6808652000036,41,49,38,64,38,71,3.0,2.0772512999828905,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,405.2925382000394,407.0963766002096,403.18984210002236,403.18984210002236,403.18984210002236,403.18984210002236,403.18984210002236,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,29,29,29,,,,,,,,,,None,407.0963766002096,407.0963766002096,407.0963766002096,407.0963766002096,407.0963766002096,407.0963766002096,j,0.4862823998555541,407.61273880000226,407.61273880000226,407.61273880000226,407.61273880000226,407.61273880000226,407.61273880000226,407.9114785999991,407.9114785999991,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,409.7229761001654,40,52,29,65,65,95,3.0,2.343553700018674,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,414.6014929001685,416.27157770004123,412.2318826999981,412.2318826999981,412.2318826999981,412.2318826999981,412.2318826999981,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,None,416.27157770004123,416.27157770004123,416.27157770004123,416.27157770004123,416.27157770004123,416.27157770004123,r,1.0086860000155866,417.30310370004736,417.30310370004736,417.30310370004736,417.30310370004736,417.30310370004736,417.30310370004736,417.60167860006914,417.60167860006914,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,418.5823554000817,35,43,30,58,35,98,None,None,421.0939661001321,421.0939661001321,421.0939661001321,421.0939661001321,421.0939661001321,421.0939661001321,421.0939661001321,421.0939661001321,0.00724560022354126,421.0939661001321,40,40,[-0.12962962962962962],[-0.2759259259259259],[1],[0],[0],[4.627114000031725],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],425.74153730017133,425.74153730017133,425.74153730017133,425.74153730017133,7.935185185185185,4.322654100134969,430.082802799996,432.0117772000376,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,31,31,31,,,,,,,,,,None,432.0117772000376,432.0117772000376,432.0117772000376,432.0117772000376,432.0117772000376,432.0117772000376,f,0.7452855000738055,432.7775032001082,432.7775032001082,432.7775032001082,432.7775032001082,432.7775032001082,432.7775032001082,433.07578910002485,433.07578910002485,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,434.67163790017366,31,40,38,55,40,46,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,73,[0.1398148148148148],[-0.31296296296296294],[1],[0],[0],[4.234635100001469],['tijiao_random_2'],441.4419752000831,441.4419752000831,441.4419752000831,441.4419752000831,7.9259259259259265,1.9369872999377549,443.3971018001903,444.9268563000951,,,,,,437.19241680018604,437.19241680018604,437.19241680018604,437.19241680018604,437.19241680018604,437.19241680018604,437.19241680018604,437.19241680018604,0.006989600136876106,437.19241680018604,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,None,444.9268563000951,444.9268563000951,444.9268563000951,444.9268563000951,444.9268563000951,444.9268563000951,i,0.7684953000862151,445.7275338000618,445.7275338000618,445.7275338000618,445.7275338000618,445.7275338000618,445.7275338000618,446.0237159000244,446.0237159000244,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,446.8385323002003,28,37,36,58,36,85,None,None,449.34980460000224,449.34980460000224,449.34980460000224,449.34980460000224,449.34980460000224,449.34980460000224,449.34980460000224,449.34980460000224,0.007049300009384751,449.34980460000224,38,38,[0.16018518518518518],[-0.2972222222222222],[1],[0],[0],[4.958814299898222],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],454.3288996000774,454.3288996000774,454.3288996000774,454.3288996000774,7.277777777777778,1.863975599873811,456.21162900002673,457.9744421001524,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,33,33,33,,,,,,,,,,None,457.9744421001524,457.9744421001524,457.9744421001524,457.9744421001524,457.9744421001524,457.9744421001524,i,0.5802096000406891,458.57437540008686,458.57437540008686,458.57437540008686,458.57437540008686,458.57437540008686,458.57437540008686,458.87199280015193,458.87199280015193,460.21839769999497,460.21839769999497,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,460.235291399993,30,47,37,53,37,83,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,45,[0.014814814814814815],[-0.30092592592592593],[1],[0],[0],[4.635022899834439],['tijiao_random_2'],467.4010185999796,467.4010185999796,467.4010185999796,467.4010185999796,6.25,2.039640400093049,469.45930139999837,471.0884956000373,,,,,,462.7540237000212,462.7540237000212,462.7540237000212,462.7540237000212,462.7540237000212,462.7540237000212,462.7540237000212,462.7540237000212,0.007246799999848008,462.7540237000212,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,None,471.0884956000373,471.0884956000373,471.0884956000373,471.0884956000373,471.0884956000373,471.0884956000373,i,0.7944993998389691,471.90394280012697,471.90394280012697,471.90394280012697,471.90394280012697,471.90394280012697,471.90394280012697,472.2026868001558,472.2026868001558,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,473.0167275001295,28,39,26,52,26,86,1.0,3.4232785999774933,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,478.97718819999136,480.7291425000876,475.5259837000631,475.5259837000631,475.5259837000631,475.5259837000631,475.5259837000631,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,35,35,35,,,,,,,,,,None,480.7291425000876,480.7291425000876,480.7291425000876,480.7291425000876,480.7291425000876,480.7291425000876,j,0.49127410002984107,481.245807700092,481.245807700092,481.245807700092,481.245807700092,481.245807700092,481.245807700092,481.5435196000617,481.5435196000617,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,483.155983600067,31,43,22,46,46,92,1.0,1.3955341998953372,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,487.08759040012956,488.9567621999886,485.6646913001314,485.6646913001314,485.6646913001314,485.6646913001314,485.6646913001314,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,None,488.9567621999886,488.9567621999886,488.9567621999886,488.9567621999886,488.9567621999886,488.9567621999886,r,0.741358800092712,489.72279250016436,489.72279250016436,489.72279250016436,489.72279250016436,489.72279250016436,489.72279250016436,490.02064160001464,490.02064160001464,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,490.9513611001894,12,48,28,49,12,54,1.0,0.7303530999924988,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,494.22024960001,496.1536455000751,493.46049030008726,493.46049030008726,493.46049030008726,493.46049030008726,493.46049030008726,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,37,37,37,,,,,,,,,,None,496.1536455000751,496.1536455000751,496.1536455000751,496.1536455000751,496.1536455000751,496.1536455000751,f,0.3888506998773664,496.5701301000081,496.5701301000081,496.5701301000081,496.5701301000081,496.5701301000081,496.5701301000081,496.8688261001371,496.8688261001371,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,498.28154590004124,18,44,18,55,44,80,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,45,[-0.15092592592592594],[-0.29259259259259257],[1],[0],[0],[5.065103999804705],['tijiao_random_2'],505.87914580013603,505.87914580013603,505.87914580013603,505.87914580013603,8.555555555555555,3.0043810999486595,508.90134240011685,510.7301819000859,,,,,,500.8015499000903,500.8015499000903,500.8015499000903,500.8015499000903,500.8015499000903,500.8015499000903,500.8015499000903,500.8015499000903,0.006963100051507354,500.8015499000903,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,None,510.7301819000859,510.7301819000859,510.7301819000859,510.7301819000859,510.7301819000859,510.7301819000859,j,0.9453196998219937,511.6965169000905,511.6965169000905,511.6965169000905,511.6965169000905,511.6965169000905,511.6965169000905,511.9939975000452,511.9939975000452,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,513.7890891002025,24,46,26,53,53,72,3.0,2.310012700036168,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,518.6346615001094,520.6369531000964,516.2982314000838,516.2982314000838,516.2982314000838,516.2982314000838,516.2982314000838,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,39,39,39,,,,,,,,,,None,520.6369531000964,520.6369531000964,520.6369531000964,520.6369531000964,520.6369531000964,520.6369531000964,j,1.1106803000438958,521.7686525001191,521.7686525001191,521.7686525001191,521.7686525001191,521.7686525001191,521.7686525001191,522.0662097001914,522.0662097001914,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,523.3630412002094,20,62,32,56,56,65,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,70,[-0.1287037037037037],[-0.30092592592592593],[1],[0],[0],[4.752068700036034],['tijiao_random_2'],530.6480006000493,530.6480006000493,530.6480006000493,530.6480006000493,8.37962962962963,3.2831603998783976,533.9495700001717,535.8619611000177,,,,,,525.8815953000449,525.8815953000449,525.8815953000449,525.8815953000449,525.8815953000449,525.8815953000449,525.8815953000449,525.8815953000449,0.007486400194466114,525.8815953000449,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,None,535.8619611000177,535.8619611000177,535.8619611000177,535.8619611000177,535.8619611000177,535.8619611000177,j,0.5034775999374688,536.3951489001047,536.3951489001047,536.3951489001047,536.3951489001047,536.3951489001047,536.3951489001047,536.6933783001732,536.6933783001732,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,537.5741249001585,16,68,28,52,52,66,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,50,[0.12222222222222222],[-0.3148148148148148],[1],[0],[0],[5.633864399977028],['tijiao_random_2'],545.7392397001386,545.7392397001386,545.7392397001386,545.7392397001386,6.898148148148148,2.7514752000570297,548.5099241000134,550.3891227000859,,,,,,540.0928444000892,540.0928444000892,540.0928444000892,540.0928444000892,540.0928444000892,540.0928444000892,540.0928444000892,540.0928444000892,0.007156600011512637,540.0928444000892,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,41,41,41,,,,,,,,,,None,550.3891227000859,550.3891227000859,550.3891227000859,550.3891227000859,550.3891227000859,550.3891227000859,j,0.5635462999343872,550.9732647000346,550.9732647000346,550.9732647000346,550.9732647000346,550.9732647000346,550.9732647000346,551.2702105999924,551.2702105999924,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,553.1648588001262,19,64,36,61,61,72,None,None,555.676439900184,555.676439900184,555.676439900184,555.676439900184,555.676439900184,555.676439900184,555.676439900184,555.676439900184,0.007355700014159083,555.676439900184,65,65,[0.02962962962962963],[-0.3138888888888889],[1],[0],[0],[5.8400377000216395],['tijiao'],0.2,0,,[],[],[],[],[],[],[],561.5391594001558,561.5391594001558,561.5391594001558,561.5391594001558,7.277777777777778,1.9117564000189304,563.4692432000302,565.4310630999971,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,None,565.4310630999971,565.4310630999971,565.4310630999971,565.4310630999971,565.4310630999971,565.4310630999971,j,0.35908970003947616,565.8145318001043,565.8145318001043,565.8145318001043,565.8145318001043,565.8145318001043,565.8145318001043,566.1130340001546,566.1130340001546,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,567.858201400144,8,57,28,52,52,4,6.0,2.824698999989778,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,573.2213900000788,575.1213752001058,570.367231399985,570.367231399985,570.367231399985,570.367231399985,570.367231399985,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,43,43,43,,,,,,,,,,None,575.1213752001058,575.1213752001058,575.1213752001058,575.1213752001058,575.1213752001058,575.1213752001058,j,0.40578299993649125,575.554516900098,575.554516900098,575.554516900098,575.554516900098,575.554516900098,575.554516900098,575.853168200003,575.853168200003,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,577.0994522999972,9,67,29,63,63,52,None,None,579.6102980000433,579.6102980000433,579.6102980000433,579.6102980000433,579.6102980000433,579.6102980000433,579.6102980000433,579.6102980000433,0.006691900081932545,579.6102980000433,60,60,[0.14722222222222223],[-0.29444444444444445],[1],[0],[0],[6.006925099994987],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],585.6386444000527,585.6386444000527,585.6386444000527,585.6386444000527,8.101851851851853,1.9785738000646234,587.636251399992,589.482444500085,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,None,589.482444500085,589.482444500085,589.482444500085,589.482444500085,589.482444500085,589.482444500085,j,0.3070342999417335,589.8170398999937,589.8170398999937,589.8170398999937,589.8170398999937,589.8170398999937,589.8170398999937,590.1141598001122,590.1141598001122,591.0115007001441,591.0115007001441,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,591.0281605001073,11,64,41,55,55,64,4.0,1.6112877000123262,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,595.1779197000433,596.7620910000987,593.5373978000134,593.5373978000134,593.5373978000134,593.5373978000134,593.5373978000134,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
