bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,expectself.text,expectself.started,expectself.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,18.70790360000683,None,space,6.6843856000341475,18.70790360000683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
,,,,,,,,,,,,,25.424826000002213,None,s,8.367535199970007,25.424826000002213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,33.828918000042904,None,None,None,None,None,None,34.91519980004523,None,34.91519980004523,None,34.91519980004523,None,34.91519980004523,None,i,0.4071847000159323,34.91519980004523,None,34.91519980004523,None,35.44272769999225,None,35.44272769999225,None,35.44272769999225,None,35.44272769999225,None,35.44272769999225,None,35.44272769999225,None,35.73621840000851,36.68688460002886,35.73621840000851,36.68688460002886,36.7945267999894,None,36.7945267999894,None,36.7945267999894,None,36.7945267999894,None,36.7945267999894,None,36.7945267999894,None,36.7945267999894,None,36.7945267999894,None,36.7945267999894,None,35,48,63,20,63,38,None,None,None,None,None,None,None,None,None,None,None,None,36,39.53916129999561,None,39.53916129999561,None,39.53916129999561,None,39.53916129999561,None,39.53916129999561,None,39.53916129999561,None,39.53916129999561,None,36,39.53916129999561,None,-0.07942708333333333,-0.2903645833333333,1,0,0,6.021009200019762,tijiao,0.014989749994128942,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,6.013020833333334,3.393767300003674,45.917442100006156,None,45.917442100006156,None,45.917442100006156,None,45.917442100006156,None,None,None,49.40370329999132,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,51.06814809999196,None,51.06814809999196,None,51.06814809999196,None,51.06814809999196,None,f,0.724356499966234,51.06814809999196,None,51.06814809999196,None,51.842906500038225,None,51.842906500038225,None,51.842906500038225,None,51.842906500038225,None,51.842906500038225,None,51.842906500038225,None,52.131006100040395,53.5154827000224,52.131006100040395,53.5154827000224,53.552384999988135,None,53.552384999988135,None,53.552384999988135,None,53.552384999988135,None,53.552384999988135,None,53.552384999988135,None,53.552384999988135,None,53.552384999988135,None,53.552384999988135,None,53,50,64,25,50,42,56.066205300041474,None,4.0,6.128180600004271,56.066205300041474,None,56.066205300041474,None,56.066205300041474,None,56.066205300041474,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,62.35969720000867,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,63.95852620003279,None,63.95852620003279,None,63.95852620003279,None,63.95852620003279,None,f,0.9942312999628484,63.95852620003279,None,63.95852620003279,None,65.00258140004007,None,65.00258140004007,None,65.00258140004007,None,65.00258140004007,None,65.00258140004007,None,65.00258140004007,None,65.29042130004382,None,65.29042130004382,None,67.02539940003771,None,67.02539940003771,None,67.02539940003771,None,67.02539940003771,None,67.02539940003771,None,67.02539940003771,None,67.02539940003771,None,67.02539940003771,None,67.02539940003771,None,49,50,62,28,50,67,69.54426220001187,None,4.0,2.7517339999903925,69.54426220001187,None,69.54426220001187,None,69.54426220001187,None,69.54426220001187,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,72.34453540004324,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,74.08324710000306,None,74.08324710000306,None,74.08324710000306,None,74.08324710000306,None,r,0.6591167000005953,74.08324710000306,None,74.08324710000306,None,74.79225460003363,None,74.79225460003363,None,74.79225460003363,None,74.79225460003363,None,74.79225460003363,None,74.79225460003363,None,75.08003479999024,76.21425080002518,75.08003479999024,76.21425080002518,76.24981160002062,None,76.24981160002062,None,76.24981160002062,None,76.24981160002062,None,76.24981160002062,None,76.24981160002062,None,76.24981160002062,None,76.24981160002062,None,76.24981160002062,None,54,51,63,18,54,68,78.76625690003857,None,4.0,2.4685966999968514,78.76625690003857,None,78.76625690003857,None,78.76625690003857,None,78.76625690003857,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,81.29742900002748,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,82.9227971000364,None,82.9227971000364,None,82.9227971000364,None,82.9227971000364,None,i,0.7307275999919511,82.9227971000364,None,82.9227971000364,None,83.69253340002615,None,83.69253340002615,None,83.69253340002615,None,83.69253340002615,None,83.69253340002615,None,83.69253340002615,None,83.98630079999566,None,83.98630079999566,None,85.03461560001597,None,85.03461560001597,None,85.03461560001597,None,85.03461560001597,None,85.03461560001597,None,85.03461560001597,None,85.03461560001597,None,85.03461560001597,None,85.03461560001597,None,45,42,70,28,70,48,87.55805089999922,None,4.0,2.1176187000237405,87.55805089999922,None,87.55805089999922,None,87.55805089999922,None,87.55805089999922,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,89.72426410001935,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,91.67910400003893,None,91.67910400003893,None,91.67910400003893,None,91.67910400003893,None,i,0.9544128999696113,91.67910400003893,None,91.67910400003893,None,92.68240400002105,None,92.68240400002105,None,92.68240400002105,None,92.68240400002105,None,92.68240400002105,None,92.68240400002105,None,92.97603560000425,None,92.97603560000425,None,93.90718959999504,None,93.90718959999504,None,93.90718959999504,None,93.90718959999504,None,93.90718959999504,None,93.90718959999504,None,93.90718959999504,None,93.90718959999504,None,93.90718959999504,None,44,48,65,25,65,46,None,None,None,None,None,None,None,None,None,None,None,None,57,96.44711589999497,None,96.44711589999497,None,96.44711589999497,None,96.44711589999497,None,96.44711589999497,None,96.44711589999497,None,96.44711589999497,None,57,96.44711589999497,None,0.010416666666666666,-0.31640625,1,0,0,6.246896600001492,tijiao,0.008413309988100082,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,8.0703125,4.028450399986468,102.73912370001199,None,102.73912370001199,None,102.73912370001199,None,102.73912370001199,None,None,None,106.80135250004241,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,108.79065450001508,None,108.79065450001508,None,108.79065450001508,None,108.79065450001508,None,j,0.7030661000171676,108.79065450001508,None,108.79065450001508,None,109.54150009999285,None,109.54150009999285,None,109.54150009999285,None,109.54150009999285,None,109.54150009999285,None,109.54150009999285,None,109.8376301000244,110.78833310003392,109.8376301000244,110.78833310003392,110.82583019998856,None,110.82583019998856,None,110.82583019998856,None,110.82583019998856,None,110.82583019998856,None,110.82583019998856,None,110.82583019998856,None,110.82583019998856,None,110.82583019998856,None,58,46,61,24,24,57,113.3438557999907,None,2.0,2.13581410003826,113.3438557999907,None,113.3438557999907,None,113.3438557999907,None,113.3438557999907,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,115.54422380001051,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,117.26382699998794,None,117.26382699998794,None,117.26382699998794,None,117.26382699998794,None,r,0.6000450999708846,117.26382699998794,None,117.26382699998794,None,117.91476280003553,None,117.91476280003553,None,117.91476280003553,None,117.91476280003553,None,117.91476280003553,None,117.91476280003553,None,118.21011680003721,None,118.21011680003721,None,119.24883220001357,None,119.24883220001357,None,119.24883220001357,None,119.24883220001357,None,119.24883220001357,None,119.24883220001357,None,119.24883220001357,None,119.24883220001357,None,119.24883220001357,None,52,58,65,22,52,64,None,None,None,None,None,None,None,None,None,None,None,None,73,121.79308410000522,None,121.79308410000522,None,121.79308410000522,None,121.79308410000522,None,121.79308410000522,None,121.79308410000522,None,121.79308410000522,None,73,121.79308410000522,None,-0.024739583333333332,-0.28515625,1,0,0,7.550231500004884,tijiao,0.011272809992078692,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,7.015625,4.41950459999498,129.38672740000766,None,129.38672740000766,None,129.38672740000766,None,129.38672740000766,None,None,None,133.82018620002782,None,,,,,,,,,224,f,23,2023_Mar_19_1524,RL,2021.2.3,59.95890417524056,
