bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,expectself.text,expectself.started,expectself.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,,,,,,None,None,None,None,None,156.739869299985,None,156.739869299985,None,156.739869299985,None,156.739869299985,None,j,0.2092174999997951,156.739869299985,None,156.739869299985,None,156.9929814999923,None,156.9929814999923,None,156.9929814999923,None,156.9929814999923,None,156.9929814999923,None,156.9929814999923,None,157.28649020002922,None,157.28649020002922,None,158.49946299998555,None,158.49946299998555,None,158.49946299998555,None,158.49946299998555,None,158.49946299998555,None,158.49946299998555,None,158.49946299998555,None,158.49946299998555,None,158.49946299998555,None,62,49,49,42,42,71,161.01956859999336,None,2.0,2.539012899971567,161.01956859999336,None,161.01956859999336,None,161.01956859999336,None,161.01956859999336,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,163.61136189999525,None,,,,,,,,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
0,0.3,0.225,0,9,9,9,,,,,,,,,,,,,,,None,None,None,None,None,165.51256619999185,None,165.51256619999185,None,165.51256619999185,None,165.51256619999185,None,r,0.26640070002758875,165.51256619999185,None,165.51256619999185,None,165.83183879998978,None,165.83183879998978,None,165.83183879998978,None,165.83183879998978,None,165.83183879998978,None,165.83183879998978,None,166.12604340002872,167.11004699999467,166.12604340002872,167.11004699999467,167.14247999998042,None,167.14247999998042,None,167.14247999998042,None,167.14247999998042,None,167.14247999998042,None,167.14247999998042,None,167.14247999998042,None,167.14247999998042,None,167.14247999998042,None,52,52,48,42,52,29,None,None,None,None,None,None,None,None,None,None,None,None,45,169.67840440000873,None,169.67840440000873,None,169.67840440000873,None,169.67840440000873,None,169.67840440000873,None,169.67840440000873,None,169.67840440000873,None,45,169.67840440000873,None,-0.010416666666666666,-0.296875,1,0,0,3.5114667000016198,tijiao,0.008631229982711375,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,7.106770833333334,2.376256800023839,173.24169250001432,None,173.24169250001432,None,173.24169250001432,None,173.24169250001432,None,None,None,175.63209939998342,None,,,,,,,,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,,,,,,None,None,None,None,None,177.22118709998904,None,177.22118709998904,None,177.22118709998904,None,177.22118709998904,None,r,0.2782213999889791,177.22118709998904,None,177.22118709998904,None,177.54000680003082,None,177.54000680003082,None,177.54000680003082,None,177.54000680003082,None,177.54000680003082,None,177.54000680003082,None,177.83429530001013,None,177.83429530001013,None,179.6697096999851,None,179.6697096999851,None,179.6697096999851,None,179.6697096999851,None,179.6697096999851,None,179.6697096999851,None,179.6697096999851,None,179.6697096999851,None,179.6697096999851,None,60,51,50,40,60,76,None,None,None,None,None,None,None,None,None,None,None,None,,182.2038546000258,None,182.2038546000258,None,182.2038546000258,None,182.2038546000258,None,182.2038546000258,None,182.2038546000258,None,182.2038546000258,None,,182.2038546000258,None,0.013020833333333334,-0.3098958333333333,1,0,0,1.2434304999769665,tijiao,0.008611030003521591,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,3.8515625,3.2168387999990955,183.4923585000215,None,183.4923585000215,None,183.4923585000215,None,183.4923585000215,None,None,None,186.73362610000186,None,,,,,,,,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
0,0.3,0.225,0,11,11,11,,,,,,,,,,,,,,,None,None,None,None,None,188.57910949998768,None,188.57910949998768,None,188.57910949998768,None,188.57910949998768,None,f,0.4500096999690868,188.57910949998768,None,188.57910949998768,None,189.08326520002447,None,189.08326520002447,None,189.08326520002447,None,189.08326520002447,None,189.08326520002447,None,189.08326520002447,None,189.37542140000733,190.82641239999793,189.37542140000733,190.82641239999793,190.85655939998105,None,190.85655939998105,None,190.85655939998105,None,190.85655939998105,None,190.85655939998105,None,190.85655939998105,None,190.85655939998105,None,190.85655939998105,None,190.85655939998105,None,60,49,45,49,49,52,193.37923780002166,None,3.0,2.737662600004114,193.37923780002166,None,193.37923780002166,None,193.37923780002166,None,193.37923780002166,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,196.16930050001247,None,,,,,,,,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,,,,,,None,None,None,None,None,197.85210720001487,None,197.85210720001487,None,197.85210720001487,None,197.85210720001487,None,r,0.3670399999828078,197.85210720001487,None,197.85210720001487,None,198.27301619999344,None,198.27301619999344,None,198.27301619999344,None,198.27301619999344,None,198.27301619999344,None,198.27301619999344,None,198.56510740000522,199.99944440001855,198.56510740000522,199.99944440001855,200.03082500002347,None,200.03082500002347,None,200.03082500002347,None,200.03082500002347,None,200.03082500002347,None,200.03082500002347,None,200.03082500002347,None,200.03082500002347,None,200.03082500002347,None,66,52,42,48,66,67,None,None,None,None,None,None,None,None,None,None,None,None,66,202.55999159999192,None,202.55999159999192,None,202.55999159999192,None,202.55999159999192,None,202.55999159999192,None,202.55999159999192,None,202.55999159999192,None,66,202.55999159999192,None,-0.057291666666666664,-0.2903645833333333,1,0,0,3.4189445999800228,tijiao,0.016018629947211593,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,3.994791666666666,1.9164805000182241,206.02518170000985,None,206.02518170000985,None,206.02518170000985,None,206.02518170000985,None,None,None,207.95446899998933,None,,,,,,,,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
0,0.3,0.225,0,13,13,13,,,,,,,,,,,,,,,None,None,None,None,None,209.91073609999148,None,209.91073609999148,None,209.91073609999148,None,209.91073609999148,None,r,0.2584567999583669,209.91073609999148,None,209.91073609999148,None,210.2135830000043,None,210.2135830000043,None,210.2135830000043,None,210.2135830000043,None,210.2135830000043,None,210.2135830000043,None,210.5067946999916,None,210.5067946999916,None,211.57641680003144,None,211.57641680003144,None,211.57641680003144,None,211.57641680003144,None,211.57641680003144,None,211.57641680003144,None,211.57641680003144,None,211.57641680003144,None,211.57641680003144,None,63,54,46,45,63,48,None,None,None,None,None,None,None,None,None,None,None,None,55,214.10540350002702,None,214.10540350002702,None,214.10540350002702,None,214.10540350002702,None,214.10540350002702,None,214.10540350002702,None,214.10540350002702,None,55,214.10540350002702,None,-0.09244791666666667,-0.3020833333333333,1,0,0,3.2325863000005484,tijiao,0.012836229987442493,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,5.986979166666667,3.6381533999810927,217.38947719999123,None,217.38947719999123,None,217.38947719999123,None,217.38947719999123,None,None,None,221.04603510000743,None,,,,,,,,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,,,,,,None,None,None,None,None,222.76906120002968,None,222.76906120002968,None,222.76906120002968,None,222.76906120002968,None,r,0.25023679999867454,222.76906120002968,None,222.76906120002968,None,223.07138610002585,None,223.07138610002585,None,223.07138610002585,None,223.07138610002585,None,223.07138610002585,None,223.07138610002585,None,223.3657068000175,None,223.3657068000175,None,224.9472231999971,None,224.9472231999971,None,224.9472231999971,None,224.9472231999971,None,224.9472231999971,None,224.9472231999971,None,224.9472231999971,None,224.9472231999971,None,224.9472231999971,None,64,52,45,41,64,61,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,-0.2,1,227.50009270000737,None,227.50009270000737,None,227.50009270000737,None,227.50009270000737,None,227.50009270000737,None,227.50009270000737,None,45,227.50009270000737,None,227.50009270000737,None,0.009712740022223443,None,5.1015625,2.9158609000151046,231.44476990000112,None,231.44476990000112,None,231.44476990000112,None,231.44476990000112,None,None,None,234.37487990001682,None,0.013020833333333334,-0.2786458333333333,1,0,0,3.9135008999728598,tijiao,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
0,0.3,0.225,0,15,15,15,,,,,,,,,,,,,,,None,None,None,None,None,236.02817360003246,None,236.02817360003246,None,236.02817360003246,None,236.02817360003246,None,r,0.3415570000070147,236.02817360003246,None,236.02817360003246,None,236.41523669997696,None,236.41523669997696,None,236.41523669997696,None,236.41523669997696,None,236.41523669997696,None,236.41523669997696,None,236.7085492000333,237.75922060001176,236.7085492000333,237.75922060001176,237.7902948000119,None,237.7902948000119,None,237.7902948000119,None,237.7902948000119,None,237.7902948000119,None,237.7902948000119,None,237.7902948000119,None,237.7902948000119,None,237.7902948000119,None,67,55,45,41,67,39,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,-0.2,1,240.35492060001707,None,240.35492060001707,None,240.35492060001707,None,240.35492060001707,None,240.35492060001707,None,240.35492060001707,None,67,240.35492060001707,None,240.35492060001707,None,0.013695449975784868,None,6.989583333333334,2.1904747000080533,243.45221930003027,None,243.45221930003027,None,243.45221930003027,None,243.45221930003027,None,None,None,245.6638597000274,None,-0.015625,-0.2890625,1,0,0,3.066537900012918,tijiao,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,,,,,,None,None,None,None,None,247.45311709999805,None,247.45311709999805,None,247.45311709999805,None,247.45311709999805,None,r,0.2764631000463851,247.45311709999805,None,247.45311709999805,None,247.77060490002623,None,247.77060490002623,None,247.77060490002623,None,247.77060490002623,None,247.77060490002623,None,247.77060490002623,None,248.06592279998586,249.80085430003237,248.06592279998586,249.80085430003237,249.8325627000304,None,249.8325627000304,None,249.8325627000304,None,249.8325627000304,None,249.8325627000304,None,249.8325627000304,None,249.8325627000304,None,249.8325627000304,None,249.8325627000304,None,67,50,31,41,67,44,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,-0.6,1,252.37558619998163,None,252.37558619998163,None,252.37558619998163,None,252.37558619998163,None,252.37558619998163,None,252.37558619998163,None,44,252.37558619998163,None,252.37558619998163,None,0.0012462299782782793,None,7.106770833333334,2.060789900016971,256.0812511999975,None,256.0812511999975,None,256.0812511999975,None,256.0812511999975,None,None,None,258.15605739998864,None,-0.016927083333333332,-0.2786458333333333,1,0,0,3.6719254999770783,tijiao,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
0,0.3,0.225,0,17,17,17,,,,,,,,,,,,,,,None,None,None,None,None,259.7276792000048,None,259.7276792000048,None,259.7276792000048,None,259.7276792000048,None,r,0.2718287000316195,259.7276792000048,None,259.7276792000048,None,260.0529109000345,None,260.0529109000345,None,260.0529109000345,None,260.0529109000345,None,260.0529109000345,None,260.0529109000345,None,260.3413874999969,261.37552070000675,260.3413874999969,261.37552070000675,261.4060976000037,None,261.4060976000037,None,261.4060976000037,None,261.4060976000037,None,261.4060976000037,None,261.4060976000037,None,261.4060976000037,None,261.4060976000037,None,261.4060976000037,None,70,43,35,45,70,57,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,None,None,0.6,1,263.94000150001375,None,263.94000150001375,None,263.94000150001375,None,263.94000150001375,None,263.94000150001375,None,263.94000150001375,None,56,263.94000150001375,None,263.94000150001375,None,0.010328929987736046,None,4.020833333333334,2.7812660000054166,268.976764800027,None,268.976764800027,None,268.976764800027,None,268.976764800027,None,None,None,271.7812566999928,None,-0.005208333333333333,-0.2942708333333333,1,0,0,4.999123600020539,tijiao,,228,f,23,2023_Mar_19_1755,RL,2021.2.3,60.013130875210166,
