bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate
,,,,,,,19.2905722,19.2905722,space,5.6853941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
,,,,,,,,,,,25.0074451,25.0074451,s,9.9308489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,47,47,47,,,,,,,,,,None,645.0993688,645.0993688,645.0993688,645.0993688,645.0993688,645.0993688,j,0.6319791,645.764662,645.764662,645.764662,645.764662,645.764662,645.764662,646.0638924,646.0638924,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,647.2434995,84,50,54,20,20,50,3,2.4254108,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,652.2075476,653.97461,,,,,,,,,,,649.7524214,649.7524214,649.7524214,649.7524214,649.7524214,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,48,48,48,,,,,,,,,,None,653.97461,653.97461,653.97461,653.97461,653.97461,653.97461,i,0.3638618,654.3592347,654.3592347,654.3592347,654.3592347,654.3592347,654.3592347,654.656617,654.656617,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,655.8869058,82,44,57,24,57,43,4,2.0926899,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,660.5156054,662.2025647,,,,,,,,,,,658.3957051,658.3957051,658.3957051,658.3957051,658.3957051,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,49,49,49,,,,,,,,,,None,662.2025647,662.2025647,662.2025647,662.2025647,662.2025647,662.2025647,i,0.5370534,662.7711205,662.7711205,662.7711205,662.7711205,662.7711205,662.7711205,663.0669694,663.0669694,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,664.1309983,85,43,50,20,50,40,5,3.2240988,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,669.890472,671.5600629,,,,,,,,,,,666.6397757,666.6397757,666.6397757,666.6397757,666.6397757,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,50,50,50,,,,,,,,,,None,671.5600629,671.5600629,671.5600629,671.5600629,671.5600629,671.5600629,i,0.7109598,672.2926205,672.2926205,672.2926205,672.2926205,672.2926205,672.2926205,672.5911017,672.5911017,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,673.6549898,71,49,52,27,52,70,3,2.0602073,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,678.2516803,679.9044298,,,,,,,,,,,676.1640716,676.1640716,676.1640716,676.1640716,676.1640716,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,51,51,51,,,,,,,,,,None,679.9044298,679.9044298,679.9044298,679.9044298,679.9044298,679.9044298,j,0.3745035,680.3042926,680.3042926,680.3042926,680.3042926,680.3042926,680.3042926,680.6028845,680.6028845,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,681.4504544,75,39,61,18,18,40,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,75,[0.03611111111111111],[-0.2833333333333333],[1],[0],[0],[13.112262600043323],['tijiao_random_2'],697.0970538,697.0970538,697.0970538,697.0970538,2.037037037,1.9530445,699.0678531,700.598247,683.9696681,683.9696681,683.9696681,683.9696681,683.9696681,683.9696681,683.9696681,683.9696681,0.0060159,683.9696681,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,52,52,52,,,,,,,,,,None,700.598247,700.598247,700.598247,700.598247,700.598247,700.598247,j,0.3402568,700.9667968,700.9667968,700.9667968,700.9667968,700.9667968,700.9667968,701.26264,701.26264,702.7752632,702.7752632,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,702.7917419,67,44,56,27,27,66,2,1.4948247,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,706.8227979,708.625987,,,,,,,,,,,705.301018,705.301018,705.301018,705.301018,705.301018,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,53,53,53,,,,,,,,,,None,708.625987,708.625987,708.625987,708.625987,708.625987,708.625987,r,0.3246233,708.9774908,708.9774908,708.9774908,708.9774908,708.9774908,708.9774908,709.2746008,709.2746008,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,710.2050329,64,39,56,28,64,71,3,2.109475,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,714.8520935,716.6203881,,,,,,,,,,,712.7144481,712.7144481,712.7144481,712.7144481,712.7144481,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,54,54,54,,,,,,,,,,None,716.6203881,716.6203881,716.6203881,716.6203881,716.6203881,716.6203881,j,0.4084223,717.0544962,717.0544962,717.0544962,717.0544962,717.0544962,717.0544962,717.3526076,717.3526076,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,718.4824813,66,33,52,24,24,39,3,2.0268373,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,723.0436133,724.947784,,,,,,,,,,,720.9917189,720.9917189,720.9917189,720.9917189,720.9917189,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,55,55,55,,,,,,,,,,None,724.947784,724.947784,724.947784,724.947784,724.947784,724.947784,i,0.3623216,725.3319625,725.3319625,725.3319625,725.3319625,725.3319625,725.3319625,725.629968,725.629968,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,727.507777,58,43,45,16,45,27,None,None,730.0217987,730.0217987,730.0217987,730.0217987,730.0217987,730.0217987,730.0217987,730.0217987,0.0089254,730.0217987,40,40,[-0.01574074074074074],[-0.31851851851851853],[1],[0],[0],[6.968127099971753],['tijiao'],0.2,0,,[],[],[],[],[],[],[],737.0105463,737.0105463,737.0105463,737.0105463,4.444444444,1.8632314,738.8921884,740.6051642,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,56,56,56,,,,,,,,,,None,740.6051642,740.6051642,740.6051642,740.6051642,740.6051642,740.6051642,i,0.2594053,740.8898032,740.8898032,740.8898032,740.8898032,740.8898032,740.8898032,741.1873506,741.1873506,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,742.5664734,51,42,44,19,44,63,None,None,745.0802267,745.0802267,745.0802267,745.0802267,745.0802267,745.0802267,745.0802267,745.0802267,0.0073094,745.0802267,65,65,[0.03611111111111111],[-0.29444444444444445],[1],[0],[0],[4.826511799998116],['tijiao'],0.6,0,,[],[],[],[],[],[],[],749.927321,749.927321,749.927321,749.927321,3.314814815,1.9440902,751.8901619,753.7361846,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,57,57,57,,,,,,,,,,None,753.7361846,753.7361846,753.7361846,753.7361846,753.7361846,753.7361846,i,0.3327414,754.1036956,754.1036956,754.1036956,754.1036956,754.1036956,754.1036956,754.4014067,754.4014067,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,756.0629172,53,30,53,21,53,43,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,80,[0.000925925925925926],[-0.2962962962962963],[1],[0],[0],[8.64034810004523],['tijiao_random_2'],767.2383411,767.2383411,767.2383411,767.2383411,4.981481481,2.5347959,769.7916624,771.4545695,758.5837088,758.5837088,758.5837088,758.5837088,758.5837088,758.5837088,758.5837088,758.5837088,0.0064986,758.5837088,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,58,58,58,,,,,,,,,,None,771.4545695,771.4545695,771.4545695,771.4545695,771.4545695,771.4545695,f,0.466552,771.9540017,771.9540017,771.9540017,771.9540017,771.9540017,771.9540017,772.2526088,772.2526088,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,773.7646193,56,39,41,18,39,74,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,60,[0.06481481481481481],[-0.30648148148148147],[1],[0],[0],[9.48758529999759],['tijiao_random_2'],785.78869,785.78869,785.78869,785.78869,3.675925926,1.3226304,787.1271676,788.9232957,776.2859949,776.2859949,776.2859949,776.2859949,776.2859949,776.2859949,776.2859949,776.2859949,0.0071492,776.2859949,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,59,59,59,,,,,,,,,,None,788.9232957,788.9232957,788.9232957,788.9232957,788.9232957,788.9232957,f,0.336609,789.2905809,789.2905809,789.2905809,789.2905809,789.2905809,789.2905809,789.5887212,789.5887212,790.535866,790.535866,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,790.5526107,54,49,46,18,49,74,None,None,793.0625544,793.0625544,793.0625544,793.0625544,793.0625544,793.0625544,793.0625544,793.0625544,0.0054959,793.0625544,90,90,[0.027777777777777776],[-0.28055555555555556],[1],[0],[0],[5.42631969996728],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],798.5120536,798.5120536,798.5120536,798.5120536,3.064814815,1.7772533,800.3082561,801.888302,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,60,60,60,,,,,,,,,,None,801.888302,801.888302,801.888302,801.888302,801.888302,801.888302,f,0.2796797,802.18876,802.18876,802.18876,802.18876,802.18876,802.18876,802.4867178,802.4867178,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,804.2156616,45,45,63,7,45,72,None,None,806.7272857,806.7272857,806.7272857,806.7272857,806.7272857,806.7272857,806.7272857,806.7272857,0.0079798,806.7272857,30,30,[0.05462962962962963],[-0.30277777777777776],[1],[0],[0],[4.178799999994226],['tijiao'],0.2,0,,[],[],[],[],[],[],[],810.9288299,810.9288299,810.9288299,810.9288299,6.527777778,1.9435806,812.8904216,814.6200576,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,61,61,61,,,,,,,,,,None,814.6200576,814.6200576,814.6200576,814.6200576,814.6200576,814.6200576,i,0.2500892,814.9026768,814.9026768,814.9026768,814.9026768,814.9026768,814.9026768,815.2019127,815.2019127,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,816.7312084,53,46,56,21,56,29,4,1.7774758,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,821.0462337,822.6481329,,,,,,,,,,,819.2402565,819.2402565,819.2402565,819.2402565,819.2402565,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,62,62,62,,,,,,,,,,None,822.6481329,822.6481329,822.6481329,822.6481329,822.6481329,822.6481329,j,0.8395356,823.5129139,823.5129139,823.5129139,823.5129139,823.5129139,823.5129139,823.8117178,823.8117178,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,825.8063367,53,42,61,22,22,69,3,1.8442228,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,830.1891574,832.0058525,,,,,,,,,,,828.3150539,828.3150539,828.3150539,828.3150539,828.3150539,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,63,63,63,,,,,,,,,,None,832.0058525,832.0058525,832.0058525,832.0058525,832.0058525,832.0058525,i,0.3885396,832.4246652,832.4246652,832.4246652,832.4246652,832.4246652,832.4246652,832.7209343,832.7209343,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,833.934243,42,35,57,15,57,74,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,40,[0.030555555555555555],[-0.2861111111111111],[1],[0],[0],[3.7720956999692135],['tijiao_random_2'],840.2380632,840.2380632,840.2380632,840.2380632,3.564814815,2.1700179,842.426537,844.2559233,836.4530232,836.4530232,836.4530232,836.4530232,836.4530232,836.4530232,836.4530232,836.4530232,0.0064571,836.4530232,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,64,64,64,,,,,,,,,,None,844.2559233,844.2559233,844.2559233,844.2559233,844.2559233,844.2559233,r,0.3265333,844.6074785,844.6074785,844.6074785,844.6074785,844.6074785,844.6074785,844.9044032,844.9044032,846.4666311,846.4666311,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,846.4829915,46,44,50,22,46,89,2,1.9767812,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,850.9955633,852.965329,,,,,,,,,,,848.9921092,848.9921092,848.9921092,848.9921092,848.9921092,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,65,65,65,,,,,,,,,,None,852.965329,852.965329,852.965329,852.965329,852.965329,852.965329,i,0.5391405,853.5323898,853.5323898,853.5323898,853.5323898,853.5323898,853.5323898,853.8301179,853.8301179,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,855.7411137,43,46,53,22,53,41,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,55,[0.032407407407407406],[-0.3037037037037037],[1],[0],[0],[11.56519809999736],['tijiao_random_2'],869.8391247,869.8391247,869.8391247,869.8391247,5.166666667,2.1046827,871.9624845,873.8916191,858.262511,858.262511,858.262511,858.262511,858.262511,858.262511,858.262511,858.262511,0.0069578,858.262511,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,66,66,66,,,,,,,,,,None,873.8916191,873.8916191,873.8916191,873.8916191,873.8916191,873.8916191,j,0.2886223,874.2104912,874.2104912,874.2104912,874.2104912,874.2104912,874.2104912,874.5065588,874.5065588,875.7031338,875.7031338,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,875.7200724,49,39,57,38,38,59,4,1.3950726,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,879.6536205,881.2714617,,,,,,,,,,,878.2289701,878.2289701,878.2289701,878.2289701,878.2289701,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,67,67,67,,,,,,,,,,None,881.2714617,881.2714617,881.2714617,881.2714617,881.2714617,881.2714617,f,0.2869888,881.5903528,881.5903528,881.5903528,881.5903528,881.5903528,881.5903528,881.8867209,881.8867209,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,883.6152266,48,35,53,27,35,75,5,1.8942859,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,888.0484015,889.8316573,,,,,,,,,,,886.1241228,886.1241228,886.1241228,886.1241228,886.1241228,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,68,68,68,,,,,,,,,,None,889.8316573,889.8316573,889.8316573,889.8316573,889.8316573,889.8316573,r,0.9929881,890.847991,890.847991,890.847991,890.847991,890.847991,890.847991,891.1444561,891.1444561,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,892.8235922,45,45,56,31,45,73,3,1.8271705,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,897.1871449,899.072902,,,,,,,,,,,895.3324797,895.3324797,895.3324797,895.3324797,895.3324797,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,69,69,69,,,,,,,,,,None,899.072902,899.072902,899.072902,899.072902,899.072902,899.072902,i,0.3691858,899.4742183,899.4742183,899.4742183,899.4742183,899.4742183,899.4742183,899.7714565,899.7714565,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,900.6190282,48,39,51,41,51,69,3,1.6617016,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,904.8154477,906.8018726,,,,,,,,,,,903.1279888,903.1279888,903.1279888,903.1279888,903.1279888,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,70,70,70,,,,,,,,,,None,906.8018726,906.8018726,906.8018726,906.8018726,906.8018726,906.8018726,j,0.3524998,907.1850081,907.1850081,907.1850081,907.1850081,907.1850081,907.1850081,907.4834789,907.4834789,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,908.7632975,52,47,66,31,31,73,None,None,911.2748689,911.2748689,911.2748689,911.2748689,911.2748689,911.2748689,911.2748689,911.2748689,0.0068111,911.2748689,40,40,[0.05925925925925926],[-0.3111111111111111],[1],[0],[0],[5.4084480999736115],['tijiao'],0.2,0,,[],[],[],[],[],[],[],916.7068654,916.7068654,916.7068654,916.7068654,2.611111111,2.740899,919.4659932,921.0130156,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,71,71,71,,,,,,,,,,None,921.0130156,921.0130156,921.0130156,921.0130156,921.0130156,921.0130156,j,0.2882614,921.3324193,921.3324193,921.3324193,921.3324193,921.3324193,921.3324193,921.6279973,921.6279973,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,923.29028,45,42,75,29,29,38,None,None,925.801649,925.801649,925.801649,925.801649,925.801649,925.801649,925.801649,925.801649,0.0067656,925.801649,10,10,[-0.05092592592592592],[-0.29907407407407405],[1],[0],[0],[4.376967399963178],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],930.1990772,930.1990772,930.1990772,930.1990772,3.324074074,2.1678402,932.3778557,934.2104704,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,72,72,72,,,,,,,,,,None,934.2104704,934.2104704,934.2104704,934.2104704,934.2104704,934.2104704,j,0.2589336,934.496148,934.496148,934.496148,934.496148,934.496148,934.496148,934.7924133,934.7924133,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,936.5870118,46,43,77,33,33,71,1,1.8114869,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,940.9335051,942.5702737,,,,,,,,,,,939.096128,939.096128,939.096128,939.096128,939.096128,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,73,73,73,,,,,,,,,,None,942.5702737,942.5702737,942.5702737,942.5702737,942.5702737,942.5702737,f,0.5263325,943.121243,943.121243,943.121243,943.121243,943.121243,943.121243,943.4186646,943.4186646,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,944.7815537,45,45,66,24,45,66,1,1.1629209,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,948.4802537,950.1170773,,,,,,,,,,,947.2905062,947.2905062,947.2905062,947.2905062,947.2905062,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,74,74,74,,,,,,,,,,None,950.1170773,950.1170773,950.1170773,950.1170773,950.1170773,950.1170773,r,0.3284426,950.4671947,950.4671947,950.4671947,950.4671947,950.4671947,950.4671947,950.7653461,950.7653461,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,952.2777229,39,33,71,20,39,68,1,0.7806458,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,955.5972189,957.4965571,,,,,,,,,,,954.7864897,954.7864897,954.7864897,954.7864897,954.7864897,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
0,0.3,0.225,0,75,75,75,,,,,,,,,,q,1013.245752,1013.245752,1013.245752,1013.245752,1013.245752,1013.245752,f,1.2411747,1014.511403,1014.511403,1014.511403,1014.511403,1014.511403,1014.511403,1014.80708,1014.80708,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,1015.904357,48,38,71,34,38,70,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,80,[-0.03981481481481482],[-0.28055555555555556],[1],[0],[0],[3.7701904999557883],['tijiao_random_2'],1022.207422,1022.207422,1022.207422,1022.207422,3.712962963,2.3541999,1024.579303,1026.226028,1018.424607,1018.424607,1018.424607,1018.424607,1018.424607,1018.424607,1018.424607,1018.424607,0.007186,1018.424607,,,,,,957.4965571,957.4965571,55.716446,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
1,-0.3,-0.225,0,76,76,76,,,,,,,,,,None,1026.226028,1026.226028,1026.226028,1026.226028,1026.226028,1026.226028,j,0.2688655,1026.529068,1026.529068,1026.529068,1026.529068,1026.529068,1026.529068,1026.824604,1026.824604,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,1028.10395,34,41,68,26,26,67,None,None,1030.616449,1030.616449,1030.616449,1030.616449,1030.616449,1030.616449,1030.616449,1030.616449,0.0076339,1030.616449,60,60,[0.017592592592592594],[-0.3111111111111111],[1],[0],[0],[5.706569199974183],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],1036.345484,1036.345484,1036.345484,1036.345484,2.259259259,2.0274721,1038.391592,1040.221007,,,,,,,,,,,,,,,,,,,259,f,22,2023-03-26_10h39.54.249,RL,2022.2.4,60.11306065
