trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,0,18,0,,,,,,,,,,,,,,,None,None,None,None,None,265.9202295,None,265.9202295,None,265.9202295,None,265.9202295,None,r,0.3058471,265.9202295,None,265.9202295,None,266.2723096,None,266.2723096,None,266.2723096,None,266.2723096,None,266.2723096,None,266.2723096,None,266.5674933,268.4185698,266.5674933,268.4185698,268.4512089,None,268.4512089,None,268.4512089,None,268.4512089,None,268.4512089,None,268.4512089,None,268.4512089,None,268.4512089,None,268.4512089,None,35,54,48,69,35,62,270.9726125,None,1,1.9359087,270.9726125,None,270.9726125,None,270.9726125,None,270.9726125,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,272.9678774,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,19,0,,,,,,,,,,,,,,,None,None,None,None,None,274.6766091,None,274.6766091,None,274.6766091,None,274.6766091,None,f,0.309099,274.6766091,None,274.6766091,None,275.0276463,None,275.0276463,None,275.0276463,None,275.0276463,None,275.0276463,None,275.0276463,None,275.3234347,None,275.3234347,None,276.3212391,None,276.3212391,None,276.3212391,None,276.3212391,None,276.3212391,None,276.3212391,None,276.3212391,None,276.3212391,None,276.3212391,None,31,55,46,64,55,51,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,1,278.8693417,None,278.8693417,None,278.8693417,None,278.8693417,None,278.8693417,None,278.8693417,None,70,278.8693417,None,278.8693417,None,-0.02734375,-0.278645833,1,0,0,5.503311,tijiao_random_2,0.01473228,None,278.8693417,None,3.03125,2.2127779,284.4051555,None,284.4051555,None,284.4051555,None,284.4051555,None,None,None,286.6313911,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,20,0,,,,,,,,,,,,,,,None,None,None,None,None,288.6030748,None,288.6030748,None,288.6030748,None,288.6030748,None,j,0.252607,288.6030748,None,288.6030748,None,288.9048959,None,288.9048959,None,288.9048959,None,288.9048959,None,288.9048959,None,288.9048959,None,289.199619,290.4173671,289.199619,290.4173671,290.4491886,None,290.4491886,None,290.4491886,None,290.4491886,None,290.4491886,None,290.4491886,None,290.4491886,None,290.4491886,None,290.4491886,None,26,56,40,58,58,33,292.9650492,None,6,2.3580711,292.9650492,None,292.9650492,None,292.9650492,None,292.9650492,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,295.3752448,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,21,0,,,,,,,,,,,,,,,None,None,None,None,None,297.3752582,None,297.3752582,None,297.3752582,None,297.3752582,None,f,0.2604675,297.3752582,None,297.3752582,None,297.6784307,None,297.6784307,None,297.6784307,None,297.6784307,None,297.6784307,None,297.6784307,None,297.9724995,None,297.9724995,None,299.7377779,None,299.7377779,None,299.7377779,None,299.7377779,None,299.7377779,None,299.7377779,None,299.7377779,None,299.7377779,None,299.7377779,None,25,58,43,61,58,61,None,None,None,None,None,None,None,None,None,None,None,None,57,302.2750602,None,57,302.2750602,None,302.2750602,None,302.2750602,None,302.2750602,None,302.2750602,None,302.2750602,None,302.2750602,None,0.00914696,None,302.2750602,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,5.986979167,1.6801441,307.7370761,None,307.7370761,None,307.7370761,None,307.7370761,None,None,None,309.4447949,None,0.0390625,-0.2890625,1,0,0,5.4144486,tijiao,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,22,0,,,,,,,,,,,,,,,None,None,None,None,None,311.3009871,None,311.3009871,None,311.3009871,None,311.3009871,None,i,0.2548002,311.3009871,None,311.3009871,None,311.6048028,None,311.6048028,None,311.6048028,None,311.6048028,None,311.6048028,None,311.6048028,None,311.8988178,None,311.8988178,None,312.9798396,None,312.9798396,None,312.9798396,None,312.9798396,None,312.9798396,None,312.9798396,None,312.9798396,None,312.9798396,None,312.9798396,None,24,56,49,69,49,51,315.4994035,None,2,2.189179,315.4994035,None,315.4994035,None,315.4994035,None,315.4994035,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,317.7527049,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,23,0,,,,,,,,,,,,,,,None,None,None,None,None,319.3746375,None,319.3746375,None,319.3746375,None,319.3746375,None,j,0.3013324,319.3746375,None,319.3746375,None,319.7254578,None,319.7254578,None,319.7254578,None,319.7254578,None,319.7254578,None,319.7254578,None,320.0210627,None,320.0210627,None,321.6360293,None,321.6360293,None,321.6360293,None,321.6360293,None,321.6360293,None,321.6360293,None,321.6360293,None,321.6360293,None,321.6360293,None,29,58,46,68,68,58,324.1545007,None,6,2.5075604,324.1545007,None,324.1545007,None,324.1545007,None,324.1545007,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,326.7137657,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,24,0,,,,,,,,,,,,,,,None,None,None,None,None,328.7147513,None,328.7147513,None,328.7147513,None,328.7147513,None,f,0.3312352,328.7147513,None,328.7147513,None,329.0839829,None,329.0839829,None,329.0839829,None,329.0839829,None,329.0839829,None,329.0839829,None,329.3777388,None,329.3777388,None,331.3254639,None,331.3254639,None,331.3254639,None,331.3254639,None,331.3254639,None,331.3254639,None,331.3254639,None,331.3254639,None,331.3254639,None,28,64,53,69,64,53,None,None,None,None,None,None,None,None,None,None,None,None,53,333.8542617,None,53,333.8542617,None,333.8542617,None,333.8542617,None,333.8542617,None,333.8542617,None,333.8542617,None,333.8542617,None,0.00132684,None,333.8542617,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,4.033854167,2.9825549,340.9900117,None,340.9900117,None,340.9900117,None,340.9900117,None,None,None,343.9869721,None,-0.01953125,-0.286458333,1,0,0,7.0902478,tijiao,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,25,0,,,,,,,,,,,,,,,None,None,None,None,None,345.7259508,None,345.7259508,None,345.7259508,None,345.7259508,None,j,0.3701816,345.7259508,None,345.7259508,None,346.1463642,None,346.1463642,None,346.1463642,None,346.1463642,None,346.1463642,None,346.1463642,None,346.439464,348.2074734,346.439464,348.2074734,348.2444683,None,348.2444683,None,348.2444683,None,348.2444683,None,348.2444683,None,348.2444683,None,348.2444683,None,348.2444683,None,348.2444683,None,26,68,49,68,68,56,350.7592821,None,7,1.854665,350.7592821,None,350.7592821,None,350.7592821,None,350.7592821,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,352.6692663,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,26,0,,,,,,,,,,,,,,,None,None,None,None,None,354.3149152,None,354.3149152,None,354.3149152,None,354.3149152,None,j,0.3311917,354.3149152,None,354.3149152,None,354.6837754,None,354.6837754,None,354.6837754,None,354.6837754,None,354.6837754,None,354.6837754,None,354.9786575,None,354.9786575,None,355.8664169,None,355.8664169,None,355.8664169,None,355.8664169,None,355.8664169,None,355.8664169,None,355.8664169,None,355.8664169,None,355.8664169,None,22,68,51,68,68,63,358.3778626,None,7,1.5713673,358.3778626,None,358.3778626,None,358.3778626,None,358.3778626,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,360.026225,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,27,0,,,,,,,,,,,,,,,None,None,None,None,None,361.8876944,None,361.8876944,None,361.8876944,None,361.8876944,None,j,0.2485664,361.8876944,None,361.8876944,None,362.1872076,None,362.1872076,None,362.1872076,None,362.1872076,None,362.1872076,None,362.1872076,None,362.4840218,None,362.4840218,None,364.2864189,None,364.2864189,None,364.2864189,None,364.2864189,None,364.2864189,None,364.2864189,None,364.2864189,None,364.2864189,None,364.2864189,None,29,59,51,74,74,29,None,None,None,None,None,None,None,None,None,None,None,None,80,366.8125464,None,80,366.8125464,None,366.8125464,None,366.8125464,None,366.8125464,None,366.8125464,None,366.8125464,None,366.8125464,None,0.01649576,None,366.8125464,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,8.916666667,1.2658201,371.5942236,None,371.5942236,None,371.5942236,None,371.5942236,None,None,None,372.8739044,None,0.057291667,-0.2890625,1,0,0,4.7369789,tijiao,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,28,0,,,,,,,,,,,,,,,None,None,None,None,None,374.5132317,None,374.5132317,None,374.5132317,None,374.5132317,None,j,0.2529839,374.5132317,None,374.5132317,None,374.8140886,None,374.8140886,None,374.8140886,None,374.8140886,None,374.8140886,None,374.8140886,None,375.109353,None,375.109353,None,376.2080433,None,376.2080433,None,376.2080433,None,376.2080433,None,376.2080433,None,376.2080433,None,376.2080433,None,376.2080433,None,376.2080433,None,26,55,45,72,72,47,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,1,378.7565652,None,378.7565652,None,378.7565652,None,378.7565652,None,378.7565652,None,378.7565652,None,46,378.7565652,None,378.7565652,None,0.125,-0.2890625,1,0,0,5.1012424,tijiao_random_2,0.01298868,None,378.7565652,None,4.020833333,2.874603,383.8953711,None,383.8953711,None,383.8953711,None,383.8953711,None,None,None,386.7974133,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,29,0,,,,,,,,,,,,,,,None,None,None,None,None,388.3719859,None,388.3719859,None,388.3719859,None,388.3719859,None,j,0.2953409,388.3719859,None,388.3719859,None,388.7078231,None,388.7078231,None,388.7078231,None,388.7078231,None,388.7078231,None,388.7078231,None,389.002203,None,389.002203,None,389.9867824,None,389.9867824,None,389.9867824,None,389.9867824,None,389.9867824,None,389.9867824,None,389.9867824,None,389.9867824,None,389.9867824,None,34,54,43,72,72,59,None,None,None,None,None,None,None,None,None,None,None,None,60,392.5219709,None,60,392.5219709,None,392.5219709,None,392.5219709,None,392.5219709,None,392.5219709,None,392.5219709,None,392.5219709,None,0.00870756,None,392.5219709,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,7.901041667,1.2549689,397.3085472,None,397.3085472,None,397.3085472,None,397.3085472,None,None,None,398.5756092,None,0.005208333,-0.296875,1,0,0,4.7461278,tijiao,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,30,0,,,,,,,,,,,,,,,None,None,None,None,None,400.1130854,None,400.1130854,None,400.1130854,None,400.1130854,None,j,0.2435504,400.1130854,None,400.1130854,None,400.4080594,None,400.4080594,None,400.4080594,None,400.4080594,None,400.4080594,None,400.4080594,None,400.6937362,402.2782268,400.6937362,402.2782268,402.3100416,None,402.3100416,None,402.3100416,None,402.3100416,None,402.3100416,None,402.3100416,None,402.3100416,None,402.3100416,None,402.3100416,None,22,70,36,69,69,54,None,None,None,None,None,None,None,None,None,None,None,None,68,404.8433965,None,68,404.8433965,None,404.8433965,None,404.8433965,None,404.8433965,None,404.8433965,None,404.8433965,None,404.8433965,None,0.01230826,None,404.8433965,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,5.986979167,1.5260379,411.0296288,None,411.0296288,None,411.0296288,None,411.0296288,None,None,None,412.5831927,None,0.079427083,-0.294270833,1,0,0,6.1344725,tijiao,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,31,0,,,,,,,,,,,,,,,None,None,None,None,None,414.1066652,None,414.1066652,None,414.1066652,None,414.1066652,None,j,0.1799446,414.1066652,None,414.1066652,None,414.3278562,None,414.3278562,None,414.3278562,None,414.3278562,None,414.3278562,None,414.3278562,None,414.6200609,415.5706847,414.6200609,415.5706847,415.6031118,None,415.6031118,None,415.6031118,None,415.6031118,None,415.6031118,None,415.6031118,None,415.6031118,None,415.6031118,None,415.6031118,None,23,66,44,72,72,21,418.1212092,None,7,1.6538896,418.1212092,None,418.1212092,None,418.1212092,None,418.1212092,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,419.827354,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,32,0,,,,,,,,,,,,,,,None,None,None,None,None,421.7289052,None,421.7289052,None,421.7289052,None,421.7289052,None,j,0.2487311,421.7289052,None,421.7289052,None,422.0298871,None,422.0298871,None,422.0298871,None,422.0298871,None,422.0298871,None,422.0298871,None,422.3253105,424.1766311,422.3253105,424.1766311,424.2067766,None,424.2067766,None,424.2067766,None,424.2067766,None,424.2067766,None,424.2067766,None,424.2067766,None,424.2067766,None,424.2067766,None,19,63,33,62,62,53,None,None,None,None,None,None,None,None,None,None,None,None,62,426.747937,None,62,426.747937,None,426.747937,None,426.747937,None,426.747937,None,426.747937,None,426.747937,None,426.747937,None,0.00594056,None,426.747937,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,4.9453125,2.2836402,431.753831,None,431.753831,None,431.753831,None,431.753831,None,None,None,434.0691597,None,-0.013020833,-0.290364583,1,0,0,4.9604874,tijiao,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,33,0,,,,,,,,,,,,,,,None,None,None,None,None,436.0215817,None,436.0215817,None,436.0215817,None,436.0215817,None,j,0.2262691,436.0215817,None,436.0215817,None,436.2925243,None,436.2925243,None,436.2925243,None,436.2925243,None,436.2925243,None,436.2925243,None,436.5686354,437.9195433,436.5686354,437.9195433,437.9512884,None,437.9512884,None,437.9512884,None,437.9512884,None,437.9512884,None,437.9512884,None,437.9512884,None,437.9512884,None,437.9512884,None,17,67,32,70,70,54,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,1,440.4965073,None,440.4965073,None,440.4965073,None,440.4965073,None,440.4965073,None,440.4965073,None,54,440.4965073,None,440.4965073,None,0.026041667,-0.28515625,1,0,0,3.5867701,tijiao_random_2,0.01637328,None,440.4965073,None,8.942708333,1.4962666,444.1140035,None,444.1140035,None,444.1140035,None,444.1140035,None,None,None,445.6425638,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,34,0,,,,,,,,,,,,,,,None,None,None,None,None,447.5975108,None,447.5975108,None,447.5975108,None,447.5975108,None,j,0.1905204,447.5975108,None,447.5975108,None,447.8377733,None,447.8377733,None,447.8377733,None,447.8377733,None,447.8377733,None,447.8377733,None,448.1266573,449.6610129,448.1266573,449.6610129,449.691649,None,449.691649,None,449.691649,None,449.691649,None,449.691649,None,449.691649,None,449.691649,None,449.691649,None,449.691649,None,34,62,35,72,72,34,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,1,452.2441007,None,452.2441007,None,452.2441007,None,452.2441007,None,452.2441007,None,452.2441007,None,34,452.2441007,None,452.2441007,None,0.125,-0.2890625,1,0,0,3.2462784,tijiao_random_2,0.00995618,None,452.2441007,None,9.0859375,2.8354669,455.5352207,None,455.5352207,None,455.5352207,None,455.5352207,None,None,None,458.3833324,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,35,0,,,,,,,,,,,,,,,None,None,None,None,None,460.256128,None,460.256128,None,460.256128,None,460.256128,None,j,0.2619186,460.256128,None,460.256128,None,460.5579035,None,460.5579035,None,460.5579035,None,460.5579035,None,460.5579035,None,460.5579035,None,460.8521413,461.7696538,460.8521413,461.7696538,461.8040931,None,461.8040931,None,461.8040931,None,461.8040931,None,461.8040931,None,461.8040931,None,461.8040931,None,461.8040931,None,461.8040931,None,20,58,37,73,73,56,464.3220968,None,7,1.3707603,464.3220968,None,464.3220968,None,464.3220968,None,464.3220968,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,465.762081,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,36,0,,,,,,,,,,,,,,,None,None,None,None,None,467.6098933,None,467.6098933,None,467.6098933,None,467.6098933,None,j,0.2880353,467.6098933,None,467.6098933,None,467.9452033,None,467.9452033,None,467.9452033,None,467.9452033,None,467.9452033,None,467.9452033,None,468.2402486,None,468.2402486,None,469.5901543,None,469.5901543,None,469.5901543,None,469.5901543,None,469.5901543,None,469.5901543,None,469.5901543,None,469.5901543,None,469.5901543,None,25,58,40,79,79,27,472.1148708,None,7,1.3332749,472.1148708,None,472.1148708,None,472.1148708,None,472.1148708,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,473.5131435,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,37,0,,,,,,,,,,,,,,,None,None,None,None,None,475.0985534,None,475.0985534,None,475.0985534,None,475.0985534,None,j,0.2895134,475.0985534,None,475.0985534,None,475.4391726,None,475.4391726,None,475.4391726,None,475.4391726,None,475.4391726,None,475.4391726,None,475.7293002,477.4470577,475.7293002,477.4470577,477.4800577,None,477.4800577,None,477.4800577,None,477.4800577,None,477.4800577,None,477.4800577,None,477.4800577,None,477.4800577,None,477.4800577,None,32,61,49,76,76,49,480.0012263,None,7,1.0490999,480.0012263,None,480.0012263,None,480.0012263,None,480.0012263,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,481.1147741,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,38,0,,,,,,,,,,,,,,,None,None,None,None,None,482.7539255,None,482.7539255,None,482.7539255,None,482.7539255,None,j,0.3040723,482.7539255,None,482.7539255,None,483.1049403,None,483.1049403,None,483.1049403,None,483.1049403,None,483.1049403,None,483.1049403,None,483.4009232,None,483.4009232,None,485.2674786,None,485.2674786,None,485.2674786,None,485.2674786,None,485.2674786,None,485.2674786,None,485.2674786,None,485.2674786,None,485.2674786,None,23,62,41,82,82,52,487.7843741,None,7,1.2224897,487.7843741,None,487.7843741,None,487.7843741,None,487.7843741,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,489.0606907,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,39,0,,,,,,,,,,,,,,,None,None,None,None,None,490.6423807,None,490.6423807,None,490.6423807,None,490.6423807,None,j,0.3057404,490.6423807,None,490.6423807,None,490.9947296,None,490.9947296,None,490.9947296,None,490.9947296,None,490.9947296,None,490.9947296,None,491.2898477,492.4240263,491.2898477,492.4240263,492.4554437,None,492.4554437,None,492.4554437,None,492.4554437,None,492.4554437,None,492.4554437,None,492.4554437,None,492.4554437,None,492.4554437,None,34,67,39,73,73,53,None,None,None,None,None,None,None,None,None,None,None,None,79,494.9928698,None,79,494.9928698,None,494.9928698,None,494.9928698,None,494.9928698,None,494.9928698,None,494.9928698,None,494.9928698,None,0.00896976,None,494.9928698,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,10.01041667,1.5168089,500.5687137,None,500.5687137,None,500.5687137,None,500.5687137,None,None,None,502.1160893,None,0.087239583,-0.298177083,1,0,0,5.5298893,tijiao,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,40,0,,,,,,,,,,,,,,,None,None,None,None,None,504.0699971,None,504.0699971,None,504.0699971,None,504.0699971,None,j,0.2482185,504.0699971,None,504.0699971,None,504.3700854,None,504.3700854,None,504.3700854,None,504.3700854,None,504.3700854,None,504.3700854,None,504.6658886,None,504.6658886,None,505.7311451,None,505.7311451,None,505.7311451,None,505.7311451,None,505.7311451,None,505.7311451,None,505.7311451,None,505.7311451,None,505.7311451,None,30,64,43,82,82,55,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,1,508.2732914,None,508.2732914,None,508.2732914,None,508.2732914,None,508.2732914,None,508.2732914,None,82,508.2732914,None,508.2732914,None,0.108072917,-0.283854167,1,0,0,3.8230677,tijiao_random_2,0.00330456,None,508.2732914,None,11,0.9113864,512.128958,None,512.128958,None,512.128958,None,512.128958,None,None,None,513.0698171,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
0,0,41,0,,,,,,,,,,,,,,,None,None,None,None,None,514.7428742,None,514.7428742,None,514.7428742,None,514.7428742,None,j,0.3153407,514.7428742,None,514.7428742,None,515.0966638,None,515.0966638,None,515.0966638,None,515.0966638,None,515.0966638,None,515.0966638,None,515.389936,517.2078639,515.389936,517.2078639,517.2406314,None,517.2406314,None,517.2406314,None,517.2406314,None,517.2406314,None,517.2406314,None,517.2406314,None,517.2406314,None,517.2406314,None,30,66,37,73,73,54,519.7565277,None,7,1.006734,519.7565277,None,519.7565277,None,519.7565277,None,519.7565277,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,520.824954,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
1,0,42,0,,,,,,,,,,,,,,,None,None,None,None,None,522.7324935,None,522.7324935,None,522.7324935,None,522.7324935,None,j,0.2958193,522.7324935,None,522.7324935,None,523.0671787,None,523.0671787,None,523.0671787,None,523.0671787,None,523.0671787,None,523.0671787,None,523.3621947,525.0134091,523.3621947,525.0134091,525.0474595,None,525.0474595,None,525.0474595,None,525.0474595,None,525.0474595,None,525.0474595,None,525.0474595,None,525.0474595,None,525.0474595,None,35,59,40,69,69,61,527.5626111,None,7,1.3545237,527.5626111,None,527.5626111,None,527.5626111,None,527.5626111,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,528.9939395,None,,,,,,,,,,,,,,236,f,22,2023_Mar_21_1332,RL,2021.2.3,59.93238428
