arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.210895200027153,16.210895200027153,space,2.216132099973038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
29,42,55,70,0,9,9,9,,,,,,,,,,,None,74.26187129993923,74.26187129993923,74.26187129993923,74.26187129993923,74.26187129993923,74.26187129993923,j,0.2651129001751542,74.5489506998565,74.5489506998565,74.5489506998565,74.5489506998565,74.5489506998565,74.5489506998565,74.8458497999236,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,76.52860129997134,78.51002629986033,78.51002629986033,78.51002629986033,78.51002629986033,78.51002629986033,78.51002629986033,78.51002629986033,55,42,29,70,70,60,78.51002629986033,80.16105899983086,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
33,37,57,75,0,10,10,10,,,,,,,,,,,None,80.16105899983086,80.16105899983086,80.16105899983086,80.16105899983086,80.16105899983086,80.16105899983086,j,0.27013049996457994,80.46164550003596,80.46164550003596,80.46164550003596,80.46164550003596,80.46164550003596,80.46164550003596,80.74468540004455,82.37750299996696,82.37750299996696,82.37750299996696,82.37750299996696,82.37750299996696,82.37750299996696,82.36129859997891,82.37750299996696,82.37750299996696,82.37750299996696,82.37750299996696,82.37750299996696,82.37750299996696,82.37750299996696,84.29226080002263,84.29226080002263,84.29226080002263,84.29226080002263,84.29226080002263,84.29226080002263,84.29226080002263,57,37,33,75,75,60,84.29226080002263,85.9773409999907,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
37,42,48,78,0,11,11,11,,,,,,,,,,,None,85.9773409999907,85.9773409999907,85.9773409999907,85.9773409999907,85.9773409999907,85.9773409999907,j,1.2691210999619216,87.27692129998468,87.27692129998468,87.27692129998468,87.27692129998468,87.27692129998468,87.27692129998468,87.56023489986546,89.20975629985332,89.20975629985332,89.20975629985332,89.20975629985332,89.20975629985332,89.20975629985332,89.19312019995414,89.20975629985332,89.20975629985332,89.20975629985332,89.20975629985332,89.20975629985332,89.20975629985332,89.20975629985332,91.1411351999268,91.1411351999268,91.1411351999268,91.1411351999268,91.1411351999268,91.1411351999268,91.1411351999268,48,42,37,78,78,60,91.1411351999268,92.95905179996043,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
28,42,48,75,0,12,12,12,,,,,,,,,,,None,92.95905179996043,92.95905179996043,92.95905179996043,92.95905179996043,92.95905179996043,92.95905179996043,j,0.3041437000501901,93.29376629996113,93.29376629996113,93.29376629996113,93.29376629996113,93.29376629996113,93.29376629996113,93.57604399998672,94.87570019997656,94.87570019997656,94.87570019997656,94.87570019997656,94.87570019997656,94.87570019997656,94.85940159996971,94.87570019997656,94.87570019997656,94.87570019997656,94.87570019997656,94.87570019997656,94.87570019997656,94.87570019997656,96.45688459998928,96.45688459998928,96.45688459998928,96.45688459998928,96.45688459998928,96.45688459998928,96.45688459998928,48,42,28,75,75,60,96.45688459998928,98.44152790005319,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
28,32,43,74,0,13,13,13,,,,,,,,,,,None,98.44152790005319,98.44152790005319,98.44152790005319,98.44152790005319,98.44152790005319,98.44152790005319,j,0.3640637001954019,98.82502339989878,98.82502339989878,98.82502339989878,98.82502339989878,98.82502339989878,98.82502339989878,99.12500800006092,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,100.97456420003437,103.12272250000387,103.12272250000387,103.12272250000387,103.12272250000387,103.12272250000387,103.12272250000387,103.12272250000387,43,32,28,74,74,60,103.12272250000387,105.00673209992237,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
30,41,54,82,0,14,14,14,,,,,,,,,,,None,105.00673209992237,105.00673209992237,105.00673209992237,105.00673209992237,105.00673209992237,105.00673209992237,j,0.2733360999263823,105.30730469990522,105.30730469990522,105.30730469990522,105.30730469990522,105.30730469990522,105.30730469990522,105.59032669989392,107.38983780005947,107.38983780005947,107.38983780005947,107.38983780005947,107.38983780005947,107.38983780005947,107.37338779983111,107.38983780005947,107.38983780005947,107.38983780005947,107.38983780005947,107.38983780005947,107.38983780005947,107.38983780005947,109.47141760005616,109.47141760005616,109.47141760005616,109.47141760005616,109.47141760005616,109.47141760005616,109.47141760005616,54,41,30,82,82,60,109.47141760005616,111.07273869984783,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
37,32,50,83,0,15,15,15,,,,,,,,,,,None,111.07273869984783,111.07273869984783,111.07273869984783,111.07273869984783,111.07273869984783,111.07273869984783,j,0.5463288000319153,111.64082259987481,111.64082259987481,111.64082259987481,111.64082259987481,111.64082259987481,111.64082259987481,111.93925890000537,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,113.57235220004804,115.5040100000333,115.5040100000333,115.5040100000333,115.5040100000333,115.5040100000333,115.5040100000333,115.5040100000333,50,32,37,83,83,60,115.5040100000333,117.23753089993261,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
41,41,56,71,0,16,16,16,,,,,,,,,,,None,117.23753089993261,117.23753089993261,117.23753089993261,117.23753089993261,117.23753089993261,117.23753089993261,j,0.47380009992048144,117.73854919988662,117.73854919988662,117.73854919988662,117.73854919988662,117.73854919988662,117.73854919988662,118.02177869994193,119.23778899991885,119.23778899991885,119.23778899991885,119.23778899991885,119.23778899991885,119.23778899991885,119.22192809986882,119.23778899991885,119.23778899991885,119.23778899991885,119.23778899991885,119.23778899991885,119.23778899991885,119.23778899991885,120.73590789991431,120.73590789991431,120.73590789991431,120.73590789991431,120.73590789991431,120.73590789991431,120.73590789991431,56,41,41,71,71,60,120.73590789991431,122.55386879993603,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
28,41,48,63,0,17,17,17,,,,,,,,,,,None,122.55386879993603,122.55386879993603,122.55386879993603,122.55386879993603,122.55386879993603,122.55386879993603,j,0.36312799993902445,122.93805409991182,122.93805409991182,122.93805409991182,122.93805409991182,122.93805409991182,122.93805409991182,123.2374100999441,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,124.8536455000285,126.76815010001883,126.76815010001883,126.76815010001883,126.76815010001883,126.76815010001883,126.76815010001883,126.76815010001883,48,41,28,63,63,60,126.76815010001883,128.56927259988151,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
36,50,50,74,0,18,18,18,,,,,,,,,,,None,128.56927259988151,128.56927259988151,128.56927259988151,128.56927259988151,128.56927259988151,128.56927259988151,f,0.3496421000454575,128.93864169996232,128.93864169996232,128.93864169996232,128.93864169996232,128.93864169996232,128.93864169996232,129.2362700998783,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,130.18620310002007,131.4343351998832,131.4343351998832,131.4343351998832,131.4343351998832,131.4343351998832,131.4343351998832,131.4343351998832,50,50,36,74,50,60,131.4343351998832,133.2524923000019,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
37,43,43,72,0,19,19,19,,,,,,,,,,,None,133.2524923000019,133.2524923000019,133.2524923000019,133.2524923000019,133.2524923000019,133.2524923000019,j,0.19650119985453784,133.46941190003417,133.46941190003417,133.46941190003417,133.46941190003417,133.46941190003417,133.46941190003417,133.75280859996565,135.71880759997293,135.71880759997293,135.71880759997293,135.71880759997293,135.71880759997293,135.71880759997293,135.70205820002593,135.71880759997293,135.71880759997293,135.71880759997293,135.71880759997293,135.71880759997293,135.71880759997293,135.71880759997293,137.96628140006214,137.96628140006214,137.96628140006214,137.96628140006214,137.96628140006214,137.96628140006214,137.96628140006214,43,43,37,72,72,60,137.96628140006214,139.634515899932,,,,,,,,,,,009,f,25,2023-05-13_18h14.16.751,RL,2022.2.5,60.24205258699676,
