arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,27.988780900001075,27.988780900001075,space,4.811157000000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
34,39,68,57,0,0,0,0,,,,,32.81476870000006,32.81476870000006,37.81407030000082,37.81407030000082,37.81407030000082,38.81627219999973,None,38.81627219999973,38.81627219999973,38.81627219999973,38.81627219999973,38.81627219999973,38.81627219999973,f,0.8736422999991191,39.72096000000056,39.72096000000056,39.72096000000056,39.72096000000056,39.72096000000056,39.72096000000056,40.00001610000072,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,41.71275710000009,43.735834299999624,43.735834299999624,43.735834299999624,43.735834299999624,43.735834299999624,43.735834299999624,43.735834299999624,57,39,68,34,57,70,43.735834299999624,45.41374350000115,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
35,46,51,55,0,1,1,1,,,,,,,,,,,None,45.41374350000115,45.41374350000115,45.41374350000115,45.41374350000115,45.41374350000115,45.41374350000115,f,0.8321342999988701,46.26500850000048,46.26500850000048,46.26500850000048,46.26500850000048,46.26500850000048,46.26500850000048,46.547515700000076,48.280096599999524,48.280096599999524,48.280096599999524,48.280096599999524,48.280096599999524,48.280096599999524,48.26403840000057,48.280096599999524,48.280096599999524,48.280096599999524,48.280096599999524,48.280096599999524,48.280096599999524,48.280096599999524,50.29507639999974,50.29507639999974,50.29507639999974,50.29507639999974,50.29507639999974,50.29507639999974,50.29507639999974,55,46,51,35,55,70,50.29507639999974,51.81292949999988,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
34,45,47,56,0,2,2,2,,,,,,,,,,,None,51.81292949999988,51.81292949999988,51.81292949999988,51.81292949999988,51.81292949999988,51.81292949999988,f,1.3139415999994526,53.14661309999974,53.14661309999974,53.14661309999974,53.14661309999974,53.14661309999974,53.14661309999974,53.4293789000003,54.862323299999844,54.862323299999844,54.862323299999844,54.862323299999844,54.862323299999844,54.862323299999844,54.846379500000694,54.862323299999844,54.862323299999844,54.862323299999844,54.862323299999844,54.862323299999844,54.862323299999844,54.862323299999844,56.5773889000011,56.5773889000011,56.5773889000011,56.5773889000011,56.5773889000011,56.5773889000011,56.5773889000011,56,45,47,34,56,70,56.5773889000011,58.461527400000705,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
33,44,56,60,0,3,3,3,,,,,,,,,,,None,58.461527400000705,58.461527400000705,58.461527400000705,58.461527400000705,58.461527400000705,58.461527400000705,i,1.1643141000004107,59.646166300000914,59.646166300000914,59.646166300000914,59.646166300000914,59.646166300000914,59.646166300000914,59.94556100000045,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,61.428015499999674,63.20937890000096,63.20937890000096,63.20937890000096,63.20937890000096,63.20937890000096,63.20937890000096,63.20937890000096,60,44,56,33,56,70,63.20937890000096,65.02705129999958,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
30,45,58,55,0,4,4,4,,,,,,,,,,,None,65.02705129999958,65.02705129999958,65.02705129999958,65.02705129999958,65.02705129999958,65.02705129999958,r,0.7969998000007763,65.84460890000082,65.84460890000082,65.84460890000082,65.84460890000082,65.84460890000082,65.84460890000082,66.12750220000089,67.17677279999953,67.17677279999953,67.17677279999953,67.17677279999953,67.17677279999953,67.17677279999953,67.16037270000015,67.17677279999953,67.17677279999953,67.17677279999953,67.17677279999953,67.17677279999953,67.17677279999953,67.17677279999953,68.50885000000017,68.50885000000017,68.50885000000017,68.50885000000017,68.50885000000017,68.50885000000017,68.50885000000017,55,45,58,30,45,70,68.50885000000017,70.50940609999998,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
38,41,57,63,0,5,5,5,,,,,,,,,,,None,70.50940609999998,70.50940609999998,70.50940609999998,70.50940609999998,70.50940609999998,70.50940609999998,r,1.0458423000000039,71.57855550000022,71.57855550000022,71.57855550000022,71.57855550000022,71.57855550000022,71.57855550000022,71.87667590000092,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,73.80924059999961,76.04024990000107,76.04024990000107,76.04024990000107,76.04024990000107,76.04024990000107,76.04024990000107,76.04024990000107,63,41,57,38,41,70,76.04024990000107,77.92477490000056,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
27,43,52,62,0,6,6,6,,,,,,,,,,,None,77.92477490000056,77.92477490000056,77.92477490000056,77.92477490000056,77.92477490000056,77.92477490000056,r,0.8001416000006429,78.74608100000114,78.74608100000114,78.74608100000114,78.74608100000114,78.74608100000114,78.74608100000114,79.04215570000088,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,80.924543000001,83.10608950000096,83.10608950000096,83.10608950000096,83.10608950000096,83.10608950000096,83.10608950000096,83.10608950000096,62,43,52,27,43,70,83.10608950000096,85.02383360000022,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
41,44,49,70,0,7,7,7,,,,,,,,,,,None,85.02383360000022,85.02383360000022,85.02383360000022,85.02383360000022,85.02383360000022,85.02383360000022,j,0.8392463000000134,85.89095500000076,85.89095500000076,85.89095500000076,85.89095500000076,85.89095500000076,85.89095500000076,86.17433220000021,87.62386090000109,87.62386090000109,87.62386090000109,87.62386090000109,87.62386090000109,87.62386090000109,87.60721469999953,87.62386090000109,87.62386090000109,87.62386090000109,87.62386090000109,87.62386090000109,87.62386090000109,87.62386090000109,89.3551924000003,89.3551924000003,89.3551924000003,89.3551924000003,89.3551924000003,89.3551924000003,89.3551924000003,70,44,49,41,41,70,89.3551924000003,91.1898758999996,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
43,42,57,70,0,8,8,8,,,,,,,,,,,None,91.1898758999996,91.1898758999996,91.1898758999996,91.1898758999996,91.1898758999996,91.1898758999996,i,1.0916899000003468,92.30633130000024,92.30633130000024,92.30633130000024,92.30633130000024,92.30633130000024,92.30633130000024,92.58947919999991,94.30587990000095,94.30587990000095,94.30587990000095,94.30587990000095,94.30587990000095,94.30587990000095,94.28952220000065,94.30587990000095,94.30587990000095,94.30587990000095,94.30587990000095,94.30587990000095,94.30587990000095,94.30587990000095,96.30352210000092,96.30352210000092,96.30352210000092,96.30352210000092,96.30352210000092,96.30352210000092,96.30352210000092,70,42,57,43,57,70,96.30352210000092,98.17130540000107,,,,,,,,,,,,,,,,,,,３０８,f,２３,2023-05-18_14h13.03.946,RL,2022.2.5,60.08802896228263,
