arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.816102700000101,14.816102700000101,space,9.97315290000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
32,51,56,53,0,0,0,0,,,,,24.822638799999822,24.822638799999822,29.82875120000017,None,30.83016150000003,30.83016150000003,30.83016150000003,30.83016150000003,30.83016150000003,30.83016150000003,f,0.5116402999997263,31.36383889999979,31.36383889999979,31.36383889999979,31.36383889999979,31.36383889999979,31.36383889999979,31.646546899999976,32.63007149999976,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,32.647258800000145,33.99312599999985,33.99312599999985,33.99312599999985,33.99312599999985,33.99312599999985,33.99312599999985,33.99312599999985,56,51,32,53,56,70,33.99312599999985,35.6790704,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
29,47,50,51,0,1,1,1,,,,,,,,None,35.6790704,35.6790704,35.6790704,35.6790704,35.6790704,35.6790704,j,0.5276307999997698,36.22966600000018,36.22966600000018,36.22966600000018,36.22966600000018,36.22966600000018,36.22966600000018,36.51372739999988,38.229392599999755,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,38.24627280000004,40.27725569999984,40.27725569999984,40.27725569999984,40.27725569999984,40.27725569999984,40.27725569999984,40.27725569999984,50,47,29,51,51,70,40.27725569999984,41.894870600000104,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
38,53,59,57,0,2,2,2,,,,,,,,None,41.894870600000104,41.894870600000104,41.894870600000104,41.894870600000104,41.894870600000104,41.894870600000104,f,0.7234551000001375,42.64510440000004,42.64510440000004,42.64510440000004,42.64510440000004,42.64510440000004,42.64510440000004,42.94495340000003,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,44.16108519999989,45.67631170000004,45.67631170000004,45.67631170000004,45.67631170000004,45.67631170000004,45.67631170000004,45.67631170000004,59,53,38,57,59,70,45.67631170000004,47.343640199999754,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
32,54,62,57,0,3,3,3,,,,,,,,None,47.343640199999754,47.343640199999754,47.343640199999754,47.343640199999754,47.343640199999754,47.343640199999754,r,0.5203991000003043,47.89425660000006,47.89425660000006,47.89425660000006,47.89425660000006,47.89425660000006,47.89425660000006,48.19426429999976,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,49.04355799999985,50.19195429999991,50.19195429999991,50.19195429999991,50.19195429999991,50.19195429999991,50.19195429999991,50.19195429999991,62,54,32,57,54,70,50.19195429999991,52.00935209999989,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
35,54,64,51,0,4,4,4,,,,,,,,None,52.00935209999989,52.00935209999989,52.00935209999989,52.00935209999989,52.00935209999989,52.00935209999989,j,0.40857580000010785,52.446264300000166,52.446264300000166,52.446264300000166,52.446264300000166,52.446264300000166,52.446264300000166,52.743133899999975,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,54.15953099999979,55.874466199999915,55.874466199999915,55.874466199999915,55.874466199999915,55.874466199999915,55.874466199999915,55.874466199999915,64,54,35,51,51,70,55.874466199999915,57.55892640000002,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
22,62,73,55,0,5,5,5,,,,,,,,None,57.55892640000002,57.55892640000002,57.55892640000002,57.55892640000002,57.55892640000002,57.55892640000002,j,0.7344266000000061,58.329075999999986,58.329075999999986,58.329075999999986,58.329075999999986,58.329075999999986,58.329075999999986,58.60936260000017,59.74237670000002,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,59.75871670000015,61.19053179999992,61.19053179999992,61.19053179999992,61.19053179999992,61.19053179999992,61.19053179999992,61.19053179999992,73,62,22,55,55,70,61.19053179999992,62.84134730000005,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
24,67,60,62,0,6,6,6,,,,,,,,None,62.84134730000005,62.84134730000005,62.84134730000005,62.84134730000005,62.84134730000005,62.84134730000005,i,0.49287439999989147,63.35819240000001,63.35819240000001,63.35819240000001,63.35819240000001,63.35819240000001,63.35819240000001,63.64128979999987,65.60770039999989,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,65.62402830000019,67.88872170000013,67.88872170000013,67.88872170000013,67.88872170000013,67.88872170000013,67.88872170000013,67.88872170000013,60,67,24,62,24,70,67.88872170000013,69.4568549999999,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
32,61,58,54,0,7,7,7,,,,,,,,None,69.4568549999999,69.4568549999999,69.4568549999999,69.4568549999999,69.4568549999999,69.4568549999999,i,0.6718136999998023,70.15711169999986,70.15711169999986,70.15711169999986,70.15711169999986,70.15711169999986,70.15711169999986,70.4405439000002,72.12320420000015,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,72.13969850000012,74.12094979999983,74.12094979999983,74.12094979999983,74.12094979999983,74.12094979999983,74.12094979999983,74.12094979999983,58,61,32,54,32,70,74.12094979999983,75.97247860000016,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
39,59,59,54,0,8,8,8,,,,,,,,None,75.97247860000016,75.97247860000016,75.97247860000016,75.97247860000016,75.97247860000016,75.97247860000016,i,0.481076099999882,76.47387339999977,76.47387339999977,76.47387339999977,76.47387339999977,76.47387339999977,76.47387339999977,76.75619730000017,78.52236700000003,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,78.53888589999997,80.60322200000019,80.60322200000019,80.60322200000019,80.60322200000019,80.60322200000019,80.60322200000019,80.60322200000019,59,59,39,54,39,70,80.60322200000019,82.1381722000001,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
28,65,58,60,0,9,9,9,,,,,,,,None,82.1381722000001,82.1381722000001,82.1381722000001,82.1381722000001,82.1381722000001,82.1381722000001,r,0.7006230000001779,82.8783954999999,82.8783954999999,82.8783954999999,82.8783954999999,82.8783954999999,82.8783954999999,83.15497589999995,84.67159279999987,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,84.70411869999998,86.51927269999987,86.51927269999987,86.51927269999987,86.51927269999987,86.51927269999987,86.51927269999987,86.51927269999987,58,65,28,60,65,70,86.51927269999987,88.0865276999998,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
43,56,53,53,0,10,10,10,,,,,,,,None,88.0865276999998,88.0865276999998,88.0865276999998,88.0865276999998,88.0865276999998,88.0865276999998,r,0.3754487999999583,88.48732789999985,88.48732789999985,88.48732789999985,88.48732789999985,88.48732789999985,88.48732789999985,88.77083009999978,89.92023860000018,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,89.93735179999976,91.38463929999989,91.38463929999989,91.38463929999989,91.38463929999989,91.38463929999989,91.38463929999989,91.38463929999989,53,56,43,53,56,70,91.38463929999989,93.11928050000006,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
45,59,52,61,0,11,11,11,,,,,,,,None,93.11928050000006,93.11928050000006,93.11928050000006,93.11928050000006,93.11928050000006,93.11928050000006,f,0.37777090000008684,93.51982129999988,93.51982129999988,93.51982129999988,93.51982129999988,93.51982129999988,93.51982129999988,93.80273899999975,95.13581810000005,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,95.15241609999975,96.76749800000016,96.76749800000016,96.76749800000016,96.76749800000016,96.76749800000016,96.76749800000016,96.76749800000016,52,59,45,61,52,70,96.76749800000016,98.65188189999981,,,,,,,,,,,,３１６,f,１９,2023-05-19_09h06.43.900,RL,2022.2.5,60.07925655528259,
