arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
23,39,58,60,0,9,9,9,,,,,,,,,,,None,114.19642999998177,114.19642999998177,114.19642999998177,114.19642999998177,114.19642999998177,114.19642999998177,r,0.5059334000106901,114.7342199999839,114.7342199999839,114.7342199999839,114.7342199999839,114.7342199999839,114.7342199999839,115.01427590000094,116.41363259998616,116.41363259998616,116.41363259998616,116.41363259998616,116.41363259998616,116.41363259998616,116.39695329999086,116.41363259998616,116.41363259998616,116.41363259998616,116.41363259998616,116.41363259998616,116.41363259998616,116.41363259998616,118.07817369999248,118.07817369999248,118.07817369999248,118.07817369999248,118.07817369999248,118.07817369999248,118.07817369999248,58,23,60,39,23,70,118.07817369999248,119.89573739998741,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
35,42,58,51,0,10,10,10,,,,,,,,,,,None,119.89573739998741,119.89573739998741,119.89573739998741,119.89573739998741,119.89573739998741,119.89573739998741,f,0.7039591000066139,120.63386899998295,120.63386899998295,120.63386899998295,120.63386899998295,120.63386899998295,120.63386899998295,120.92977119999705,122.21258950000629,122.21258950000629,122.21258950000629,122.21258950000629,122.21258950000629,122.21258950000629,122.19582950000768,122.21258950000629,122.21258950000629,122.21258950000629,122.21258950000629,122.21258950000629,122.21258950000629,122.21258950000629,123.7769038999977,123.7769038999977,123.7769038999977,123.7769038999977,123.7769038999977,123.7769038999977,123.7769038999977,58,35,51,42,58,70,123.7769038999977,125.69480999998632,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
35,42,52,54,0,11,11,11,,,,,,,,,,,None,125.69480999998632,125.69480999998632,125.69480999998632,125.69480999998632,125.69480999998632,125.69480999998632,i,0.5359861000033561,126.26505230000475,126.26505230000475,126.26505230000475,126.26505230000475,126.26505230000475,126.26505230000475,126.54506689999835,127.52782119999756,127.52782119999756,127.52782119999756,127.52782119999756,127.52782119999756,127.52782119999756,127.51153580000391,127.52782119999756,127.52782119999756,127.52782119999756,127.52782119999756,127.52782119999756,127.52782119999756,127.52782119999756,128.79315069998847,128.79315069998847,128.79315069998847,128.79315069998847,128.79315069998847,128.79315069998847,128.79315069998847,52,35,54,42,54,70,128.79315069998847,130.49394549999852,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
39,42,54,59,0,12,12,12,,,,,,,,,,,None,130.49394549999852,130.49394549999852,130.49394549999852,130.49394549999852,130.49394549999852,130.49394549999852,f,1.1399231999821495,131.66110669999034,131.66110669999034,131.66110669999034,131.66110669999034,131.66110669999034,131.66110669999034,131.96086890000151,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,133.51069759999518,135.35842479998246,135.35842479998246,135.35842479998246,135.35842479998246,135.35842479998246,135.35842479998246,135.35842479998246,54,39,59,42,54,70,135.35842479998246,137.04345420000027,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
36,49,53,63,0,13,13,13,,,,,,,,,,,None,137.04345420000027,137.04345420000027,137.04345420000027,137.04345420000027,137.04345420000027,137.04345420000027,i,0.6143351000209805,137.6812859000056,137.6812859000056,137.6812859000056,137.6812859000056,137.6812859000056,137.6812859000056,137.97647460000007,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,138.79294320000918,139.90766619998612,139.90766619998612,139.90766619998612,139.90766619998612,139.90766619998612,139.90766619998612,139.90766619998612,53,36,63,49,63,70,139.90766619998612,141.45871559999068,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
38,53,55,52,0,14,14,14,,,,,,,,,,,None,141.45871559999068,141.45871559999068,141.45871559999068,141.45871559999068,141.45871559999068,141.45871559999068,i,0.5899264000181574,142.07752560000517,142.07752560000517,142.07752560000517,142.07752560000517,142.07752560000517,142.07752560000517,142.35896809998667,143.35874619998503,143.35874619998503,143.35874619998503,143.35874619998503,143.35874619998503,143.35874619998503,143.3423921999929,143.35874619998503,143.35874619998503,143.35874619998503,143.35874619998503,143.35874619998503,143.35874619998503,143.35874619998503,144.64019949999056,144.64019949999056,144.64019949999056,144.64019949999056,144.64019949999056,144.64019949999056,144.64019949999056,55,38,52,53,52,70,144.64019949999056,146.24145239999052,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
32,46,54,55,0,15,15,15,,,,,,,,,,,None,146.24145239999052,146.24145239999052,146.24145239999052,146.24145239999052,146.24145239999052,146.24145239999052,j,1.153330700006336,147.42914540000493,147.42914540000493,147.42914540000493,147.42914540000493,147.42914540000493,147.42914540000493,147.7080297000066,149.15753009999753,149.15753009999753,149.15753009999753,149.15753009999753,149.15753009999753,149.15753009999753,149.14108719999786,149.15753009999753,149.15753009999753,149.15753009999753,149.15753009999753,149.15753009999753,149.15753009999753,149.15753009999753,150.88920629999484,150.88920629999484,150.88920629999484,150.88920629999484,150.88920629999484,150.88920629999484,150.88920629999484,54,32,55,46,46,70,150.88920629999484,152.78964350000024,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
35,59,53,53,0,16,16,16,,,,,,,,,,,None,152.78964350000024,152.78964350000024,152.78964350000024,152.78964350000024,152.78964350000024,152.78964350000024,f,0.7246957999886945,153.5427514000039,153.5427514000039,153.5427514000039,153.5427514000039,153.5427514000039,153.5427514000039,153.8402447999979,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,155.0065212000045,156.47123910000664,156.47123910000664,156.47123910000664,156.47123910000664,156.47123910000664,156.47123910000664,156.47123910000664,53,35,53,59,53,70,156.47123910000664,158.45598969998537,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
39,55,46,63,0,17,17,17,,,,,,,,,,,None,158.45598969998537,158.45598969998537,158.45598969998537,158.45598969998537,158.45598969998537,158.45598969998537,i,0.34216010000091046,158.82432719998178,158.82432719998178,158.82432719998178,158.82432719998178,158.82432719998178,158.82432719998178,159.10606109999935,160.72242050000932,160.72242050000932,160.72242050000932,160.72242050000932,160.72242050000932,160.72242050000932,160.7058154999977,160.72242050000932,160.72242050000932,160.72242050000932,160.72242050000932,160.72242050000932,160.72242050000932,160.72242050000932,162.62068319998798,162.62068319998798,162.62068319998798,162.62068319998798,162.62068319998798,162.62068319998798,162.62068319998798,46,39,63,55,63,70,162.62068319998798,164.57149659999413,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
35,48,41,63,0,18,18,18,,,,,,,,,,,None,164.57149659999413,164.57149659999413,164.57149659999413,164.57149659999413,164.57149659999413,164.57149659999413,i,0.0343838999979198,164.64644620000036,164.64644620000036,164.64644620000036,164.64644620000036,164.64644620000036,164.64644620000036,164.93825629999628,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,166.08792990000802,167.53624309998122,167.53624309998122,167.53624309998122,167.53624309998122,167.53624309998122,167.53624309998122,167.53624309998122,41,35,63,48,63,70,167.53624309998122,169.4369602999941,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
37,55,49,56,0,19,19,19,,,,,,,,,,,None,169.4369602999941,169.4369602999941,169.4369602999941,169.4369602999941,169.4369602999941,169.4369602999941,i,0.4241284000163432,169.88780870000483,169.88780870000483,169.88780870000483,169.88780870000483,169.88780870000483,169.88780870000483,170.18749059998663,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,172.0202117000008,174.15197939999052,174.15197939999052,174.15197939999052,174.15197939999052,174.15197939999052,174.15197939999052,174.15197939999052,49,37,56,55,56,70,174.15197939999052,176.01917899999535,,,,,,,,,,,,,,,,,,,,３３６,f,２４,2023-05-21_11h34.13.883,RL,2022.2.5,60.03564916385562,
