arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,28.412188800022705,28.412188800022705,space,4.146125300001586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
36,29,66,50,0,38,38,38,,,,,,,,,,,None,260.65539759999956,260.65539759999956,260.65539759999956,260.65539759999956,260.65539759999956,260.65539759999956,r,0.2895944000047166,260.97242510001524,260.97242510001524,260.97242510001524,260.97242510001524,260.97242510001524,260.97242510001524,261.25569990000804,262.65478340000845,262.65478340000845,262.65478340000845,262.65478340000845,262.65478340000845,262.65478340000845,262.63872010001796,262.65478340000845,262.65478340000845,262.65478340000845,262.65478340000845,262.65478340000845,262.65478340000845,262.65478340000845,264.3363875000214,264.3363875000214,264.3363875000214,264.3363875000214,264.3363875000214,264.3363875000214,264.3363875000214,29,66,36,50,66,70,264.3363875000214,266.08735929999966,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
39,32,68,42,0,39,39,39,,,,,,,,,,,None,266.08735929999966,266.08735929999966,266.08735929999966,266.08735929999966,266.08735929999966,266.08735929999966,r,0.37904770000022836,266.4895727999974,266.4895727999974,266.4895727999974,266.4895727999974,266.4895727999974,266.4895727999974,266.7711625000229,267.95383150002453,267.95383150002453,267.95383150002453,267.95383150002453,267.95383150002453,267.95383150002453,267.9373087999993,267.95383150002453,267.95383150002453,267.95383150002453,267.95383150002453,267.95383150002453,267.95383150002453,267.95383150002453,269.41886070001055,269.41886070001055,269.41886070001055,269.41886070001055,269.41886070001055,269.41886070001055,269.41886070001055,32,68,39,42,68,70,269.41886070001055,271.3862729000102,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
41,33,71,49,0,40,40,40,,,,,,,,,,,None,271.3862729000102,271.3862729000102,271.3862729000102,271.3862729000102,271.3862729000102,271.3862729000102,r,0.2402746999869123,271.65350350001245,271.65350350001245,271.65350350001245,271.65350350001245,271.65350350001245,271.65350350001245,271.9369424000033,272.8368004000222,272.8368004000222,272.8368004000222,272.8368004000222,272.8368004000222,272.8368004000222,272.8203019000066,272.8368004000222,272.8368004000222,272.8368004000222,272.8368004000222,272.8368004000222,272.8368004000222,272.8368004000222,274.01822590001393,274.01822590001393,274.01822590001393,274.01822590001393,274.01822590001393,274.01822590001393,274.01822590001393,33,71,41,49,71,70,274.01822590001393,275.7194031000254,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
38,30,56,40,0,41,41,41,,,,,,,,,,,None,275.7194031000254,275.7194031000254,275.7194031000254,275.7194031000254,275.7194031000254,275.7194031000254,r,0.3948025999998208,276.1359860000084,276.1359860000084,276.1359860000084,276.1359860000084,276.1359860000084,276.1359860000084,276.4192102000234,278.33579969999846,278.33579969999846,278.33579969999846,278.33579969999846,278.33579969999846,278.33579969999846,278.31927900001756,278.33579969999846,278.33579969999846,278.33579969999846,278.33579969999846,278.33579969999846,278.33579969999846,278.33579969999846,280.53388060000725,280.53388060000725,280.53388060000725,280.53388060000725,280.53388060000725,280.53388060000725,280.53388060000725,30,56,38,40,56,70,280.53388060000725,282.3012622000242,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
34,35,58,51,0,42,42,42,,,,,,,,,,,None,282.3012622000242,282.3012622000242,282.3012622000242,282.3012622000242,282.3012622000242,282.3012622000242,r,0.24546619999455288,282.57038580000517,282.57038580000517,282.57038580000517,282.57038580000517,282.57038580000517,282.57038580000517,282.85181210000883,284.16806980001274,284.16806980001274,284.16806980001274,284.16806980001274,284.16806980001274,284.16806980001274,284.1513912000228,284.16806980001274,284.16806980001274,284.16806980001274,284.16806980001274,284.16806980001274,284.16806980001274,284.16806980001274,285.7658299000177,285.7658299000177,285.7658299000177,285.7658299000177,285.7658299000177,285.7658299000177,285.7658299000177,35,58,34,51,58,70,285.7658299000177,287.3839783000003,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
42,34,57,44,0,43,43,43,,,,,,,,,,,None,287.3839783000003,287.3839783000003,287.3839783000003,287.3839783000003,287.3839783000003,287.3839783000003,r,0.3241983999905642,287.73553350000293,287.73553350000293,287.73553350000293,287.73553350000293,287.73553350000293,287.73553350000293,288.01724300000933,289.9506391000177,289.9506391000177,289.9506391000177,289.9506391000177,289.9506391000177,289.9506391000177,289.9338295000198,289.9506391000177,289.9506391000177,289.9506391000177,289.9506391000177,289.9506391000177,289.9506391000177,289.9506391000177,292.16499660001136,292.16499660001136,292.16499660001136,292.16499660001136,292.16499660001136,292.16499660001136,292.16499660001136,34,57,42,44,57,70,292.16499660001136,293.999452500022,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
36,32,66,48,0,44,44,44,,,,,,,,,,,None,293.999452500022,293.999452500022,293.999452500022,293.999452500022,293.999452500022,293.999452500022,r,0.32873759997892193,294.34980300001916,294.34980300001916,294.34980300001916,294.34980300001916,294.34980300001916,294.34980300001916,294.6330441000173,296.2993611000129,296.2993611000129,296.2993611000129,296.2993611000129,296.2993611000129,296.2993611000129,296.28301360001205,296.2993611000129,296.2993611000129,296.2993611000129,296.2993611000129,296.2993611000129,296.2993611000129,296.2993611000129,298.2471434000181,298.2471434000181,298.2471434000181,298.2471434000181,298.2471434000181,298.2471434000181,298.2471434000181,32,66,36,48,66,70,298.2471434000181,299.9146783000033,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
33,28,60,45,0,45,45,45,,,,,,,,,,,None,299.9146783000033,299.9146783000033,299.9146783000033,299.9146783000033,299.9146783000033,299.9146783000033,r,0.3105275999987498,300.25080970002455,300.25080970002455,300.25080970002455,300.25080970002455,300.25080970002455,300.25080970002455,300.5486889000167,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,301.3819204000174,302.512890300015,302.512890300015,302.512890300015,302.512890300015,302.512890300015,302.512890300015,302.512890300015,28,60,33,45,60,70,302.512890300015,304.2808617000119,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
31,32,64,50,0,46,46,46,,,,,,,,,,,None,304.2808617000119,304.2808617000119,304.2808617000119,304.2808617000119,304.2808617000119,304.2808617000119,r,0.22276539998711087,304.5320451000007,304.5320451000007,304.5320451000007,304.5320451000007,304.5320451000007,304.5320451000007,304.8146679000056,306.18076600000495,306.18076600000495,306.18076600000495,306.18076600000495,306.18076600000495,306.18076600000495,306.16539040001226,306.18076600000495,306.18076600000495,306.18076600000495,306.18076600000495,306.18076600000495,306.18076600000495,306.18076600000495,307.8285488000256,307.8285488000256,307.8285488000256,307.8285488000256,307.8285488000256,307.8285488000256,307.8285488000256,32,64,31,50,64,70,307.8285488000256,309.5631450000219,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
36,23,64,49,0,47,47,47,,,,,,,,,,,None,309.5631450000219,309.5631450000219,309.5631450000219,309.5631450000219,309.5631450000219,309.5631450000219,r,0.28520760001265444,309.88638820001506,309.88638820001506,309.88638820001506,309.88638820001506,309.88638820001506,309.88638820001506,310.1634173000057,311.8129593000049,311.8129593000049,311.8129593000049,311.8129593000049,311.8129593000049,311.8129593000049,311.7966033999983,311.8129593000049,311.8129593000049,311.8129593000049,311.8129593000049,311.8129593000049,311.8129593000049,311.8129593000049,313.7441794000042,313.7441794000042,313.7441794000042,313.7441794000042,313.7441794000042,313.7441794000042,313.7441794000042,23,64,36,49,64,70,313.7441794000042,315.29548240001895,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
36,29,67,48,0,48,48,48,,,,,,,,,,,None,315.29548240001895,315.29548240001895,315.29548240001895,315.29548240001895,315.29548240001895,315.29548240001895,r,0.549051000009058,315.86248300000443,315.86248300000443,315.86248300000443,315.86248300000443,315.86248300000443,315.86248300000443,316.1455896999978,317.8786160000018,317.8786160000018,317.8786160000018,317.8786160000018,317.8786160000018,317.8786160000018,317.8619100000069,317.8786160000018,317.8786160000018,317.8786160000018,317.8786160000018,317.8786160000018,317.8786160000018,317.8786160000018,319.8935072000022,319.8935072000022,319.8935072000022,319.8935072000022,319.8935072000022,319.8935072000022,319.8935072000022,29,67,36,48,67,70,319.8935072000022,321.5441977000155,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
40,33,67,44,0,49,49,49,,,,,,,,,,,None,321.5441977000155,321.5441977000155,321.5441977000155,321.5441977000155,321.5441977000155,321.5441977000155,r,0.22826329999952577,321.7949718000018,321.7949718000018,321.7949718000018,321.7949718000018,321.7949718000018,321.7949718000018,322.0779483000224,323.2112247000041,323.2112247000041,323.2112247000041,323.2112247000041,323.2112247000041,323.2112247000041,323.19448240002384,323.2112247000041,323.2112247000041,323.2112247000041,323.2112247000041,323.2112247000041,323.2112247000041,323.2112247000041,324.6259443000017,324.6259443000017,324.6259443000017,324.6259443000017,324.6259443000017,324.6259443000017,324.6259443000017,33,67,40,44,67,70,324.6259443000017,326.4933657000074,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
38,40,60,45,0,50,50,50,,,,,,,,,,,None,326.4933657000074,326.4933657000074,326.4933657000074,326.4933657000074,326.4933657000074,326.4933657000074,r,0.2590298999857623,326.779420100007,326.779420100007,326.779420100007,326.779420100007,326.779420100007,326.779420100007,327.0608154000074,328.91011029999936,328.91011029999936,328.91011029999936,328.91011029999936,328.91011029999936,328.91011029999936,328.8936832000036,328.91011029999936,328.91011029999936,328.91011029999936,328.91011029999936,328.91011029999936,328.91011029999936,328.91011029999936,331.04147779999766,331.04147779999766,331.04147779999766,331.04147779999766,331.04147779999766,331.04147779999766,331.04147779999766,40,60,38,45,60,70,331.04147779999766,332.9591270000092,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
40,32,76,34,0,51,51,51,,,,,,,,,,,None,332.9591270000092,332.9591270000092,332.9591270000092,332.9591270000092,332.9591270000092,332.9591270000092,r,0.6123036000062712,333.59289060000447,333.59289060000447,333.59289060000447,333.59289060000447,333.59289060000447,333.59289060000447,333.87608290000935,335.27556510001887,335.27556510001887,335.27556510001887,335.27556510001887,335.27556510001887,335.27556510001887,335.2591512000072,335.27556510001887,335.27556510001887,335.27556510001887,335.27556510001887,335.27556510001887,335.27556510001887,335.27556510001887,336.9567638000008,336.9567638000008,336.9567638000008,336.9567638000008,336.9567638000008,336.9567638000008,336.9567638000008,32,76,40,34,76,70,336.9567638000008,338.4746039000165,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
37,43,77,35,0,52,52,52,,,,,,,,,,,None,338.4746039000165,338.4746039000165,338.4746039000165,338.4746039000165,338.4746039000165,338.4746039000165,r,0.3776499000086915,338.8756510000094,338.8756510000094,338.8756510000094,338.8756510000094,338.8756510000094,338.8756510000094,339.15847620001296,341.17469320000964,341.17469320000964,341.17469320000964,341.17469320000964,341.17469320000964,341.17469320000964,341.15804490001756,341.17469320000964,341.17469320000964,341.17469320000964,341.17469320000964,341.17469320000964,341.17469320000964,341.17469320000964,343.47244480001973,343.47244480001973,343.47244480001973,343.47244480001973,343.47244480001973,343.47244480001973,343.47244480001973,43,77,37,35,77,70,343.47244480001973,345.20720520001487,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
33,33,84,34,0,53,53,53,,,,,,,,,,,None,345.20720520001487,345.20720520001487,345.20720520001487,345.20720520001487,345.20720520001487,345.20720520001487,r,0.29411269997945055,345.5244225000206,345.5244225000206,345.5244225000206,345.5244225000206,345.5244225000206,345.5244225000206,345.8240151000209,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,347.4571314000059,349.38829810000607,349.38829810000607,349.38829810000607,349.38829810000607,349.38829810000607,349.38829810000607,349.38829810000607,33,84,33,34,84,70,349.38829810000607,351.3394640000188,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
29,36,74,36,0,54,54,54,,,,,,,,,,,None,351.3394640000188,351.3394640000188,351.3394640000188,351.3394640000188,351.3394640000188,351.3394640000188,r,0.2912237999844365,351.6564740000176,351.6564740000176,351.6564740000176,351.6564740000176,351.6564740000176,351.6564740000176,351.9393838000251,353.872555000009,353.872555000009,353.872555000009,353.872555000009,353.872555000009,353.872555000009,353.8558476000035,353.872555000009,353.872555000009,353.872555000009,353.872555000009,353.872555000009,353.872555000009,353.872555000009,356.08711900000344,356.08711900000344,356.08711900000344,356.08711900000344,356.08711900000344,356.08711900000344,356.08711900000344,36,74,29,36,74,70,356.08711900000344,357.87133029999677,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
29,45,68,34,0,55,55,55,,,,,,,,,,,None,357.87133029999677,357.87133029999677,357.87133029999677,357.87133029999677,357.87133029999677,357.87133029999677,r,0.8795247000234667,358.7727372000227,358.7727372000227,358.7727372000227,358.7727372000227,358.7727372000227,358.7727372000227,359.05482220000704,360.02118619999965,360.02118619999965,360.02118619999965,360.02118619999965,360.02118619999965,360.02118619999965,360.0045803000103,360.02118619999965,360.02118619999965,360.02118619999965,360.02118619999965,360.02118619999965,360.02118619999965,360.02118619999965,361.2694868000108,361.2694868000108,361.2694868000108,361.2694868000108,361.2694868000108,361.2694868000108,361.2694868000108,45,68,29,34,68,70,361.2694868000108,363.1538686999993,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
28,49,66,37,0,56,56,56,,,,,,,,,,,None,363.1538686999993,363.1538686999993,363.1538686999993,363.1538686999993,363.1538686999993,363.1538686999993,r,0.35861429999931715,363.5394721000048,363.5394721000048,363.5394721000048,363.5394721000048,363.5394721000048,363.5394721000048,363.83751120002125,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,365.67023690001224,367.8018684000126,367.8018684000126,367.8018684000126,367.8018684000126,367.8018684000126,367.8018684000126,367.8018684000126,49,66,28,37,66,70,367.8018684000126,369.6360513000109,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
24,35,59,34,0,57,57,57,,,,,,,,,,,None,369.6360513000109,369.6360513000109,369.6360513000109,369.6360513000109,369.6360513000109,369.6360513000109,r,0.2535898999776691,369.9307498999988,369.9307498999988,369.9307498999988,369.9307498999988,369.9307498999988,369.9307498999988,370.2026888000255,371.3187961000076,371.3187961000076,371.3187961000076,371.3187961000076,371.3187961000076,371.3187961000076,371.2695633000112,371.3187961000076,371.3187961000076,371.3187961000076,371.3187961000076,371.3187961000076,371.3187961000076,371.3187961000076,372.68433950000326,372.68433950000326,372.68433950000326,372.68433950000326,372.68433950000326,372.68433950000326,372.68433950000326,35,59,24,34,59,70,372.68433950000326,374.2518290000153,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
26,38,54,39,0,58,58,58,,,,,,,,,,,None,374.2518290000153,374.2518290000153,374.2518290000153,374.2518290000153,374.2518290000153,374.2518290000153,r,0.2193455999949947,374.5061704000109,374.5061704000109,374.5061704000109,374.5061704000109,374.5061704000109,374.5061704000109,374.78585520002525,376.68553020001855,376.68553020001855,376.68553020001855,376.68553020001855,376.68553020001855,376.68553020001855,376.6685812000069,376.68553020001855,376.68553020001855,376.68553020001855,376.68553020001855,376.68553020001855,376.68553020001855,376.68553020001855,378.8664990999969,378.8664990999969,378.8664990999969,378.8664990999969,378.8664990999969,378.8664990999969,378.8664990999969,38,54,26,39,54,70,378.8664990999969,380.3841441000113,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
28,46,54,29,0,59,59,59,,,,,,,,,,,None,380.3841441000113,380.3841441000113,380.3841441000113,380.3841441000113,380.3841441000113,380.3841441000113,r,0.2803637000033632,380.68604890001006,380.68604890001006,380.68604890001006,380.68604890001006,380.68604890001006,380.68604890001006,380.9846029000182,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,382.73395990001154,384.7820785000222,384.7820785000222,384.7820785000222,384.7820785000222,384.7820785000222,384.7820785000222,384.7820785000222,46,54,28,29,54,70,384.7820785000222,386.73293009999907,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
24,39,59,32,0,60,60,60,,,,,,,,,,,None,386.73293009999907,386.73293009999907,386.73293009999907,386.73293009999907,386.73293009999907,386.73293009999907,f,0.8063013999781106,387.5690755000105,387.5690755000105,387.5690755000105,387.5690755000105,387.5690755000105,387.5690755000105,387.8496945000079,389.7999530000088,389.7999530000088,389.7999530000088,389.7999530000088,389.7999530000088,389.7999530000088,389.7665733000031,389.7999530000088,389.7999530000088,389.7999530000088,389.7999530000088,389.7999530000088,389.7999530000088,389.7999530000088,392.01446810000925,392.01446810000925,392.01446810000925,392.01446810000925,392.01446810000925,392.01446810000925,392.01446810000925,39,59,24,32,39,70,392.01446810000925,393.64821460001986,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
34,41,50,30,0,61,61,61,,,,,,,,,,,None,393.64821460001986,393.64821460001986,393.64821460001986,393.64821460001986,393.64821460001986,393.64821460001986,r,0.3033780999830924,393.98290610002005,393.98290610002005,393.98290610002005,393.98290610002005,393.98290610002005,393.98290610002005,394.26581530002295,395.5152742000064,395.5152742000064,395.5152742000064,395.5152742000064,395.5152742000064,395.5152742000064,395.48198350000894,395.5152742000064,395.5152742000064,395.5152742000064,395.5152742000064,395.5152742000064,395.5152742000064,395.5152742000064,397.0296862999967,397.0296862999967,397.0296862999967,397.0296862999967,397.0296862999967,397.0296862999967,397.0296862999967,41,50,34,30,50,70,397.0296862999967,399.0305883999972,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
32,47,60,23,0,62,62,62,,,,,,,,,,,None,399.0305883999972,399.0305883999972,399.0305883999972,399.0305883999972,399.0305883999972,399.0305883999972,r,0.31977410000399686,399.38581000000704,399.38581000000704,399.38581000000704,399.38581000000704,399.38581000000704,399.38581000000704,399.6646641000116,400.9143743000168,400.9143743000168,400.9143743000168,400.9143743000168,400.9143743000168,400.9143743000168,400.89799180001137,400.9143743000168,400.9143743000168,400.9143743000168,400.9143743000168,400.9143743000168,400.9143743000168,400.9143743000168,402.44592530000955,402.44592530000955,402.44592530000955,402.44592530000955,402.44592530000955,402.44592530000955,402.44592530000955,47,60,32,23,60,70,402.44592530000955,404.3303530999983,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
30,44,68,23,0,63,63,63,,,,,,,,,,,None,404.3303530999983,404.3303530999983,404.3303530999983,404.3303530999983,404.3303530999983,404.3303530999983,r,0.3342823999992106,404.6973339000251,404.6973339000251,404.6973339000251,404.6973339000251,404.6973339000251,404.6973339000251,404.98054310001316,406.1302296000067,406.1302296000067,406.1302296000067,406.1302296000067,406.1302296000067,406.1302296000067,406.1137376000115,406.1302296000067,406.1302296000067,406.1302296000067,406.1302296000067,406.1302296000067,406.1302296000067,406.1302296000067,407.5614703000174,407.5614703000174,407.5614703000174,407.5614703000174,407.5614703000174,407.5614703000174,407.5614703000174,44,68,30,23,68,70,407.5614703000174,409.1791709000245,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
29,43,63,21,0,64,64,64,,,,,,,,,,,None,409.1791709000245,409.1791709000245,409.1791709000245,409.1791709000245,409.1791709000245,409.1791709000245,r,0.3362327000068035,409.5461118000094,409.5461118000094,409.5461118000094,409.5461118000094,409.5461118000094,409.5461118000094,409.8295821000065,410.9793195000093,410.9793195000093,410.9793195000093,410.9793195000093,410.9793195000093,410.9793195000093,410.96259790001204,410.9793195000093,410.9793195000093,410.9793195000093,410.9793195000093,410.9793195000093,410.9793195000093,410.9793195000093,412.41076340002473,412.41076340002473,412.41076340002473,412.41076340002473,412.41076340002473,412.41076340002473,412.41076340002473,43,63,29,21,63,70,412.41076340002473,414.36181540001417,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
31,50,65,22,0,65,65,65,,,,,,,,,,,None,414.36181540001417,414.36181540001417,414.36181540001417,414.36181540001417,414.36181540001417,414.36181540001417,r,0.23452860000543296,414.6336436000129,414.6336436000129,414.6336436000129,414.6336436000129,414.6336436000129,414.6336436000129,414.9117986000201,415.9117893000075,415.9117893000075,415.9117893000075,415.9117893000075,415.9117893000075,415.9117893000075,415.89502690001973,415.9117893000075,415.9117893000075,415.9117893000075,415.9117893000075,415.9117893000075,415.9117893000075,415.9117893000075,417.1934487000108,417.1934487000108,417.1934487000108,417.1934487000108,417.1934487000108,417.1934487000108,417.1934487000108,50,65,31,22,65,70,417.1934487000108,419.010669100011,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
29,46,65,28,0,66,66,66,,,,,,,,,,,None,419.010669100011,419.010669100011,419.010669100011,419.010669100011,419.010669100011,419.010669100011,r,0.28628909998224117,419.33208570000716,419.33208570000716,419.33208570000716,419.33208570000716,419.33208570000716,419.33208570000716,419.6112508000224,420.79409460001625,420.79409460001625,420.79409460001625,420.79409460001625,420.79409460001625,420.79409460001625,420.7612416000047,420.79409460001625,420.79409460001625,420.79409460001625,420.79409460001625,420.79409460001625,420.79409460001625,420.79409460001625,422.2424382000172,422.2424382000172,422.2424382000172,422.2424382000172,422.2424382000172,422.2424382000172,422.2424382000172,46,65,29,28,65,70,422.2424382000172,423.94313830000465,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
34,43,69,24,0,67,67,67,,,,,,,,,,,None,423.94313830000465,423.94313830000465,423.94313830000465,423.94313830000465,423.94313830000465,423.94313830000465,r,0.35251589998370036,424.33150150001165,424.33150150001165,424.33150150001165,424.33150150001165,424.33150150001165,424.33150150001165,424.62671880002017,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,426.3932079000224,428.4577546000073,428.4577546000073,428.4577546000073,428.4577546000073,428.4577546000073,428.4577546000073,428.4577546000073,43,69,34,24,69,70,428.4577546000073,430.0254910000076,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
35,51,62,26,0,68,68,68,,,,,,,,,,,None,430.0254910000076,430.0254910000076,430.0254910000076,430.0254910000076,430.0254910000076,430.0254910000076,r,0.25712329999078065,430.3106053000083,430.3106053000083,430.3106053000083,430.3106053000083,430.3106053000083,430.3106053000083,430.5924515000079,432.47560330000124,432.47560330000124,432.47560330000124,432.47560330000124,432.47560330000124,432.47560330000124,432.45918810000876,432.47560330000124,432.47560330000124,432.47560330000124,432.47560330000124,432.47560330000124,432.47560330000124,432.47560330000124,434.63991670001997,434.63991670001997,434.63991670001997,434.63991670001997,434.63991670001997,434.63991670001997,434.63991670001997,51,62,35,26,62,70,434.63991670001997,436.47482840000885,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
26,44,63,28,0,69,69,69,,,,,,,,,,,None,436.47482840000885,436.47482840000885,436.47482840000885,436.47482840000885,436.47482840000885,436.47482840000885,r,0.28612979999161325,436.7925988000061,436.7925988000061,436.7925988000061,436.7925988000061,436.7925988000061,436.7925988000061,437.09161880001193,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,438.0076725000108,439.2230097000138,439.2230097000138,439.2230097000138,439.2230097000138,439.2230097000138,439.2230097000138,439.2230097000138,44,63,26,28,63,70,439.2230097000138,441.0236853000242,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
37,45,65,36,0,70,70,70,,,,,,,,,,,None,441.0236853000242,441.0236853000242,441.0236853000242,441.0236853000242,441.0236853000242,441.0236853000242,r,0.3316765000054147,441.3740860000253,441.3740860000253,441.3740860000253,441.3740860000253,441.3740860000253,441.3740860000253,441.6743115000136,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,443.32354050001595,445.27183790001436,445.27183790001436,445.27183790001436,445.27183790001436,445.27183790001436,445.27183790001436,445.27183790001436,45,65,37,36,65,70,445.27183790001436,447.03965300001437,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
