arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,28.412188800022705,28.412188800022705,space,4.146125300001586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
27,30,53,62,0,9,9,9,,,,,,,,,,,None,93.55056900001364,93.55056900001364,93.55056900001364,93.55056900001364,93.55056900001364,93.55056900001364,i,0.8430609999923036,94.4181698000175,94.4181698000175,94.4181698000175,94.4181698000175,94.4181698000175,94.4181698000175,94.70122190000257,96.48388360001263,96.48388360001263,96.48388360001263,96.48388360001263,96.48388360001263,96.48388360001263,96.46713640002417,96.48388360001263,96.48388360001263,96.48388360001263,96.48388360001263,96.48388360001263,96.48388360001263,96.48388360001263,98.54835480000474,98.54835480000474,98.54835480000474,98.54835480000474,98.54835480000474,98.54835480000474,98.54835480000474,30,53,27,62,27,70,98.54835480000474,100.48302919999696,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
30,33,55,56,0,10,10,10,,,,,,,,,,,None,100.48302919999696,100.48302919999696,100.48302919999696,100.48302919999696,100.48302919999696,100.48302919999696,f,1.0226234000001568,101.53316260001156,101.53316260001156,101.53316260001156,101.53316260001156,101.53316260001156,101.53316260001156,101.8164637000009,103.83267180001712,103.83267180001712,103.83267180001712,103.83267180001712,103.83267180001712,103.83267180001712,103.81627989999834,103.83267180001712,103.83267180001712,103.83267180001712,103.83267180001712,103.83267180001712,103.83267180001712,103.83267180001712,106.13043889999972,106.13043889999972,106.13043889999972,106.13043889999972,106.13043889999972,106.13043889999972,106.13043889999972,33,55,30,56,33,70,106.13043889999972,108.04821239999728,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
31,27,57,57,0,11,11,11,,,,,,,,,,,None,108.04821239999728,108.04821239999728,108.04821239999728,108.04821239999728,108.04821239999728,108.04821239999728,j,0.3673840000119526,108.43296800000826,108.43296800000826,108.43296800000826,108.43296800000826,108.43296800000826,108.43296800000826,108.73223990001134,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,110.34850710001774,112.26299860002473,112.26299860002473,112.26299860002473,112.26299860002473,112.26299860002473,112.26299860002473,112.26299860002473,27,57,31,57,57,70,112.26299860002473,113.88089480000781,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
41,29,62,64,0,12,12,12,,,,,,,,,,,None,113.88089480000781,113.88089480000781,113.88089480000781,113.88089480000781,113.88089480000781,113.88089480000781,j,0.39540090001537465,114.29869390002568,114.29869390002568,114.29869390002568,114.29869390002568,114.29869390002568,114.29869390002568,114.58116860000882,115.73042380000697,115.73042380000697,115.73042380000697,115.73042380000697,115.73042380000697,115.73042380000697,115.71368350001285,115.73042380000697,115.73042380000697,115.73042380000697,115.73042380000697,115.73042380000697,115.73042380000697,115.73042380000697,117.16201580001507,117.16201580001507,117.16201580001507,117.16201580001507,117.16201580001507,117.16201580001507,117.16201580001507,29,62,41,64,64,70,117.16201580001507,118.8965625000128,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
31,39,61,59,0,13,13,13,,,,,,,,,,,None,118.8965625000128,118.8965625000128,118.8965625000128,118.8965625000128,118.8965625000128,118.8965625000128,j,0.3701959000027273,119.29672490002122,119.29672490002122,119.29672490002122,119.29672490002122,119.29672490002122,119.29672490002122,119.58004260002053,120.8798061000125,120.8798061000125,120.8798061000125,120.8798061000125,120.8798061000125,120.8798061000125,120.86353319999762,120.8798061000125,120.8798061000125,120.8798061000125,120.8798061000125,120.8798061000125,120.8798061000125,120.8798061000125,122.46119910001289,122.46119910001289,122.46119910001289,122.46119910001289,122.46119910001289,122.46119910001289,122.46119910001289,39,61,31,59,59,70,122.46119910001289,124.07877049999661,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
34,37,68,59,0,14,14,14,,,,,,,,,,,None,124.07877049999661,124.07877049999661,124.07877049999661,124.07877049999661,124.07877049999661,124.07877049999661,j,0.28113180000218563,124.38389399999869,124.38389399999869,124.38389399999869,124.38389399999869,124.38389399999869,124.38389399999869,124.6625561999972,125.5620519000222,125.5620519000222,125.5620519000222,125.5620519000222,125.5620519000222,125.5620519000222,125.54553510001278,125.5620519000222,125.5620519000222,125.5620519000222,125.5620519000222,125.5620519000222,125.5620519000222,125.5620519000222,126.74357320001582,126.74357320001582,126.74357320001582,126.74357320001582,126.74357320001582,126.74357320001582,126.74357320001582,37,68,34,59,59,70,126.74357320001582,128.31157810002333,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
33,34,57,60,0,15,15,15,,,,,,,,,,,None,128.31157810002333,128.31157810002333,128.31157810002333,128.31157810002333,128.31157810002333,128.31157810002333,j,0.39117479999549687,128.73312420002185,128.73312420002185,128.73312420002185,128.73312420002185,128.73312420002185,128.73312420002185,129.02855710001313,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,130.67752260001726,132.62613730001613,132.62613730001613,132.62613730001613,132.62613730001613,132.62613730001613,132.62613730001613,132.62613730001613,34,57,33,60,60,70,132.62613730001613,134.5600390000036,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
32,37,70,62,0,16,16,16,,,,,,,,,,,None,134.5600390000036,134.5600390000036,134.5600390000036,134.5600390000036,134.5600390000036,134.5600390000036,j,0.5991825000091922,135.18184070001007,135.18184070001007,135.18184070001007,135.18184070001007,135.18184070001007,135.18184070001007,135.4607572000241,136.86023000002024,136.86023000002024,136.86023000002024,136.86023000002024,136.86023000002024,136.86023000002024,136.8439764000068,136.86023000002024,136.86023000002024,136.86023000002024,136.86023000002024,136.86023000002024,136.86023000002024,136.86023000002024,138.54171010002028,138.54171010002028,138.54171010002028,138.54171010002028,138.54171010002028,138.54171010002028,138.54171010002028,37,70,32,62,62,70,138.54171010002028,140.40906720000203,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
28,37,68,66,0,17,17,17,,,,,,,,,,,None,140.40906720000203,140.40906720000203,140.40906720000203,140.40906720000203,140.40906720000203,140.40906720000203,j,0.524475700018229,140.96418060001452,140.96418060001452,140.96418060001452,140.96418060001452,140.96418060001452,140.96418060001452,141.25982120001572,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,143.209096400009,145.45688460001838,145.45688460001838,145.45688460001838,145.45688460001838,145.45688460001838,145.45688460001838,145.45688460001838,37,68,28,66,66,70,145.45688460001838,147.0580416000157,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
39,32,59,59,0,18,18,18,,,,,,,,,,,None,147.0580416000157,147.0580416000157,147.0580416000157,147.0580416000157,147.0580416000157,147.0580416000157,j,0.2829980000096839,147.358464000019,147.358464000019,147.358464000019,147.358464000019,147.358464000019,147.358464000019,147.65800320002018,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,149.22468539999682,151.08969510000315,151.08969510000315,151.08969510000315,151.08969510000315,151.08969510000315,151.08969510000315,151.08969510000315,32,59,39,59,59,70,151.08969510000315,152.92395530000795,,,,,,,,,,,,,,,,,,,,３３８,f,２４,2023-05-21_14h05.45.050,RL,2022.2.5,60.05674160805536,
