arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.531619200017303,16.531619200017303,space,42.41902550001396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
26,48,57,68,0,0,0,0,,,,,58.96632690000115,58.96632690000115,63.981538099993486,None,64.98357690000557,64.98357690000557,64.98357690000557,64.98357690000557,64.98357690000557,64.98357690000557,r,0.6659101999830455,65.68301510001766,65.68301510001766,65.68301510001766,65.68301510001766,65.68301510001766,65.68301510001766,65.96731160001946,67.26825320001808,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,67.28674390001106,68.94461430000956,68.94461430000956,68.94461430000956,68.94461430000956,68.94461430000956,68.94461430000956,68.94461430000956,48,57,68,26,57,70,68.94461430000956,70.59844190001604,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
30,53,55,68,0,1,1,1,,,,,,,,None,70.59844190001604,70.59844190001604,70.59844190001604,70.59844190001604,70.59844190001604,70.59844190001604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,55,68,30,0,70,78.11249669999233,79.81262830001651,72.1011470000085,72.1011470000085,72.1011470000085,72.1011470000085,72.1011470000085,72.1011470000085,72.1011470000085,78.11249669999233,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
35,64,55,75,0,2,2,2,,,,,,,,None,79.81262830001651,79.81262830001651,79.81262830001651,79.81262830001651,79.81262830001651,79.81262830001651,r,0.8205236000067089,80.673283000011,80.673283000011,80.673283000011,80.673283000011,80.673283000011,80.673283000011,80.94692380001652,82.246450000006,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,82.26293070000247,83.8610425000079,83.8610425000079,83.8610425000079,83.8610425000079,83.8610425000079,83.8610425000079,83.8610425000079,64,55,75,35,55,70,83.8610425000079,85.77878409999539,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
33,55,52,70,0,3,3,3,,,,,,,,None,85.77878409999539,85.77878409999539,85.77878409999539,85.77878409999539,85.77878409999539,85.77878409999539,j,1.3129021000058856,87.1147947999998,87.1147947999998,87.1147947999998,87.1147947999998,87.1147947999998,87.1147947999998,87.4121800000139,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,88.52845499999239,89.94321950001176,89.94321950001176,89.94321950001176,89.94321950001176,89.94321950001176,89.94321950001176,89.94321950001176,55,52,70,33,33,70,89.94321950001176,91.47768559999531,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
31,53,49,67,0,4,4,4,,,,,,,,None,91.47768559999531,91.47768559999531,91.47768559999531,91.47768559999531,91.47768559999531,91.47768559999531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,49,67,31,0,70,98.97533360001398,100.84289240001817,92.97601010001381,92.97601010001381,92.97601010001381,92.97601010001381,92.97601010001381,92.97601010001381,92.97601010001381,98.97533360001398,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
24,65,53,61,0,5,5,5,,,,,,,,None,100.84289240001817,100.84289240001817,100.84289240001817,100.84289240001817,100.84289240001817,100.84289240001817,r,0.8333301999955438,101.6942568999948,101.6942568999948,101.6942568999948,101.6942568999948,101.6942568999948,101.6942568999948,101.99335010000505,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,102.90971390000777,104.12432910001371,104.12432910001371,104.12432910001371,104.12432910001371,104.12432910001371,104.12432910001371,104.12432910001371,65,53,61,24,53,70,104.12432910001371,105.85894080001162,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
12,58,47,67,0,6,6,6,,,,,,,,None,105.85894080001162,105.85894080001162,105.85894080001162,105.85894080001162,105.85894080001162,105.85894080001162,i,1.206957299989881,107.0923058000044,107.0923058000044,107.0923058000044,107.0923058000044,107.0923058000044,107.0923058000044,107.37566550000338,108.40859969999292,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,108.42524909999338,109.75685930001782,109.75685930001782,109.75685930001782,109.75685930001782,109.75685930001782,109.75685930001782,109.75685930001782,58,47,67,12,67,70,109.75685930001782,111.47461160001694,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
19,65,54,62,0,7,7,7,,,,,,,,None,111.47461160001694,111.47461160001694,111.47461160001694,111.47461160001694,111.47461160001694,111.47461160001694,f,0.9290022999921348,112.4261929000204,112.4261929000204,112.4261929000204,112.4261929000204,112.4261929000204,112.4261929000204,112.72464860000764,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,113.55748079999466,114.68970129999798,114.68970129999798,114.68970129999798,114.68970129999798,114.68970129999798,114.68970129999798,114.68970129999798,65,54,62,19,65,70,114.68970129999798,116.39018640000722,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
31,66,47,65,0,8,8,8,,,,,,,,None,116.39018640000722,116.39018640000722,116.39018640000722,116.39018640000722,116.39018640000722,116.39018640000722,i,0.7557526000018697,117.17397440000786,117.17397440000786,117.17397440000786,117.17397440000786,117.17397440000786,117.17397440000786,117.45691530001932,119.08986800001003,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,119.10651509999298,121.03798540000571,121.03798540000571,121.03798540000571,121.03798540000571,121.03798540000571,121.03798540000571,121.03798540000571,66,47,65,31,65,70,121.03798540000571,123.03938649999327,,,,,,,,,,,,,,,,,,,,３４２,f,１９,2023-05-21_16h03.51.042,RL,2022.2.5,60.00265211296962,
