arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.231395900002099,14.231395900002099,space,13.417972600000212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
46,54,46,62,0,9,9,9,,,,,,,,,,,None,81.41893390000041,81.41893390000041,81.41893390000041,81.41893390000041,81.41893390000041,81.41893390000041,i,0.6767566000016814,82.12154820000069,82.12154820000069,82.12154820000069,82.12154820000069,82.12154820000069,82.12154820000069,82.4193004000008,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,83.35235780000221,84.58361010000226,84.58361010000226,84.58361010000226,84.58361010000226,84.58361010000226,84.58361010000226,84.58361010000226,62,54,46,46,46,70,84.58361010000226,86.518028100003,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
42,49,36,63,0,10,10,10,,,,,,,,,,,None,86.518028100003,86.518028100003,86.518028100003,86.518028100003,86.518028100003,86.518028100003,f,0.8179094999977679,87.37184479999996,87.37184479999996,87.37184479999996,87.37184479999996,87.37184479999996,87.37184479999996,87.65192480000042,89.20125220000045,89.20125220000045,89.20125220000045,89.20125220000045,89.20125220000045,89.20125220000045,89.18501480000123,89.20125220000045,89.20125220000045,89.20125220000045,89.20125220000045,89.20125220000045,89.20125220000045,89.20125220000045,91.0325198999999,91.0325198999999,91.0325198999999,91.0325198999999,91.0325198999999,91.0325198999999,91.0325198999999,63,49,42,36,63,70,91.0325198999999,92.98379850000128,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
34,57,44,54,0,11,11,11,,,,,,,,,,,None,92.98379850000128,92.98379850000128,92.98379850000128,92.98379850000128,92.98379850000128,92.98379850000128,r,0.6474434999981895,93.65181440000015,93.65181440000015,93.65181440000015,93.65181440000015,93.65181440000015,93.65181440000015,93.95023220000076,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,95.40038679999998,97.14845750000313,97.14845750000313,97.14845750000313,97.14845750000313,97.14845750000313,97.14845750000313,97.14845750000313,54,57,34,44,57,70,97.14845750000313,98.71610990000045,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
44,53,50,60,0,12,12,12,,,,,,,,,,,None,98.71610990000045,98.71610990000045,98.71610990000045,98.71610990000045,98.71610990000045,98.71610990000045,f,0.42962989999796264,99.16642290000163,99.16642290000163,99.16642290000163,99.16642290000163,99.16642290000163,99.16642290000163,99.44961790000161,100.5158986000024,100.5158986000024,100.5158986000024,100.5158986000024,100.5158986000024,100.5158986000024,100.49928300000101,100.5158986000024,100.5158986000024,100.5158986000024,100.5158986000024,100.5158986000024,100.5158986000024,100.5158986000024,101.864250300001,101.864250300001,101.864250300001,101.864250300001,101.864250300001,101.864250300001,101.864250300001,60,53,44,50,60,70,101.864250300001,103.3819822000005,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
46,57,37,66,0,13,13,13,,,,,,,,,,,None,103.3819822000005,103.3819822000005,103.3819822000005,103.3819822000005,103.3819822000005,103.3819822000005,j,0.6129141999990679,104.01628250000067,104.01628250000067,104.01628250000067,104.01628250000067,104.01628250000067,104.01628250000067,104.3154695000012,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,105.68185129999983,107.34625250000317,107.34625250000317,107.34625250000317,107.34625250000317,107.34625250000317,107.34625250000317,107.34625250000317,66,57,46,37,37,70,107.34625250000317,109.31405730000188,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
42,57,37,61,0,14,14,14,,,,,,,,,,,None,109.31405730000188,109.31405730000188,109.31405730000188,109.31405730000188,109.31405730000188,109.31405730000188,f,0.30849730000045383,109.64977070000168,109.64977070000168,109.64977070000168,109.64977070000168,109.64977070000168,109.64977070000168,109.94779750000089,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,110.84762260000207,112.04553320000196,112.04553320000196,112.04553320000196,112.04553320000196,112.04553320000196,112.04553320000196,112.04553320000196,61,57,42,37,61,70,112.04553320000196,113.61314459999994,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
40,57,41,65,0,15,15,15,,,,,,,,,,,None,113.61314459999994,113.61314459999994,113.61314459999994,113.61314459999994,113.61314459999994,113.61314459999994,i,0.8903865000029327,114.5304243999999,114.5304243999999,114.5304243999999,114.5304243999999,114.5304243999999,114.5304243999999,114.83030340000187,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,115.91342760000043,117.29488450000281,117.29488450000281,117.29488450000281,117.29488450000281,117.29488450000281,117.29488450000281,117.29488450000281,65,57,40,41,40,70,117.29488450000281,118.87914620000083,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
47,56,40,69,0,16,16,16,,,,,,,,,,,None,118.87914620000083,118.87914620000083,118.87914620000083,118.87914620000083,118.87914620000083,118.87914620000083,i,0.24615179999818793,119.14747120000175,119.14747120000175,119.14747120000175,119.14747120000175,119.14747120000175,119.14747120000175,119.42993350000324,121.41230150000047,121.41230150000047,121.41230150000047,121.41230150000047,121.41230150000047,121.41230150000047,121.39565370000128,121.41230150000047,121.41230150000047,121.41230150000047,121.41230150000047,121.41230150000047,121.41230150000047,121.41230150000047,123.67695410000306,123.67695410000306,123.67695410000306,123.67695410000306,123.67695410000306,123.67695410000306,123.67695410000306,69,56,47,40,47,70,123.67695410000306,125.37801460000264,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
36,58,42,65,0,17,17,17,,,,,,,,,,,None,125.37801460000264,125.37801460000264,125.37801460000264,125.37801460000264,125.37801460000264,125.37801460000264,f,0.8533304000011412,126.26469830000133,126.26469830000133,126.26469830000133,126.26469830000133,126.26469830000133,126.26469830000133,126.54515090000132,127.79438010000013,127.79438010000013,127.79438010000013,127.79438010000013,127.79438010000013,127.79438010000013,127.77784000000247,127.79438010000013,127.79438010000013,127.79438010000013,127.79438010000013,127.79438010000013,127.79438010000013,127.79438010000013,129.32601160000195,129.32601160000195,129.32601160000195,129.32601160000195,129.32601160000195,129.32601160000195,129.32601160000195,65,58,36,42,65,70,129.32601160000195,131.29352620000282,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
45,54,46,70,0,18,18,18,,,,,,,,,,,None,131.29352620000282,131.29352620000282,131.29352620000282,131.29352620000282,131.29352620000282,131.29352620000282,f,0.6951234000007389,132.0116592000013,132.0116592000013,132.0116592000013,132.0116592000013,132.0116592000013,132.0116592000013,132.3103540000011,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,133.74338630000057,135.47493510000277,135.47493510000277,135.47493510000277,135.47493510000277,135.47493510000277,135.47493510000277,135.47493510000277,70,54,45,46,70,70,135.47493510000277,137.15966790000311,,,,,,,,,,,,,,,,,,,,３１２,f,１９,2023-05-18_16h18.34.348,RL,2022.2.5,60.085212847630295,
