arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
41,40,44,69,0,13,13,13,,,,,,,,None,100.32419459999801,100.32419459999801,100.32419459999801,100.32419459999801,100.32419459999801,100.32419459999801,f,0.628942499999539,100.97472269999707,100.97472269999707,100.97472269999707,100.97472269999707,100.97472269999707,100.97472269999707,101.25802549999935,102.70789319999676,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,102.72434950000024,104.47275159999845,104.47275159999845,104.47275159999845,104.47275159999845,104.47275159999845,104.47275159999845,104.47275159999845,69,41,40,44,69,70,104.47275159999845,106.28976049999983,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
38,38,48,65,0,14,14,14,,,,,,,,None,106.28976049999983,106.28976049999983,106.28976049999983,106.28976049999983,106.28976049999983,106.28976049999983,f,0.5880480000014359,106.90838529999746,106.90838529999746,106.90838529999746,106.90838529999746,106.90838529999746,106.90838529999746,107.20705709999675,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,108.12379209999926,109.3382488999996,109.3382488999996,109.3382488999996,109.3382488999996,109.3382488999996,109.3382488999996,109.3382488999996,65,38,38,48,65,70,109.3382488999996,111.3057618999992,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
37,39,51,69,0,15,15,15,,,,,,,,None,111.3057618999992,111.3057618999992,111.3057618999992,111.3057618999992,111.3057618999992,111.3057618999992,f,0.5796882000031474,111.90614999999889,111.90614999999889,111.90614999999889,111.90614999999889,111.90614999999889,111.90614999999889,112.20601619999798,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,113.90574599999673,115.90388539999913,115.90388539999913,115.90388539999913,115.90388539999913,115.90388539999913,115.90388539999913,115.90388539999913,69,37,39,51,69,70,115.90388539999913,117.87167199999749,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
42,26,37,67,0,16,16,16,,,,,,,,None,117.87167199999749,117.87167199999749,117.87167199999749,117.87167199999749,117.87167199999749,117.87167199999749,f,0.409225499999593,118.30512829999861,118.30512829999861,118.30512829999861,118.30512829999861,118.30512829999861,118.30512829999861,118.58782549999887,119.52170719999776,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,119.53822159999982,120.76975459999812,120.76975459999812,120.76975459999812,120.76975459999812,120.76975459999812,120.76975459999812,120.76975459999812,67,42,26,37,67,70,120.76975459999812,122.67022019999786,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
47,30,40,67,0,17,17,17,,,,,,,,None,122.67022019999786,122.67022019999786,122.67022019999786,122.67022019999786,122.67022019999786,122.67022019999786,f,0.5612040000014531,123.2556971999984,123.2556971999984,123.2556971999984,123.2556971999984,123.2556971999984,123.2556971999984,123.53780569999799,125.05340259999866,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,125.07017199999973,126.88503659999697,126.88503659999697,126.88503659999697,126.88503659999697,126.88503659999697,126.88503659999697,126.88503659999697,67,47,30,40,67,70,126.88503659999697,128.76990419999856,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
48,31,39,73,0,18,18,18,,,,,,,,None,128.76990419999856,128.76990419999856,128.76990419999856,128.76990419999856,128.76990419999856,128.76990419999856,f,0.4580037000014272,129.25310049999825,129.25310049999825,129.25310049999825,129.25310049999825,129.25310049999825,129.25310049999825,129.53642089999994,130.4694649999983,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,130.48605529999986,131.70124679999935,131.70124679999935,131.70124679999935,131.70124679999935,131.70124679999935,131.70124679999935,131.70124679999935,73,48,31,39,73,70,131.70124679999935,133.66890679999779,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
40,36,33,71,0,19,19,19,,,,,,,,None,133.66890679999779,133.66890679999779,133.66890679999779,133.66890679999779,133.66890679999779,133.66890679999779,f,0.4544231999971089,134.15240229999836,134.15240229999836,134.15240229999836,134.15240229999836,134.15240229999836,134.15240229999836,134.4526463000002,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,136.3684233999993,138.5831021999984,138.5831021999984,138.5831021999984,138.5831021999984,138.5831021999984,138.5831021999984,138.5831021999984,71,40,36,33,71,70,138.5831021999984,140.48446019999756,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
33,33,40,69,0,20,20,20,,,,,,,,None,140.48446019999756,140.48446019999756,140.48446019999756,140.48446019999756,140.48446019999756,140.48446019999756,f,0.5079814999990049,141.018158699997,141.018158699997,141.018158699997,141.018158699997,141.018158699997,141.018158699997,141.3177708999974,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,142.6839497999972,144.34876839999924,144.34876839999924,144.34876839999924,144.34876839999924,144.34876839999924,144.34876839999924,144.34876839999924,69,33,33,40,69,70,144.34876839999924,146.18363959999988,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
41,40,45,61,0,21,21,21,,,,,,,,None,146.18363959999988,146.18363959999988,146.18363959999988,146.18363959999988,146.18363959999988,146.18363959999988,f,0.6676666999992449,146.88643049999882,146.88643049999882,146.88643049999882,146.88643049999882,146.88643049999882,146.88643049999882,147.16691649999848,149.1163760999989,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,149.13308809999944,151.38117499999862,151.38117499999862,151.38117499999862,151.38117499999862,151.38117499999862,151.38117499999862,151.38117499999862,61,41,40,45,61,70,151.38117499999862,152.91577159999724,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
36,43,41,57,0,22,22,22,,,,,,,,None,152.91577159999724,152.91577159999724,152.91577159999724,152.91577159999724,152.91577159999724,152.91577159999724,f,0.29452450000098906,153.23249959999885,153.23249959999885,153.23249959999885,153.23249959999885,153.23249959999885,153.23249959999885,153.51542469999913,154.99859599999763,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,155.01532249999946,156.79677779999838,156.79677779999838,156.79677779999838,156.79677779999838,156.79677779999838,156.79677779999838,156.79677779999838,57,36,43,41,57,70,156.79677779999838,158.3813771999994,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
34,41,38,53,0,23,23,23,,,,,,,,None,158.3813771999994,158.3813771999994,158.3813771999994,158.3813771999994,158.3813771999994,158.3813771999994,f,0.4034812000027159,158.81489879999936,158.81489879999936,158.81489879999936,158.81489879999936,158.81489879999936,158.81489879999936,159.1147517999998,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,160.38082209999993,161.94599559999915,161.94599559999915,161.94599559999915,161.94599559999915,161.94599559999915,161.94599559999915,161.94599559999915,53,34,41,38,53,70,161.94599559999915,163.84691380000004,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
28,41,46,53,0,24,24,24,,,,,,,,None,163.84691380000004,163.84691380000004,163.84691380000004,163.84691380000004,163.84691380000004,163.84691380000004,f,0.3948428000003332,164.26389930000005,164.26389930000005,164.26389930000005,164.26389930000005,164.26389930000005,164.26389930000005,164.54713699999775,165.49707649999982,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,165.51383799999894,166.76213949999874,166.76213949999874,166.76213949999874,166.76213949999874,166.76213949999874,166.76213949999874,166.76213949999874,53,28,41,46,53,70,166.76213949999874,168.3626512999981,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
32,42,50,63,0,25,25,25,,,,,,,,None,168.3626512999981,168.3626512999981,168.3626512999981,168.3626512999981,168.3626512999981,168.3626512999981,f,0.5013901000020269,168.90051849999873,168.90051849999873,168.90051849999873,168.90051849999873,168.90051849999873,168.90051849999873,169.19639639999878,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,170.8127370000002,172.72743689999697,172.72743689999697,172.72743689999697,172.72743689999697,172.72743689999697,172.72743689999697,172.72743689999697,63,32,42,50,63,70,172.72743689999697,174.69508759999735,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
31,40,35,59,0,26,26,26,,,,,,,,None,174.69508759999735,174.69508759999735,174.69508759999735,174.69508759999735,174.69508759999735,174.69508759999735,f,0.481466500001261,175.19706719999886,175.19706719999886,175.19706719999886,175.19706719999886,175.19706719999886,175.19706719999886,175.49554059999718,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,177.0284107999978,178.85921589999998,178.85921589999998,178.85921589999998,178.85921589999998,178.85921589999998,178.85921589999998,178.85921589999998,59,31,40,35,59,70,178.85921589999998,180.6108432000001,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
40,45,43,53,0,27,27,27,,,,,,,,None,180.6108432000001,180.6108432000001,180.6108432000001,180.6108432000001,180.6108432000001,180.6108432000001,f,0.39588710000316496,181.0277083999972,181.0277083999972,181.0277083999972,181.0277083999972,181.0277083999972,181.0277083999972,181.3110553999977,182.82749259999764,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,182.84424819999913,184.65812169999845,184.65812169999845,184.65812169999845,184.65812169999845,184.65812169999845,184.65812169999845,184.65812169999845,53,40,45,43,53,70,184.65812169999845,186.459632099999,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
43,43,39,62,0,28,28,28,,,,,,,,None,186.459632099999,186.459632099999,186.459632099999,186.459632099999,186.459632099999,186.459632099999,f,0.3366917999992438,186.82824309999705,186.82824309999705,186.82824309999705,186.82824309999705,186.82824309999705,186.82824309999705,187.10996229999728,188.8427312999993,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,188.85976059999666,190.89096659999996,190.89096659999996,190.89096659999996,190.89096659999996,190.89096659999996,190.89096659999996,190.89096659999996,62,43,43,39,62,70,190.89096659999996,192.64177859999836,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
46,33,46,55,0,29,29,29,,,,,,,,None,192.64177859999836,192.64177859999836,192.64177859999836,192.64177859999836,192.64177859999836,192.64177859999836,f,0.3863781000000017,193.06063129999893,193.06063129999893,193.06063129999893,193.06063129999893,193.06063129999893,193.06063129999893,193.34190249999665,194.34211989999676,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,194.3749175999983,195.67352959999698,195.67352959999698,195.67352959999698,195.67352959999698,195.67352959999698,195.67352959999698,195.67352959999698,55,46,33,46,55,70,195.67352959999698,197.6578363999979,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
43,46,38,63,0,30,30,30,,,,,,,,None,197.6578363999979,197.6578363999979,197.6578363999979,197.6578363999979,197.6578363999979,197.6578363999979,f,0.3605282000025909,198.04149509999843,198.04149509999843,198.04149509999843,198.04149509999843,198.04149509999843,198.04149509999843,198.3246173999978,199.3413060999992,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,199.35780729999897,200.67239309999786,200.67239309999786,200.67239309999786,200.67239309999786,200.67239309999786,200.67239309999786,200.67239309999786,63,43,46,38,63,70,200.67239309999786,202.29028229999676,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
37,54,43,66,0,31,31,31,,,,,,,,None,202.29028229999676,202.29028229999676,202.29028229999676,202.29028229999676,202.29028229999676,202.29028229999676,f,0.5553546000010101,202.87471009999717,202.87471009999717,202.87471009999717,202.87471009999717,202.87471009999717,202.87471009999717,203.15738249999777,204.49022639999748,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,204.5066646999985,206.13763659999677,206.13763659999677,206.13763659999677,206.13763659999677,206.13763659999677,206.13763659999677,206.13763659999677,66,37,54,43,66,70,206.13763659999677,207.72249109999757,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
38,50,31,61,0,32,32,32,,,,,,,,None,207.72249109999757,207.72249109999757,207.72249109999757,207.72249109999757,207.72249109999757,207.72249109999757,f,0.37685330000022077,208.1264702999979,208.1264702999979,208.1264702999979,208.1264702999979,208.1264702999979,208.1264702999979,208.40634319999663,209.67248459999973,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,209.70610609999858,211.27069909999773,211.27069909999773,211.27069909999773,211.27069909999773,211.27069909999773,211.27069909999773,211.27069909999773,61,38,50,31,61,70,211.27069909999773,213.2713444000001,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
35,54,37,52,0,33,33,33,,,,,,,,None,213.2713444000001,213.2713444000001,213.2713444000001,213.2713444000001,213.2713444000001,213.2713444000001,f,0.4146290999997291,213.70789689999947,213.70789689999947,213.70789689999947,213.70789689999947,213.70789689999947,213.70789689999947,214.00487919999796,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,215.0214117999967,216.3361745000002,216.3361745000002,216.3361745000002,216.3361745000002,216.3361745000002,216.3361745000002,216.3361745000002,52,35,54,37,52,70,216.3361745000002,218.30381940000007,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
38,53,43,53,0,34,34,34,,,,,,,,None,218.30381940000007,218.30381940000007,218.30381940000007,218.30381940000007,218.30381940000007,218.30381940000007,f,0.41832419999991544,218.75634789999822,218.75634789999822,218.75634789999822,218.75634789999822,218.75634789999822,218.75634789999822,219.0378501999985,220.73750049999944,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,220.75409989999753,222.75167839999995,222.75167839999995,222.75167839999995,222.75167839999995,222.75167839999995,222.75167839999995,222.75167839999995,53,38,53,43,53,70,222.75167839999995,224.2531175999975,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
34,47,42,65,0,35,35,35,,,,,,,,None,224.2531175999975,224.2531175999975,224.2531175999975,224.2531175999975,224.2531175999975,224.2531175999975,f,0.33047369999985676,224.60330539999995,224.60330539999995,224.60330539999995,224.60330539999995,224.60330539999995,224.60330539999995,224.90328989999762,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,226.0027936999977,227.40085199999885,227.40085199999885,227.40085199999885,227.40085199999885,227.40085199999885,227.40085199999885,227.40085199999885,65,34,47,42,65,70,227.40085199999885,228.91840859999866,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
37,41,38,54,0,36,36,36,,,,,,,,None,228.91840859999866,228.91840859999866,228.91840859999866,228.91840859999866,228.91840859999866,228.91840859999866,f,0.5435889000000316,229.48612379999759,229.48612379999759,229.48612379999759,229.48612379999759,229.48612379999759,229.48612379999759,229.7689924999977,231.2854471999999,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,231.30184569999983,233.1170452999977,233.1170452999977,233.1170452999977,233.1170452999977,233.1170452999977,233.1170452999977,233.1170452999977,54,37,41,38,54,70,233.1170452999977,234.93449729999702,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
39,47,42,68,0,37,37,37,,,,,,,,None,234.93449729999702,234.93449729999702,234.93449729999702,234.93449729999702,234.93449729999702,234.93449729999702,f,0.4040125000028638,235.36918799999694,235.36918799999694,235.36918799999694,235.36918799999694,235.36918799999694,235.36918799999694,235.65140339999925,236.9517135999995,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,236.9678720999982,238.5659913999989,238.5659913999989,238.5659913999989,238.5659913999989,238.5659913999989,238.5659913999989,238.5659913999989,68,39,47,42,68,70,238.5659913999989,240.30042879999746,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
31,47,38,61,0,38,38,38,,,,,,,,None,240.30042879999746,240.30042879999746,240.30042879999746,240.30042879999746,240.30042879999746,240.30042879999746,f,0.46148689999972703,240.7837424999998,240.7837424999998,240.7837424999998,240.7837424999998,240.7837424999998,240.7837424999998,241.06725279999955,242.5337084999992,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,242.5500015999969,244.31512589999693,244.31512589999693,244.31512589999693,244.31512589999693,244.31512589999693,244.31512589999693,244.31512589999693,61,31,47,38,61,70,244.31512589999693,246.1326416999982,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
30,41,33,57,0,39,39,39,,,,,,,,None,246.1326416999982,246.1326416999982,246.1326416999982,246.1326416999982,246.1326416999982,246.1326416999982,f,0.5284484000003431,246.68311219999669,246.68311219999669,246.68311219999669,246.68311219999669,246.68311219999669,246.68311219999669,246.96594399999958,248.5823722999994,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,248.59893269999884,250.5135424,250.5135424,250.5135424,250.5135424,250.5135424,250.5135424,250.5135424,57,30,41,33,57,70,250.5135424,252.4645509999973,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
30,43,37,56,0,40,40,40,,,,,,,,None,252.4645509999973,252.4645509999973,252.4645509999973,252.4645509999973,252.4645509999973,252.4645509999973,f,0.34151120000024093,252.83306759999687,252.83306759999687,252.83306759999687,252.83306759999687,252.83306759999687,252.83306759999687,253.13155839999672,254.131624499998,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,254.14801799999987,255.44602119999763,255.44602119999763,255.44602119999763,255.44602119999763,255.44602119999763,255.44602119999763,255.44602119999763,56,30,43,37,56,70,255.44602119999763,257.4137067999982,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
36,50,33,58,0,41,41,41,,,,,,,,None,257.4137067999982,257.4137067999982,257.4137067999982,257.4137067999982,257.4137067999982,257.4137067999982,f,0.4033215999988897,257.8497283999968,257.8497283999968,257.8497283999968,257.8497283999968,257.8497283999968,257.8497283999968,258.14779609999823,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,259.9971458,262.1448915999972,262.1448915999972,262.1448915999972,262.1448915999972,262.1448915999972,262.1448915999972,262.1448915999972,58,36,50,33,58,70,262.1448915999972,263.87917089999974,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
42,51,44,51,0,42,42,42,,,,,,,,None,263.87917089999974,263.87917089999974,263.87917089999974,263.87917089999974,263.87917089999974,263.87917089999974,f,0.4692005999968387,264.3797556999998,264.3797556999998,264.3797556999998,264.3797556999998,264.3797556999998,264.3797556999998,264.66319029999795,266.37946699999884,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,266.3962928999972,268.41082409999945,268.41082409999945,268.41082409999945,268.41082409999945,268.41082409999945,268.41082409999945,268.41082409999945,51,42,51,44,51,70,268.41082409999945,269.94502159999683,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
27,58,38,64,0,43,43,43,,,,,,,,None,269.94502159999683,269.94502159999683,269.94502159999683,269.94502159999683,269.94502159999683,269.94502159999683,f,0.3206739000015659,270.2954826999994,270.2954826999994,270.2954826999994,270.2954826999994,270.2954826999994,270.2954826999994,270.57893479999984,271.9116764999999,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,271.928823299997,273.5599960999971,273.5599960999971,273.5599960999971,273.5599960999971,273.5599960999971,273.5599960999971,273.5599960999971,64,27,58,38,64,70,273.5599960999971,275.24438999999984,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
38,48,38,56,0,44,44,44,,,,,,,,None,275.24438999999984,275.24438999999984,275.24438999999984,275.24438999999984,275.24438999999984,275.24438999999984,f,0.496492300000682,275.7613218999977,275.7613218999977,275.7613218999977,275.7613218999977,275.7613218999977,275.7613218999977,276.0614768999985,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,277.96055389999674,280.1589435999995,280.1589435999995,280.1589435999995,280.1589435999995,280.1589435999995,280.1589435999995,280.1589435999995,56,38,48,38,56,70,280.1589435999995,281.89331019999736,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
36,47,40,62,0,45,45,45,,,,,,,,None,281.89331019999736,281.89331019999736,281.89331019999736,281.89331019999736,281.89331019999736,281.89331019999736,f,0.45042910000120173,282.3806702999973,282.3806702999973,282.3806702999973,282.3806702999973,282.3806702999973,282.3806702999973,282.65989139999874,284.2760769999986,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,284.29261789999873,286.20744299999933,286.20744299999933,286.20744299999933,286.20744299999933,286.20744299999933,286.20744299999933,286.20744299999933,62,36,47,40,62,70,286.20744299999933,287.7420472999984,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
36,47,29,64,0,46,46,46,,,,,,,,None,287.7420472999984,287.7420472999984,287.7420472999984,287.7420472999984,287.7420472999984,287.7420472999984,f,0.5448630999999295,288.3105215999967,288.3105215999967,288.3105215999967,288.3105215999967,288.3105215999967,288.3105215999967,288.5922714999979,289.85889529999986,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,289.87535359999674,291.44031749999704,291.44031749999704,291.44031749999704,291.44031749999704,291.44031749999704,291.44031749999704,291.44031749999704,64,36,47,29,64,70,291.44031749999704,293.00805709999986,,,,,,,,,,,,,３１４,f,２４,2023-05-18_18h20.24.284,RL,2022.2.5,60.034315614453774,
