arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.558392299804837,19.558392299804837,space,17.747210199944675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
14,57,69,49,0,20,20,20,,,,,,,,,,,None,155.86398669984192,155.86398669984192,155.86398669984192,155.86398669984192,155.86398669984192,155.86398669984192,r,0.4917862000875175,156.38247449998744,156.38247449998744,156.38247449998744,156.38247449998744,156.38247449998744,156.38247449998744,156.681124499999,158.68023419985548,158.68023419985548,158.68023419985548,158.68023419985548,158.68023419985548,158.68023419985548,158.66410829988308,158.68023419985548,158.68023419985548,158.68023419985548,158.68023419985548,158.68023419985548,158.68023419985548,158.68023419985548,160.96206609997898,160.96206609997898,160.96206609997898,160.96206609997898,160.96206609997898,160.96206609997898,160.96206609997898,49,69,57,14,69,60,160.96206609997898,162.7629763998557,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
17,60,71,43,0,21,21,21,,,,,,,,,,,None,162.7629763998557,162.7629763998557,162.7629763998557,162.7629763998557,162.7629763998557,162.7629763998557,r,0.3513592998497188,163.14670359995216,163.14670359995216,163.14670359995216,163.14670359995216,163.14670359995216,163.14670359995216,163.4302094997838,164.49616189999506,164.49616189999506,164.49616189999506,164.49616189999506,164.49616189999506,164.49616189999506,164.47960239998065,164.49616189999506,164.49616189999506,164.49616189999506,164.49616189999506,164.49616189999506,164.49616189999506,164.49616189999506,165.84435159992427,165.84435159992427,165.84435159992427,165.84435159992427,165.84435159992427,165.84435159992427,165.84435159992427,43,71,60,17,71,60,165.84435159992427,167.69567609997466,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
18,52,69,52,0,22,22,22,,,,,,,,,,,None,167.69567609997466,167.69567609997466,167.69567609997466,167.69567609997466,167.69567609997466,167.69567609997466,r,0.346026600105688,168.06242199987173,168.06242199987173,168.06242199987173,168.06242199987173,168.06242199987173,168.06242199987173,168.36274509993382,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,169.59539099992253,171.12698539998382,171.12698539998382,171.12698539998382,171.12698539998382,171.12698539998382,171.12698539998382,171.12698539998382,52,69,52,18,69,60,171.12698539998382,173.12798869982362,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
28,53,75,64,0,23,23,23,,,,,,,,,,,None,173.12798869982362,173.12798869982362,173.12798869982362,173.12798869982362,173.12798869982362,173.12798869982362,r,0.3996210000477731,173.54637189977802,173.54637189977802,173.54637189977802,173.54637189977802,173.54637189977802,173.54637189977802,173.82813459984027,175.11089779995382,175.11089779995382,175.11089779995382,175.11089779995382,175.11089779995382,175.11089779995382,175.0944099999033,175.11089779995382,175.11089779995382,175.11089779995382,175.11089779995382,175.11089779995382,175.11089779995382,175.11089779995382,176.67618889990263,176.67618889990263,176.67618889990263,176.67618889990263,176.67618889990263,176.67618889990263,176.67618889990263,64,75,53,28,75,60,176.67618889990263,178.6430865000002,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
23,65,82,60,0,24,24,24,,,,,,,,,,,None,178.6430865000002,178.6430865000002,178.6430865000002,178.6430865000002,178.6430865000002,178.6430865000002,r,0.34348310017958283,179.0104783999268,179.0104783999268,179.0104783999268,179.0104783999268,179.0104783999268,179.0104783999268,179.29363849991933,180.99329769983888,180.99329769983888,180.99329769983888,180.99329769983888,180.99329769983888,180.99329769983888,180.97683059982955,180.99329769983888,180.99329769983888,180.99329769983888,180.99329769983888,180.99329769983888,180.99329769983888,180.99329769983888,182.9752651997842,182.9752651997842,182.9752651997842,182.9752651997842,182.9752651997842,182.9752651997842,182.9752651997842,60,82,65,23,82,60,182.9752651997842,184.75942629994825,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
17,60,82,50,0,25,25,25,,,,,,,,,,,None,184.75942629994825,184.75942629994825,184.75942629994825,184.75942629994825,184.75942629994825,184.75942629994825,r,0.29671699996106327,185.07669659983367,185.07669659983367,185.07669659983367,185.07669659983367,185.07669659983367,185.07669659983367,185.3761680999305,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,186.79249459994026,188.5068649998866,188.5068649998866,188.5068649998866,188.5068649998866,188.5068649998866,188.5068649998866,188.5068649998866,50,82,60,17,82,60,188.5068649998866,190.1248286999762,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
19,67,78,49,0,26,26,26,,,,,,,,,,,None,190.1248286999762,190.1248286999762,190.1248286999762,190.1248286999762,190.1248286999762,190.1248286999762,r,0.3785587998572737,190.52625049999915,190.52625049999915,190.52625049999915,190.52625049999915,190.52625049999915,190.52625049999915,190.82511449977756,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,191.99166309996508,193.45633329986595,193.45633329986595,193.45633329986595,193.45633329986595,193.45633329986595,193.45633329986595,193.45633329986595,49,78,67,19,78,60,193.45633329986595,195.17373639997095,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
19,59,68,54,0,27,27,27,,,,,,,,,,,None,195.17373639997095,195.17373639997095,195.17373639997095,195.17373639997095,195.17373639997095,195.17373639997095,r,0.44585980009287596,195.64309049979784,195.64309049979784,195.64309049979784,195.64309049979784,195.64309049979784,195.64309049979784,195.94125969987363,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,197.15716679999605,198.67163569992408,198.67163569992408,198.67163569992408,198.67163569992408,198.67163569992408,198.67163569992408,198.67163569992408,54,68,59,19,68,60,198.67163569992408,200.2898562999908,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
16,56,79,49,0,28,28,28,,,,,,,,,,,None,200.2898562999908,200.2898562999908,200.2898562999908,200.2898562999908,200.2898562999908,200.2898562999908,r,0.3900924001354724,200.7070342998486,200.7070342998486,200.7070342998486,200.7070342998486,200.7070342998486,200.7070342998486,200.98977749980986,202.22316919988953,202.22316919988953,202.22316919988953,202.22316919988953,202.22316919988953,202.22316919988953,202.20641579991207,202.22316919988953,202.22316919988953,202.22316919988953,202.22316919988953,202.22316919988953,202.22316919988953,202.22316919988953,203.73798499978147,203.73798499978147,203.73798499978147,203.73798499978147,203.73798499978147,203.73798499978147,203.73798499978147,49,79,56,16,79,60,203.73798499978147,205.705185999861,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
27,64,73,44,0,29,29,29,,,,,,,,,,,None,205.705185999861,205.705185999861,205.705185999861,205.705185999861,205.705185999861,205.705185999861,r,0.3436656000558287,206.0726350999903,206.0726350999903,206.0726350999903,206.0726350999903,206.0726350999903,206.0726350999903,206.3559232999105,207.48869239981286,207.48869239981286,207.48869239981286,207.48869239981286,207.48869239981286,207.48869239981286,207.4725803998299,207.48869239981286,207.48869239981286,207.48869239981286,207.48869239981286,207.48869239981286,207.48869239981286,207.48869239981286,208.90318829985335,208.90318829985335,208.90318829985335,208.90318829985335,208.90318829985335,208.90318829985335,208.90318829985335,44,73,64,27,73,60,208.90318829985335,210.72101229988039,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
17,60,82,54,0,30,30,30,,,,,,,,,,,None,210.72101229988039,210.72101229988039,210.72101229988039,210.72101229988039,210.72101229988039,210.72101229988039,r,0.35448549990542233,211.1048285998404,211.1048285998404,211.1048285998404,211.1048285998404,211.1048285998404,211.1048285998404,211.38804319989868,212.90477789985016,212.90477789985016,212.90477789985016,212.90477789985016,212.90477789985016,212.90477789985016,212.88829739997163,212.90477789985016,212.90477789985016,212.90477789985016,212.90477789985016,212.90477789985016,212.90477789985016,212.90477789985016,214.70252910000272,214.70252910000272,214.70252910000272,214.70252910000272,214.70252910000272,214.70252910000272,214.70252910000272,54,82,60,17,82,60,214.70252910000272,216.55333549994975,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
28,60,81,43,0,31,31,31,,,,,,,,,,,None,216.55333549994975,216.55333549994975,216.55333549994975,216.55333549994975,216.55333549994975,216.55333549994975,r,0.2573492999654263,216.83738859998994,216.83738859998994,216.83738859998994,216.83738859998994,216.83738859998994,216.83738859998994,217.12079379986972,218.85358150000684,218.85358150000684,218.85358150000684,218.85358150000684,218.85358150000684,218.85358150000684,218.83698019990698,218.85358150000684,218.85358150000684,218.85358150000684,218.85358150000684,218.85358150000684,218.85358150000684,218.85358150000684,220.86797739984468,220.86797739984468,220.86797739984468,220.86797739984468,220.86797739984468,220.86797739984468,220.86797739984468,43,81,60,28,81,60,220.86797739984468,222.45243189996108,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
23,69,76,42,0,32,32,32,,,,,,,,,,,None,222.45243189996108,222.45243189996108,222.45243189996108,222.45243189996108,222.45243189996108,222.45243189996108,r,0.2632113001309335,222.73660859977826,222.73660859977826,222.73660859977826,222.73660859977826,222.73660859977826,222.73660859977826,223.01929869991727,223.9526356998831,223.9526356998831,223.9526356998831,223.9526356998831,223.9526356998831,223.9526356998831,223.93590349983424,223.9526356998831,223.9526356998831,223.9526356998831,223.9526356998831,223.9526356998831,223.9526356998831,223.9526356998831,225.16721389978193,225.16721389978193,225.16721389978193,225.16721389978193,225.16721389978193,225.16721389978193,225.16721389978193,42,76,69,23,76,60,225.16721389978193,226.9015716998838,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
30,66,85,32,0,33,33,33,,,,,,,,,,,None,226.9015716998838,226.9015716998838,226.9015716998838,226.9015716998838,226.9015716998838,226.9015716998838,r,0.3240958000533283,227.25359799992293,227.25359799992293,227.25359799992293,227.25359799992293,227.25359799992293,227.25359799992293,227.55194809986278,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,229.16835709987208,231.08283959981054,231.08283959981054,231.08283959981054,231.08283959981054,231.08283959981054,231.08283959981054,231.08283959981054,32,85,66,30,85,60,231.08283959981054,232.65066909999587,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
30,68,83,35,0,34,34,34,,,,,,,,,,,None,232.65066909999587,232.65066909999587,232.65066909999587,232.65066909999587,232.65066909999587,232.65066909999587,r,0.40892620012164116,233.08593859989196,233.08593859989196,233.08593859989196,233.08593859989196,233.08593859989196,233.08593859989196,233.38430589996278,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,234.78393899998628,236.48269360000268,236.48269360000268,236.48269360000268,236.48269360000268,236.48269360000268,236.48269360000268,236.48269360000268,35,83,68,30,83,60,236.48269360000268,238.0995810998138,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
34,61,83,43,0,35,35,35,,,,,,,,,,,None,238.0995810998138,238.0995810998138,238.0995810998138,238.0995810998138,238.0995810998138,238.0995810998138,r,0.40768199996091425,238.53372899978422,238.53372899978422,238.53372899978422,238.53372899978422,238.53372899978422,238.53372899978422,238.81678439979441,240.3665902998764,240.3665902998764,240.3665902998764,240.3665902998764,240.3665902998764,240.3665902998764,240.34980639978312,240.3665902998764,240.3665902998764,240.3665902998764,240.3665902998764,240.3665902998764,240.3665902998764,240.3665902998764,242.1977361999452,242.1977361999452,242.1977361999452,242.1977361999452,242.1977361999452,242.1977361999452,242.1977361999452,43,83,61,34,83,60,242.1977361999452,244.18205479998142,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
22,58,88,41,0,36,36,36,,,,,,,,,,,None,244.18205479998142,244.18205479998142,244.18205479998142,244.18205479998142,244.18205479998142,244.18205479998142,r,0.2856793999671936,244.49937859992497,244.49937859992497,244.49937859992497,244.49937859992497,244.49937859992497,244.49937859992497,244.78225469985045,246.53216809988953,246.53216809988953,246.53216809988953,246.53216809988953,246.53216809988953,246.53216809988953,246.5159612998832,246.53216809988953,246.53216809988953,246.53216809988953,246.53216809988953,246.53216809988953,246.53216809988953,246.53216809988953,248.56327389995568,248.56327389995568,248.56327389995568,248.56327389995568,248.56327389995568,248.56327389995568,248.56327389995568,41,88,58,22,88,60,248.56327389995568,250.26442049979232,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
34,58,83,32,0,37,37,37,,,,,,,,,,,None,250.26442049979232,250.26442049979232,250.26442049979232,250.26442049979232,250.26442049979232,250.26442049979232,r,0.28452089987695217,250.58243499998935,250.58243499998935,250.58243499998935,250.58243499998935,250.58243499998935,250.58243499998935,250.88104139990173,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,252.86412689997815,255.14539799978957,255.14539799978957,255.14539799978957,255.14539799978957,255.14539799978957,255.14539799978957,255.14539799978957,32,83,58,34,83,60,255.14539799978957,257.0131113999523,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
37,53,78,42,0,38,38,38,,,,,,,,,,,None,257.0131113999523,257.0131113999523,257.0131113999523,257.0131113999523,257.0131113999523,257.0131113999523,r,0.3000036000739783,257.3353793998249,257.3353793998249,257.3353793998249,257.3353793998249,257.3353793998249,257.3353793998249,257.6299175999593,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,258.67984050000086,260.02819099999033,260.02819099999033,260.02819099999033,260.02819099999033,260.02819099999033,260.02819099999033,260.02819099999033,42,78,53,37,78,60,260.02819099999033,261.91206549992785,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
37,52,83,32,0,39,39,39,,,,,,,,,,,None,261.91206549992785,261.91206549992785,261.91206549992785,261.91206549992785,261.91206549992785,261.91206549992785,r,0.36598549992777407,262.29610959999263,262.29610959999263,262.29610959999263,262.29610959999263,262.29610959999263,262.29610959999263,262.579182599904,264.46207519993186,264.46207519993186,264.46207519993186,264.46207519993186,264.46207519993186,264.46207519993186,264.44588909996673,264.46207519993186,264.46207519993186,264.46207519993186,264.46207519993186,264.46207519993186,264.46207519993186,264.46207519993186,266.6269613998011,266.6269613998011,266.6269613998011,266.6269613998011,266.6269613998011,266.6269613998011,266.6269613998011,32,83,52,37,83,60,266.6269613998011,268.4276080999989,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
34,58,86,42,0,40,40,40,,,,,,,,,,,None,268.4276080999989,268.4276080999989,268.4276080999989,268.4276080999989,268.4276080999989,268.4276080999989,r,0.35406229994259775,268.8119413999375,268.8119413999375,268.8119413999375,268.8119413999375,268.8119413999375,268.8119413999375,269.09470269992016,270.8113494999707,270.8113494999707,270.8113494999707,270.8113494999707,270.8113494999707,270.8113494999707,270.79458149988204,270.8113494999707,270.8113494999707,270.8113494999707,270.8113494999707,270.8113494999707,270.8113494999707,270.8113494999707,272.809445399791,272.809445399791,272.809445399791,272.809445399791,272.809445399791,272.809445399791,272.809445399791,42,86,58,34,86,60,272.809445399791,274.6267188999336,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
32,53,83,42,0,41,41,41,,,,,,,,,,,None,274.6267188999336,274.6267188999336,274.6267188999336,274.6267188999336,274.6267188999336,274.6267188999336,r,0.2755925999954343,274.9275707998313,274.9275707998313,274.9275707998313,274.9275707998313,274.9275707998313,274.9275707998313,275.21070809988305,276.0935237999074,276.0935237999074,276.0935237999074,276.0935237999074,276.0935237999074,276.0935237999074,276.07718489994295,276.0935237999074,276.0935237999074,276.0935237999074,276.0935237999074,276.0935237999074,276.0935237999074,276.0935237999074,277.2581338000018,277.2581338000018,277.2581338000018,277.2581338000018,277.2581338000018,277.2581338000018,277.2581338000018,42,83,53,32,83,60,277.2581338000018,279.2096867999062,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
29,55,79,29,0,42,42,42,,,,,,,,,,,None,279.2096867999062,279.2096867999062,279.2096867999062,279.2096867999062,279.2096867999062,279.2096867999062,r,0.26212679990567267,279.4940848997794,279.4940848997794,279.4940848997794,279.4940848997794,279.4940848997794,279.4940848997794,279.7930317998398,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,281.30901249987073,283.12377189984545,283.12377189984545,283.12377189984545,283.12377189984545,283.12377189984545,283.12377189984545,283.12377189984545,29,79,55,29,79,60,283.12377189984545,284.77505799988285,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
31,53,79,25,0,43,43,43,,,,,,,,,,,None,284.77505799988285,284.77505799988285,284.77505799988285,284.77505799988285,284.77505799988285,284.77505799988285,r,0.317675500176847,285.11142629990354,285.11142629990354,285.11142629990354,285.11142629990354,285.11142629990354,285.11142629990354,285.40859569981694,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,286.67502969992347,288.2398431999609,288.2398431999609,288.2398431999609,288.2398431999609,288.2398431999609,288.2398431999609,288.2398431999609,25,79,53,31,79,60,288.2398431999609,290.224249899853,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
32,53,73,33,0,44,44,44,,,,,,,,,,,None,290.224249899853,290.224249899853,290.224249899853,290.224249899853,290.224249899853,290.224249899853,r,0.2833902998827398,290.5413966998458,290.5413966998458,290.5413966998458,290.5413966998458,290.5413966998458,290.5413966998458,290.8242277998943,292.57390369987115,292.57390369987115,292.57390369987115,292.57390369987115,292.57390369987115,292.57390369987115,292.55720479995944,292.57390369987115,292.57390369987115,292.57390369987115,292.57390369987115,292.57390369987115,292.57390369987115,292.57390369987115,294.605084199924,294.605084199924,294.605084199924,294.605084199924,294.605084199924,294.605084199924,294.605084199924,33,73,53,32,73,60,294.605084199924,296.18990059988573,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
34,53,76,33,0,45,45,45,,,,,,,,,,,None,296.18990059988573,296.18990059988573,296.18990059988573,296.18990059988573,296.18990059988573,296.18990059988573,r,0.4430609999690205,296.6567947999574,296.6567947999574,296.6567947999574,296.6567947999574,296.6567947999574,296.6567947999574,296.93981669982895,298.47309929993935,298.47309929993935,298.47309929993935,298.47309929993935,298.47309929993935,298.47309929993935,298.45626829983667,298.47309929993935,298.47309929993935,298.47309929993935,298.47309929993935,298.47309929993935,298.47309929993935,298.47309929993935,300.28778839996085,300.28778839996085,300.28778839996085,300.28778839996085,300.28778839996085,300.28778839996085,300.28778839996085,33,76,53,34,76,60,300.28778839996085,302.2220846998971,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
38,54,77,25,0,46,46,46,,,,,,,,,,,None,302.2220846998971,302.2220846998971,302.2220846998971,302.2220846998971,302.2220846998971,302.2220846998971,r,0.2992018999066204,302.5413880997803,302.5413880997803,302.5413880997803,302.5413880997803,302.5413880997803,302.5413880997803,302.8224316998385,304.57220729999244,304.57220729999244,304.57220729999244,304.57220729999244,304.57220729999244,304.57220729999244,304.5383454998955,304.57220729999244,304.57220729999244,304.57220729999244,304.57220729999244,304.57220729999244,304.57220729999244,304.57220729999244,306.5868339999579,306.5868339999579,306.5868339999579,306.5868339999579,306.5868339999579,306.5868339999579,306.5868339999579,25,77,54,38,77,60,306.5868339999579,308.4710616997909,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
31,57,74,35,0,47,47,47,,,,,,,,,,,None,308.4710616997909,308.4710616997909,308.4710616997909,308.4710616997909,308.4710616997909,308.4710616997909,r,0.2299063999671489,308.7237171998713,308.7237171998713,308.7237171998713,308.7237171998713,308.7237171998713,308.7237171998713,309.02099729981273,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,310.02118099993095,311.3192845999729,311.3192845999729,311.3192845999729,311.3192845999729,311.3192845999729,311.3192845999729,311.3192845999729,35,74,57,31,74,60,311.3192845999729,313.1867689997889,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
23,49,73,28,0,48,48,48,,,,,,,,,,,None,313.1867689997889,313.1867689997889,313.1867689997889,313.1867689997889,313.1867689997889,313.1867689997889,r,0.33593659987673163,313.5548604999203,313.5548604999203,313.5548604999203,313.5548604999203,313.5548604999203,313.5548604999203,313.8535466999747,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,315.3198400998954,317.0845664998051,317.0845664998051,317.0845664998051,317.0845664998051,317.0845664998051,317.0845664998051,317.0845664998051,28,73,49,23,73,60,317.0845664998051,318.70282619982027,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
34,45,67,29,0,49,49,49,,,,,,,,,,,None,318.70282619982027,318.70282619982027,318.70282619982027,318.70282619982027,318.70282619982027,318.70282619982027,r,0.3479913000483066,319.0724086998962,319.0724086998962,319.0724086998962,319.0724086998962,319.0724086998962,319.0724086998962,319.3531100999098,321.00254279980436,321.00254279980436,321.00254279980436,321.00254279980436,321.00254279980436,321.00254279980436,320.9856936999131,321.00254279980436,321.00254279980436,321.00254279980436,321.00254279980436,321.00254279980436,321.00254279980436,321.00254279980436,322.9337421997916,322.9337421997916,322.9337421997916,322.9337421997916,322.9337421997916,322.9337421997916,322.9337421997916,29,67,45,34,67,60,322.9337421997916,324.6016486999579,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
30,37,69,32,0,50,50,50,,,,,,,,,,,None,324.6016486999579,324.6016486999579,324.6016486999579,324.6016486999579,324.6016486999579,324.6016486999579,r,0.28235670016147196,324.9032711999025,324.9032711999025,324.9032711999025,324.9032711999025,324.9032711999025,324.9032711999025,325.20158909983,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,326.68496849993244,328.46590599999763,328.46590599999763,328.46590599999763,328.46590599999763,328.46590599999763,328.46590599999763,328.46590599999763,32,69,37,30,69,60,328.46590599999763,330.3341190998908,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
26,46,74,37,0,51,51,51,,,,,,,,,,,None,330.3341190998908,330.3341190998908,330.3341190998908,330.3341190998908,330.3341190998908,330.3341190998908,r,0.3146893000230193,330.6698912999127,330.6698912999127,330.6698912999127,330.6698912999127,330.6698912999127,330.6698912999127,330.95075469999574,332.3336681998335,332.3336681998335,332.3336681998335,332.3336681998335,332.3336681998335,332.3336681998335,332.316960999975,332.3336681998335,332.3336681998335,332.3336681998335,332.3336681998335,332.3336681998335,332.3336681998335,332.3336681998335,333.99838569993153,333.99838569993153,333.99838569993153,333.99838569993153,333.99838569993153,333.99838569993153,333.99838569993153,37,74,46,26,74,60,333.99838569993153,335.9828062998131,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
22,47,74,31,0,52,52,52,,,,,,,,,,,None,335.9828062998131,335.9828062998131,335.9828062998131,335.9828062998131,335.9828062998131,335.9828062998131,r,0.281833800021559,336.28433329984546,336.28433329984546,336.28433329984546,336.28433329984546,336.28433329984546,336.28433329984546,336.56630619987845,338.29931079992093,338.29931079992093,338.29931079992093,338.29931079992093,338.29931079992093,338.29931079992093,338.28263609996065,338.29931079992093,338.29931079992093,338.29931079992093,338.29931079992093,338.29931079992093,338.29931079992093,338.29931079992093,340.3138248999603,340.3138248999603,340.3138248999603,340.3138248999603,340.3138248999603,340.3138248999603,340.3138248999603,31,74,47,22,74,60,340.3138248999603,341.9982811999507,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
36,58,77,30,0,53,53,53,,,,,,,,,,,None,341.9982811999507,341.9982811999507,341.9982811999507,341.9982811999507,341.9982811999507,341.9982811999507,r,0.27394430013373494,342.3006781998556,342.3006781998556,342.3006781998556,342.3006781998556,342.3006781998556,342.3006781998556,342.5983680000063,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,343.51541969995014,344.73003159998916,344.73003159998916,344.73003159998916,344.73003159998916,344.73003159998916,344.73003159998916,344.73003159998916,30,77,58,36,77,60,344.73003159998916,346.5472532999702,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
