arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.558392299804837,19.558392299804837,space,17.747210199944675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
28,53,68,59,0,9,9,9,,,,,,,,,,,None,94.04119359981269,94.04119359981269,94.04119359981269,94.04119359981269,94.04119359981269,94.04119359981269,r,0.2971986001357436,94.35968349990435,94.35968349990435,94.35968349990435,94.35968349990435,94.35968349990435,94.35968349990435,94.65841539995745,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,95.75810939981602,97.15619579982013,97.15619579982013,97.15619579982013,97.15619579982013,97.15619579982013,97.15619579982013,97.15619579982013,59,68,53,28,68,60,97.15619579982013,98.87427839986049,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
22,53,68,62,0,10,10,10,,,,,,,,,,,None,98.87427839986049,98.87427839986049,98.87427839986049,98.87427839986049,98.87427839986049,98.87427839986049,r,0.345713899936527,99.242165699834,99.242165699834,99.242165699834,99.242165699834,99.242165699834,99.242165699834,99.52440719981678,100.64050499978475,100.64050499978475,100.64050499978475,100.64050499978475,100.64050499978475,100.64050499978475,100.62410079990514,100.64050499978475,100.64050499978475,100.64050499978475,100.64050499978475,100.64050499978475,100.64050499978475,100.64050499978475,102.03865499980748,102.03865499980748,102.03865499980748,102.03865499980748,102.03865499980748,102.03865499980748,102.03865499980748,62,68,53,22,68,60,102.03865499980748,103.72328739985824,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
21,54,63,61,0,11,11,11,,,,,,,,,,,None,103.72328739985824,103.72328739985824,103.72328739985824,103.72328739985824,103.72328739985824,103.72328739985824,r,1.4268088000826538,105.17835469986312,105.17835469986312,105.17835469986312,105.17835469986312,105.17835469986312,105.17835469986312,105.47321669990197,106.62318449979648,106.62318449979648,106.62318449979648,106.62318449979648,106.62318449979648,106.62318449979648,106.60669990000315,106.62318449979648,106.62318449979648,106.62318449979648,106.62318449979648,106.62318449979648,106.62318449979648,106.62318449979648,108.05446649994701,108.05446649994701,108.05446649994701,108.05446649994701,108.05446649994701,108.05446649994701,108.05446649994701,61,63,54,21,63,60,108.05446649994701,109.88880339986645,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
24,54,60,54,0,12,12,12,,,,,,,,,,,None,109.88880339986645,109.88880339986645,109.88880339986645,109.88880339986645,109.88880339986645,109.88880339986645,r,0.524655899964273,110.43940199981444,110.43940199981444,110.43940199981444,110.43940199981444,110.43940199981444,110.43940199981444,110.72220620000735,112.33868619985878,112.33868619985878,112.33868619985878,112.33868619985878,112.33868619985878,112.33868619985878,112.32224699994549,112.33868619985878,112.33868619985878,112.33868619985878,112.33868619985878,112.33868619985878,112.33868619985878,112.33868619985878,114.23655999987386,114.23655999987386,114.23655999987386,114.23655999987386,114.23655999987386,114.23655999987386,114.23655999987386,54,60,54,24,60,60,114.23655999987386,116.08760529989377,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
34,63,67,52,0,13,13,13,,,,,,,,,,,None,116.08760529989377,116.08760529989377,116.08760529989377,116.08760529989377,116.08760529989377,116.08760529989377,r,0.3572995001450181,116.4726551999338,116.4726551999338,116.4726551999338,116.4726551999338,116.4726551999338,116.4726551999338,116.77129409997724,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,118.77080890000798,121.06905289995484,121.06905289995484,121.06905289995484,121.06905289995484,121.06905289995484,121.06905289995484,121.06905289995484,52,67,63,34,67,60,121.06905289995484,122.90337509987876,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
27,64,65,63,0,14,14,14,,,,,,,,,,,None,122.90337509987876,122.90337509987876,122.90337509987876,122.90337509987876,122.90337509987876,122.90337509987876,r,0.50370779982768,123.43691879999824,123.43691879999824,123.43691879999824,123.43691879999824,123.43691879999824,123.43691879999824,123.73649749998003,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,124.88686009985395,126.33467689994723,126.33467689994723,126.33467689994723,126.33467689994723,126.33467689994723,126.33467689994723,126.33467689994723,63,65,64,27,65,60,126.33467689994723,128.20209229993634,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
19,60,69,57,0,15,15,15,,,,,,,,,,,None,128.20209229993634,128.20209229993634,128.20209229993634,128.20209229993634,128.20209229993634,128.20209229993634,f,0.5853255998808891,128.82020079996437,128.82020079996437,128.82020079996437,128.82020079996437,128.82020079996437,128.82020079996437,129.10270709986798,131.05186589993536,131.05186589993536,131.05186589993536,131.05186589993536,131.05186589993536,131.05186589993536,131.0356767999474,131.05186589993536,131.05186589993536,131.05186589993536,131.05186589993536,131.05186589993536,131.05186589993536,131.05186589993536,133.2835344998166,133.2835344998166,133.2835344998166,133.2835344998166,133.2835344998166,133.2835344998166,133.2835344998166,57,69,60,19,57,60,133.2835344998166,135.06811319990084,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
18,48,74,56,0,16,16,16,,,,,,,,,,,None,135.06811319990084,135.06811319990084,135.06811319990084,135.06811319990084,135.06811319990084,135.06811319990084,r,0.3053420998621732,135.40141599997878,135.40141599997878,135.40141599997878,135.40141599997878,135.40141599997878,135.40141599997878,135.70121849980205,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,137.35055209998973,139.298786399886,139.298786399886,139.298786399886,139.298786399886,139.298786399886,139.298786399886,139.298786399886,56,74,48,18,74,60,139.298786399886,141.1499933998566,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
25,59,70,53,0,17,17,17,,,,,,,,,,,None,141.1499933998566,141.1499933998566,141.1499933998566,141.1499933998566,141.1499933998566,141.1499933998566,r,0.39466520003043115,141.5679877998773,141.5679877998773,141.5679877998773,141.5679877998773,141.5679877998773,141.5679877998773,141.85035709990188,142.7166635999456,142.7166635999456,142.7166635999456,142.7166635999456,142.7166635999456,142.7166635999456,142.7000789998565,142.7166635999456,142.7166635999456,142.7166635999456,142.7166635999456,142.7166635999456,142.7166635999456,142.7166635999456,143.86467639985494,143.86467639985494,143.86467639985494,143.86467639985494,143.86467639985494,143.86467639985494,143.86467639985494,53,70,59,25,70,60,143.86467639985494,145.48276089993306,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
18,55,73,58,0,18,18,18,,,,,,,,,,,None,145.48276089993306,145.48276089993306,145.48276089993306,145.48276089993306,145.48276089993306,145.48276089993306,r,0.9220360000617802,146.43313019978814,146.43313019978814,146.43313019978814,146.43313019978814,146.43313019978814,146.43313019978814,146.7159680998884,147.6491033998318,147.6491033998318,147.6491033998318,147.6491033998318,147.6491033998318,147.6491033998318,147.63259259983897,147.6491033998318,147.6491033998318,147.6491033998318,147.6491033998318,147.6491033998318,147.6491033998318,147.6491033998318,148.86378249991685,148.86378249991685,148.86378249991685,148.86378249991685,148.86378249991685,148.86378249991685,148.86378249991685,58,73,55,18,73,60,148.86378249991685,150.79796639992855,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
15,61,73,53,0,19,19,19,,,,,,,,,,,None,150.79796639992855,150.79796639992855,150.79796639992855,150.79796639992855,150.79796639992855,150.79796639992855,r,0.4569705000612885,151.28304419992492,151.28304419992492,151.28304419992492,151.28304419992492,151.28304419992492,151.28304419992492,151.5656500000041,152.6149150999263,152.6149150999263,152.6149150999263,152.6149150999263,152.6149150999263,152.6149150999263,152.59824369987473,152.6149150999263,152.6149150999263,152.6149150999263,152.6149150999263,152.6149150999263,152.6149150999263,152.6149150999263,153.94639779999852,153.94639779999852,153.94639779999852,153.94639779999852,153.94639779999852,153.94639779999852,153.94639779999852,53,73,61,15,73,60,153.94639779999852,155.86398669984192,,,,,,,,,,,,,005,f,23,2023-05-13_15h00.55.392,RL,2022.2.5,60.237625370687745,
