arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
44,44,52,59,0,9,9,9,,,,,,,,,,,None,89.1277925000013,89.1277925000013,89.1277925000013,89.1277925000013,89.1277925000013,89.1277925000013,j,0.6452742000001308,89.79507150000063,89.79507150000063,89.79507150000063,89.79507150000063,89.79507150000063,89.79507150000063,90.09466950000024,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,90.92762729999959,92.05936380000094,92.05936380000094,92.05936380000094,92.05936380000094,92.05936380000094,92.05936380000094,92.05936380000094,52,44,44,59,59,70,92.05936380000094,94.0436566999997,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
50,49,54,66,0,10,10,10,,,,,,,,,,,None,94.0436566999997,94.0436566999997,94.0436566999997,94.0436566999997,94.0436566999997,94.0436566999997,r,1.0767133999997895,95.14395859999968,95.14395859999968,95.14395859999968,95.14395859999968,95.14395859999968,95.14395859999968,95.42716500000097,96.31040800000119,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,96.32693040000049,97.50838380000096,97.50838380000096,97.50838380000096,97.50838380000096,97.50838380000096,97.50838380000096,97.50838380000096,54,50,49,66,50,70,97.50838380000096,99.0928072000006,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
41,51,50,64,0,11,11,11,,,,,,,,,,,None,99.0928072000006,99.0928072000006,99.0928072000006,99.0928072000006,99.0928072000006,99.0928072000006,f,0.8057400999987294,99.92730090000077,99.92730090000077,99.92730090000077,99.92730090000077,99.92730090000077,99.92730090000077,100.20958500000052,102.04262120000021,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,102.0591639000013,104.19076630000018,104.19076630000018,104.19076630000018,104.19076630000018,104.19076630000018,104.19076630000018,104.19076630000018,50,41,51,64,50,70,104.19076630000018,105.89154310000049,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
47,46,53,61,0,12,12,12,,,,,,,,,,,None,105.89154310000049,105.89154310000049,105.89154310000049,105.89154310000049,105.89154310000049,105.89154310000049,j,0.6620536999998876,106.57539390000056,106.57539390000056,106.57539390000056,106.57539390000056,106.57539390000056,106.57539390000056,106.87499930000013,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,108.67469900000106,110.77265389999957,110.77265389999957,110.77265389999957,110.77265389999957,110.77265389999957,110.77265389999957,110.77265389999957,53,47,46,61,61,70,110.77265389999957,112.74033919999965,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
39,47,52,62,0,13,13,13,,,,,,,,,,,None,112.74033919999965,112.74033919999965,112.74033919999965,112.74033919999965,112.74033919999965,112.74033919999965,j,0.5316297999997914,113.29104560000087,113.29104560000087,113.29104560000087,113.29104560000087,113.29104560000087,113.29104560000087,113.57439610000074,114.80716270000084,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,114.823687600001,116.35519209999984,116.35519209999984,116.35519209999984,116.35519209999984,116.35519209999984,116.35519209999984,116.35519209999984,52,39,47,62,62,70,116.35519209999984,118.30633130000024,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
47,46,54,60,0,14,14,14,,,,,,,,,,,None,118.30633130000024,118.30633130000024,118.30633130000024,118.30633130000024,118.30633130000024,118.30633130000024,j,0.5361744000001636,118.87318200000118,118.87318200000118,118.87318200000118,118.87318200000118,118.87318200000118,118.87318200000118,119.15623930000038,120.03951510000115,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,120.05611330000102,121.23774229999981,121.23774229999981,121.23774229999981,121.23774229999981,121.23774229999981,121.23774229999981,121.23774229999981,54,47,46,60,60,70,121.23774229999981,123.00523620000058,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
46,44,55,57,0,15,15,15,,,,,,,,,,,None,123.00523620000058,123.00523620000058,123.00523620000058,123.00523620000058,123.00523620000058,123.00523620000058,i,0.4737230000009731,123.50589560000117,123.50589560000117,123.50589560000117,123.50589560000117,123.50589560000117,123.50589560000117,123.78890750000028,125.75533689999975,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,125.77169620000132,128.0363862000013,128.0363862000013,128.0363862000013,128.0363862000013,128.0363862000013,128.0363862000013,128.0363862000013,55,46,44,57,44,70,128.0363862000013,129.83736710000085,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
52,48,57,53,0,16,16,16,,,,,,,,,,,None,129.83736710000085,129.83736710000085,129.83736710000085,129.83736710000085,129.83736710000085,129.83736710000085,j,0.2764499999993859,130.14080260000082,130.14080260000082,130.14080260000082,130.14080260000082,130.14080260000082,130.14080260000082,130.42123790000005,132.17076439999983,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,132.18752880000102,134.23524309999993,134.23524309999993,134.23524309999993,134.23524309999993,134.23524309999993,134.23524309999993,134.23524309999993,57,52,48,53,53,70,134.23524309999993,135.83621479999965,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
45,45,49,61,0,17,17,17,,,,,,,,,,,None,135.83621479999965,135.83621479999965,135.83621479999965,135.83621479999965,135.83621479999965,135.83621479999965,f,0.3740570999998454,136.2367919999997,136.2367919999997,136.2367919999997,136.2367919999997,136.2367919999997,136.2367919999997,136.53691720000097,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,137.85324140000012,139.46756650000134,139.46756650000134,139.46756650000134,139.46756650000134,139.46756650000134,139.46756650000134,139.46756650000134,49,45,45,61,49,70,139.46756650000134,141.0687796000002,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
41,45,55,64,0,18,18,18,,,,,,,,,,,None,141.0687796000002,141.0687796000002,141.0687796000002,141.0687796000002,141.0687796000002,141.0687796000002,r,0.5062151000001904,141.60274670000035,141.60274670000035,141.60274670000035,141.60274670000035,141.60274670000035,141.60274670000035,141.88596739999957,143.01933910000116,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,143.03557739999997,144.46712740000112,144.46712740000112,144.46712740000112,144.46712740000112,144.46712740000112,144.46712740000112,144.46712740000112,55,41,45,64,41,70,144.46712740000112,146.18470350000098,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
51,39,41,60,0,19,19,19,,,,,,,,,,,None,146.18470350000098,146.18470350000098,146.18470350000098,146.18470350000098,146.18470350000098,146.18470350000098,i,0.8571254999988014,147.06868849999955,147.06868849999955,147.06868849999955,147.06868849999955,147.06868849999955,147.06868849999955,147.3514809999997,148.71782320000057,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,148.73442419999992,150.3990141000013,150.3990141000013,150.3990141000013,150.3990141000013,150.3990141000013,150.3990141000013,150.3990141000013,41,51,39,60,39,70,150.3990141000013,151.91676290000032,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
55,39,44,61,0,20,20,20,,,,,,,,,,,None,151.91676290000032,151.91676290000032,151.91676290000032,151.91676290000032,151.91676290000032,151.91676290000032,j,0.8362961000002542,152.78884130000006,152.78884130000006,152.78884130000006,152.78884130000006,152.78884130000006,152.78884130000006,153.06704739999986,154.75006620000022,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,154.76664730000084,156.74796330000027,156.74796330000027,156.74796330000027,156.74796330000027,156.74796330000027,156.74796330000027,156.74796330000027,44,55,39,61,61,70,156.74796330000027,158.59902710000097,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
52,41,49,68,0,21,21,21,,,,,,,,,,,None,158.59902710000097,158.59902710000097,158.59902710000097,158.59902710000097,158.59902710000097,158.59902710000097,f,0.5048685999990994,159.13291690000005,159.13291690000005,159.13291690000005,159.13291690000005,159.13291690000005,159.13291690000005,159.4160423000012,160.4157722,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,160.43244779999986,161.73083279999992,161.73083279999992,161.73083279999992,161.73083279999992,161.73083279999992,161.73083279999992,161.73083279999992,49,52,41,68,49,70,161.73083279999992,163.23164879999968,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
56,47,60,66,0,22,22,22,,,,,,,,,,,None,163.23164879999968,163.23164879999968,163.23164879999968,163.23164879999968,163.23164879999968,163.23164879999968,j,0.6665835999992851,163.9391897000005,163.9391897000005,163.9391897000005,163.9391897000005,163.9391897000005,163.9391897000005,164.23175040000024,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,165.89810410000064,167.86277250000057,167.86277250000057,167.86277250000057,167.86277250000057,167.86277250000057,167.86277250000057,167.86277250000057,60,56,47,66,66,70,167.86277250000057,169.6139890000013,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
42,49,45,61,0,23,23,23,,,,,,,,,,,None,169.6139890000013,169.6139890000013,169.6139890000013,169.6139890000013,169.6139890000013,169.6139890000013,j,0.587559899999178,170.23157830000127,170.23157830000127,170.23157830000127,170.23157830000127,170.23157830000127,170.23157830000127,170.51403220000066,172.44707879999987,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,172.46364340000036,174.69488570000067,174.69488570000067,174.69488570000067,174.69488570000067,174.69488570000067,174.69488570000067,174.69488570000067,45,42,49,61,61,70,174.69488570000067,176.59589589999996,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
39,56,54,55,0,24,24,24,,,,,,,,,,,None,176.59589589999996,176.59589589999996,176.59589589999996,176.59589589999996,176.59589589999996,176.59589589999996,j,0.4360811000005924,177.0640469000009,177.0640469000009,177.0640469000009,177.0640469000009,177.0640469000009,177.0640469000009,177.34666430000107,178.9625931999999,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,178.97911540000132,180.8938651999997,180.8938651999997,180.8938651999997,180.8938651999997,180.8938651999997,180.8938651999997,180.8938651999997,54,39,56,55,55,70,180.8938651999997,182.7781599000009,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
43,52,52,61,0,25,25,25,,,,,,,,,,,None,182.7781599000009,182.7781599000009,182.7781599000009,182.7781599000009,182.7781599000009,182.7781599000009,r,0.5403260000002774,183.3475913000002,183.3475913000002,183.3475913000002,183.3475913000002,183.3475913000002,183.3475913000002,183.64527760000055,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,184.544880200001,185.74290649999966,185.74290649999966,185.74290649999966,185.74290649999966,185.74290649999966,185.74290649999966,185.74290649999966,52,43,52,61,43,70,185.74290649999966,187.39431859999968,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
43,45,59,68,0,26,26,26,,,,,,,,,,,None,187.39431859999968,187.39431859999968,187.39431859999968,187.39431859999968,187.39431859999968,187.39431859999968,f,0.7655627000003733,188.18148459999975,188.18148459999975,188.18148459999975,188.18148459999975,188.18148459999975,188.18148459999975,188.4610504000011,189.44408590000057,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,189.46062960000017,190.74216890000025,190.74216890000025,190.74216890000025,190.74216890000025,190.74216890000025,190.74216890000025,190.74216890000025,59,43,45,68,59,70,190.74216890000025,192.35962400000062,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
38,49,56,77,0,27,27,27,,,,,,,,,,,None,192.35962400000062,192.35962400000062,192.35962400000062,192.35962400000062,192.35962400000062,192.35962400000062,j,0.4594858000000386,192.84549230000084,192.84549230000084,192.84549230000084,192.84549230000084,192.84549230000084,192.84549230000084,193.1267884000008,194.9097339,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,194.94301470000028,197.02453340000102,197.02453340000102,197.02453340000102,197.02453340000102,197.02453340000102,197.02453340000102,197.02453340000102,56,38,49,77,77,70,197.02453340000102,198.60888330000125,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
39,49,46,65,0,28,28,28,,,,,,,,,,,None,198.60888330000125,198.60888330000125,198.60888330000125,198.60888330000125,198.60888330000125,198.60888330000125,j,0.41445590000148513,199.0462731000007,199.0462731000007,199.0462731000007,199.0462731000007,199.0462731000007,199.0462731000007,199.34239160000106,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,200.15878320000047,201.27379910000127,201.27379910000127,201.27379910000127,201.27379910000127,201.27379910000127,201.27379910000127,201.27379910000127,46,39,49,65,65,70,201.27379910000127,202.89184730000125,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
51,47,50,64,0,29,29,29,,,,,,,,,,,None,202.89184730000125,202.89184730000125,202.89184730000125,202.89184730000125,202.89184730000125,202.89184730000125,j,0.630329100000381,203.54210930000045,203.54210930000045,203.54210930000045,203.54210930000045,203.54210930000045,203.54210930000045,203.84171600000082,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,205.17480220000107,206.80595650000032,206.80595650000032,206.80595650000032,206.80595650000032,206.80595650000032,206.80595650000032,206.80595650000032,50,51,47,64,64,70,206.80595650000032,208.64048809999986,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
44,44,49,61,0,30,30,30,,,,,,,,,,,None,208.64048809999986,208.64048809999986,208.64048809999986,208.64048809999986,208.64048809999986,208.64048809999986,i,0.5313473000005615,209.1907785000003,209.1907785000003,209.1907785000003,209.1907785000003,209.1907785000003,209.1907785000003,209.4740485000002,210.85707619999994,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,210.8736194000012,212.55507800000123,212.55507800000123,212.55507800000123,212.55507800000123,212.55507800000123,212.55507800000123,212.55507800000123,49,44,44,61,44,70,212.55507800000123,214.07271650000075,,,,,,,,,,,,,,,,,,,,３２０,f,２３,2023-05-19_11h29.48.931,RL,2022.2.5,60.059663269326094,
