arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.43286580001586,18.43286580001586,space,21.97570400001132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
64,39,62,74,0,25,25,25,,,,,,,,,,,None,184.09249249999993,184.09249249999993,184.09249249999993,184.09249249999993,184.09249249999993,184.09249249999993,j,0.2828451000095811,184.3928063000203,184.3928063000203,184.3928063000203,184.3928063000203,184.3928063000203,184.3928063000203,184.67688840001938,185.5592023000063,185.5592023000063,185.5592023000063,185.5592023000063,185.5592023000063,185.5592023000063,185.5425915000087,185.5592023000063,185.5592023000063,185.5592023000063,185.5592023000063,185.5592023000063,185.5592023000063,185.5592023000063,186.72425090000615,186.72425090000615,186.72425090000615,186.72425090000615,186.72425090000615,186.72425090000615,186.72425090000615,39,62,64,74,74,60,186.72425090000615,188.5413354000193,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
67,39,70,70,0,26,26,26,,,,,,,,,,,None,188.5413354000193,188.5413354000193,188.5413354000193,188.5413354000193,188.5413354000193,188.5413354000193,j,0.28271339999628253,188.8420827999944,188.8420827999944,188.8420827999944,188.8420827999944,188.8420827999944,188.8420827999944,189.12532819999615,190.05825319999713,190.05825319999713,190.05825319999713,190.05825319999713,190.05825319999713,190.05825319999713,190.04197620000923,190.05825319999713,190.05825319999713,190.05825319999713,190.05825319999713,190.05825319999713,190.05825319999713,190.05825319999713,191.27312009999878,191.27312009999878,191.27312009999878,191.27312009999878,191.27312009999878,191.27312009999878,191.27312009999878,39,70,67,70,70,60,191.27312009999878,193.25738090000232,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
60,43,55,67,0,27,27,27,,,,,,,,,,,None,193.25738090000232,193.25738090000232,193.25738090000232,193.25738090000232,193.25738090000232,193.25738090000232,j,0.26576889998978004,193.54246910000802,193.54246910000802,193.54246910000802,193.54246910000802,193.54246910000802,193.54246910000802,193.8411472000007,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,195.1740284000116,196.80554170001415,196.80554170001415,196.80554170001415,196.80554170001415,196.80554170001415,196.80554170001415,196.80554170001415,43,55,60,67,67,60,196.80554170001415,198.5064433000225,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
59,56,52,60,0,28,28,28,,,,,,,,,,,None,198.5064433000225,198.5064433000225,198.5064433000225,198.5064433000225,198.5064433000225,198.5064433000225,j,0.26507130000391044,198.79043310001725,198.79043310001725,198.79043310001725,198.79043310001725,198.79043310001725,198.79043310001725,199.07373500001268,200.98960679999436,200.98960679999436,200.98960679999436,200.98960679999436,200.98960679999436,200.98960679999436,200.97377070001676,200.98960679999436,200.98960679999436,200.98960679999436,200.98960679999436,200.98960679999436,200.98960679999436,200.98960679999436,203.18780360001256,203.18780360001256,203.18780360001256,203.18780360001256,203.18780360001256,203.18780360001256,203.18780360001256,56,52,59,60,60,60,203.18780360001256,205.0888981000171,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
62,51,46,65,0,29,29,29,,,,,,,,,,,None,205.0888981000171,205.0888981000171,205.0888981000171,205.0888981000171,205.0888981000171,205.0888981000171,j,0.2770493000280112,205.39025430000038,205.39025430000038,205.39025430000038,205.39025430000038,205.39025430000038,205.39025430000038,205.67247819999466,206.93886330001988,206.93886330001988,206.93886330001988,206.93886330001988,206.93886330001988,206.93886330001988,206.9223464000097,206.93886330001988,206.93886330001988,206.93886330001988,206.93886330001988,206.93886330001988,206.93886330001988,206.93886330001988,208.48700409999583,208.48700409999583,208.48700409999583,208.48700409999583,208.48700409999583,208.48700409999583,208.48700409999583,51,46,62,65,65,60,208.48700409999583,210.3211521000194,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
51,34,39,64,0,30,30,30,,,,,,,,,,,None,210.3211521000194,210.3211521000194,210.3211521000194,210.3211521000194,210.3211521000194,210.3211521000194,j,0.27457810001214966,210.62223219999578,210.62223219999578,210.62223219999578,210.62223219999578,210.62223219999578,210.62223219999578,210.90479980001692,211.82120010000654,211.82120010000654,211.82120010000654,211.82120010000654,211.82120010000654,211.82120010000654,211.80456610000692,211.82120010000654,211.82120010000654,211.82120010000654,211.82120010000654,211.82120010000654,211.82120010000654,211.82120010000654,213.01939060000586,213.01939060000586,213.01939060000586,213.01939060000586,213.01939060000586,213.01939060000586,213.01939060000586,34,39,51,64,64,60,213.01939060000586,214.83685980000882,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
55,44,39,57,0,31,31,31,,,,,,,,,,,None,214.83685980000882,214.83685980000882,214.83685980000882,214.83685980000882,214.83685980000882,214.83685980000882,j,0.28009729998302646,215.14064670001972,215.14064670001972,215.14064670001972,215.14064670001972,215.14064670001972,215.14064670001972,215.4374025000143,216.320234600018,216.320234600018,216.320234600018,216.320234600018,216.320234600018,216.320234600018,216.3036270000157,216.320234600018,216.320234600018,216.320234600018,216.320234600018,216.320234600018,216.320234600018,216.320234600018,217.4851004999946,217.4851004999946,217.4851004999946,217.4851004999946,217.4851004999946,217.4851004999946,217.4851004999946,44,39,55,57,57,60,217.4851004999946,219.252738900017,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
51,45,46,64,0,32,32,32,,,,,,,,,,,None,219.252738900017,219.252738900017,219.252738900017,219.252738900017,219.252738900017,219.252738900017,j,0.38899060001131147,219.67025809999905,219.67025809999905,219.67025809999905,219.67025809999905,219.67025809999905,219.67025809999905,219.95299740001792,221.4366529000108,221.4366529000108,221.4366529000108,221.4366529000108,221.4366529000108,221.4366529000108,221.41960660001496,221.4366529000108,221.4366529000108,221.4366529000108,221.4366529000108,221.4366529000108,221.4366529000108,221.4366529000108,223.20095830000355,223.20095830000355,223.20095830000355,223.20095830000355,223.20095830000355,223.20095830000355,223.20095830000355,45,46,51,64,64,60,223.20095830000355,224.95199960001628,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
57,48,38,78,0,33,33,33,,,,,,,,,,,None,224.95199960001628,224.95199960001628,224.95199960001628,224.95199960001628,224.95199960001628,224.95199960001628,j,0.254302799992729,225.23560850002104,225.23560850002104,225.23560850002104,225.23560850002104,225.23560850002104,225.23560850002104,225.51906370001961,226.6357285999984,226.6357285999984,226.6357285999984,226.6357285999984,226.6357285999984,226.6357285999984,226.61870710001676,226.6357285999984,226.6357285999984,226.6357285999984,226.6357285999984,226.6357285999984,226.6357285999984,226.6357285999984,228.03366950000054,228.03366950000054,228.03366950000054,228.03366950000054,228.03366950000054,228.03366950000054,228.03366950000054,48,38,57,78,78,60,228.03366950000054,229.73439920000965,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
56,40,40,60,0,34,34,34,,,,,,,,,,,None,229.73439920000965,229.73439920000965,229.73439920000965,229.73439920000965,229.73439920000965,229.73439920000965,j,0.3219381999806501,230.08570769999642,230.08570769999642,230.08570769999642,230.08570769999642,230.08570769999642,230.08570769999642,230.38468420002027,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,232.03444360001595,233.98295890001464,233.98295890001464,233.98295890001464,233.98295890001464,233.98295890001464,233.98295890001464,233.98295890001464,40,40,56,60,60,60,233.98295890001464,235.98364010002115,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
60,38,41,57,0,35,35,35,,,,,,,,,,,None,235.98364010002115,235.98364010002115,235.98364010002115,235.98364010002115,235.98364010002115,235.98364010002115,j,0.30347290000645444,236.31727450000471,236.31727450000471,236.31727450000471,236.31727450000471,236.31727450000471,236.31727450000471,236.6005214000179,237.8167607000214,237.8167607000214,237.8167607000214,237.8167607000214,237.8167607000214,237.8167607000214,237.79992970000603,237.8167607000214,237.8167607000214,237.8167607000214,237.8167607000214,237.8167607000214,237.8167607000214,237.8167607000214,239.31503080000402,239.31503080000402,239.31503080000402,239.31503080000402,239.31503080000402,239.31503080000402,239.31503080000402,38,41,60,57,57,60,239.31503080000402,241.2990584000072,,,,,,,,,,,,３３９,f,２３,2023-05-21_14h34.30.295,RL,2022.2.5,60.120397107149216,
