arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.7790811000159,34.7790811000159,space,4.475582000013674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
23,39,58,60,0,9,9,9,,,,,,,,,,,None,101.46297570000752,101.46297570000752,101.46297570000752,101.46297570000752,101.46297570000752,101.46297570000752,j,0.7000475999957416,102.18600990000414,102.18600990000414,102.18600990000414,102.18600990000414,102.18600990000414,102.18600990000414,102.47983960001147,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,103.76266969999415,105.34405230000266,105.34405230000266,105.34405230000266,105.34405230000266,105.34405230000266,105.34405230000266,105.34405230000266,60,58,39,23,23,60,105.34405230000266,106.94510640000226,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
35,42,58,51,0,10,10,10,,,,,,,,,,,None,106.94510640000226,106.94510640000226,106.94510640000226,106.94510640000226,106.94510640000226,106.94510640000226,i,0.6598806999973021,107.63112160001765,107.63112160001765,107.63112160001765,107.63112160001765,107.63112160001765,107.63112160001765,107.92851880000671,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,109.01155460000155,110.39345400000457,110.39345400000457,110.39345400000457,110.39345400000457,110.39345400000457,110.39345400000457,110.39345400000457,51,58,42,35,42,60,110.39345400000457,112.06068510000478,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
35,42,52,54,0,11,11,11,,,,,,,,,,,None,112.06068510000478,112.06068510000478,112.06068510000478,112.06068510000478,112.06068510000478,112.06068510000478,f,0.4649995000218041,112.54653799999505,112.54653799999505,112.54653799999505,112.54653799999505,112.54653799999505,112.54653799999505,112.84458979999181,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,114.46112859999994,116.37579640001059,116.37579640001059,116.37579640001059,116.37579640001059,116.37579640001059,116.37579640001059,116.37579640001059,54,52,42,35,54,60,116.37579640001059,118.27688059999491,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
39,42,54,59,0,12,12,12,,,,,,,,,,,None,118.27688059999491,118.27688059999491,118.27688059999491,118.27688059999491,118.27688059999491,118.27688059999491,r,0.342419599997811,118.64345900001354,118.64345900001354,118.64345900001354,118.64345900001354,118.64345900001354,118.64345900001354,118.92676780000329,120.82664189999923,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,120.84305100000347,123.04070820001652,123.04070820001652,123.04070820001652,123.04070820001652,123.04070820001652,123.04070820001652,123.04070820001652,59,54,42,39,54,60,123.04070820001652,124.97507980000228,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
36,49,53,63,0,13,13,13,,,,,,,,,,,None,124.97507980000228,124.97507980000228,124.97507980000228,124.97507980000228,124.97507980000228,124.97507980000228,f,0.42979280001600273,125.42771769998944,125.42771769998944,125.42771769998944,125.42771769998944,125.42771769998944,125.42771769998944,125.70904849999351,127.42552680001245,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,127.44216609999421,129.45685700001195,129.45685700001195,129.45685700001195,129.45685700001195,129.45685700001195,129.45685700001195,129.45685700001195,63,53,49,36,63,60,129.45685700001195,131.04141030000756,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
38,53,55,52,0,14,14,14,,,,,,,,,,,None,131.04141030000756,131.04141030000756,131.04141030000756,131.04141030000756,131.04141030000756,131.04141030000756,f,0.7544238999835216,131.8255468000134,131.8255468000134,131.8255468000134,131.8255468000134,131.8255468000134,131.8255468000134,132.12477809999837,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,133.34069820001605,134.85557839999092,134.85557839999092,134.85557839999092,134.85557839999092,134.85557839999092,134.85557839999092,134.85557839999092,52,55,53,38,52,60,134.85557839999092,136.39001840000856,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
32,46,54,55,0,15,15,15,,,,,,,,,,,None,136.39001840000856,136.39001840000856,136.39001840000856,136.39001840000856,136.39001840000856,136.39001840000856,r,0.8619908000109717,137.2736775999947,137.2736775999947,137.2736775999947,137.2736775999947,137.2736775999947,137.2736775999947,137.55720400001155,139.05625530000543,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,139.0731582000153,140.87133500000346,140.87133500000346,140.87133500000346,140.87133500000346,140.87133500000346,140.87133500000346,140.87133500000346,55,54,46,32,54,60,140.87133500000346,142.72236040001735,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
35,59,53,53,0,16,16,16,,,,,,,,,,,None,142.72236040001735,142.72236040001735,142.72236040001735,142.72236040001735,142.72236040001735,142.72236040001735,f,0.5753414000209887,143.32259689999046,143.32259689999046,143.32259689999046,143.32259689999046,143.32259689999046,143.32259689999046,143.60621840000385,144.4723049000022,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,144.48914119999972,145.65386109999963,145.65386109999963,145.65386109999963,145.65386109999963,145.65386109999963,145.65386109999963,145.65386109999963,53,53,59,35,53,60,145.65386109999963,147.60499389999313,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
39,55,46,63,0,17,17,17,,,,,,,,,,,None,147.60499389999313,147.60499389999313,147.60499389999313,147.60499389999313,147.60499389999313,147.60499389999313,r,0.7788740000105463,148.40662890000385,148.40662890000385,148.40662890000385,148.40662890000385,148.40662890000385,148.40662890000385,148.68808890000219,150.10504349999246,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,150.12148430000525,151.83636889999616,151.83636889999616,151.83636889999616,151.83636889999616,151.83636889999616,151.83636889999616,151.83636889999616,63,46,55,39,46,60,151.83636889999616,153.77017000000342,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
35,48,41,63,0,18,18,18,,,,,,,,,,,None,153.77017000000342,153.77017000000342,153.77017000000342,153.77017000000342,153.77017000000342,153.77017000000342,f,0.41973190000862814,154.2250350000104,154.2250350000104,154.2250350000104,154.2250350000104,154.2250350000104,154.2250350000104,154.5041417000175,156.3536061999912,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,156.37031200001366,158.51840420000372,158.51840420000372,158.51840420000372,158.51840420000372,158.51840420000372,158.51840420000372,158.51840420000372,63,41,48,35,63,60,158.51840420000372,160.31900320001296,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
37,55,49,56,0,19,19,19,,,,,,,,,,,None,160.31900320001296,160.31900320001296,160.31900320001296,160.31900320001296,160.31900320001296,160.31900320001296,f,0.6372503000020515,160.98616920001223,160.98616920001223,160.98616920001223,160.98616920001223,160.98616920001223,160.98616920001223,161.26975440001115,163.0354961999983,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,163.05219950000173,165.11676999999327,165.11676999999327,165.11676999999327,165.11676999999327,165.11676999999327,165.11676999999327,165.11676999999327,56,49,55,37,56,60,165.11676999999327,166.86834570000065,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
33,61,59,53,0,20,20,20,,,,,,,,,,,None,166.86834570000065,166.86834570000065,166.86834570000065,166.86834570000065,166.86834570000065,166.86834570000065,f,0.38420649999170564,167.28680760000134,167.28680760000134,167.28680760000134,167.28680760000134,167.28680760000134,167.28680760000134,167.56854510001722,168.96828110000934,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,168.98476029999438,170.68290569999954,170.68290569999954,170.68290569999954,170.68290569999954,170.68290569999954,170.68290569999954,170.68290569999954,53,59,61,33,53,60,170.68290569999954,172.61727270000847,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
36,48,59,56,0,21,21,21,,,,,,,,,,,None,172.61727270000847,172.61727270000847,172.61727270000847,172.61727270000847,172.61727270000847,172.61727270000847,r,0.3283756999881007,172.96783209999558,172.96783209999558,172.96783209999558,172.96783209999558,172.96783209999558,172.96783209999558,173.26722949999385,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,174.21675479999976,175.46527730001253,175.46527730001253,175.46527730001253,175.46527730001253,175.46527730001253,175.46527730001253,175.46527730001253,56,59,48,36,59,60,175.46527730001253,177.1326934999961,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
29,54,59,59,0,22,22,22,,,,,,,,,,,None,177.1326934999961,177.1326934999961,177.1326934999961,177.1326934999961,177.1326934999961,177.1326934999961,f,1.064419900008943,178.2179104000097,178.2179104000097,178.2179104000097,178.2179104000097,178.2179104000097,178.2179104000097,178.5162410000048,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,180.2992149000056,182.3806772000098,182.3806772000098,182.3806772000098,182.3806772000098,182.3806772000098,182.3806772000098,182.3806772000098,59,59,54,29,59,60,182.3806772000098,183.91506769999978,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
29,56,52,51,0,23,23,23,,,,,,,,,,,None,183.91506769999978,183.91506769999978,183.91506769999978,183.91506769999978,183.91506769999978,183.91506769999978,f,0.8628937999892514,184.8001104000141,184.8001104000141,184.8001104000141,184.8001104000141,184.8001104000141,184.8001104000141,185.0818954000133,186.39826770001673,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,186.41491960000712,188.0297310000169,188.0297310000169,188.0297310000169,188.0297310000169,188.0297310000169,188.0297310000169,188.0297310000169,51,52,56,29,51,60,188.0297310000169,190.01413049999974,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
33,55,52,52,0,24,24,24,,,,,,,,,,,None,190.01413049999974,190.01413049999974,190.01413049999974,190.01413049999974,190.01413049999974,190.01413049999974,r,0.3222970999777317,190.3673942000023,190.3673942000023,190.3673942000023,190.3673942000023,190.3673942000023,190.3673942000023,190.6475946000137,192.04756919998908,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,192.06392190000042,193.76204639999196,193.76204639999196,193.76204639999196,193.76204639999196,193.76204639999196,193.76204639999196,193.76204639999196,52,52,55,33,52,60,193.76204639999196,195.36290199999348,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
50,56,59,54,0,25,25,25,,,,,,,,,,,None,195.36290199999348,195.36290199999348,195.36290199999348,195.36290199999348,195.36290199999348,195.36290199999348,f,0.5713072000071406,195.96354759999667,195.96354759999667,195.96354759999667,195.96354759999667,195.96354759999667,195.96354759999667,196.24709079999593,197.87967280001612,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,197.89631460001692,199.82775620001485,199.82775620001485,199.82775620001485,199.82775620001485,199.82775620001485,199.82775620001485,199.82775620001485,54,59,56,50,54,60,199.82775620001485,201.41207570000552,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
32,49,49,64,0,26,26,26,,,,,,,,,,,None,201.41207570000552,201.41207570000552,201.41207570000552,201.41207570000552,201.41207570000552,201.41207570000552,j,0.4729530999902636,201.9156847000122,201.9156847000122,201.9156847000122,201.9156847000122,201.9156847000122,201.9156847000122,202.212297399994,203.56229370000074,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,203.57870230000117,205.22648990000016,205.22648990000016,205.22648990000016,205.22648990000016,205.22648990000016,205.22648990000016,205.22648990000016,64,49,49,32,32,60,205.22648990000016,207.07777720000013,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
39,45,54,68,0,27,27,27,,,,,,,,,,,None,207.07777720000013,207.07777720000013,207.07777720000013,207.07777720000013,207.07777720000013,207.07777720000013,i,0.4676709000195842,207.5838436000049,207.5838436000049,207.5838436000049,207.5838436000049,207.5838436000049,207.5838436000049,207.87778139999136,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,209.4775210999942,211.3753701999958,211.3753701999958,211.3753701999958,211.3753701999958,211.3753701999958,211.3753701999958,211.3753701999958,68,54,45,39,45,60,211.3753701999958,213.0767601999978,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
39,42,58,58,0,28,28,28,,,,,,,,,,,None,213.0767601999978,213.0767601999978,213.0767601999978,213.0767601999978,213.0767601999978,213.0767601999978,f,0.3461476000084076,213.4437026999949,213.4437026999949,213.4437026999949,213.4437026999949,213.4437026999949,213.4437026999949,213.7438206000079,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,215.3764002000098,217.3077934999892,217.3077934999892,217.3077934999892,217.3077934999892,217.3077934999892,217.3077934999892,217.3077934999892,58,58,42,39,58,60,217.3077934999892,219.1421493999951,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
32,44,56,55,0,29,29,29,,,,,,,,,,,None,219.1421493999951,219.1421493999951,219.1421493999951,219.1421493999951,219.1421493999951,219.1421493999951,f,0.32629050000105053,219.49272119998932,219.49272119998932,219.49272119998932,219.49272119998932,219.49272119998932,219.49272119998932,219.77577730000485,221.59224230001564,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,221.60893720001332,223.72332260000985,223.72332260000985,223.72332260000985,223.72332260000985,223.72332260000985,223.72332260000985,223.72332260000985,55,56,44,32,55,60,223.72332260000985,225.37430240001413,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
44,44,58,64,0,30,30,30,,,,,,,,,,,None,225.37430240001413,225.37430240001413,225.37430240001413,225.37430240001413,225.37430240001413,225.37430240001413,f,0.3281167999957688,225.72495979999076,225.72495979999076,225.72495979999076,225.72495979999076,225.72495979999076,225.72495979999076,226.00840710001648,226.92467430001125,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,226.94122830001288,228.15584079999826,228.15584079999826,228.15584079999826,228.15584079999826,228.15584079999826,228.15584079999826,228.15584079999826,64,58,44,44,64,60,228.15584079999826,229.7238587999891,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
37,42,51,59,0,31,31,31,,,,,,,,,,,None,229.7238587999891,229.7238587999891,229.7238587999891,229.7238587999891,229.7238587999891,229.7238587999891,f,0.8638514999765903,230.6090111999947,230.6090111999947,230.6090111999947,230.6090111999947,230.6090111999947,230.6090111999947,230.89047640000354,232.10685899999226,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,232.1235364000022,233.63816490001045,233.63816490001045,233.63816490001045,233.63816490001045,233.63816490001045,233.63816490001045,233.63816490001045,59,51,42,37,59,60,233.63816490001045,235.43977490000543,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
42,44,53,65,0,32,32,32,,,,,,,,,,,None,235.43977490000543,235.43977490000543,235.43977490000543,235.43977490000543,235.43977490000543,235.43977490000543,f,0.6836177000077441,236.16013000000385,236.16013000000385,236.16013000000385,236.16013000000385,236.16013000000385,236.16013000000385,236.43973600000027,237.32274699999834,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,237.33927749999566,238.52117500000168,238.52117500000168,238.52117500000168,238.52117500000168,238.52117500000168,238.52117500000168,238.52117500000168,65,53,44,42,65,60,238.52117500000168,240.3882736999949,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
42,35,52,67,0,33,33,33,,,,,,,,,,,None,240.3882736999949,240.3882736999949,240.3882736999949,240.3882736999949,240.3882736999949,240.3882736999949,f,0.3588312999927439,240.77222089999123,240.77222089999123,240.77222089999123,240.77222089999123,240.77222089999123,240.77222089999123,241.07225540000945,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,241.90513420000207,243.03704640001524,243.03704640001524,243.03704640001524,243.03704640001524,243.03704640001524,243.03704640001524,243.03704640001524,67,52,35,42,67,60,243.03704640001524,244.80497620001552,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
45,38,58,64,0,34,34,34,,,,,,,,,,,None,244.80497620001552,244.80497620001552,244.80497620001552,244.80497620001552,244.80497620001552,244.80497620001552,f,0.6549119999981485,245.4882181000139,245.4882181000139,245.4882181000139,245.4882181000139,245.4882181000139,245.4882181000139,245.7717624999932,247.6875898000144,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,247.70421170000918,249.91915870000958,249.91915870000958,249.91915870000958,249.91915870000958,249.91915870000958,249.91915870000958,249.91915870000958,64,58,38,45,64,60,249.91915870000958,251.58651850000024,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
49,33,52,67,0,35,35,35,,,,,,,,,,,None,251.58651850000024,251.58651850000024,251.58651850000024,251.58651850000024,251.58651850000024,251.58651850000024,f,0.46469739999156445,252.07311649998883,252.07311649998883,252.07311649998883,252.07311649998883,252.07311649998883,252.07311649998883,252.3702581000107,253.5034236999927,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,253.52026150000165,254.95168810000177,254.95168810000177,254.95168810000177,254.95168810000177,254.95168810000177,254.95168810000177,254.95168810000177,67,52,33,49,67,60,254.95168810000177,256.85273620000225,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
55,40,48,65,0,36,36,36,,,,,,,,,,,None,256.85273620000225,256.85273620000225,256.85273620000225,256.85273620000225,256.85273620000225,256.85273620000225,f,0.4749932999839075,257.3528621000005,257.3528621000005,257.3528621000005,257.3528621000005,257.3528621000005,257.3528621000005,257.63586090001627,258.4693520000146,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,258.48568220000016,259.61747930001,259.61747930001,259.61747930001,259.61747930001,259.61747930001,259.61747930001,259.61747930001,65,48,40,55,65,60,259.61747930001,261.2017970000161,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
42,35,51,71,0,37,37,37,,,,,,,,,,,None,261.2017970000161,261.2017970000161,261.2017970000161,261.2017970000161,261.2017970000161,261.2017970000161,f,0.6591388999950141,261.8855667000171,261.8855667000171,261.8855667000171,261.8855667000171,261.8855667000171,261.8855667000171,262.1686190000037,263.0019655000069,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,263.0182769999956,264.1497449000017,264.1497449000017,264.1497449000017,264.1497449000017,264.1497449000017,264.1497449000017,264.1497449000017,71,51,35,42,71,60,264.1497449000017,265.9009415000037,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
41,45,54,81,0,38,38,38,,,,,,,,,,,None,265.9009415000037,265.9009415000037,265.9009415000037,265.9009415000037,265.9009415000037,265.9009415000037,f,0.2853809999942314,266.22263360000215,266.22263360000215,266.22263360000215,266.22263360000215,266.22263360000215,266.22263360000215,266.50118640001165,267.5509967000107,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,267.5841553999926,268.93207899999106,268.93207899999106,268.93207899999106,268.93207899999106,268.93207899999106,268.93207899999106,268.93207899999106,81,54,45,41,81,60,268.93207899999106,270.91676190000726,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
44,43,50,76,0,39,39,39,,,,,,,,,,,None,270.91676190000726,270.91676190000726,270.91676190000726,270.91676190000726,270.91676190000726,270.91676190000726,f,0.3240452999889385,271.26726389999385,271.26726389999385,271.26726389999385,271.26726389999385,271.26726389999385,271.26726389999385,271.5507879999932,272.5500885999936,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,272.56662269998924,273.864596600004,273.864596600004,273.864596600004,273.864596600004,273.864596600004,273.864596600004,273.864596600004,76,50,43,44,76,60,273.864596600004,275.6494026000146,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
42,37,58,65,0,40,40,40,,,,,,,,,,,None,275.6494026000146,275.6494026000146,275.6494026000146,275.6494026000146,275.6494026000146,275.6494026000146,f,0.43675140000414103,276.11655760000576,276.11655760000576,276.11655760000576,276.11655760000576,276.11655760000576,276.11655760000576,276.3990727000055,277.8659125000122,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,277.88255750000826,279.64703789999476,279.64703789999476,279.64703789999476,279.64703789999476,279.64703789999476,279.64703789999476,279.64703789999476,65,58,37,42,65,60,279.64703789999476,281.2813312000071,,,,,,,,,,,,,,,,,,,,３３５,f,２２,2023-05-21_11h06.04.774,RL,2022.2.5,59.90208404702956,
