arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.52245150017552,20.52245150017552,space,6.57912000012584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
29,42,55,70,0,9,9,9,,,,,,,,None,84.93782940017991,84.93782940017991,84.93782940017991,84.93782940017991,84.93782940017991,84.93782940017991,f,0.2814209999050945,85.24023460014723,85.24023460014723,85.24023460014723,85.24023460014723,85.24023460014723,85.24023460014723,85.53769130003639,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,87.3542424000334,89.46838850015774,89.46838850015774,89.46838850015774,89.46838850015774,89.46838850015774,89.46838850015774,89.46838850015774,42,55,29,70,42,70,89.46838850015774,91.28656630008481,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
33,37,57,75,0,10,10,10,,,,,,,,None,91.28656630008481,91.28656630008481,91.28656630008481,91.28656630008481,91.28656630008481,91.28656630008481,r,0.2767827999778092,91.5875820000656,91.5875820000656,91.5875820000656,91.5875820000656,91.5875820000656,91.5875820000656,91.8702462001238,93.80291740014218,93.80291740014218,93.80291740014218,93.80291740014218,93.80291740014218,93.80291740014218,93.7867384001147,93.80291740014218,93.80291740014218,93.80291740014218,93.80291740014218,93.80291740014218,93.80291740014218,93.80291740014218,96.00077689997852,96.00077689997852,96.00077689997852,96.00077689997852,96.00077689997852,96.00077689997852,96.00077689997852,37,57,33,75,57,70,96.00077689997852,97.96876530000009,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
37,42,48,78,0,11,11,11,,,,,,,,None,97.96876530000009,97.96876530000009,97.96876530000009,97.96876530000009,97.96876530000009,97.96876530000009,r,0.23238329985179007,98.2197927001398,98.2197927001398,98.2197927001398,98.2197927001398,98.2197927001398,98.2197927001398,98.51903840014711,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,99.78528710012324,101.34956670016982,101.34956670016982,101.34956670016982,101.34956670016982,101.34956670016982,101.34956670016982,101.34956670016982,42,48,37,78,48,70,101.34956670016982,103.26781029999256,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
28,42,48,75,0,12,12,12,,,,,,,,None,103.26781029999256,103.26781029999256,103.26781029999256,103.26781029999256,103.26781029999256,103.26781029999256,r,1.4055656001437455,104.70224370015785,104.70224370015785,104.70224370015785,104.70224370015785,104.70224370015785,104.70224370015785,105.0009616999887,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,106.55117540014908,108.39868460013531,108.39868460013531,108.39868460013531,108.39868460013531,108.39868460013531,108.39868460013531,108.39868460013531,42,48,28,75,48,70,108.39868460013531,110.2662121001631,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
28,32,43,74,0,13,13,13,,,,,,,,None,110.2662121001631,110.2662121001631,110.2662121001631,110.2662121001631,110.2662121001631,110.2662121001631,r,0.3206937999930233,110.61867830017582,110.61867830017582,110.61867830017582,110.61867830017582,110.61867830017582,110.61867830017582,110.9164105001837,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,112.54952480015345,114.4809024001006,114.4809024001006,114.4809024001006,114.4809024001006,114.4809024001006,114.4809024001006,114.4809024001006,32,43,28,74,43,70,114.4809024001006,116.13219560007565,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
30,41,54,82,0,14,14,14,,,,,,,,None,116.13219560007565,116.13219560007565,116.13219560007565,116.13219560007565,116.13219560007565,116.13219560007565,j,0.305873200064525,116.46798210009001,116.46798210009001,116.46798210009001,116.46798210009001,116.46798210009001,116.46798210009001,116.76533710001968,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,118.315208400134,120.16333770006895,120.16333770006895,120.16333770006895,120.16333770006895,120.16333770006895,120.16333770006895,120.16333770006895,41,54,30,82,82,70,120.16333770006895,121.89762439997867,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
37,32,50,83,0,15,15,15,,,,,,,,None,121.89762439997867,121.89762439997867,121.89762439997867,121.89762439997867,121.89762439997867,121.89762439997867,j,0.31406089989468455,122.23249240010045,122.23249240010045,122.23249240010045,122.23249240010045,122.23249240010045,122.23249240010045,122.53118610009551,123.34780640015379,123.34780640015379,123.34780640015379,123.34780640015379,123.34780640015379,123.34780640015379,123.33114260016009,123.34780640015379,123.34780640015379,123.34780640015379,123.34780640015379,123.34780640015379,123.34780640015379,123.34780640015379,124.44620210002176,124.44620210002176,124.44620210002176,124.44620210002176,124.44620210002176,124.44620210002176,124.44620210002176,32,50,37,83,83,70,124.44620210002176,126.04712420003489,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
41,41,56,71,0,16,16,16,,,,,,,,None,126.04712420003489,126.04712420003489,126.04712420003489,126.04712420003489,126.04712420003489,126.04712420003489,j,0.3729785999748856,126.4496335000731,126.4496335000731,126.4496335000731,126.4496335000731,126.4496335000731,126.4496335000731,126.74752230010927,128.32982960017398,128.32982960017398,128.32982960017398,128.32982960017398,128.32982960017398,128.32982960017398,128.31343260011636,128.32982960017398,128.32982960017398,128.32982960017398,128.32982960017398,128.32982960017398,128.32982960017398,128.32982960017398,130.19524969998747,130.19524969998747,130.19524969998747,130.19524969998747,130.19524969998747,130.19524969998747,130.19524969998747,41,56,41,71,71,70,130.19524969998747,131.86247140006162,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
28,41,48,63,0,17,17,17,,,,,,,,None,131.86247140006162,131.86247140006162,131.86247140006162,131.86247140006162,131.86247140006162,131.86247140006162,r,1.4151962001342326,133.29682680009864,133.29682680009864,133.29682680009864,133.29682680009864,133.29682680009864,133.29682680009864,133.59599180007353,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,135.56208790000528,137.82719270000234,137.82719270000234,137.82719270000234,137.82719270000234,137.82719270000234,137.82719270000234,137.82719270000234,41,48,28,63,48,70,137.82719270000234,139.41104479995556,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
36,50,50,74,0,18,18,18,,,,,,,,None,139.41104479995556,139.41104479995556,139.41104479995556,139.41104479995556,139.41104479995556,139.41104479995556,j,0.24799970001913607,139.6791005001869,139.6791005001869,139.6791005001869,139.6791005001869,139.6791005001869,139.6791005001869,139.96222330001183,141.27813540003262,141.27813540003262,141.27813540003262,141.27813540003262,141.27813540003262,141.27813540003262,141.2615742001217,141.27813540003262,141.27813540003262,141.27813540003262,141.27813540003262,141.27813540003262,141.27813540003262,141.27813540003262,142.87642630003393,142.87642630003393,142.87642630003393,142.87642630003393,142.87642630003393,142.87642630003393,142.87642630003393,50,50,36,74,74,70,142.87642630003393,144.6267356001772,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
37,43,43,72,0,19,19,19,,,,,,,,None,144.6267356001772,144.6267356001772,144.6267356001772,144.6267356001772,144.6267356001772,144.6267356001772,j,0.38125919993035495,145.02948430017568,145.02948430017568,145.02948430017568,145.02948430017568,145.02948430017568,145.02948430017568,145.32746249996126,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,146.17705769999884,147.3251784001477,147.3251784001477,147.3251784001477,147.3251784001477,147.3251784001477,147.3251784001477,147.3251784001477,43,43,37,72,72,70,147.3251784001477,148.99295140011236,,,,,,,,,,,010,ｍ,1９,2023-05-13_18h48.26.471,RL,2022.2.5,60.049168241871804,
