arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.54178689999935,17.54178689999935,space,4.920077500000843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
34,39,68,57,0,0,0,0,,,,,22.479706399999486,22.479706399999486,27.4793525999994,27.4793525999994,27.4793525999994,28.482364600000437,None,28.482364600000437,28.482364600000437,28.482364600000437,28.482364600000437,28.482364600000437,28.482364600000437,f,0.36244430000078864,28.868257000000085,28.868257000000085,28.868257000000085,28.868257000000085,28.868257000000085,28.868257000000085,29.15581089999978,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,30.474161000000095,32.1225785000006,32.1225785000006,32.1225785000006,32.1225785000006,32.1225785000006,32.1225785000006,32.1225785000006,34,57,68,39,34,60,32.1225785000006,33.779809300000124,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
35,46,51,55,0,1,1,1,,,,,,,,,,,None,33.779809300000124,33.779809300000124,33.779809300000124,33.779809300000124,33.779809300000124,33.779809300000124,f,0.5305244999999559,34.33107799999925,34.33107799999925,34.33107799999925,34.33107799999925,34.33107799999925,34.33107799999925,34.61331240000072,36.22891390000041,36.22891390000041,36.22891390000041,36.22891390000041,36.22891390000041,36.22891390000041,36.2127361999992,36.22891390000041,36.22891390000041,36.22891390000041,36.22891390000041,36.22891390000041,36.22891390000041,36.22891390000041,38.12729500000023,38.12729500000023,38.12729500000023,38.12729500000023,38.12729500000023,38.12729500000023,38.12729500000023,35,55,51,46,35,60,38.12729500000023,39.678027800000564,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
34,45,47,56,0,2,2,2,,,,,,,,,,,None,39.678027800000564,39.678027800000564,39.678027800000564,39.678027800000564,39.678027800000564,39.678027800000564,f,0.9380569000004471,40.64900359999956,40.64900359999956,40.64900359999956,40.64900359999956,40.64900359999956,40.64900359999956,40.945105499999045,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,42.078057400000034,43.5093152999998,43.5093152999998,43.5093152999998,43.5093152999998,43.5093152999998,43.5093152999998,43.5093152999998,34,56,47,45,34,60,43.5093152999998,45.12758170000052,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
33,44,56,60,0,3,3,3,,,,,,,,,,,None,45.12758170000052,45.12758170000052,45.12758170000052,45.12758170000052,45.12758170000052,45.12758170000052,f,0.9044363000011799,46.063730699999724,46.063730699999724,46.063730699999724,46.063730699999724,46.063730699999724,46.063730699999724,46.344307800000024,47.82718340000065,47.82718340000065,47.82718340000065,47.82718340000065,47.82718340000065,47.82718340000065,47.810465500000646,47.82718340000065,47.82718340000065,47.82718340000065,47.82718340000065,47.82718340000065,47.82718340000065,47.82718340000065,49.59167440000056,49.59167440000056,49.59167440000056,49.59167440000056,49.59167440000056,49.59167440000056,49.59167440000056,33,60,56,44,33,60,49.59167440000056,51.19269290000011,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
30,45,58,55,0,4,4,4,,,,,,,,,,,None,51.19269290000011,51.19269290000011,51.19269290000011,51.19269290000011,51.19269290000011,51.19269290000011,f,0.8090689000000566,52.026430599999,52.026430599999,52.026430599999,52.026430599999,52.026430599999,52.026430599999,52.30978320000031,53.376048099999025,53.376048099999025,53.376048099999025,53.376048099999025,53.376048099999025,53.376048099999025,53.35962769999969,53.376048099999025,53.376048099999025,53.376048099999025,53.376048099999025,53.376048099999025,53.376048099999025,53.376048099999025,54.72428369999943,54.72428369999943,54.72428369999943,54.72428369999943,54.72428369999943,54.72428369999943,54.72428369999943,30,55,58,45,30,60,54.72428369999943,56.525434699999096,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
38,41,57,63,0,5,5,5,,,,,,,,,,,None,56.525434699999096,56.525434699999096,56.525434699999096,56.525434699999096,56.525434699999096,56.525434699999096,f,0.9317039000015939,57.47615029999906,57.47615029999906,57.47615029999906,57.47615029999906,57.47615029999906,57.47615029999906,57.77529999999933,59.27490410000064,59.27490410000064,59.27490410000064,59.27490410000064,59.27490410000064,59.27490410000064,59.258367700000235,59.27490410000064,59.27490410000064,59.27490410000064,59.27490410000064,59.27490410000064,59.27490410000064,59.27490410000064,61.056331100000534,61.056331100000534,61.056331100000534,61.056331100000534,61.056331100000534,61.056331100000534,61.056331100000534,38,63,57,41,38,60,61.056331100000534,62.87431459999971,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
27,43,52,62,0,6,6,6,,,,,,,,,,,None,62.87431459999971,62.87431459999971,62.87431459999971,62.87431459999971,62.87431459999971,62.87431459999971,f,1.041492799999105,63.94098739999936,63.94098739999936,63.94098739999936,63.94098739999936,63.94098739999936,63.94098739999936,64.2242755999996,65.39045350000015,65.39045350000015,65.39045350000015,65.39045350000015,65.39045350000015,65.39045350000015,65.3740214999998,65.39045350000015,65.39045350000015,65.39045350000015,65.39045350000015,65.39045350000015,65.39045350000015,65.39045350000015,66.83912710000004,66.83912710000004,66.83912710000004,66.83912710000004,66.83912710000004,66.83912710000004,66.83912710000004,27,62,52,43,27,60,66.83912710000004,68.57356129999971,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
41,44,49,70,0,7,7,7,,,,,,,,,,,None,68.57356129999971,68.57356129999971,68.57356129999971,68.57356129999971,68.57356129999971,68.57356129999971,f,1.2805889999999636,69.8748615000004,69.8748615000004,69.8748615000004,69.8748615000004,69.8748615000004,69.8748615000004,70.1568943000002,71.95593820000067,71.95593820000067,71.95593820000067,71.95593820000067,71.95593820000067,71.95593820000067,71.93973469999946,71.95593820000067,71.95593820000067,71.95593820000067,71.95593820000067,71.95593820000067,71.95593820000067,71.95593820000067,74.02096650000021,74.02096650000021,74.02096650000021,74.02096650000021,74.02096650000021,74.02096650000021,74.02096650000021,41,70,49,44,41,60,74.02096650000021,75.82164799999919,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
43,42,57,70,0,8,8,8,,,,,,,,,,,None,75.82164799999919,75.82164799999919,75.82164799999919,75.82164799999919,75.82164799999919,75.82164799999919,j,1.186477699999159,77.0388880999999,77.0388880999999,77.0388880999999,77.0388880999999,77.0388880999999,77.0388880999999,77.32214249999925,78.48824670000067,78.48824670000067,78.48824670000067,78.48824670000067,78.48824670000067,78.48824670000067,78.47212709999985,78.48824670000067,78.48824670000067,78.48824670000067,78.48824670000067,78.48824670000067,78.48824670000067,78.48824670000067,79.93644829999903,79.93644829999903,79.93644829999903,79.93644829999903,79.93644829999903,79.93644829999903,79.93644829999903,43,70,57,42,42,60,79.93644829999903,81.6874239000008,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
41,36,42,64,0,9,9,9,,,,,,,,,,,None,81.6874239000008,81.6874239000008,81.6874239000008,81.6874239000008,81.6874239000008,81.6874239000008,i,1.0561624000001757,82.7712448000002,82.7712448000002,82.7712448000002,82.7712448000002,82.7712448000002,82.7712448000002,83.05434839999907,84.90459569999985,84.90459569999985,84.90459569999985,84.90459569999985,84.90459569999985,84.90459569999985,84.88735690000067,84.90459569999985,84.90459569999985,84.90459569999985,84.90459569999985,84.90459569999985,84.90459569999985,84.90459569999985,87.03530259999934,87.03530259999934,87.03530259999934,87.03530259999934,87.03530259999934,87.03530259999934,87.03530259999934,41,64,42,36,42,60,87.03530259999934,88.93656519999968,,,,,,,,,,,,,,３０７,f,２６,2023-05-18_13h33.43.114,RL,2022.2.5,60.074744997546794,
