arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
45,63,70,53,0,9,9,9,,,,,,,,,,,None,79.4170778000007,79.4170778000007,79.4170778000007,79.4170778000007,79.4170778000007,79.4170778000007,j,0.34761129999969853,79.78464639999947,79.78464639999947,79.78464639999947,79.78464639999947,79.78464639999947,79.78464639999947,80.06722289999743,81.08339069999784,81.08339069999784,81.08339069999784,81.08339069999784,81.08339069999784,81.08339069999784,81.06669390000025,81.08339069999784,81.08339069999784,81.08339069999784,81.08339069999784,81.08339069999784,81.08339069999784,81.08339069999784,82.3815981000007,82.3815981000007,82.3815981000007,82.3815981000007,82.3815981000007,82.3815981000007,82.3815981000007,63,45,70,53,53,70,82.3815981000007,84.21565369999735,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
43,59,63,56,0,10,10,10,,,,,,,,,,,None,84.21565369999735,84.21565369999735,84.21565369999735,84.21565369999735,84.21565369999735,84.21565369999735,r,0.25413969999863184,84.50177640000038,84.50177640000038,84.50177640000038,84.50177640000038,84.50177640000038,84.50177640000038,84.79936959999759,85.93277970000054,85.93277970000054,85.93277970000054,85.93277970000054,85.93277970000054,85.93277970000054,85.91619499999797,85.93277970000054,85.93277970000054,85.93277970000054,85.93277970000054,85.93277970000054,85.93277970000054,85.93277970000054,87.34767400000055,87.34767400000055,87.34767400000055,87.34767400000055,87.34767400000055,87.34767400000055,87.34767400000055,59,43,63,56,43,70,87.34767400000055,89.29847919999884,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
45,62,69,55,0,11,11,11,,,,,,,,,,,None,89.29847919999884,89.29847919999884,89.29847919999884,89.29847919999884,89.29847919999884,89.29847919999884,i,0.2733708999985538,89.60032339999816,89.60032339999816,89.60032339999816,89.60032339999816,89.60032339999816,89.60032339999816,89.8820882,91.19799579999744,91.19799579999744,91.19799579999744,91.19799579999744,91.19799579999744,91.19799579999744,91.18170389999796,91.19799579999744,91.19799579999744,91.19799579999744,91.19799579999744,91.19799579999744,91.19799579999744,91.19799579999744,92.79630399999951,92.79630399999951,92.79630399999951,92.79630399999951,92.79630399999951,92.79630399999951,92.79630399999951,62,45,69,55,69,70,92.79630399999951,94.69734980000067,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
40,64,70,55,0,12,12,12,,,,,,,,,,,None,94.69734980000067,94.69734980000067,94.69734980000067,94.69734980000067,94.69734980000067,94.69734980000067,f,0.3661556000006385,95.08430120000048,95.08430120000048,95.08430120000048,95.08430120000048,95.08430120000048,95.08430120000048,95.38124519999838,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,96.36394389999987,97.64528309999878,97.64528309999878,97.64528309999878,97.64528309999878,97.64528309999878,97.64528309999878,97.64528309999878,64,40,70,55,64,70,97.64528309999878,99.41340639999908,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
45,58,70,61,0,13,13,13,,,,,,,,,,,None,99.41340639999908,99.41340639999908,99.41340639999908,99.41340639999908,99.41340639999908,99.41340639999908,r,0.4368724000014481,99.88135759999932,99.88135759999932,99.88135759999932,99.88135759999932,99.88135759999932,99.88135759999932,100.18059849999918,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,101.49703220000083,103.11150509999788,103.11150509999788,103.11150509999788,103.11150509999788,103.11150509999788,103.11150509999788,103.11150509999788,58,45,70,61,45,70,103.11150509999788,104.96249049999824,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
43,63,61,54,0,14,14,14,,,,,,,,,,,None,104.96249049999824,104.96249049999824,104.96249049999824,104.96249049999824,104.96249049999824,104.96249049999824,j,0.29679830000168295,105.28193950000059,105.28193950000059,105.28193950000059,105.28193950000059,105.28193950000059,105.28193950000059,105.57917000000089,106.86205979999795,106.86205979999795,106.86205979999795,106.86205979999795,106.86205979999795,106.86205979999795,106.84542619999775,106.86205979999795,106.86205979999795,106.86205979999795,106.86205979999795,106.86205979999795,106.86205979999795,106.86205979999795,108.42693080000026,108.42693080000026,108.42693080000026,108.42693080000026,108.42693080000026,108.42693080000026,108.42693080000026,63,43,61,54,54,70,108.42693080000026,110.24498110000059,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
53,64,67,59,0,15,15,15,,,,,,,,,,,None,110.24498110000059,110.24498110000059,110.24498110000059,110.24498110000059,110.24498110000059,110.24498110000059,f,0.2727083000027051,110.54540129999805,110.54540129999805,110.54540129999805,110.54540129999805,110.54540129999805,110.54540129999805,110.84504390000075,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,112.74469680000038,114.943308599999,114.943308599999,114.943308599999,114.943308599999,114.943308599999,114.943308599999,114.943308599999,64,53,67,59,64,70,114.943308599999,116.77694989999873,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
42,54,78,53,0,16,16,16,,,,,,,,,,,None,116.77694989999873,116.77694989999873,116.77694989999873,116.77694989999873,116.77694989999873,116.77694989999873,i,0.29851399999824935,117.09474799999953,117.09474799999953,117.09474799999953,117.09474799999953,117.09474799999953,117.09474799999953,117.37720679999984,118.95978470000045,118.95978470000045,118.95978470000045,118.95978470000045,118.95978470000045,118.95978470000045,118.94358699999793,118.95978470000045,118.95978470000045,118.95978470000045,118.95978470000045,118.95978470000045,118.95978470000045,118.95978470000045,120.8251339999988,120.8251339999988,120.8251339999988,120.8251339999988,120.8251339999988,120.8251339999988,120.8251339999988,54,42,78,53,78,70,120.8251339999988,122.69263890000002,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
51,59,77,60,0,17,17,17,,,,,,,,,,,None,122.69263890000002,122.69263890000002,122.69263890000002,122.69263890000002,122.69263890000002,122.69263890000002,r,0.2442806999970344,122.9599911999976,122.9599911999976,122.9599911999976,122.9599911999976,122.9599911999976,122.9599911999976,123.24262829999861,125.07599069999924,125.07599069999924,125.07599069999924,125.07599069999924,125.07599069999924,125.07599069999924,125.05913040000087,125.07599069999924,125.07599069999924,125.07599069999924,125.07599069999924,125.07599069999924,125.07599069999924,125.07599069999924,127.19052050000028,127.19052050000028,127.19052050000028,127.19052050000028,127.19052050000028,127.19052050000028,127.19052050000028,59,51,77,60,51,70,127.19052050000028,129.17503079999733,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
41,53,67,57,0,18,18,18,,,,,,,,,,,None,129.17503079999733,129.17503079999733,129.17503079999733,129.17503079999733,129.17503079999733,129.17503079999733,r,0.34854270000141696,129.54350110000087,129.54350110000087,129.54350110000087,129.54350110000087,129.54350110000087,129.54350110000087,129.84193790000063,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,131.474635999999,133.40568239999993,133.40568239999993,133.40568239999993,133.40568239999993,133.40568239999993,133.40568239999993,133.40568239999993,53,41,67,57,41,70,133.40568239999993,135.1409700999975,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
49,59,74,64,0,19,19,19,,,,,,,,,,,None,135.1409700999975,135.1409700999975,135.1409700999975,135.1409700999975,135.1409700999975,135.1409700999975,r,0.3864678999998432,135.5592203999986,135.5592203999986,135.5592203999986,135.5592203999986,135.5592203999986,135.5592203999986,135.8576226999976,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,137.67353430000003,139.78839959999823,139.78839959999823,139.78839959999823,139.78839959999823,139.78839959999823,139.78839959999823,139.78839959999823,59,49,74,64,49,70,139.78839959999823,141.62292399999933,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
48,58,69,43,0,20,20,20,,,,,,,,,,,None,141.62292399999933,141.62292399999933,141.62292399999933,141.62292399999933,141.62292399999933,141.62292399999933,j,0.2510024999974121,141.8911619999999,141.8911619999999,141.8911619999999,141.8911619999999,141.8911619999999,141.8911619999999,142.1896573999984,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,144.02280919999976,146.1540477999988,146.1540477999988,146.1540477999988,146.1540477999988,146.1540477999988,146.1540477999988,146.1540477999988,58,48,69,43,43,70,146.1540477999988,147.87184759999946,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
51,57,79,56,0,21,21,21,,,,,,,,,,,None,147.87184759999946,147.87184759999946,147.87184759999946,147.87184759999946,147.87184759999946,147.87184759999946,f,0.2526116999979422,148.1622043999996,148.1622043999996,148.1622043999996,148.1622043999996,148.1622043999996,148.1622043999996,148.43857410000055,150.4384730999991,150.4384730999991,150.4384730999991,150.4384730999991,150.4384730999991,150.4384730999991,150.42158650000056,150.4384730999991,150.4384730999991,150.4384730999991,150.4384730999991,150.4384730999991,150.4384730999991,150.4384730999991,152.71957439999824,152.71957439999824,152.71957439999824,152.71957439999824,152.71957439999824,152.71957439999824,152.71957439999824,57,51,79,56,57,70,152.71957439999824,154.5536905000008,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
45,66,84,45,0,22,22,22,,,,,,,,,,,None,154.5536905000008,154.5536905000008,154.5536905000008,154.5536905000008,154.5536905000008,154.5536905000008,i,0.2565541999974812,154.83747579999908,154.83747579999908,154.83747579999908,154.83747579999908,154.83747579999908,154.83747579999908,155.1210226999974,156.8700820999984,156.8700820999984,156.8700820999984,156.8700820999984,156.8700820999984,156.8700820999984,156.85360819999914,156.8700820999984,156.8700820999984,156.8700820999984,156.8700820999984,156.8700820999984,156.8700820999984,156.8700820999984,158.90182389999973,158.90182389999973,158.90182389999973,158.90182389999973,158.90182389999973,158.90182389999973,158.90182389999973,66,45,84,45,84,70,158.90182389999973,160.6361555000003,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
33,58,79,58,0,23,23,23,,,,,,,,,,,None,160.6361555000003,160.6361555000003,160.6361555000003,160.6361555000003,160.6361555000003,160.6361555000003,j,0.29196479999882285,160.95428059999904,160.95428059999904,160.95428059999904,160.95428059999904,160.95428059999904,160.95428059999904,161.25339610000083,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,162.43632179999986,163.91759860000093,163.91759860000093,163.91759860000093,163.91759860000093,163.91759860000093,163.91759860000093,163.91759860000093,58,33,79,58,58,70,163.91759860000093,165.8518664999974,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
39,56,80,48,0,24,24,24,,,,,,,,,,,None,165.8518664999974,165.8518664999974,165.8518664999974,165.8518664999974,165.8518664999974,165.8518664999974,f,0.3000291999996989,166.17000039999766,166.17000039999766,166.17000039999766,166.17000039999766,166.17000039999766,166.17000039999766,166.45219279999947,167.6516573000008,167.6516573000008,167.6516573000008,167.6516573000008,167.6516573000008,167.6516573000008,167.63550539999778,167.6516573000008,167.6516573000008,167.6516573000008,167.6516573000008,167.6516573000008,167.6516573000008,167.6516573000008,169.13274589999855,169.13274589999855,169.13274589999855,169.13274589999855,169.13274589999855,169.13274589999855,169.13274589999855,56,39,80,48,56,70,169.13274589999855,170.66787529999783,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
45,64,77,50,0,25,25,25,,,,,,,,,,,None,170.66787529999783,170.66787529999783,170.66787529999783,170.66787529999783,170.66787529999783,170.66787529999783,r,0.3058446000031836,171.00131599999804,171.00131599999804,171.00131599999804,171.00131599999804,171.00131599999804,171.00131599999804,171.28440599999885,172.86798999999883,172.86798999999883,172.86798999999883,172.86798999999883,172.86798999999883,172.86798999999883,172.85126010000022,172.86798999999883,172.86798999999883,172.86798999999883,172.86798999999883,172.86798999999883,172.86798999999883,172.86798999999883,174.7327093999993,174.7327093999993,174.7327093999993,174.7327093999993,174.7327093999993,174.7327093999993,174.7327093999993,64,45,77,50,45,70,174.7327093999993,176.58335169999918,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
35,71,75,58,0,26,26,26,,,,,,,,,,,None,176.58335169999918,176.58335169999918,176.58335169999918,176.58335169999918,176.58335169999918,176.58335169999918,i,0.22078889999829698,176.83619940000062,176.83619940000062,176.83619940000062,176.83619940000062,176.83619940000062,176.83619940000062,177.1334070999983,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,178.31640200000038,179.79851140000028,179.79851140000028,179.79851140000028,179.79851140000028,179.79851140000028,179.79851140000028,179.79851140000028,71,35,75,58,75,70,179.79851140000028,181.3991434999989,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
30,61,78,61,0,27,27,27,,,,,,,,,,,None,181.3991434999989,181.3991434999989,181.3991434999989,181.3991434999989,181.3991434999989,181.3991434999989,f,0.3423923999980616,181.76621549999982,181.76621549999982,181.76621549999982,181.76621549999982,181.76621549999982,181.76621549999982,182.04939879999802,184.0160219999998,184.0160219999998,184.0160219999998,184.0160219999998,184.0160219999998,184.0160219999998,183.99915110000074,184.0160219999998,184.0160219999998,184.0160219999998,184.0160219999998,184.0160219999998,184.0160219999998,184.0160219999998,186.26398139999947,186.26398139999947,186.26398139999947,186.26398139999947,186.26398139999947,186.26398139999947,186.26398139999947,61,30,78,61,61,70,186.26398139999947,188.23125319999963,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
37,61,86,56,0,28,28,28,,,,,,,,,,,None,188.23125319999963,188.23125319999963,188.23125319999963,188.23125319999963,188.23125319999963,188.23125319999963,i,0.24138829999719746,188.49990989999787,188.49990989999787,188.49990989999787,188.49990989999787,188.49990989999787,188.49990989999787,188.7815573000007,190.43150419999802,190.43150419999802,190.43150419999802,190.43150419999802,190.43150419999802,190.43150419999802,190.41431190000003,190.43150419999802,190.43150419999802,190.43150419999802,190.43150419999802,190.43150419999802,190.43150419999802,190.43150419999802,192.36299049999798,192.36299049999798,192.36299049999798,192.36299049999798,192.36299049999798,192.36299049999798,192.36299049999798,61,37,86,56,86,70,192.36299049999798,193.88032999999996,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
41,62,82,45,0,29,29,29,,,,,,,,,,,None,193.88032999999996,193.88032999999996,193.88032999999996,193.88032999999996,193.88032999999996,193.88032999999996,f,0.26163760000054026,194.16421999999875,194.16421999999875,194.16421999999875,194.16421999999875,194.16421999999875,194.16421999999875,194.4471334000009,196.16330259999813,196.16330259999813,196.16330259999813,196.16330259999813,196.16330259999813,196.16330259999813,196.1473091000007,196.16330259999813,196.16330259999813,196.16330259999813,196.16330259999813,196.16330259999813,196.16330259999813,196.16330259999813,198.16189830000076,198.16189830000076,198.16189830000076,198.16189830000076,198.16189830000076,198.16189830000076,198.16189830000076,62,41,82,45,62,70,198.16189830000076,199.89621749999787,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
42,51,85,56,0,30,30,30,,,,,,,,,,,None,199.89621749999787,199.89621749999787,199.89621749999787,199.89621749999787,199.89621749999787,199.89621749999787,i,0.27308560000165016,200.19820409999738,200.19820409999738,200.19820409999738,200.19820409999738,200.19820409999738,200.19820409999738,200.47987849999845,202.495814599999,202.495814599999,202.495814599999,202.495814599999,202.495814599999,202.495814599999,202.4788856999985,202.495814599999,202.495814599999,202.495814599999,202.495814599999,202.495814599999,202.495814599999,202.495814599999,204.79377119999845,204.79377119999845,204.79377119999845,204.79377119999845,204.79377119999845,204.79377119999845,204.79377119999845,51,42,85,56,85,70,204.79377119999845,206.5780941999983,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
40,61,81,57,0,31,31,31,,,,,,,,,,,None,206.5780941999983,206.5780941999983,206.5780941999983,206.5780941999983,206.5780941999983,206.5780941999983,f,0.24539699999877485,206.8452021999983,206.8452021999983,206.8452021999983,206.8452021999983,206.8452021999983,206.8452021999983,207.12796279999748,208.9447259999979,208.9447259999979,208.9447259999979,208.9447259999979,208.9447259999979,208.9447259999979,208.92804550000074,208.9447259999979,208.9447259999979,208.9447259999979,208.9447259999979,208.9447259999979,208.9447259999979,208.9447259999979,211.04262749999907,211.04262749999907,211.04262749999907,211.04262749999907,211.04262749999907,211.04262749999907,211.04262749999907,61,40,81,57,61,70,211.04262749999907,212.96023889999924,,,,,,,,,,,,３１０,f,２０,2023-05-18_15h29.42.282,RL,2022.2.5,60.143249191195075,
