arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.63556160009466,20.63556160009466,space,3.2358323999214917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
39,61,42,72,0,21,21,21,,,,,,,,None,151.77856020000763,151.77856020000763,151.77856020000763,151.77856020000763,151.77856020000763,151.77856020000763,r,0.35495170019567013,152.16564809996635,152.16564809996635,152.16564809996635,152.16564809996635,152.16564809996635,152.16564809996635,152.46113299997523,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,154.06118299998343,155.95988119998947,155.95988119998947,155.95988119998947,155.95988119998947,155.95988119998947,155.95988119998947,155.95988119998947,72,39,61,42,39,60,155.95988119998947,157.69360430003144,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
34,56,43,69,0,22,22,22,,,,,,,,None,157.69360430003144,157.69360430003144,157.69360430003144,157.69360430003144,157.69360430003144,157.69360430003144,f,0.36984450020827353,158.09395259991288,158.09395259991288,158.09395259991288,158.09395259991288,158.09395259991288,158.09395259991288,158.37749089999124,160.12709470000118,160.12709470000118,160.12709470000118,160.12709470000118,160.12709470000118,160.12709470000118,160.11026649991982,160.12709470000118,160.12709470000118,160.12709470000118,160.12709470000118,160.12709470000118,160.12709470000118,160.12709470000118,162.1578941999469,162.1578941999469,162.1578941999469,162.1578941999469,162.1578941999469,162.1578941999469,162.1578941999469,69,34,56,43,69,60,162.1578941999469,163.72581389988773,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
44,64,49,53,0,23,23,23,,,,,,,,None,163.72581389988773,163.72581389988773,163.72581389988773,163.72581389988773,163.72581389988773,163.72581389988773,f,0.3550472999922931,164.10980960004963,164.10980960004963,164.10980960004963,164.10980960004963,164.10980960004963,164.10980960004963,164.39273050008342,165.27576310001314,165.27576310001314,165.27576310001314,165.27576310001314,165.27576310001314,165.27576310001314,165.25892219995148,165.27576310001314,165.27576310001314,165.27576310001314,165.27576310001314,165.27576310001314,165.27576310001314,165.27576310001314,166.44052419997752,166.44052419997752,166.44052419997752,166.44052419997752,166.44052419997752,166.44052419997752,166.44052419997752,53,44,64,49,53,60,166.44052419997752,168.2083755999338,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
46,52,44,55,0,24,24,24,,,,,,,,None,168.2083755999338,168.2083755999338,168.2083755999338,168.2083755999338,168.2083755999338,168.2083755999338,j,0.35215599997900426,168.59825989999808,168.59825989999808,168.59825989999808,168.59825989999808,168.59825989999808,168.59825989999808,168.87549800006673,169.94164339988492,169.94164339988492,169.94164339988492,169.94164339988492,169.94164339988492,169.94164339988492,169.9251759001054,169.94164339988492,169.94164339988492,169.94164339988492,169.94164339988492,169.94164339988492,169.94164339988492,169.94164339988492,171.29009909997694,171.29009909997694,171.29009909997694,171.29009909997694,171.29009909997694,171.29009909997694,171.29009909997694,55,46,52,44,44,60,171.29009909997694,173.09106300002895,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
39,41,42,58,0,25,25,25,,,,,,,,None,173.09106300002895,173.09106300002895,173.09106300002895,173.09106300002895,173.09106300002895,173.09106300002895,j,0.28571099997498095,173.41108129988424,173.41108129988424,173.41108129988424,173.41108129988424,173.41108129988424,173.41108129988424,173.69152459991165,175.6240660001058,175.6240660001058,175.6240660001058,175.6240660001058,175.6240660001058,175.6240660001058,175.59097120002843,175.6240660001058,175.6240660001058,175.6240660001058,175.6240660001058,175.6240660001058,175.6240660001058,175.6240660001058,177.82205619988963,177.82205619988963,177.82205619988963,177.82205619988963,177.82205619988963,177.82205619988963,177.82205619988963,58,39,41,42,42,60,177.82205619988963,179.60643570008688,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
49,45,49,59,0,26,26,26,,,,,,,,None,179.60643570008688,179.60643570008688,179.60643570008688,179.60643570008688,179.60643570008688,179.60643570008688,f,0.28520829998888075,179.92705560009927,179.92705560009927,179.92705560009927,179.92705560009927,179.92705560009927,179.92705560009927,180.20694499998353,181.75650699995458,181.75650699995458,181.75650699995458,181.75650699995458,181.75650699995458,181.75650699995458,181.73986590001732,181.75650699995458,181.75650699995458,181.75650699995458,181.75650699995458,181.75650699995458,181.75650699995458,181.75650699995458,183.58769720001146,183.58769720001146,183.58769720001146,183.58769720001146,183.58769720001146,183.58769720001146,183.58769720001146,59,49,45,49,59,60,183.58769720001146,185.4392738000024,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
54,46,53,57,0,27,27,27,,,,,,,,None,185.4392738000024,185.4392738000024,185.4392738000024,185.4392738000024,185.4392738000024,185.4392738000024,i,0.33922290010377765,185.80761020001955,185.80761020001955,185.80761020001955,185.80761020001955,185.80761020001955,185.80761020001955,186.1059332001023,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,187.98869720008224,190.16982800001279,190.16982800001279,190.16982800001279,190.16982800001279,190.16982800001279,190.16982800001279,190.16982800001279,57,54,46,53,46,60,190.16982800001279,191.85421149991453,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
51,47,47,47,0,28,28,28,,,,,,,,None,191.85421149991453,191.85421149991453,191.85421149991453,191.85421149991453,191.85421149991453,191.85421149991453,f,0.29098499985411763,192.17362940008752,192.17362940008752,192.17362940008752,192.17362940008752,192.17362940008752,192.17362940008752,192.471806100104,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,193.60419149999507,195.035970200086,195.035970200086,195.035970200086,195.035970200086,195.035970200086,195.035970200086,195.035970200086,47,51,47,47,47,60,195.035970200086,196.95342870010063,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
50,49,47,50,0,29,29,29,,,,,,,,None,196.95342870010063,196.95342870010063,196.95342870010063,196.95342870010063,196.95342870010063,196.95342870010063,r,0.2956614999566227,197.2717551998794,197.2717551998794,197.2717551998794,197.2717551998794,197.2717551998794,197.2717551998794,197.55413959990256,198.903299999889,198.903299999889,198.903299999889,198.903299999889,198.903299999889,198.903299999889,198.88705469993874,198.903299999889,198.903299999889,198.903299999889,198.903299999889,198.903299999889,198.903299999889,198.903299999889,200.5347929999698,200.5347929999698,200.5347929999698,200.5347929999698,200.5347929999698,200.5347929999698,200.5347929999698,50,50,49,47,50,60,200.5347929999698,202.51905329991132,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
52,48,45,53,0,30,30,30,,,,,,,,None,202.51905329991132,202.51905329991132,202.51905329991132,202.51905329991132,202.51905329991132,202.51905329991132,i,0.40192279987968504,202.95625060005113,202.95625060005113,202.95625060005113,202.95625060005113,202.95625060005113,202.95625060005113,203.23643999989145,204.73583459993824,204.73583459993824,204.73583459993824,204.73583459993824,204.73583459993824,204.73583459993824,204.702716199914,204.73583459993824,204.73583459993824,204.73583459993824,204.73583459993824,204.73583459993824,204.73583459993824,204.73583459993824,206.50016229995526,206.50016229995526,206.50016229995526,206.50016229995526,206.50016229995526,206.50016229995526,206.50016229995526,53,52,48,45,48,60,206.50016229995526,208.10144390002824,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
52,48,50,42,0,31,31,31,,,,,,,,None,208.10144390002824,208.10144390002824,208.10144390002824,208.10144390002824,208.10144390002824,208.10144390002824,r,0.32064599986188114,208.45241970010102,208.45241970010102,208.45241970010102,208.45241970010102,208.45241970010102,208.45241970010102,208.7519429998938,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,210.20149119989946,211.94951669988222,211.94951669988222,211.94951669988222,211.94951669988222,211.94951669988222,211.94951669988222,211.94951669988222,42,52,48,50,52,60,211.94951669988222,213.60031630005687,,,,,,,,,,,,,,３１１,f,２２,2023-05-18_09h05.56.648,RL,2022.2.5,60.052990771053224,
