arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.324878100000205,16.324878100000205,space,8.229718200000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
35,45,70,58,0,0,0,0,,,,,24.578651699999682,24.578651699999682,29.578188800000135,29.578188800000135,29.578188800000135,30.579590899998948,None,30.579590899998948,30.579590899998948,30.579590899998948,30.579590899998948,30.579590899998948,30.579590899998948,r,0.5884382000003825,31.197876300000644,31.197876300000644,31.197876300000644,31.197876300000644,31.197876300000644,31.197876300000644,31.51299629999994,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,32.49783319999915,33.83419660000072,33.83419660000072,33.83419660000072,33.83419660000072,33.83419660000072,33.83419660000072,33.83419660000072,35,45,58,70,45,60,33.83419660000072,35.811318899999605,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
30,45,71,68,0,1,1,1,,,,,,,,,,,None,35.811318899999605,35.811318899999605,35.811318899999605,35.811318899999605,35.811318899999605,35.811318899999605,j,0.5501258000003872,36.378723300000274,36.378723300000274,36.378723300000274,36.378723300000274,36.378723300000274,36.378723300000274,36.661852199998975,37.594884099999035,37.594884099999035,37.594884099999035,37.594884099999035,37.594884099999035,37.594884099999035,37.57871999999952,37.594884099999035,37.594884099999035,37.594884099999035,37.594884099999035,37.594884099999035,37.594884099999035,37.594884099999035,38.81014359999972,38.81014359999972,38.81014359999972,38.81014359999972,38.81014359999972,38.81014359999972,38.81014359999972,30,45,68,71,71,60,38.81014359999972,40.477443399999174,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
27,51,56,60,0,2,2,2,,,,,,,,,,,None,40.477443399999174,40.477443399999174,40.477443399999174,40.477443399999174,40.477443399999174,40.477443399999174,f,0.8045981000013853,41.31194999999934,41.31194999999934,41.31194999999934,41.31194999999934,41.31194999999934,41.31194999999934,41.611278099999254,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,42.42725489999975,43.54272149999997,43.54272149999997,43.54272149999997,43.54272149999997,43.54272149999997,43.54272149999997,43.54272149999997,27,51,60,56,27,60,43.54272149999997,45.12652619999972,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
25,42,68,58,0,3,3,3,,,,,,,,,,,None,45.12652619999972,45.12652619999972,45.12652619999972,45.12652619999972,45.12652619999972,45.12652619999972,r,0.7539440999989893,45.913511499999004,45.913511499999004,45.913511499999004,45.913511499999004,45.913511499999004,45.913511499999004,46.193565800000215,47.35983180000039,47.35983180000039,47.35983180000039,47.35983180000039,47.35983180000039,47.35983180000039,47.34362449999935,47.35983180000039,47.35983180000039,47.35983180000039,47.35983180000039,47.35983180000039,47.35983180000039,47.35983180000039,48.80817770000067,48.80817770000067,48.80817770000067,48.80817770000067,48.80817770000067,48.80817770000067,48.80817770000067,25,42,58,68,42,60,48.80817770000067,50.492502799999784,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
27,43,64,57,0,4,4,4,,,,,,,,,,,None,50.492502799999784,50.492502799999784,50.492502799999784,50.492502799999784,50.492502799999784,50.492502799999784,j,0.6093757999988156,51.12604210000063,51.12604210000063,51.12604210000063,51.12604210000063,51.12604210000063,51.12604210000063,51.42587239999921,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,52.42547150000064,53.72359719999986,53.72359719999986,53.72359719999986,53.72359719999986,53.72359719999986,53.72359719999986,53.72359719999986,27,43,57,64,64,60,53.72359719999986,55.30816740000046,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
35,44,66,63,0,5,5,5,,,,,,,,,,,None,55.30816740000046,55.30816740000046,55.30816740000046,55.30816740000046,55.30816740000046,55.30816740000046,i,0.7588393999994878,56.092755300000135,56.092755300000135,56.092755300000135,56.092755300000135,56.092755300000135,56.092755300000135,56.37539210000068,57.62463519999983,57.62463519999983,57.62463519999983,57.62463519999983,57.62463519999983,57.62463519999983,57.6081678999999,57.62463519999983,57.62463519999983,57.62463519999983,57.62463519999983,57.62463519999983,57.62463519999983,57.62463519999983,59.156353299998955,59.156353299998955,59.156353299998955,59.156353299998955,59.156353299998955,59.156353299998955,59.156353299998955,35,44,63,66,63,60,59.156353299998955,60.724489000000176,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
34,44,56,66,0,6,6,6,,,,,,,,,,,None,60.724489000000176,60.724489000000176,60.724489000000176,60.724489000000176,60.724489000000176,60.724489000000176,f,1.0521300000000338,61.813386800000444,61.813386800000444,61.813386800000444,61.813386800000444,61.813386800000444,61.813386800000444,62.09096230000068,63.85689090000051,63.85689090000051,63.85689090000051,63.85689090000051,63.85689090000051,63.85689090000051,63.82372899999973,63.85689090000051,63.85689090000051,63.85689090000051,63.85689090000051,63.85689090000051,63.85689090000051,63.85689090000051,65.88839860000007,65.88839860000007,65.88839860000007,65.88839860000007,65.88839860000007,65.88839860000007,65.88839860000007,34,44,66,56,34,60,65.88839860000007,67.53968560000067,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
30,46,54,64,0,7,7,7,,,,,,,,,,,None,67.53968560000067,67.53968560000067,67.53968560000067,67.53968560000067,67.53968560000067,67.53968560000067,j,0.5217058999987785,68.09058220000043,68.09058220000043,68.09058220000043,68.09058220000043,68.09058220000043,68.09058220000043,68.38970580000023,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,70.38914750000004,72.68701429999965,72.68701429999965,72.68701429999965,72.68701429999965,72.68701429999965,72.68701429999965,72.68701429999965,30,46,64,54,54,60,72.68701429999965,74.57210499999928,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
41,41,56,67,0,8,8,8,,,,,,,,,,,None,74.57210499999928,74.57210499999928,74.57210499999928,74.57210499999928,74.57210499999928,74.57210499999928,r,0.27392820000022766,74.87200649999977,74.87200649999977,74.87200649999977,74.87200649999977,74.87200649999977,74.87200649999977,75.15532510000048,76.13873090000016,76.13873090000016,76.13873090000016,76.13873090000016,76.13873090000016,76.13873090000016,76.12190620000001,76.13873090000016,76.13873090000016,76.13873090000016,76.13873090000016,76.13873090000016,76.13873090000016,76.13873090000016,77.40331759999935,77.40331759999935,77.40331759999935,77.40331759999935,77.40331759999935,77.40331759999935,77.40331759999935,41,41,67,56,41,60,77.40331759999935,79.12054999999964,,,,,,,,,,,,３１９,f,１９,2023-05-19_10h48.24.550,RL,2022.2.5,59.925129543134815,
