arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.523501200135797,15.523501200135797,space,6.774236700031906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
51,47,47,47,0,28,28,28,,,,,,,,,,,None,182.17442820011638,182.17442820011638,182.17442820011638,182.17442820011638,182.17442820011638,182.17442820011638,j,0.32668870012275875,182.52501019998454,182.52501019998454,182.52501019998454,182.52501019998454,182.52501019998454,182.52501019998454,182.82428950001486,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,184.25715950015,185.9895719999913,185.9895719999913,185.9895719999913,185.9895719999913,185.9895719999913,185.9895719999913,185.9895719999913,47,47,51,47,47,70,185.9895719999913,187.9233025999274,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
50,49,47,50,0,29,29,29,,,,,,,,,,,None,187.9233025999274,187.9233025999274,187.9233025999274,187.9233025999274,187.9233025999274,187.9233025999274,f,0.30315220006741583,188.2616401000414,188.2616401000414,188.2616401000414,188.2616401000414,188.2616401000414,188.2616401000414,188.55708950012922,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,190.02308010007255,191.78761509992182,191.78761509992182,191.78761509992182,191.78761509992182,191.78761509992182,191.78761509992182,191.78761509992182,47,49,50,50,47,70,191.78761509992182,193.58861640002578,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
52,48,45,53,0,30,30,30,,,,,,,,,,,None,193.58861640002578,193.58861640002578,193.58861640002578,193.58861640002578,193.58861640002578,193.58861640002578,r,0.29605240002274513,193.90745369996876,193.90745369996876,193.90745369996876,193.90745369996876,193.90745369996876,193.90745369996876,194.20552620012313,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,195.02220820006914,196.13678269996308,196.13678269996308,196.13678269996308,196.13678269996308,196.13678269996308,196.13678269996308,196.13678269996308,45,48,52,53,48,70,196.13678269996308,198.0050607000012,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
52,48,50,42,0,31,31,31,,,,,,,,,,,None,198.0050607000012,198.0050607000012,198.0050607000012,198.0050607000012,198.0050607000012,198.0050607000012,f,0.4273125999607146,198.45504799997434,198.45504799997434,198.45504799997434,198.45504799997434,198.45504799997434,198.45504799997434,198.73839269997552,199.68827249994501,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,199.70473100012168,200.95308690005913,200.95308690005913,200.95308690005913,200.95308690005913,200.95308690005913,200.95308690005913,200.95308690005913,50,48,52,42,50,70,200.95308690005913,202.770836800104,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
56,47,56,52,0,32,32,32,,,,,,,,,,,None,202.770836800104,202.770836800104,202.770836800104,202.770836800104,202.770836800104,202.770836800104,j,0.3374673000071198,203.13921490008943,203.13921490008943,203.13921490008943,203.13921490008943,203.13921490008943,203.13921490008943,203.437370599946,204.95382339996286,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,204.9705109000206,206.78528430010192,206.78528430010192,206.78528430010192,206.78528430010192,206.78528430010192,206.78528430010192,206.78528430010192,56,47,56,52,52,70,206.78528430010192,208.48622109997086,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
59,49,54,57,0,33,33,33,,,,,,,,,,,None,208.48622109997086,208.48622109997086,208.48622109997086,208.48622109997086,208.48622109997086,208.48622109997086,j,0.3443404999561608,208.85455629997887,208.85455629997887,208.85455629997887,208.85455629997887,208.85455629997887,208.85455629997887,209.1366965000052,210.98629020014778,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,211.00265830010176,213.15069029992446,213.15069029992446,213.15069029992446,213.15069029992446,213.15069029992446,213.15069029992446,213.15069029992446,54,49,59,57,57,70,213.15069029992446,215.15212150011212,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
61,46,47,51,0,34,34,34,,,,,,,,,,,None,215.15212150011212,215.15212150011212,215.15212150011212,215.15212150011212,215.15212150011212,215.15212150011212,j,0.3144690999761224,215.48722740006633,215.48722740006633,215.48722740006633,215.48722740006633,215.48722740006633,215.48722740006633,215.76903080008924,216.6349482999649,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,216.65157010010444,217.8168037000578,217.8168037000578,217.8168037000578,217.8168037000578,217.8168037000578,217.8168037000578,217.8168037000578,47,46,61,51,51,70,217.8168037000578,219.5679065999575,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
51,42,50,58,0,35,35,35,,,,,,,,,,,None,219.5679065999575,219.5679065999575,219.5679065999575,219.5679065999575,219.5679065999575,219.5679065999575,r,0.5246019000187516,220.11791240004823,220.11791240004823,220.11791240004823,220.11791240004823,220.11791240004823,220.11791240004823,220.40116359991953,222.1174926001113,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,222.13416570005938,224.1488882000558,224.1488882000558,224.1488882000558,224.1488882000558,224.1488882000558,224.1488882000558,224.1488882000558,50,42,51,58,42,70,224.1488882000558,225.7999915999826,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
60,34,46,57,0,36,36,36,,,,,,,,,,,None,225.7999915999826,225.7999915999826,225.7999915999826,225.7999915999826,225.7999915999826,225.7999915999826,j,0.4374644998461008,226.27020199992694,226.27020199992694,226.27020199992694,226.27020199992694,226.27020199992694,226.27020199992694,226.5671729000751,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,228.5498037999496,230.83084880001843,230.83084880001843,230.83084880001843,230.83084880001843,230.83084880001843,230.83084880001843,230.83084880001843,46,34,60,57,57,70,230.83084880001843,232.7156819999218,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
61,43,40,53,0,37,37,37,,,,,,,,,,,None,232.7156819999218,232.7156819999218,232.7156819999218,232.7156819999218,232.7156819999218,232.7156819999218,f,0.39819140010513365,233.13239199994132,233.13239199994132,233.13239199994132,233.13239199994132,233.13239199994132,233.13239199994132,233.4322035999503,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,234.74844080000184,236.36344270012341,236.36344270012341,236.36344270012341,236.36344270012341,236.36344270012341,236.36344270012341,236.36344270012341,40,43,61,53,40,70,236.36344270012341,238.16404419997707,,,,,,,,,,,,,,３０２,f,２２,2023-05-18_09h44.41.108,RL,2022.2.5,60.10652073347257,
