arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.816621799998757,17.816621799998757,space,14.625874999999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
44,47,48,59,0,0,0,0,,,,,32.463502399999925,32.463502399999925,37.463177199999336,37.463177199999336,37.463177199999336,38.46563059999971,None,38.46563059999971,38.46563059999971,38.46563059999971,38.46563059999971,38.46563059999971,38.46563059999971,j,0.8812925000001997,39.36905879999904,39.36905879999904,39.36905879999904,39.36905879999904,39.36905879999904,39.36905879999904,39.6644086999986,40.99748599999839,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,41.01663709999957,42.68189749999874,42.68189749999874,42.68189749999874,42.68189749999874,42.68189749999874,42.68189749999874,42.68189749999874,44,47,48,59,59,70,42.68189749999874,44.6631770999993,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
37,47,54,51,0,1,1,1,,,,,,,,,,,None,44.6631770999993,44.6631770999993,44.6631770999993,44.6631770999993,44.6631770999993,44.6631770999993,r,0.5806633000011061,45.26335459999973,45.26335459999973,45.26335459999973,45.26335459999973,45.26335459999973,45.26335459999973,45.546552199999496,46.87967169999865,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,46.89691479999965,48.52807059999941,48.52807059999941,48.52807059999941,48.52807059999941,48.52807059999941,48.52807059999941,48.52807059999941,37,47,54,51,47,70,48.52807059999941,50.27877919999992,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
43,56,52,50,0,2,2,2,,,,,,,,,,,None,50.27877919999992,50.27877919999992,50.27877919999992,50.27877919999992,50.27877919999992,50.27877919999992,f,0.5901587999996991,50.89616709999973,50.89616709999973,50.89616709999973,50.89616709999973,50.89616709999973,50.89616709999973,51.195527399999264,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,52.54486419999921,54.19302659999994,54.19302659999994,54.19302659999994,54.19302659999994,54.19302659999994,54.19302659999994,54.19302659999994,43,56,52,50,43,70,54.19302659999994,56.09460249999938,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
41,60,49,64,0,3,3,3,,,,,,,,,,,None,56.09460249999938,56.09460249999938,56.09460249999938,56.09460249999938,56.09460249999938,56.09460249999938,i,0.2974880000001576,56.41467409999859,56.41467409999859,56.41467409999859,56.41467409999859,56.41467409999859,56.41467409999859,56.69483559999935,58.67783829999826,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,58.71068749999904,60.99200109999947,60.99200109999947,60.99200109999947,60.99200109999947,60.99200109999947,60.99200109999947,60.99200109999947,41,60,49,64,49,70,60.99200109999947,62.726426499999434,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
37,56,58,56,0,4,4,4,,,,,,,,,,,None,62.726426499999434,62.726426499999434,62.726426499999434,62.726426499999434,62.726426499999434,62.726426499999434,j,0.44688850000056846,63.193772999999055,63.193772999999055,63.193772999999055,63.193772999999055,63.193772999999055,63.193772999999055,63.47674789999837,65.25978399999985,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,65.27663489999941,67.35742869999922,67.35742869999922,67.35742869999922,67.35742869999922,67.35742869999922,67.35742869999922,67.35742869999922,37,56,58,56,56,70,67.35742869999922,68.89231979999931,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
42,51,58,57,0,5,5,5,,,,,,,,,,,None,68.89231979999931,68.89231979999931,68.89231979999931,68.89231979999931,68.89231979999931,68.89231979999931,j,0.31349170000066806,69.22752019999825,69.22752019999825,69.22752019999825,69.22752019999825,69.22752019999825,69.22752019999825,69.50937879999947,71.49212609999995,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,71.50888909999958,73.79013119999945,73.79013119999945,73.79013119999945,73.79013119999945,73.79013119999945,73.79013119999945,73.79013119999945,42,51,58,57,57,70,73.79013119999945,75.39090169999872,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
35,52,64,49,0,6,6,6,,,,,,,,,,,None,75.39090169999872,75.39090169999872,75.39090169999872,75.39090169999872,75.39090169999872,75.39090169999872,j,0.558430999999473,75.9761882999992,75.9761882999992,75.9761882999992,75.9761882999992,75.9761882999992,75.9761882999992,76.2748460999992,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,77.1077725999985,78.23889879999842,78.23889879999842,78.23889879999842,78.23889879999842,78.23889879999842,78.23889879999842,78.23889879999842,35,52,64,49,49,70,78.23889879999842,79.97357429999829,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
44,48,62,60,0,7,7,7,,,,,,,,,,,None,79.97357429999829,79.97357429999829,79.97357429999829,79.97357429999829,79.97357429999829,79.97357429999829,i,1.0481205999985832,81.04135049999968,81.04135049999968,81.04135049999968,81.04135049999968,81.04135049999968,81.04135049999968,81.34014449999995,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,82.75636049999957,84.47156629999881,84.47156629999881,84.47156629999881,84.47156629999881,84.47156629999881,84.47156629999881,84.47156629999881,44,48,62,60,62,70,84.47156629999881,86.13929259999895,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
35,51,58,52,0,8,8,8,,,,,,,,,,,None,86.13929259999895,86.13929259999895,86.13929259999895,86.13929259999895,86.13929259999895,86.13929259999895,r,0.308819300000323,86.47290789999897,86.47290789999897,86.47290789999897,86.47290789999897,86.47290789999897,86.47290789999897,86.77271169999949,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,87.67248999999902,88.87062749999859,88.87062749999859,88.87062749999859,88.87062749999859,88.87062749999859,88.87062749999859,88.87062749999859,35,51,58,52,51,70,88.87062749999859,90.77174859999832,,,,,,,,,,,,３０６,f,２３,2023-05-18_13h06.54.816,RL,2022.2.5,60.159132937911544,
