arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,22.396157700000003,22.396157700000003,space,28.78538850000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
23,49,57,49,0,0,0,0,,,,,51.2055199,51.2055199,56.219792600000005,None,57.2220719,57.2220719,57.2220719,57.2220719,57.2220719,57.2220719,f,0.602497800000009,57.8845383,57.8845383,57.8845383,57.8845383,57.8845383,57.8845383,58.154650200000006,59.7877419,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,59.8218363,61.81648700000001,61.81648700000001,61.81648700000001,61.81648700000001,61.81648700000001,61.81648700000001,61.81648700000001,23,49,49,57,23,70,61.81648700000001,63.75308100000001,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
31,50,52,58,0,1,1,1,,,,,,,,None,63.75308100000001,63.75308100000001,63.75308100000001,63.75308100000001,63.75308100000001,63.75308100000001,i,1.0883189999999985,64.8703888,64.8703888,64.8703888,64.8703888,64.8703888,64.8703888,65.1530785,66.38658550000001,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,66.4119811,67.9346161,67.9346161,67.9346161,67.9346161,67.9346161,67.9346161,67.9346161,31,50,58,52,58,70,67.9346161,69.45265400000001,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
33,47,49,48,0,2,2,2,,,,,,,,None,69.45265400000001,69.45265400000001,69.45265400000001,69.45265400000001,69.45265400000001,69.45265400000001,r,0.5931299000000081,70.07577400000001,70.07577400000001,70.07577400000001,70.07577400000001,70.07577400000001,70.07577400000001,70.3525406,71.5355962,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,71.5523885,73.0170136,73.0170136,73.0170136,73.0170136,73.0170136,73.0170136,73.0170136,33,47,48,49,47,70,73.0170136,74.9178887,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
22,52,57,50,0,3,3,3,,,,,,,,None,74.9178887,74.9178887,74.9178887,74.9178887,74.9178887,74.9178887,i,0.3983776999999975,75.3429036,75.3429036,75.3429036,75.3429036,75.3429036,75.3429036,75.6183549,77.01796250000001,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,77.0367471,78.73252980000001,78.73252980000001,78.73252980000001,78.73252980000001,78.73252980000001,78.73252980000001,78.73252980000001,22,52,50,57,50,70,78.73252980000001,80.5169398,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
27,52,60,61,0,4,4,4,,,,,,,,None,80.5169398,80.5169398,80.5169398,80.5169398,80.5169398,80.5169398,j,0.6104801999999978,81.1584899,81.1584899,81.1584899,81.1584899,81.1584899,81.1584899,81.4336783,82.5503594,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,82.58368490000001,83.9984812,83.9984812,83.9984812,83.9984812,83.9984812,83.9984812,83.9984812,27,52,61,60,60,70,83.9984812,85.89973619999999,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
30,53,66,55,0,5,5,5,,,,,,,,None,85.89973619999999,85.89973619999999,85.89973619999999,85.89973619999999,85.89973619999999,85.89973619999999,r,0.5622922999999957,86.4925745,86.4925745,86.4925745,86.4925745,86.4925745,86.4925745,86.76667300000001,88.71610110000002,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,88.75358920000001,90.9968181,90.9968181,90.9968181,90.9968181,90.9968181,90.9968181,90.9968181,30,53,55,66,53,70,90.9968181,92.9483526,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
32,55,63,55,0,6,6,6,,,,,,,,None,92.9483526,92.9483526,92.9483526,92.9483526,92.9483526,92.9483526,r,0.40257109999998875,93.3874494,93.3874494,93.3874494,93.3874494,93.3874494,93.3874494,93.66537000000001,94.8652005,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,94.8818605,96.3797517,96.3797517,96.3797517,96.3797517,96.3797517,96.3797517,96.3797517,32,55,55,63,55,70,96.3797517,98.0640969,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
31,42,76,54,0,7,7,7,,,,,,,,None,98.0640969,98.0640969,98.0640969,98.0640969,98.0640969,98.0640969,j,1.1212540999999874,99.2155361,99.2155361,99.2155361,99.2155361,99.2155361,99.2155361,99.4972728,100.7140994,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,100.73073889999999,102.2453579,102.2453579,102.2453579,102.2453579,102.2453579,102.2453579,102.2453579,31,42,54,76,76,70,102.2453579,103.89637570000001,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
30,60,69,63,0,8,8,8,,,,,,,,None,103.89637570000001,103.89637570000001,103.89637570000001,103.89637570000001,103.89637570000001,103.89637570000001,j,1.0543092000000058,104.9849128,104.9849128,104.9849128,104.9849128,104.9849128,104.9849128,105.26383249999999,106.07994800000002,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,106.117013,107.2443099,107.2443099,107.2443099,107.2443099,107.2443099,107.2443099,107.2443099,30,60,63,69,69,70,107.2443099,109.1454111,,,,,,,,,,,,,,,,,,,,３０４,f,２３,2023-05-18_10h49.16.002,RL,2022.2.5,59.98148971227583,
