arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
42,42,51,74,0,9,9,9,,,,,,,,,,,None,82.57416789999843,82.57416789999843,82.57416789999843,82.57416789999843,82.57416789999843,82.57416789999843,r,0.5926647000014782,83.19285989999844,83.19285989999844,83.19285989999844,83.19285989999844,83.19285989999844,83.19285989999844,83.49070089999805,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,84.75722870000027,86.3219027999985,86.3219027999985,86.3219027999985,86.3219027999985,86.3219027999985,86.3219027999985,86.3219027999985,42,42,74,51,42,60,86.3219027999985,88.05654890000005,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
41,48,47,68,0,10,10,10,,,,,,,,,,,None,88.05654890000005,88.05654890000005,88.05654890000005,88.05654890000005,88.05654890000005,88.05654890000005,j,0.628643899999588,88.70811820000017,88.70811820000017,88.70811820000017,88.70811820000017,88.70811820000017,88.70811820000017,89.00642119999975,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,90.78945440000098,92.87109699999928,92.87109699999928,92.87109699999928,92.87109699999928,92.87109699999928,92.87109699999928,92.87109699999928,48,41,68,47,47,60,92.87109699999928,94.53860480000003,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
40,45,47,65,0,11,11,11,,,,,,,,,,,None,94.53860480000003,94.53860480000003,94.53860480000003,94.53860480000003,94.53860480000003,94.53860480000003,r,0.4643093999984558,95.02225800000087,95.02225800000087,95.02225800000087,95.02225800000087,95.02225800000087,95.02225800000087,95.30520289999913,96.70553160000054,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,96.72183170000062,98.42001569999775,98.42001569999775,98.42001569999775,98.42001569999775,98.42001569999775,98.42001569999775,98.42001569999775,45,40,65,47,40,60,98.42001569999775,100.15432859999783,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
50,48,40,73,0,12,12,12,,,,,,,,,,,None,100.15432859999783,100.15432859999783,100.15432859999783,100.15432859999783,100.15432859999783,100.15432859999783,f,0.7459750999987591,100.92258270000093,100.92258270000093,100.92258270000093,100.92258270000093,100.92258270000093,100.92258270000093,101.22125740000047,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,102.78721419999783,104.6516386000003,104.6516386000003,104.6516386000003,104.6516386000003,104.6516386000003,104.6516386000003,104.6516386000003,48,50,73,40,48,60,104.6516386000003,106.46969800000079,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
41,40,44,69,0,13,13,13,,,,,,,,,,,None,106.46969800000079,106.46969800000079,106.46969800000079,106.46969800000079,106.46969800000079,106.46969800000079,f,0.6241749999971944,107.12136850000024,107.12136850000024,107.12136850000024,107.12136850000024,107.12136850000024,107.12136850000024,107.42000949999783,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,109.38614759999837,111.6510586000004,111.6510586000004,111.6510586000004,111.6510586000004,111.6510586000004,111.6510586000004,111.6510586000004,40,41,69,44,40,60,111.6510586000004,113.53488110000035,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
38,38,48,65,0,14,14,14,,,,,,,,,,,None,113.53488110000035,113.53488110000035,113.53488110000035,113.53488110000035,113.53488110000035,113.53488110000035,r,0.6932701000005181,114.25399009999819,114.25399009999819,114.25399009999819,114.25399009999819,114.25399009999819,114.25399009999819,114.5519260000001,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,116.51824470000065,118.78303239999877,118.78303239999877,118.78303239999877,118.78303239999877,118.78303239999877,118.78303239999877,118.78303239999877,38,38,65,48,38,60,118.78303239999877,120.56723539999803,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
37,39,51,69,0,15,15,15,,,,,,,,,,,None,120.56723539999803,120.56723539999803,120.56723539999803,120.56723539999803,120.56723539999803,120.56723539999803,j,0.5919763999991119,121.18498679999902,121.18498679999902,121.18498679999902,121.18498679999902,121.18498679999902,121.18498679999902,121.46798409999974,122.43423640000037,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,122.45063339999979,123.71572630000082,123.71572630000082,123.71572630000082,123.71572630000082,123.71572630000082,123.71572630000082,123.71572630000082,39,37,69,51,51,60,123.71572630000082,125.43297520000124,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
42,26,37,67,0,16,16,16,,,,,,,,,,,None,125.43297520000124,125.43297520000124,125.43297520000124,125.43297520000124,125.43297520000124,125.43297520000124,i,0.6071666999996523,126.0678044999986,126.0678044999986,126.0678044999986,126.0678044999986,126.0678044999986,126.0678044999986,126.36672019999969,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,128.36615600000005,130.66410099999848,130.66410099999848,130.66410099999848,130.66410099999848,130.66410099999848,130.66410099999848,130.66410099999848,26,42,67,37,67,60,130.66410099999848,132.38207899999907,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
47,30,40,67,0,17,17,17,,,,,,,,,,,None,132.38207899999907,132.38207899999907,132.38207899999907,132.38207899999907,132.38207899999907,132.38207899999907,i,1.2369101000003866,133.64964250000048,133.64964250000048,133.64964250000048,133.64964250000048,133.64964250000048,133.64964250000048,133.94873649999863,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,135.64810439999928,137.64616110000134,137.64616110000134,137.64616110000134,137.64616110000134,137.64616110000134,137.64616110000134,137.64616110000134,30,47,67,40,67,60,137.64616110000134,139.5472566999997,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
48,31,39,73,0,18,18,18,,,,,,,,,,,None,139.5472566999997,139.5472566999997,139.5472566999997,139.5472566999997,139.5472566999997,139.5472566999997,r,0.8467577000010351,140.41545920000135,140.41545920000135,140.41545920000135,140.41545920000135,140.41545920000135,140.41545920000135,140.7143677999993,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,141.6973524999994,142.97865869999805,142.97865869999805,142.97865869999805,142.97865869999805,142.97865869999805,142.97865869999805,142.97865869999805,31,48,73,39,48,60,142.97865869999805,144.7467445000002,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
40,36,33,71,0,19,19,19,,,,,,,,,,,None,144.7467445000002,144.7467445000002,144.7467445000002,144.7467445000002,144.7467445000002,144.7467445000002,i,0.9449635999990278,145.71451979999983,145.71451979999983,145.71451979999983,145.71451979999983,145.71451979999983,145.71451979999983,145.99647069999992,147.096631299999,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,147.11325589999979,148.51107720000073,148.51107720000073,148.51107720000073,148.51107720000073,148.51107720000073,148.51107720000073,148.51107720000073,36,40,71,33,71,60,148.51107720000073,150.262423199998,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
33,33,40,69,0,20,20,20,,,,,,,,,,,None,150.262423199998,150.262423199998,150.262423199998,150.262423199998,150.262423199998,150.262423199998,j,1.3729682000011962,151.66344969999773,151.66344969999773,151.66344969999773,151.66344969999773,151.66344969999773,151.66344969999773,151.96232790000067,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,153.0286500000002,154.393413400001,154.393413400001,154.393413400001,154.393413400001,154.393413400001,154.393413400001,154.393413400001,33,33,69,40,40,60,154.393413400001,156.3444856999995,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
41,40,45,61,0,21,21,21,,,,,,,,,,,None,156.3444856999995,156.3444856999995,156.3444856999995,156.3444856999995,156.3444856999995,156.3444856999995,i,0.768788700002915,157.14494270000068,157.14494270000068,157.14494270000068,157.14494270000068,157.14494270000068,157.14494270000068,157.42815859999973,159.29435759999978,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,159.31079239999963,161.47589359999984,161.47589359999984,161.47589359999984,161.47589359999984,161.47589359999984,161.47589359999984,161.47589359999984,40,41,61,45,61,60,161.47589359999984,163.11036550000063,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
36,43,41,57,0,22,22,22,,,,,,,,,,,None,163.11036550000063,163.11036550000063,163.11036550000063,163.11036550000063,163.11036550000063,163.11036550000063,f,0.8884512000004179,164.02833979999923,164.02833979999923,164.02833979999923,164.02833979999923,164.02833979999923,164.02833979999923,164.32683159999942,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,165.42643569999927,166.8243709999988,166.8243709999988,166.8243709999988,166.8243709999988,166.8243709999988,166.8243709999988,166.8243709999988,43,36,57,41,43,60,166.8243709999988,168.592540499998,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
34,41,38,53,0,23,23,23,,,,,,,,,,,None,168.592540499998,168.592540499998,168.592540499998,168.592540499998,168.592540499998,168.592540499998,i,0.5560707000004186,169.17724660000022,169.17724660000022,169.17724660000022,169.17724660000022,169.17724660000022,169.17724660000022,169.47558420000132,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,171.32547129999875,173.47329080000054,173.47329080000054,173.47329080000054,173.47329080000054,173.47329080000054,173.47329080000054,173.47329080000054,41,34,53,38,53,60,173.47329080000054,175.1632909,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
28,41,46,53,0,24,24,24,,,,,,,,,,,None,175.1632909,175.1632909,175.1632909,175.1632909,175.1632909,175.1632909,j,0.7237868000011076,175.91165519999777,175.91165519999777,175.91165519999777,175.91165519999777,175.91165519999777,175.91165519999777,176.19145990000106,178.0412034000001,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,178.07449479999923,180.22244169999976,180.22244169999976,180.22244169999976,180.22244169999976,180.22244169999976,180.22244169999976,180.22244169999976,41,28,53,46,46,60,180.22244169999976,181.7730107999996,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
32,42,50,63,0,25,25,25,,,,,,,,,,,None,181.7730107999996,181.7730107999996,181.7730107999996,181.7730107999996,181.7730107999996,181.7730107999996,i,0.9872963999987405,182.79056149999815,182.79056149999815,182.79056149999815,182.79056149999815,182.79056149999815,182.79056149999815,183.07312639999873,184.3234225999986,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,184.33992650000073,185.8881653999997,185.8881653999997,185.8881653999997,185.8881653999997,185.8881653999997,185.8881653999997,185.8881653999997,42,32,63,50,63,60,185.8881653999997,187.77220880000095,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
31,40,35,59,0,26,26,26,,,,,,,,,,,None,187.77220880000095,187.77220880000095,187.77220880000095,187.77220880000095,187.77220880000095,187.77220880000095,i,0.8897854000024381,188.68971189999866,188.68971189999866,188.68971189999866,188.68971189999866,188.68971189999866,188.68971189999866,188.97248150000087,189.78905880000093,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,189.8057716000003,190.920416500001,190.920416500001,190.920416500001,190.920416500001,190.920416500001,190.920416500001,190.920416500001,40,31,59,35,59,60,190.920416500001,192.80443970000124,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
40,45,43,53,0,27,27,27,,,,,,,,,,,None,192.80443970000124,192.80443970000124,192.80443970000124,192.80443970000124,192.80443970000124,192.80443970000124,r,0.7670504000016081,193.60514189999958,193.60514189999958,193.60514189999958,193.60514189999958,193.60514189999958,193.60514189999958,193.88838829999804,195.28826370000024,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,195.30461379999906,197.00305540000045,197.00305540000045,197.00305540000045,197.00305540000045,197.00305540000045,197.00305540000045,197.00305540000045,45,40,53,43,40,60,197.00305540000045,198.92049659999975,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
43,43,39,62,0,28,28,28,,,,,,,,,,,None,198.92049659999975,198.92049659999975,198.92049659999975,198.92049659999975,198.92049659999975,198.92049659999975,f,0.7143271000022651,199.65398269999787,199.65398269999787,199.65398269999787,199.65398269999787,199.65398269999787,199.65398269999787,199.95369189999838,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,201.47063450000132,203.28504619999876,203.28504619999876,203.28504619999876,203.28504619999876,203.28504619999876,203.28504619999876,203.28504619999876,43,43,62,39,43,60,203.28504619999876,205.21951719999925,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
46,33,46,55,0,29,29,29,,,,,,,,,,,None,205.21951719999925,205.21951719999925,205.21951719999925,205.21951719999925,205.21951719999925,205.21951719999925,i,0.6820095999974001,205.91990969999824,205.91990969999824,205.91990969999824,205.91990969999824,205.91990969999824,205.91990969999824,206.20304549999855,207.1864930999982,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,207.2026991999992,208.48423019999973,208.48423019999973,208.48423019999973,208.48423019999973,208.48423019999973,208.48423019999973,208.48423019999973,33,46,55,46,55,60,208.48423019999973,210.05184720000034,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
43,46,38,63,0,30,30,30,,,,,,,,,,,None,210.05184720000034,210.05184720000034,210.05184720000034,210.05184720000034,210.05184720000034,210.05184720000034,j,0.8745968000002904,210.95217480000065,210.95217480000065,210.95217480000065,210.95217480000065,210.95217480000065,210.95217480000065,211.2355897999987,212.70179039999857,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,212.7185208999981,214.4826370999981,214.4826370999981,214.4826370999981,214.4826370999981,214.4826370999981,214.4826370999981,214.4826370999981,46,43,63,38,38,60,214.4826370999981,216.40049689999796,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
