arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
37,54,43,66,0,31,31,31,,,,,,,,,,,None,216.40049689999796,216.40049689999796,216.40049689999796,216.40049689999796,216.40049689999796,216.40049689999796,i,1.120243199999095,217.5511590999995,217.5511590999995,217.5511590999995,217.5511590999995,217.5511590999995,217.5511590999995,217.85082540000076,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,218.68423429999893,219.81503669999802,219.81503669999802,219.81503669999802,219.81503669999802,219.81503669999802,219.81503669999802,219.81503669999802,54,37,66,43,66,60,219.81503669999802,221.350226999999,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
38,50,31,61,0,32,32,32,,,,,,,,,,,None,221.350226999999,221.350226999999,221.350226999999,221.350226999999,221.350226999999,221.350226999999,i,1.0413695000024745,222.41748110000117,222.41748110000117,222.41748110000117,222.41748110000117,222.41748110000117,222.41748110000117,222.71641079999972,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,224.6660477000005,226.91406920000009,226.91406920000009,226.91406920000009,226.91406920000009,226.91406920000009,226.91406920000009,226.91406920000009,50,38,61,31,61,60,226.91406920000009,228.68217780000123,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
35,54,37,52,0,33,33,33,,,,,,,,,,,None,228.68217780000123,228.68217780000123,228.68217780000123,228.68217780000123,228.68217780000123,228.68217780000123,i,0.9622177999990527,229.6670368999985,229.6670368999985,229.6670368999985,229.6670368999985,229.6670368999985,229.6670368999985,229.96512169999914,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,231.61513130000094,233.5633646999995,233.5633646999995,233.5633646999995,233.5633646999995,233.5633646999995,233.5633646999995,233.5633646999995,54,35,52,37,52,60,233.5633646999995,235.39754950000133,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
38,53,43,53,0,34,34,34,,,,,,,,,,,None,235.39754950000133,235.39754950000133,235.39754950000133,235.39754950000133,235.39754950000133,235.39754950000133,r,1.3815444000028947,236.79773489999934,236.79773489999934,236.79773489999934,236.79773489999934,236.79773489999934,236.79773489999934,237.08061889999954,238.94761649999782,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,238.98070369999914,241.16148199999952,241.16148199999952,241.16148199999952,241.16148199999952,241.16148199999952,241.16148199999952,241.16148199999952,53,38,53,43,38,60,241.16148199999952,243.12912289999804,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
34,47,42,65,0,35,35,35,,,,,,,,,,,None,243.12912289999804,243.12912289999804,243.12912289999804,243.12912289999804,243.12912289999804,243.12912289999804,i,0.7666045000005397,243.9134879000012,243.9134879000012,243.9134879000012,243.9134879000012,243.9134879000012,243.9134879000012,244.21267019999868,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,245.26256099999955,246.61076580000008,246.61076580000008,246.61076580000008,246.61076580000008,246.61076580000008,246.61076580000008,246.61076580000008,47,34,65,42,65,60,246.61076580000008,248.41185359999872,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
37,41,38,54,0,36,36,36,,,,,,,,,,,None,248.41185359999872,248.41185359999872,248.41185359999872,248.41185359999872,248.41185359999872,248.41185359999872,i,0.8876741999993101,249.3287687000011,249.3287687000011,249.3287687000011,249.3287687000011,249.3287687000011,249.3287687000011,249.612090300001,250.69542720000027,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,250.71185909999986,252.09345380000013,252.09345380000013,252.09345380000013,252.09345380000013,252.09345380000013,252.09345380000013,252.09345380000013,41,37,54,38,54,60,252.09345380000013,253.71120800000062,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
39,47,42,68,0,37,37,37,,,,,,,,,,,None,253.71120800000062,253.71120800000062,253.71120800000062,253.71120800000062,253.71120800000062,253.71120800000062,i,0.8623074999995879,254.5973531999989,254.5973531999989,254.5973531999989,254.5973531999989,254.5973531999989,254.5973531999989,254.89456209999844,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,256.37741019999885,258.1589700000004,258.1589700000004,258.1589700000004,258.1589700000004,258.1589700000004,258.1589700000004,258.1589700000004,47,39,68,42,68,60,258.1589700000004,260.126532899998,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
31,47,38,61,0,38,38,38,,,,,,,,,,,None,260.126532899998,260.126532899998,260.126532899998,260.126532899998,260.126532899998,260.126532899998,j,0.8189894999995886,260.9803236999978,260.9803236999978,260.9803236999978,260.9803236999978,260.9803236999978,260.9803236999978,261.2598531000003,262.4097827000005,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,262.42625279999993,263.8745321999995,263.8745321999995,263.8745321999995,263.8745321999995,263.8745321999995,263.8745321999995,263.8745321999995,47,31,61,38,38,60,263.8745321999995,265.7756760000011,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
30,41,33,57,0,39,39,39,,,,,,,,,,,None,265.7756760000011,265.7756760000011,265.7756760000011,265.7756760000011,265.7756760000011,265.7756760000011,f,0.3286508999990474,266.12901789999887,266.12901789999887,266.12901789999887,266.12901789999887,266.12901789999887,266.12901789999887,266.40891199999896,267.7588379999979,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,267.77546670000083,269.42386590000024,269.42386590000024,269.42386590000024,269.42386590000024,269.42386590000024,269.42386590000024,269.42386590000024,41,30,57,33,41,60,269.42386590000024,271.09093669999857,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
30,43,37,56,0,40,40,40,,,,,,,,,,,None,271.09093669999857,271.09093669999857,271.09093669999857,271.09093669999857,271.09093669999857,271.09093669999857,i,0.5786329000002297,271.6931278999982,271.6931278999982,271.6931278999982,271.6931278999982,271.6931278999982,271.6931278999982,271.97487049999836,273.75791559999925,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,273.7745031000013,275.8560875000003,275.8560875000003,275.8560875000003,275.8560875000003,275.8560875000003,275.8560875000003,275.8560875000003,43,30,56,37,56,60,275.8560875000003,277.55652389999887,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
36,50,33,58,0,41,41,41,,,,,,,,,,,None,277.55652389999887,277.55652389999887,277.55652389999887,277.55652389999887,277.55652389999887,277.55652389999887,i,0.8105658999993466,278.39043820000006,278.39043820000006,278.39043820000006,278.39043820000006,278.39043820000006,278.39043820000006,278.67388610000125,280.40671179999845,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,280.42346499999985,282.454606700001,282.454606700001,282.454606700001,282.454606700001,282.454606700001,282.454606700001,282.454606700001,50,36,58,33,58,60,282.454606700001,284.0058026000006,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
42,51,44,51,0,42,42,42,,,,,,,,,,,None,284.0058026000006,284.0058026000006,284.0058026000006,284.0058026000006,284.0058026000006,284.0058026000006,i,1.0737154000016744,285.106181799998,285.106181799998,285.106181799998,285.106181799998,285.106181799998,285.106181799998,285.3896824000003,287.0719465000002,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,287.0886419999988,289.0700304999991,289.0700304999991,289.0700304999991,289.0700304999991,289.0700304999991,289.0700304999991,289.0700304999991,51,42,51,44,51,60,289.0700304999991,290.804334299999,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
27,58,38,64,0,43,43,43,,,,,,,,,,,None,290.804334299999,290.804334299999,290.804334299999,290.804334299999,290.804334299999,290.804334299999,i,0.7286313000004156,291.5557305000002,291.5557305000002,291.5557305000002,291.5557305000002,291.5557305000002,291.5557305000002,291.83826319999935,293.75417709999965,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,293.77118739999787,295.9857210000009,295.9857210000009,295.9857210000009,295.9857210000009,295.9857210000009,295.9857210000009,295.9857210000009,58,27,64,38,64,60,295.9857210000009,297.9868204000013,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
38,48,38,56,0,44,44,44,,,,,,,,,,,None,297.9868204000013,297.9868204000013,297.9868204000013,297.9868204000013,297.9868204000013,297.9868204000013,r,0.5620873999978357,298.57032139999865,298.57032139999865,298.57032139999865,298.57032139999865,298.57032139999865,298.57032139999865,298.85366910000084,300.58665689999907,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,300.6030174999978,302.6343697000011,302.6343697000011,302.6343697000011,302.6343697000011,302.6343697000011,302.6343697000011,302.6343697000011,48,38,56,38,38,60,302.6343697000011,304.4685939999981,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
36,47,40,62,0,45,45,45,,,,,,,,,,,None,304.4685939999981,304.4685939999981,304.4685939999981,304.4685939999981,304.4685939999981,304.4685939999981,i,0.6924992999993265,305.1856822000009,305.1856822000009,305.1856822000009,305.1856822000009,305.1856822000009,305.1856822000009,305.46889100000044,307.0022633999979,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,307.01902749999863,308.850061000001,308.850061000001,308.850061000001,308.850061000001,308.850061000001,308.850061000001,308.850061000001,47,36,62,40,62,60,308.850061000001,310.4180277999985,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
36,47,29,64,0,46,46,46,,,,,,,,,,,None,310.4180277999985,310.4180277999985,310.4180277999985,310.4180277999985,310.4180277999985,310.4180277999985,i,0.923367600000347,311.3717152999998,311.3717152999998,311.3717152999998,311.3717152999998,311.3717152999998,311.3717152999998,311.66799959999844,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,313.2676274000005,315.1657935000003,315.1657935000003,315.1657935000003,315.1657935000003,315.1657935000003,315.1657935000003,315.1657935000003,47,36,64,29,64,60,315.1657935000003,316.7500895000012,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
37,45,29,50,0,47,47,47,,,,,,,,,,,None,316.7500895000012,316.7500895000012,316.7500895000012,316.7500895000012,316.7500895000012,316.7500895000012,i,1.075252400001773,317.85388899999816,317.85388899999816,317.85388899999816,317.85388899999816,317.85388899999816,317.85388899999816,318.1335857999984,319.65021830000114,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,319.6668327999978,321.4812181999987,321.4812181999987,321.4812181999987,321.4812181999987,321.4812181999987,321.4812181999987,321.4812181999987,45,37,50,29,50,60,321.4812181999987,323.0819616000008,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
35,51,26,55,0,48,48,48,,,,,,,,,,,None,323.0819616000008,323.0819616000008,323.0819616000008,323.0819616000008,323.0819616000008,323.0819616000008,i,0.6869642999990901,323.8027968999995,323.8027968999995,323.8027968999995,323.8027968999995,323.8027968999995,323.8027968999995,324.0827872000009,325.1819676999985,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,325.19888309999806,326.5972703000007,326.5972703000007,326.5972703000007,326.5972703000007,326.5972703000007,326.5972703000007,326.5972703000007,51,35,55,26,55,60,326.5972703000007,328.5811672999989,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
41,51,23,47,0,49,49,49,,,,,,,,,,,None,328.5811672999989,328.5811672999989,328.5811672999989,328.5811672999989,328.5811672999989,328.5811672999989,f,0.9851609999968787,329.61108030000105,329.61108030000105,329.61108030000105,329.61108030000105,329.61108030000105,329.61108030000105,329.88166459999775,330.881011999998,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,330.91441470000063,332.2123217999979,332.2123217999979,332.2123217999979,332.2123217999979,332.2123217999979,332.2123217999979,332.2123217999979,51,41,47,23,51,60,332.2123217999979,333.8304387999997,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
39,52,27,58,0,50,50,50,,,,,,,,,,,None,333.8304387999997,333.8304387999997,333.8304387999997,333.8304387999997,333.8304387999997,333.8304387999997,f,0.7687028000000282,334.63690009999846,334.63690009999846,334.63690009999846,334.63690009999846,334.63690009999846,334.63690009999846,334.9307359000013,335.9472590000005,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,335.9635798999989,337.2781542999983,337.2781542999983,337.2781542999983,337.2781542999983,337.2781542999983,337.2781542999983,337.2781542999983,52,39,58,27,52,60,337.2781542999983,339.2791245999979,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
35,44,19,53,0,51,51,51,,,,,,,,,,,None,339.2791245999979,339.2791245999979,339.2791245999979,339.2791245999979,339.2791245999979,339.2791245999979,f,0.6069558999988658,339.91423080000095,339.91423080000095,339.91423080000095,339.91423080000095,339.91423080000095,339.91423080000095,340.21285250000074,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,341.86241379999774,343.81037840000135,343.81037840000135,343.81037840000135,343.81037840000135,343.81037840000135,343.81037840000135,343.81037840000135,44,35,53,19,44,60,343.81037840000135,345.4452885999999,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
34,53,34,65,0,52,52,52,,,,,,,,,,,None,345.4452885999999,345.4452885999999,345.4452885999999,345.4452885999999,345.4452885999999,345.4452885999999,f,0.5769933000010496,346.04557919999934,346.04557919999934,346.04557919999934,346.04557919999934,346.04557919999934,346.04557919999934,346.3285720999993,348.2451875000006,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,348.26153989999875,350.47624789999827,350.47624789999827,350.47624789999827,350.47624789999827,350.47624789999827,350.47624789999827,350.47624789999827,53,34,65,34,53,60,350.47624789999827,352.32734469999923,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
28,42,20,61,0,53,53,53,,,,,,,,,,,None,352.32734469999923,352.32734469999923,352.32734469999923,352.32734469999923,352.32734469999923,352.32734469999923,f,0.5727436000015587,352.9276859999991,352.9276859999991,352.9276859999991,352.9276859999991,352.9276859999991,352.9276859999991,353.2106883999986,354.91046319999805,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,354.9271173999987,356.9251230000009,356.9251230000009,356.9251230000009,356.9251230000009,356.9251230000009,356.9251230000009,356.9251230000009,42,28,61,20,42,60,356.9251230000009,358.5264715000012,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
38,48,28,61,0,54,54,54,,,,,,,,,,,None,358.5264715000012,358.5264715000012,358.5264715000012,358.5264715000012,358.5264715000012,358.5264715000012,i,0.7549053000002459,359.30995059999987,359.30995059999987,359.30995059999987,359.30995059999987,359.30995059999987,359.30995059999987,359.60922909999863,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,360.7595880999979,362.2076011999998,362.2076011999998,362.2076011999998,362.2076011999998,362.2076011999998,362.2076011999998,362.2076011999998,48,38,61,28,61,60,362.2076011999998,364.0252259000008,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
35,48,22,60,0,55,55,55,,,,,,,,,,,None,364.0252259000008,364.0252259000008,364.0252259000008,364.0252259000008,364.0252259000008,364.0252259000008,i,1.0959060999994108,365.1434578999979,365.1434578999979,365.1434578999979,365.1434578999979,365.1434578999979,365.1434578999979,365.44243840000127,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,366.54147159999775,367.9399162000009,367.9399162000009,367.9399162000009,367.9399162000009,367.9399162000009,367.9399162000009,367.9399162000009,48,35,60,22,60,60,367.9399162000009,369.7744591999981,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
37,55,17,54,0,56,56,56,,,,,,,,,,,None,369.7744591999981,369.7744591999981,369.7744591999981,369.7744591999981,369.7744591999981,369.7744591999981,i,0.8698212999988755,370.6751648999998,370.6751648999998,370.6751648999998,370.6751648999998,370.6751648999998,370.6751648999998,370.9746008000002,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,372.52373969999826,374.3722454999988,374.3722454999988,374.3722454999988,374.3722454999988,374.3722454999988,374.3722454999988,374.3722454999988,55,37,54,17,54,60,374.3722454999988,375.9232192999989,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
34,56,18,56,0,57,57,57,,,,,,,,,,,None,375.9232192999989,375.9232192999989,375.9232192999989,375.9232192999989,375.9232192999989,375.9232192999989,i,0.8074529999976221,376.75870099999884,376.75870099999884,376.75870099999884,376.75870099999884,376.75870099999884,376.75870099999884,377.05650940000123,378.8400460999983,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,378.89313129999937,380.98750590000054,380.98750590000054,380.98750590000054,380.98750590000054,380.98750590000054,380.98750590000054,380.98750590000054,56,34,56,18,56,60,380.98750590000054,382.68873370000074,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
32,54,16,65,0,58,58,58,,,,,,,,,,,None,382.68873370000074,382.68873370000074,382.68873370000074,382.68873370000074,382.68873370000074,382.68873370000074,i,0.829578799999581,383.5389093999984,383.5389093999984,383.5389093999984,383.5389093999984,383.5389093999984,383.5389093999984,383.82208139999784,385.07164249999914,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,385.0882249999995,386.61981899999955,386.61981899999955,386.61981899999955,386.61981899999955,386.61981899999955,386.61981899999955,386.61981899999955,54,32,65,16,65,60,386.61981899999955,388.3709529999978,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
32,58,7,72,0,59,59,59,,,,,,,,,,,None,388.3709529999978,388.3709529999978,388.3709529999978,388.3709529999978,388.3709529999978,388.3709529999978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,32,72,7,0,60,395.88495359999797,397.5030422999989,389.87178589999894,395.88495359999797,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
39,46,13,66,0,60,60,60,,,,,,,,,,,None,397.5030422999989,397.5030422999989,397.5030422999989,397.5030422999989,397.5030422999989,397.5030422999989,i,1.0801438999988022,398.6038265999996,398.6038265999996,398.6038265999996,398.6038265999996,398.6038265999996,398.6038265999996,398.8863296999989,400.55277529999876,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,400.5694141999993,402.533664999999,402.533664999999,402.533664999999,402.533664999999,402.533664999999,402.533664999999,402.533664999999,46,39,66,13,66,60,402.533664999999,404.18511170000056,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
42,50,17,61,0,61,61,61,,,,,,,,,,,None,404.18511170000056,404.18511170000056,404.18511170000056,404.18511170000056,404.18511170000056,404.18511170000056,i,1.2071212000009837,405.4183133000006,405.4183133000006,405.4183133000006,405.4183133000006,405.4183133000006,405.4183133000006,405.7185759999993,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,407.667711099999,409.9156989000003,409.9156989000003,409.9156989000003,409.9156989000003,409.9156989000003,409.9156989000003,409.9156989000003,50,42,61,17,61,60,409.9156989000003,411.8332718999991,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
26,43,21,66,0,62,62,62,,,,,,,,,,,None,411.8332718999991,411.8332718999991,411.8332718999991,411.8332718999991,411.8332718999991,411.8332718999991,j,0.8384400000031746,412.70081539999956,412.70081539999956,412.70081539999956,412.70081539999956,412.70081539999956,412.70081539999956,412.9836991999982,413.85010469999906,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,413.8670420999988,415.0315760000012,415.0315760000012,415.0315760000012,415.0315760000012,415.0315760000012,415.0315760000012,415.0315760000012,43,26,66,21,21,60,415.0315760000012,417.01554209999813,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
31,46,22,65,0,63,63,63,,,,,,,,,,,None,417.01554209999813,417.01554209999813,417.01554209999813,417.01554209999813,417.01554209999813,417.01554209999813,i,0.6589874000019336,417.7000439000003,417.7000439000003,417.7000439000003,417.7000439000003,417.7000439000003,417.7000439000003,417.9829224999994,419.89924020000035,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,419.91580199999953,422.1304240999998,422.1304240999998,422.1304240999998,422.1304240999998,422.1304240999998,422.1304240999998,422.1304240999998,46,31,65,22,65,60,422.1304240999998,423.81453300000067,,,,,,,,,,,,,,,,,,,,３１３,f,１８,2023-05-18_17h39.49.102,RL,2022.2.5,60.0228206763731,
