arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.165466100006597,10.165466100006597,space,22.67756250000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
42,47,48,76,0,0,0,0,,,,,32.86402880001697,32.86402880001697,37.863562300015474,37.863562300015474,37.863562300015474,38.86646020002081,None,38.86646020002081,38.86646020002081,38.86646020002081,38.86646020002081,38.86646020002081,38.86646020002081,j,0.7567068999924231,39.65354610001668,39.65354610001668,39.65354610001668,39.65354610001668,39.65354610001668,39.65354610001668,39.93314080001437,41.76814800000284,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,41.797346700011985,43.97316430002684,43.97316430002684,43.97316430002684,43.97316430002684,43.97316430002684,43.97316430002684,43.97316430002684,47,42,76,48,48,70,43.97316430002684,45.546625300019514,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
45,36,49,58,0,1,1,1,,,,,,,,,,,None,45.546625300019514,45.546625300019514,45.546625300019514,45.546625300019514,45.546625300019514,45.546625300019514,f,0.7457541000039782,46.314634300011676,46.314634300011676,46.314634300011676,46.314634300011676,46.314634300011676,46.314634300011676,46.59750040000654,48.063505400001304,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,48.08122460002778,49.845133300026646,49.845133300026646,49.845133300026646,49.845133300026646,49.845133300026646,49.845133300026646,49.845133300026646,36,45,58,49,36,70,49.845133300026646,51.67928910002229,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
45,41,52,65,0,2,2,2,,,,,,,,,,,None,51.67928910002229,51.67928910002229,51.67928910002229,51.67928910002229,51.67928910002229,51.67928910002229,i,0.4369871999952011,52.14759010000853,52.14759010000853,52.14759010000853,52.14759010000853,52.14759010000853,52.14759010000853,52.445984800026054,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,53.562517200014554,54.97715010002139,54.97715010002139,54.97715010002139,54.97715010002139,54.97715010002139,54.97715010002139,54.97715010002139,41,45,65,52,65,70,54.97715010002139,56.91176070002257,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
50,46,50,62,0,3,3,3,,,,,,,,,,,None,56.91176070002257,56.91176070002257,56.91176070002257,56.91176070002257,56.91176070002257,56.91176070002257,r,0.508021399989957,57.44552760000806,57.44552760000806,57.44552760000806,57.44552760000806,57.44552760000806,57.44552760000806,57.72832970001036,58.661814500024775,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,58.67802610000945,59.90951820000191,59.90951820000191,59.90951820000191,59.90951820000191,59.90951820000191,59.90951820000191,59.90951820000191,46,50,62,50,50,70,59.90951820000191,61.811055600002874,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
54,44,60,64,0,4,4,4,,,,,,,,,,,None,61.811055600002874,61.811055600002874,61.811055600002874,61.811055600002874,61.811055600002874,61.811055600002874,f,0.41344080000999384,62.245242300006794,62.245242300006794,62.245242300006794,62.245242300006794,62.245242300006794,62.245242300006794,62.52793820001534,64.0271603000001,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,64.04361210000934,65.8421715000004,65.8421715000004,65.8421715000004,65.8421715000004,65.8421715000004,65.8421715000004,65.8421715000004,44,54,64,60,44,70,65.8421715000004,67.59307560001616,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
49,34,59,61,0,5,5,5,,,,,,,,,,,None,67.59307560001616,67.59307560001616,67.59307560001616,67.59307560001616,67.59307560001616,67.59307560001616,j,0.7677020000119228,68.39737460002652,68.39737460002652,68.39737460002652,68.39737460002652,68.39737460002652,68.39737460002652,68.67678940002224,70.39275340002496,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,70.4257779000036,72.44078110001283,72.44078110001283,72.44078110001283,72.44078110001283,72.44078110001283,72.44078110001283,72.44078110001283,34,49,61,59,59,70,72.44078110001283,73.9916571000067,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
45,38,66,64,0,6,6,6,,,,,,,,,,,None,73.9916571000067,73.9916571000067,73.9916571000067,73.9916571000067,73.9916571000067,73.9916571000067,j,0.6719241999962833,74.69351960002678,74.69351960002678,74.69351960002678,74.69351960002678,74.69351960002678,74.69351960002678,74.97587290001684,75.84228110002005,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,75.85856050002621,77.0231798000168,77.0231798000168,77.0231798000168,77.0231798000168,77.0231798000168,77.0231798000168,77.0231798000168,38,45,64,66,66,70,77.0231798000168,78.85767150000902,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
46,32,66,69,0,7,7,7,,,,,,,,,,,None,78.85767150000902,78.85767150000902,78.85767150000902,78.85767150000902,78.85767150000902,78.85767150000902,r,0.8072558999992907,79.6940062000067,79.6940062000067,79.6940062000067,79.6940062000067,79.6940062000067,79.6940062000067,79.974379900028,81.15803820002475,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,81.17429439999978,82.65574490002473,82.65574490002473,82.65574490002473,82.65574490002473,82.65574490002473,82.65574490002473,82.65574490002473,32,46,69,66,46,70,82.65574490002473,84.53988950001076,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
40,30,68,74,0,8,8,8,,,,,,,,,,,None,84.53988950001076,84.53988950001076,84.53988950001076,84.53988950001076,84.53988950001076,84.53988950001076,j,0.8290324000117835,85.39382870000554,85.39382870000554,85.39382870000554,85.39382870000554,85.39382870000554,85.39382870000554,85.67358770000283,87.57351980000385,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,87.59017120001954,89.78784160001669,89.78784160001669,89.78784160001669,89.78784160001669,89.78784160001669,89.78784160001669,89.78784160001669,30,40,74,68,68,70,89.78784160001669,91.43892110002344,,,,,,,,,,,,,,,,,,,,３３４,f,1,2023-05-21_10h38.57.123,RL,2022.2.5,60.01158223623611,
