arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,25.655987900012406,25.655987900012406,space,5.564913799986243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
30,46,51,74,0,0,0,0,,,,,31.24700569998822,31.24700569998822,36.24597300001187,36.24597300001187,36.24597300001187,37.248324200016214,None,37.248324200016214,37.248324200016214,37.248324200016214,37.248324200016214,37.248324200016214,37.248324200016214,r,0.6992945999954827,37.99073960000533,37.99073960000533,37.99073960000533,37.99073960000533,37.99073960000533,37.99073960000533,38.28131300001405,39.716102000005776,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,39.73432779998984,41.56177150001167,41.56177150001167,41.56177150001167,41.56177150001167,41.56177150001167,41.56177150001167,41.56177150001167,74,30,51,46,30,60,41.56177150001167,43.229871699993964,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
40,43,62,74,0,1,1,1,,,,,,,,,,,None,43.229871699993964,43.229871699993964,43.229871699993964,43.229871699993964,43.229871699993964,43.229871699993964,j,0.5399211999902036,43.79816949999076,43.79816949999076,43.79816949999076,43.79816949999076,43.79816949999076,43.79816949999076,44.08070600000792,45.596690600010334,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,45.61361420000321,47.42770339999697,47.42770339999697,47.42770339999697,47.42770339999697,47.42770339999697,47.42770339999697,47.42770339999697,74,40,62,43,43,60,47.42770339999697,49.21230220000143,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
32,49,60,69,0,2,2,2,,,,,,,,,,,None,49.21230220000143,49.21230220000143,49.21230220000143,49.21230220000143,49.21230220000143,49.21230220000143,f,0.3892275999824051,49.63050150001072,49.63050150001072,49.63050150001072,49.63050150001072,49.63050150001072,49.63050150001072,49.91279430000577,50.928904300002614,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,50.94635320000816,52.260331500001485,52.260331500001485,52.260331500001485,52.260331500001485,52.260331500001485,52.260331500001485,52.260331500001485,69,32,60,49,69,60,52.260331500001485,53.91136289999122,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
37,40,61,69,0,3,3,3,,,,,,,,,,,None,53.91136289999122,53.91136289999122,53.91136289999122,53.91136289999122,53.91136289999122,53.91136289999122,f,0.2522694000217598,54.195421600015834,54.195421600015834,54.195421600015834,54.195421600015834,54.195421600015834,54.195421600015834,54.47840069999802,55.81189240000094,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,55.828479699994205,57.45922089999658,57.45922089999658,57.45922089999658,57.45922089999658,57.45922089999658,57.45922089999658,57.45922089999658,69,37,61,40,69,60,57.45922089999658,59.46042240000679,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
42,44,61,72,0,4,4,4,,,,,,,,,,,None,59.46042240000679,59.46042240000679,59.46042240000679,59.46042240000679,59.46042240000679,59.46042240000679,i,0.5426885000197217,60.027461299992865,60.027461299992865,60.027461299992865,60.027461299992865,60.027461299992865,60.027461299992865,60.310937100002775,61.243901400011964,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,61.260092899989104,62.491781299992,62.491781299992,62.491781299992,62.491781299992,62.491781299992,62.491781299992,62.491781299992,72,42,61,44,61,60,62.491781299992,64.159525199997,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
30,52,59,73,0,5,5,5,,,,,,,,,,,None,64.159525199997,64.159525199997,64.159525199997,64.159525199997,64.159525199997,64.159525199997,r,0.6054551999841351,64.79447100000107,64.79447100000107,64.79447100000107,64.79447100000107,64.79447100000107,64.79447100000107,65.09340939999674,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,66.27620610001031,67.75768239999888,67.75768239999888,67.75768239999888,67.75768239999888,67.75768239999888,67.75768239999888,67.75768239999888,73,30,59,52,30,60,67.75768239999888,69.55888450000202,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
39,49,58,76,0,6,6,6,,,,,,,,,,,None,69.55888450000202,69.55888450000202,69.55888450000202,69.55888450000202,69.55888450000202,69.55888450000202,r,0.18360049999319017,69.78030310000759,69.78030310000759,69.78030310000759,69.78030310000759,69.78030310000759,69.78030310000759,70.05926599999657,71.97536800001399,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,71.99184239999158,74.20630409999285,74.20630409999285,74.20630409999285,74.20630409999285,74.20630409999285,74.20630409999285,74.20630409999285,76,39,58,49,39,60,74.20630409999285,75.97454150000704,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
41,40,62,72,0,7,7,7,,,,,,,,,,,None,75.97454150000704,75.97454150000704,75.97454150000704,75.97454150000704,75.97454150000704,75.97454150000704,f,0.2649454000056721,76.25938609999139,76.25938609999139,76.25938609999139,76.25938609999139,76.25938609999139,76.25938609999139,76.5416120000009,78.34125339999446,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,78.35727599999518,80.4552864000143,80.4552864000143,80.4552864000143,80.4552864000143,80.4552864000143,80.4552864000143,80.4552864000143,72,41,62,40,72,60,80.4552864000143,82.27324340000632,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
34,41,71,63,0,8,8,8,,,,,,,,,,,None,82.27324340000632,82.27324340000632,82.27324340000632,82.27324340000632,82.27324340000632,82.27324340000632,i,0.27996339998207986,82.57793970001512,82.57793970001512,82.57793970001512,82.57793970001512,82.57793970001512,82.57793970001512,82.87332129999413,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,83.6898363000073,84.80473400000483,84.80473400000483,84.80473400000483,84.80473400000483,84.80473400000483,84.80473400000483,84.80473400000483,63,34,71,41,71,60,84.80473400000483,86.52235179999843,,,,,,,,,,,,３４５,f,２０,2023-05-21_17h30.20.856,RL,2022.2.5,60.05107944563209,
