arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,40.09659939998528,40.09659939998528,space,17.232418400002643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
25,50,44,79,0,19,19,19,,,,,,,,None,167.17286890000105,167.17286890000105,167.17286890000105,167.17286890000105,167.17286890000105,167.17286890000105,i,0.2088965000002645,167.40706569998292,167.40706569998292,167.40706569998292,167.40706569998292,167.40706569998292,167.40706569998292,167.6899102999887,168.52296390000265,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,168.53978299998562,169.67130309998174,169.67130309998174,169.67130309998174,169.67130309998174,169.67130309998174,169.67130309998174,169.67130309998174,25,79,44,50,44,60,169.67130309998174,171.43879149999702,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
24,49,45,80,0,20,20,20,,,,,,,,None,171.43879149999702,171.43879149999702,171.43879149999702,171.43879149999702,171.43879149999702,171.43879149999702,r,0.2360787000216078,171.71241759997793,171.71241759997793,171.71241759997793,171.71241759997793,171.71241759997793,171.71241759997793,171.98928519999026,173.55546269999468,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,173.57194110000273,175.43674289999763,175.43674289999763,175.43674289999763,175.43674289999763,175.43674289999763,175.43674289999763,175.43674289999763,24,80,45,49,80,60,175.43674289999763,177.23759909998626,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
17,36,41,77,0,21,21,21,,,,,,,,None,177.23759909998626,177.23759909998626,177.23759909998626,177.23759909998626,177.23759909998626,177.23759909998626,r,0.29304670001147315,177.55511269997805,177.55511269997805,177.55511269997805,177.55511269997805,177.55511269997805,177.55511269997805,177.8380976000044,179.82103209997877,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,179.8378642000025,182.11910589999752,182.11910589999752,182.11910589999752,182.11910589999752,182.11910589999752,182.11910589999752,182.11910589999752,17,77,41,36,77,60,182.11910589999752,184.12018629998784,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
22,46,41,71,0,22,22,22,,,,,,,,None,184.12018629998784,184.12018629998784,184.12018629998784,184.12018629998784,184.12018629998784,184.12018629998784,j,0.2595475999987684,184.40416299999924,184.40416299999924,184.40416299999924,184.40416299999924,184.40416299999924,184.40416299999924,184.68685080000432,185.72005169998738,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,185.7364631999808,187.06787649999023,187.06787649999023,187.06787649999023,187.06787649999023,187.06787649999023,187.06787649999023,187.06787649999023,22,71,41,46,46,60,187.06787649999023,188.88581290000002,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
14,37,35,73,0,23,23,23,,,,,,,,None,188.88581290000002,188.88581290000002,188.88581290000002,188.88581290000002,188.88581290000002,188.88581290000002,r,0.24325890000909567,189.15270039997995,189.15270039997995,189.15270039997995,189.15270039997995,189.15270039997995,189.15270039997995,189.435561899998,191.43548069999088,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,191.45225010000286,193.75007489998825,193.75007489998825,193.75007489998825,193.75007489998825,193.75007489998825,193.75007489998825,193.75007489998825,14,73,35,37,73,60,193.75007489998825,195.46754270000383,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
21,37,51,81,0,24,24,24,,,,,,,,None,195.46754270000383,195.46754270000383,195.46754270000383,195.46754270000383,195.46754270000383,195.46754270000383,r,0.2466392999922391,195.73702390000108,195.73702390000108,195.73702390000108,195.73702390000108,195.73702390000108,195.73702390000108,196.01851349999197,196.96783769998,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,196.9840925000026,198.23257439999725,198.23257439999725,198.23257439999725,198.23257439999725,198.23257439999725,198.23257439999725,198.23257439999725,21,81,51,37,81,60,198.23257439999725,200.00010239999392,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
15,48,49,75,0,25,25,25,,,,,,,,None,200.00010239999392,200.00010239999392,200.00010239999392,200.00010239999392,200.00010239999392,200.00010239999392,r,0.3497423000226263,200.36772939999355,200.36772939999355,200.36772939999355,200.36772939999355,200.36772939999355,200.36772939999355,200.6506332999852,201.81718309997814,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,201.833501599991,203.29850439997972,203.29850439997972,203.29850439997972,203.29850439997972,203.29850439997972,203.29850439997972,203.29850439997972,15,75,49,48,75,60,203.29850439997972,205.16639020000002,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
14,44,43,74,0,26,26,26,,,,,,,,None,205.16639020000002,205.16639020000002,205.16639020000002,205.16639020000002,205.16639020000002,205.16639020000002,f,0.25892779999412596,205.44982539999182,205.44982539999182,205.44982539999182,205.44982539999182,205.44982539999182,205.44982539999182,205.73263579999912,207.4162543999846,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,207.43297910000547,209.41437929999665,209.41437929999665,209.41437929999665,209.41437929999665,209.41437929999665,209.41437929999665,209.41437929999665,14,74,43,44,14,60,209.41437929999665,210.98157619999256,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
24,39,36,69,0,27,27,27,,,,,,,,None,210.98157619999256,210.98157619999256,210.98157619999256,210.98157619999256,210.98157619999256,210.98157619999256,r,0.23650689999340102,211.24969070000225,211.24969070000225,211.24969070000225,211.24969070000225,211.24969070000225,211.24969070000225,211.53240739999455,212.44865979999304,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,212.4649950999883,213.67970700000296,213.67970700000296,213.67970700000296,213.67970700000296,213.67970700000296,213.67970700000296,213.67970700000296,24,69,36,39,69,60,213.67970700000296,215.39797599997837,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
30,37,29,73,0,28,28,28,,,,,,,,None,215.39797599997837,215.39797599997837,215.39797599997837,215.39797599997837,215.39797599997837,215.39797599997837,r,0.25269129997468553,215.68250819999957,215.68250819999957,215.68250819999957,215.68250819999957,215.68250819999957,215.68250819999957,215.96482059999835,217.3140530999808,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,217.33074209999177,218.97944349999307,218.97944349999307,218.97944349999307,218.97944349999307,218.97944349999307,218.97944349999307,218.97944349999307,30,73,29,37,73,60,218.97944349999307,220.497060099995,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
25,40,43,67,0,29,29,29,,,,,,,,None,220.497060099995,220.497060099995,220.497060099995,220.497060099995,220.497060099995,220.497060099995,j,0.31191460002446547,220.83871630000067,220.83871630000067,220.83871630000067,220.83871630000067,220.83871630000067,220.83871630000067,221.1305730000022,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,222.38033349998295,223.92854789999546,223.92854789999546,223.92854789999546,223.92854789999546,223.92854789999546,223.92854789999546,223.92854789999546,25,67,43,40,40,60,223.92854789999546,225.91293170000426,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
39,50,34,70,0,30,30,30,,,,,,,,None,225.91293170000426,225.91293170000426,225.91293170000426,225.91293170000426,225.91293170000426,225.91293170000426,r,0.22347810000064783,226.16317749998416,226.16317749998416,226.16317749998416,226.16317749998416,226.16317749998416,226.16317749998416,226.4632517999853,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,227.54623399997945,228.9271330999909,228.9271330999909,228.9271330999909,228.9271330999909,228.9271330999909,228.9271330999909,228.9271330999909,39,70,34,50,70,60,228.9271330999909,230.4784224999894,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
32,37,46,72,0,31,31,31,,,,,,,,None,230.4784224999894,230.4784224999894,230.4784224999894,230.4784224999894,230.4784224999894,230.4784224999894,j,0.4621280999854207,230.96475689997897,230.96475689997897,230.96475689997897,230.96475689997897,230.96475689997897,230.96475689997897,231.26212219998706,232.71231609999086,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,232.7283199999947,234.47622869999032,234.47622869999032,234.47622869999032,234.47622869999032,234.47622869999032,234.47622869999032,234.47622869999032,32,72,46,37,37,60,234.47622869999032,236.31084920000285,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
35,52,53,65,0,32,32,32,,,,,,,,None,236.31084920000285,236.31084920000285,236.31084920000285,236.31084920000285,236.31084920000285,236.31084920000285,r,0.23279639999964274,236.5857618000009,236.5857618000009,236.5857618000009,236.5857618000009,236.5857618000009,236.5857618000009,236.8773014000035,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,238.09447949999594,239.60934840000118,239.60934840000118,239.60934840000118,239.60934840000118,239.60934840000118,239.60934840000118,239.60934840000118,35,65,53,52,65,60,239.60934840000118,241.37620289999177,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
28,38,44,67,0,33,33,33,,,,,,,,None,241.37620289999177,241.37620289999177,241.37620289999177,241.37620289999177,241.37620289999177,241.37620289999177,i,0.2900773000146728,241.6937215999933,241.6937215999933,241.6937215999933,241.6937215999933,241.6937215999933,241.6937215999933,241.9936156999902,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,242.99337979999837,244.29147619998548,244.29147619998548,244.29147619998548,244.29147619998548,244.29147619998548,244.29147619998548,244.29147619998548,28,67,44,38,44,60,244.29147619998548,245.9255232999858,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
29,41,40,65,0,34,34,34,,,,,,,,None,245.9255232999858,245.9255232999858,245.9255232999858,245.9255232999858,245.9255232999858,245.9255232999858,r,0.2546287000004668,246.21104989998275,246.21104989998275,246.21104989998275,246.21104989998275,246.21104989998275,246.21104989998275,246.49273329999414,248.0255807999929,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,248.04228379999404,249.87377380000544,249.87377380000544,249.87377380000544,249.87377380000544,249.87377380000544,249.87377380000544,249.87377380000544,29,65,40,41,65,60,249.87377380000544,251.79139249998843,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
35,44,35,74,0,35,35,35,,,,,,,,None,251.79139249998843,251.79139249998843,251.79139249998843,251.79139249998843,251.79139249998843,251.79139249998843,r,0.4477500999928452,252.25890549999895,252.25890549999895,252.25890549999895,252.25890549999895,252.25890549999895,252.25890549999895,252.5585181999777,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,254.37462449999293,256.4894909999857,256.4894909999857,256.4894909999857,256.4894909999857,256.4894909999857,256.4894909999857,256.4894909999857,35,74,35,44,74,60,256.4894909999857,258.1235301999841,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
33,39,37,71,0,36,36,36,,,,,,,,None,258.1235301999841,258.1235301999841,258.1235301999841,258.1235301999841,258.1235301999841,258.1235301999841,r,0.26581899999291636,258.41192919999594,258.41192919999594,258.41192919999594,258.41192919999594,258.41192919999594,258.41192919999594,258.7071231000009,259.57369910000125,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,259.59037659998285,260.75523109998903,260.75523109998903,260.75523109998903,260.75523109998903,260.75523109998903,260.75523109998903,260.75523109998903,33,71,37,39,71,60,260.75523109998903,262.40647190000163,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
42,37,37,70,0,37,37,37,,,,,,,,None,262.40647190000163,262.40647190000163,262.40647190000163,262.40647190000163,262.40647190000163,262.40647190000163,f,0.26529879998997785,262.6907550999895,262.6907550999895,262.6907550999895,262.6907550999895,262.6907550999895,262.6907550999895,262.9729782999784,264.7563547999889,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,264.77309119998245,266.85397080000257,266.85397080000257,266.85397080000257,266.85397080000257,266.85397080000257,266.85397080000257,266.85397080000257,42,70,37,37,42,60,266.85397080000257,268.7887689000054,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
34,37,28,63,0,38,38,38,,,,,,,,None,268.7887689000054,268.7887689000054,268.7887689000054,268.7887689000054,268.7887689000054,268.7887689000054,r,0.36883380002109334,269.19548679998843,269.19548679998843,269.19548679998843,269.19548679998843,269.19548679998843,269.19548679998843,269.47199170000385,270.30554820000543,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,270.32207709999057,271.45365710000624,271.45365710000624,271.45365710000624,271.45365710000624,271.45365710000624,271.45365710000624,271.45365710000624,34,63,28,37,63,60,271.45365710000624,272.9709949999815,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
36,36,30,66,0,39,39,39,,,,,,,,None,272.9709949999815,272.9709949999815,272.9709949999815,272.9709949999815,272.9709949999815,272.9709949999815,j,0.4290061999927275,273.42289289998007,273.42289289998007,273.42289289998007,273.42289289998007,273.42289289998007,273.42289289998007,273.72103600000264,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,275.137605099997,276.85230909998063,276.85230909998063,276.85230909998063,276.85230909998063,276.85230909998063,276.85230909998063,276.85230909998063,36,66,30,36,36,60,276.85230909998063,278.7534078999888,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
38,33,40,61,0,40,40,40,,,,,,,,None,278.7534078999888,278.7534078999888,278.7534078999888,278.7534078999888,278.7534078999888,278.7534078999888,r,0.40295940000214614,279.18704869999783,279.18704869999783,279.18704869999783,279.18704869999783,279.18704869999783,279.18704869999783,279.4702653999848,281.0538913999917,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,281.0700819999911,282.9509881999984,282.9509881999984,282.9509881999984,282.9509881999984,282.9509881999984,282.9509881999984,282.9509881999984,38,61,40,33,61,60,282.9509881999984,284.7021892000048,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
32,37,42,68,0,41,41,41,,,,,,,,None,284.7021892000048,284.7021892000048,284.7021892000048,284.7021892000048,284.7021892000048,284.7021892000048,i,0.4331891000038013,285.15352239998174,285.15352239998174,285.15352239998174,285.15352239998174,285.15352239998174,285.15352239998174,285.45267810000223,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,286.71896749999723,288.2841432999994,288.2841432999994,288.2841432999994,288.2841432999994,288.2841432999994,288.2841432999994,288.2841432999994,32,68,42,37,42,60,288.2841432999994,289.8684072000033,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
48,32,41,62,0,42,42,42,,,,,,,,None,289.8684072000033,289.8684072000033,289.8684072000033,289.8684072000033,289.8684072000033,289.8684072000033,f,0.41568450001068413,290.3018645999837,290.3018645999837,290.3018645999837,290.3018645999837,290.3018645999837,290.3018645999837,290.60216879998916,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,292.41827910000575,294.5326468999847,294.5326468999847,294.5326468999847,294.5326468999847,294.5326468999847,294.5326468999847,294.5326468999847,48,62,41,32,48,60,294.5326468999847,296.10049539999454,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
38,29,46,62,0,43,43,43,,,,,,,,None,296.10049539999454,296.10049539999454,296.10049539999454,296.10049539999454,296.10049539999454,296.10049539999454,r,0.24128479999490082,296.3677180999948,296.3677180999948,296.3677180999948,296.3677180999948,296.3677180999948,296.3677180999948,296.66736110000056,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,298.2672875999997,300.1651908000058,300.1651908000058,300.1651908000058,300.1651908000058,300.1651908000058,300.1651908000058,300.1651908000058,38,62,46,29,62,60,300.1651908000058,301.9496816000028,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
53,31,38,65,0,44,44,44,,,,,,,,None,301.9496816000028,301.9496816000028,301.9496816000028,301.9496816000028,301.9496816000028,301.9496816000028,r,0.4727586999943014,302.4502668000059,302.4502668000059,302.4502668000059,302.4502668000059,302.4502668000059,302.4502668000059,302.7495452000003,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,303.86605260000215,305.2808224000037,305.2808224000037,305.2808224000037,305.2808224000037,305.2808224000037,305.2808224000037,305.2808224000037,53,65,38,31,65,60,305.2808224000037,306.9981654000003,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
60,35,38,63,0,45,45,45,,,,,,,,None,306.9981654000003,306.9981654000003,306.9981654000003,306.9981654000003,306.9981654000003,306.9981654000003,f,0.39529819999006577,307.41752149999957,307.41752149999957,307.41752149999957,307.41752149999957,307.41752149999957,307.41752149999957,307.6991050999786,309.6317744999833,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,309.6484315999842,311.8796914999839,311.8796914999839,311.8796914999839,311.8796914999839,311.8796914999839,311.8796914999839,311.8796914999839,60,63,38,35,60,60,311.8796914999839,313.6475882999948,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
53,36,40,61,0,46,46,46,,,,,,,,None,313.6475882999948,313.6475882999948,313.6475882999948,313.6475882999948,313.6475882999948,313.6475882999948,i,0.4925441000086721,314.1645105999778,314.1645105999778,314.1645105999778,314.1645105999778,314.1645105999778,314.1645105999778,314.44749369999045,315.4637961999979,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,315.4804775999801,316.795789900003,316.795789900003,316.795789900003,316.795789900003,316.795789900003,316.795789900003,316.795789900003,53,61,40,36,40,60,316.795789900003,318.3131064999907,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
64,34,45,72,0,47,47,47,,,,,,,,None,318.3131064999907,318.3131064999907,318.3131064999907,318.3131064999907,318.3131064999907,318.3131064999907,r,0.4744596000236925,318.81563509997795,318.81563509997795,318.81563509997795,318.81563509997795,318.81563509997795,318.81563509997795,319.0969957000052,320.5796035999956,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,320.6131635000056,322.39496760000475,322.39496760000475,322.39496760000475,322.39496760000475,322.39496760000475,322.39496760000475,322.39496760000475,64,72,45,34,72,60,322.39496760000475,323.97855820000404,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
53,33,42,68,0,48,48,48,,,,,,,,None,323.97855820000404,323.97855820000404,323.97855820000404,323.97855820000404,323.97855820000404,323.97855820000404,r,0.44753649999620393,324.44598789999145,324.44598789999145,324.44598789999145,324.44598789999145,324.44598789999145,324.44598789999145,324.72921119999955,325.6620281999931,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,325.6788672999828,326.91069239997887,326.91069239997887,326.91069239997887,326.91069239997887,326.91069239997887,326.91069239997887,326.91069239997887,53,68,42,33,68,60,326.91069239997887,328.9116594999796,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
57,28,38,68,0,49,49,49,,,,,,,,None,328.9116594999796,328.9116594999796,328.9116594999796,328.9116594999796,328.9116594999796,328.9116594999796,r,0.9727166999946348,329.9153566999885,329.9153566999885,329.9153566999885,329.9153566999885,329.9153566999885,329.9153566999885,330.1949828999932,331.61134449997917,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,331.62762650000514,333.3427383999806,333.3427383999806,333.3427383999806,333.3427383999806,333.3427383999806,333.3427383999806,333.3427383999806,57,68,38,28,68,60,333.3427383999806,334.8607042999938,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
45,30,31,62,0,50,50,50,,,,,,,,None,334.8607042999938,334.8607042999938,334.8607042999938,334.8607042999938,334.8607042999938,334.8607042999938,f,0.3899431000172626,335.2812292999879,335.2812292999879,335.2812292999879,335.2812292999879,335.2812292999879,335.2812292999879,335.5776110999868,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,337.544054900005,339.8082187999971,339.8082187999971,339.8082187999971,339.8082187999971,339.8082187999971,339.8082187999971,339.8082187999971,45,62,31,30,45,60,339.8082187999971,341.62615999998525,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
49,29,41,73,0,51,51,51,,,,,,,,None,341.62615999998525,341.62615999998525,341.62615999998525,341.62615999998525,341.62615999998525,341.62615999998525,r,0.2107679000182543,341.8605992999801,341.8605992999801,341.8605992999801,341.8605992999801,341.8605992999801,341.8605992999801,342.14305349998176,343.89278500000364,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,343.90887489999295,345.9571533999988,345.9571533999988,345.9571533999988,345.9571533999988,345.9571533999988,345.9571533999988,345.9571533999988,49,73,41,29,73,60,345.9571533999988,347.60816039997735,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
