arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,40.09659939998528,40.09659939998528,space,17.232418400002643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
30,57,55,66,0,9,9,9,,,,,,,,None,112.3990116000059,112.3990116000059,112.3990116000059,112.3990116000059,112.3990116000059,112.3990116000059,f,0.40294950001407415,112.83861730000353,112.83861730000353,112.83861730000353,112.83861730000353,112.83861730000353,112.83861730000353,113.1328169000044,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,115.04864530000486,117.26378969999496,117.26378969999496,117.26378969999496,117.26378969999496,117.26378969999496,117.26378969999496,117.26378969999496,30,66,55,57,30,60,117.26378969999496,119.1646805999917,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
25,51,34,74,0,10,10,10,,,,,,,,None,119.1646805999917,119.1646805999917,119.1646805999917,119.1646805999917,119.1646805999917,119.1646805999917,r,0.3463972000172362,119.53191970000626,119.53191970000626,119.53191970000626,119.53191970000626,119.53191970000626,119.53191970000626,119.81466069997987,120.98119180000504,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,120.99738329998218,122.46218709999812,122.46218709999812,122.46218709999812,122.46218709999812,122.46218709999812,122.46218709999812,122.46218709999812,25,74,34,51,74,60,122.46218709999812,124.09742549998919,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
19,43,44,70,0,11,11,11,,,,,,,,None,124.09742549998919,124.09742549998919,124.09742549998919,124.09742549998919,124.09742549998919,124.09742549998919,i,0.24138600000878796,124.36499129998265,124.36499129998265,124.36499129998265,124.36499129998265,124.36499129998265,124.36499129998265,124.64689350000117,126.33022149998578,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,126.36350710000261,128.34502409998095,128.34502409998095,128.34502409998095,128.34502409998095,128.34502409998095,128.34502409998095,128.34502409998095,19,70,44,43,44,60,128.34502409998095,130.2626876999857,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
32,40,43,68,0,12,12,12,,,,,,,,None,130.2626876999857,130.2626876999857,130.2626876999857,130.2626876999857,130.2626876999857,130.2626876999857,r,0.3480585999786854,130.62986499999533,130.62986499999533,130.62986499999533,130.62986499999533,130.62986499999533,130.62986499999533,130.91300729999784,132.4461010999803,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,132.46276039999793,134.29361520000384,134.29361520000384,134.29361520000384,134.29361520000384,134.29361520000384,134.29361520000384,134.29361520000384,32,68,43,40,68,60,134.29361520000384,135.86200009999448,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
23,57,42,75,0,13,13,13,,,,,,,,None,135.86200009999448,135.86200009999448,135.86200009999448,135.86200009999448,135.86200009999448,135.86200009999448,j,0.30847359998733737,136.19520759998704,136.19520759998704,136.19520759998704,136.19520759998704,136.19520759998704,136.19520759998704,136.4787376000022,137.7115617999807,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,137.72796489999746,139.25982999999542,139.25982999999542,139.25982999999542,139.25982999999542,139.25982999999542,139.25982999999542,139.25982999999542,23,75,42,57,57,60,139.25982999999542,141.22722050000448,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
27,47,44,70,0,14,14,14,,,,,,,,None,141.22722050000448,141.22722050000448,141.22722050000448,141.22722050000448,141.22722050000448,141.22722050000448,r,0.24194559999159537,141.49421790000633,141.49421790000633,141.49421790000633,141.49421790000633,141.49421790000633,141.49421790000633,141.77758520000498,142.7607916999841,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,142.7772552999959,144.05886089999694,144.05886089999694,144.05886089999694,144.05886089999694,144.05886089999694,144.05886089999694,144.05886089999694,27,70,44,47,70,60,144.05886089999694,145.7265172000043,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
21,48,47,74,0,15,15,15,,,,,,,,None,145.7265172000043,145.7265172000043,145.7265172000043,145.7265172000043,145.7265172000043,145.7265172000043,j,0.40302100000553764,146.16621229998418,146.16621229998418,146.16621229998418,146.16621229998418,146.16621229998418,146.16621229998418,146.44322580000153,147.39352339998004,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,147.41004349998548,148.6581624999817,148.6581624999817,148.6581624999817,148.6581624999817,148.6581624999817,148.6581624999817,148.6581624999817,21,74,47,48,48,60,148.6581624999817,150.65891939998255,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
19,49,43,75,0,16,16,16,,,,,,,,None,150.65891939998255,150.65891939998255,150.65891939998255,150.65891939998255,150.65891939998255,150.65891939998255,r,0.26422610000008717,150.94573779997882,150.94573779997882,150.94573779997882,150.94573779997882,150.94573779997882,150.94573779997882,151.22644430000219,153.15953939998872,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,153.17560279997997,155.40653389997897,155.40653389997897,155.40653389997897,155.40653389997897,155.40653389997897,155.40653389997897,155.40653389997897,19,75,43,49,75,60,155.40653389997897,157.05772609999985,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
25,52,48,80,0,17,17,17,,,,,,,,None,157.05772609999985,157.05772609999985,157.05772609999985,157.05772609999985,157.05772609999985,157.05772609999985,f,0.2807376999990083,157.358493799984,157.358493799984,157.358493799984,157.358493799984,157.358493799984,157.358493799984,157.6581298999954,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,158.5580975000048,159.7562404999917,159.7562404999917,159.7562404999917,159.7562404999917,159.7562404999917,159.7562404999917,159.7562404999917,25,80,48,52,25,60,159.7562404999917,161.60748489998514,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
24,48,44,72,0,18,18,18,,,,,,,,None,161.60748489998514,161.60748489998514,161.60748489998514,161.60748489998514,161.60748489998514,161.60748489998514,r,0.21284929997636937,161.84174239999265,161.84174239999265,161.84174239999265,161.84174239999265,161.84174239999265,161.84174239999265,162.14073439998901,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,163.6570406999963,165.47165409999434,165.47165409999434,165.47165409999434,165.47165409999434,165.47165409999434,165.47165409999434,165.47165409999434,24,72,44,48,72,60,165.47165409999434,167.17286890000105,,,,,,,,,,,,,,,,,,,,３４７,f,１９,2023-05-21_18h37.35.231,RL,2022.2.5,59.95045693852534,
