arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,62.07683999999426,62.07683999999426,space,10.696951899997657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
41,53,55,72,0,0,0,0,,,,,72.78742800001055,72.78742800001055,77.78701379999984,77.78701379999984,77.78701379999984,78.78868729999522,None,78.78868729999522,78.78868729999522,78.78868729999522,78.78868729999522,78.78868729999522,78.78868729999522,r,0.6814480000175536,79.49255220001214,79.49255220001214,79.49255220001214,79.49255220001214,79.49255220001214,79.49255220001214,79.78822780001792,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,80.92280369999935,82.40250019999803,82.40250019999803,82.40250019999803,82.40250019999803,82.40250019999803,82.40250019999803,82.40250019999803,55,53,72,41,53,60,82.40250019999803,84.08740029999171,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
38,44,50,69,0,1,1,1,,,,,,,,,,,None,84.08740029999171,84.08740029999171,84.08740029999171,84.08740029999171,84.08740029999171,84.08740029999171,r,0.8397019999974873,84.95543010000256,84.95543010000256,84.95543010000256,84.95543010000256,84.95543010000256,84.95543010000256,85.23737220000476,86.3201953000098,86.3201953000098,86.3201953000098,86.3201953000098,86.3201953000098,86.3201953000098,86.30434810000588,86.3201953000098,86.3201953000098,86.3201953000098,86.3201953000098,86.3201953000098,86.3201953000098,86.3201953000098,87.68563990000985,87.68563990000985,87.68563990000985,87.68563990000985,87.68563990000985,87.68563990000985,87.68563990000985,50,44,69,38,44,60,87.68563990000985,89.38675320000038,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
35,45,49,67,0,2,2,2,,,,,,,,,,,None,89.38675320000038,89.38675320000038,89.38675320000038,89.38675320000038,89.38675320000038,89.38675320000038,f,0.6317042999726254,90.03807140002027,90.03807140002027,90.03807140002027,90.03807140002027,90.03807140002027,90.03807140002027,90.32023209999898,92.01917460002005,92.01917460002005,92.01917460002005,92.01917460002005,92.01917460002005,92.01917460002005,92.0029962999979,92.01917460002005,92.01917460002005,92.01917460002005,92.01917460002005,92.01917460002005,92.01917460002005,92.01917460002005,94.00098000001162,94.00098000001162,94.00098000001162,94.00098000001162,94.00098000001162,94.00098000001162,94.00098000001162,49,45,67,35,49,60,94.00098000001162,95.71858590000193,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
34,53,46,76,0,3,3,3,,,,,,,,,,,None,95.71858590000193,95.71858590000193,95.71858590000193,95.71858590000193,95.71858590000193,95.71858590000193,f,0.7183134999941103,96.47675170001457,96.47675170001457,96.47675170001457,96.47675170001457,96.47675170001457,96.47675170001457,96.75214890000643,98.36851460000616,98.36851460000616,98.36851460000616,98.36851460000616,98.36851460000616,98.36851460000616,98.3348348000145,98.36851460000616,98.36851460000616,98.36851460000616,98.36851460000616,98.36851460000616,98.36851460000616,98.36851460000616,100.24960989999818,100.24960989999818,100.24960989999818,100.24960989999818,100.24960989999818,100.24960989999818,100.24960989999818,46,53,76,34,46,60,100.24960989999818,102.05089589999989,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
36,49,58,65,0,4,4,4,,,,,,,,,,,None,102.05089589999989,102.05089589999989,102.05089589999989,102.05089589999989,102.05089589999989,102.05089589999989,f,1.3388208000105806,103.41753000000608,103.41753000000608,103.41753000000608,103.41753000000608,103.41753000000608,103.41753000000608,103.70093089999864,105.03356710000662,105.03356710000662,105.03356710000662,105.03356710000662,105.03356710000662,105.03356710000662,105.01733709999826,105.03356710000662,105.03356710000662,105.03356710000662,105.03356710000662,105.03356710000662,105.03356710000662,105.03356710000662,106.6492375000089,106.6492375000089,106.6492375000089,106.6492375000089,106.6492375000089,106.6492375000089,106.6492375000089,58,49,65,36,58,60,106.6492375000089,108.3161183000193,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
23,53,59,68,0,5,5,5,,,,,,,,,,,None,108.3161183000193,108.3161183000193,108.3161183000193,108.3161183000193,108.3161183000193,108.3161183000193,f,0.9161686000006739,109.25186459999532,109.25186459999532,109.25186459999532,109.25186459999532,109.25186459999532,109.25186459999532,109.53374710000935,110.4001117000007,110.4001117000007,110.4001117000007,110.4001117000007,110.4001117000007,110.4001117000007,110.38354539999273,110.4001117000007,110.4001117000007,110.4001117000007,110.4001117000007,110.4001117000007,110.4001117000007,110.4001117000007,111.5481593000004,111.5481593000004,111.5481593000004,111.5481593000004,111.5481593000004,111.5481593000004,111.5481593000004,59,53,68,23,59,60,111.5481593000004,113.19874039999559,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
34,49,54,68,0,6,6,6,,,,,,,,,,,None,113.19874039999559,113.19874039999559,113.19874039999559,113.19874039999559,113.19874039999559,113.19874039999559,f,0.6397958000015933,113.86773850000463,113.86773850000463,113.86773850000463,113.86773850000463,113.86773850000463,113.86773850000463,114.14953090000199,115.53220459999284,115.53220459999284,115.53220459999284,115.53220459999284,115.53220459999284,115.53220459999284,115.5153963000048,115.53220459999284,115.53220459999284,115.53220459999284,115.53220459999284,115.53220459999284,115.53220459999284,115.53220459999284,117.19737680000253,117.19737680000253,117.19737680000253,117.19737680000253,117.19737680000253,117.19737680000253,117.19737680000253,54,49,68,34,54,60,117.19737680000253,118.83133230000385,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
26,49,57,60,0,7,7,7,,,,,,,,,,,None,118.83133230000385,118.83133230000385,118.83133230000385,118.83133230000385,118.83133230000385,118.83133230000385,j,1.168147999997018,120.03616980000515,120.03616980000515,120.03616980000515,120.03616980000515,120.03616980000515,120.03616980000515,120.31494350000867,122.33056850000867,122.33056850000867,122.33056850000867,122.33056850000867,122.33056850000867,122.33056850000867,122.3147882000194,122.33056850000867,122.33056850000867,122.33056850000867,122.33056850000867,122.33056850000867,122.33056850000867,122.33056850000867,124.62895209999988,124.62895209999988,124.62895209999988,124.62895209999988,124.62895209999988,124.62895209999988,124.62895209999988,57,49,60,26,26,60,124.62895209999988,126.36389569999301,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
22,55,53,58,0,8,8,8,,,,,,,,,,,None,126.36389569999301,126.36389569999301,126.36389569999301,126.36389569999301,126.36389569999301,126.36389569999301,f,0.5619175999891013,126.95079080000869,126.95079080000869,126.95079080000869,126.95079080000869,126.95079080000869,126.95079080000869,127.23012640001252,128.82948710001074,128.82948710001074,128.82948710001074,128.82948710001074,128.82948710001074,128.82948710001074,128.8131132000126,128.82948710001074,128.82948710001074,128.82948710001074,128.82948710001074,128.82948710001074,128.82948710001074,128.82948710001074,130.71140260001994,130.71140260001994,130.71140260001994,130.71140260001994,130.71140260001994,130.71140260001994,130.71140260001994,53,55,58,22,53,60,130.71140260001994,132.31252219999442,,,,,,,,,,,,,,,,,,,,３４３,f,２２,2023-05-21_16h32.58.041,RL,2022.2.5,60.06211623813094,
