arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,27.192303000018,27.192303000018,space,2.112712500151247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
45,42,46,47,0,20,20,20,,,,,,,,,,,None,146.82483589998446,146.82483589998446,146.82483589998446,146.82483589998446,146.82483589998446,146.82483589998446,j,0.1838841000571847,147.04175519989803,147.04175519989803,147.04175519989803,147.04175519989803,147.04175519989803,147.04175519989803,147.32503049983643,148.3579832999967,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,148.37481880001724,149.7058557998389,149.7058557998389,149.7058557998389,149.7058557998389,149.7058557998389,149.7058557998389,149.7058557998389,45,47,42,46,46,70,149.7058557998389,151.52340059983544,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
34,44,54,42,0,21,21,21,,,,,,,,,,,None,151.52340059983544,151.52340059983544,151.52340059983544,151.52340059983544,151.52340059983544,151.52340059983544,j,0.2416077998932451,151.7907781000249,151.7907781000249,151.7907781000249,151.7907781000249,151.7907781000249,151.7907781000249,152.07391569996253,153.87355039990507,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,153.89006250002421,155.98820649995469,155.98820649995469,155.98820649995469,155.98820649995469,155.98820649995469,155.98820649995469,155.98820649995469,34,42,44,54,54,70,155.98820649995469,157.95588799985126,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
46,45,56,44,0,22,22,22,,,,,,,,,,,None,157.95588799985126,157.95588799985126,157.95588799985126,157.95588799985126,157.95588799985126,157.95588799985126,j,0.31198869994841516,158.28977119992487,158.28977119992487,158.28977119992487,158.28977119992487,158.28977119992487,158.28977119992487,158.573207099922,159.42292269994505,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,159.43908170005307,160.58794769993983,160.58794769993983,160.58794769993983,160.58794769993983,160.58794769993983,160.58794769993983,160.58794769993983,46,44,45,56,56,70,160.58794769993983,162.33821729989722,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
39,43,55,48,0,23,23,23,,,,,,,,,,,None,162.33821729989722,162.33821729989722,162.33821729989722,162.33821729989722,162.33821729989722,162.33821729989722,r,0.25106079992838204,162.62259319983423,162.62259319983423,162.62259319983423,162.62259319983423,162.62259319983423,162.62259319983423,162.90544989984483,163.87228609994054,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,163.8886950998567,165.15375229995698,165.15375229995698,165.15375229995698,165.15375229995698,165.15375229995698,165.15375229995698,165.15375229995698,39,48,43,55,48,70,165.15375229995698,166.70467390003614,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
46,53,52,41,0,24,24,24,,,,,,,,,,,None,166.70467390003614,166.70467390003614,166.70467390003614,166.70467390003614,166.70467390003614,166.70467390003614,r,0.23751879995688796,166.97305839997716,166.97305839997716,166.97305839997716,166.97305839997716,166.97305839997716,166.97305839997716,167.25468819984235,168.87115959986113,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,168.88751419982873,170.8021513998974,170.8021513998974,170.8021513998974,170.8021513998974,170.8021513998974,170.8021513998974,170.8021513998974,46,41,53,52,41,70,170.8021513998974,172.45324559998699,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
38,55,57,56,0,25,25,25,,,,,,,,,,,None,172.45324559998699,172.45324559998699,172.45324559998699,172.45324559998699,172.45324559998699,172.45324559998699,f,0.6610922000836581,173.1371380998753,173.1371380998753,173.1371380998753,173.1371380998753,173.1371380998753,173.1371380998753,173.4368582998868,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,174.9536782000214,176.76799109997228,176.76799109997228,176.76799109997228,176.76799109997228,176.76799109997228,176.76799109997228,176.76799109997228,38,56,55,57,38,70,176.76799109997228,178.6523126999382,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
35,58,55,55,0,26,26,26,,,,,,,,,,,None,178.6523126999382,178.6523126999382,178.6523126999382,178.6523126999382,178.6523126999382,178.6523126999382,f,0.2655358000192791,178.9364675998222,178.9364675998222,178.9364675998222,178.9364675998222,178.9364675998222,178.9364675998222,179.21937359985895,180.43559699994512,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,180.45219439989887,181.9674042998813,181.9674042998813,181.9674042998813,181.9674042998813,181.9674042998813,181.9674042998813,181.9674042998813,35,55,58,55,35,70,181.9674042998813,183.5681767000351,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
29,64,59,53,0,27,27,27,,,,,,,,,,,None,183.5681767000351,183.5681767000351,183.5681767000351,183.5681767000351,183.5681767000351,183.5681767000351,i,0.22309409989975393,183.8187492999714,183.8187492999714,183.8187492999714,183.8187492999714,183.8187492999714,183.8187492999714,184.10180509998463,185.83452189993113,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,185.85131529998034,187.88260459993035,187.88260459993035,187.88260459993035,187.88260459993035,187.88260459993035,187.88260459993035,187.88260459993035,29,53,64,59,64,70,187.88260459993035,189.58379149995744,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
38,51,60,68,0,28,28,28,,,,,,,,,,,None,189.58379149995744,189.58379149995744,189.58379149995744,189.58379149995744,189.58379149995744,189.58379149995744,i,0.2821277000475675,189.88409019983374,189.88409019983374,189.88409019983374,189.88409019983374,189.88409019983374,189.88409019983374,190.1674222999718,192.10062989988364,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,192.11706089996733,194.34828969999216,194.34828969999216,194.34828969999216,194.34828969999216,194.34828969999216,194.34828969999216,194.34828969999216,38,68,51,60,51,70,194.34828969999216,196.31595359998755,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
29,47,58,59,0,29,29,29,,,,,,,,,,,None,196.31595359998755,196.31595359998755,196.31595359998755,196.31595359998755,196.31595359998755,196.31595359998755,j,0.2549489000812173,196.59970359993167,196.59970359993167,196.59970359993167,196.59970359993167,196.59970359993167,196.59970359993167,196.8833278999664,198.23243979993276,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,198.24912239983678,199.89728709985502,199.89728709985502,199.89728709985502,199.89728709985502,199.89728709985502,199.89728709985502,199.89728709985502,29,59,47,58,58,70,199.89728709985502,201.44852870004252,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
28,58,69,55,0,30,30,30,,,,,,,,,,,None,201.44852870004252,201.44852870004252,201.44852870004252,201.44852870004252,201.44852870004252,201.44852870004252,i,0.2994868999812752,201.76544220000505,201.76544220000505,201.76544220000505,201.76544220000505,201.76544220000505,201.76544220000505,202.04845879995264,203.6315317999106,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,203.648613399826,205.52977170003578,205.52977170003578,205.52977170003578,205.52977170003578,205.52977170003578,205.52977170003578,205.52977170003578,28,55,58,69,58,70,205.52977170003578,207.53055240004323,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
40,56,58,53,0,31,31,31,,,,,,,,,,,None,207.53055240004323,207.53055240004323,207.53055240004323,207.53055240004323,207.53055240004323,207.53055240004323,r,0.7467482001520693,208.29770949995145,208.29770949995145,208.29770949995145,208.29770949995145,208.29770949995145,208.29770949995145,208.58101279987022,209.94749229983427,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,209.96389260003343,211.6284965998493,211.6284965998493,211.6284965998493,211.6284965998493,211.6284965998493,211.6284965998493,211.6284965998493,40,53,56,58,53,70,211.6284965998493,213.16305049997754,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
38,55,68,55,0,32,32,32,,,,,,,,,,,None,213.16305049997754,213.16305049997754,213.16305049997754,213.16305049997754,213.16305049997754,213.16305049997754,r,0.24581769993528724,213.4302035998553,213.4302035998553,213.4302035998553,213.4302035998553,213.4302035998553,213.4302035998553,213.713253099937,214.56310919998214,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,214.57971940003335,215.7279453999363,215.7279453999363,215.7279453999363,215.7279453999363,215.7279453999363,215.7279453999363,215.7279453999363,38,55,55,68,55,70,215.7279453999363,217.2955199999269,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
29,57,61,60,0,33,33,33,,,,,,,,,,,None,217.2955199999269,217.2955199999269,217.2955199999269,217.2955199999269,217.2955199999269,217.2955199999269,j,0.9248426998965442,218.245935899904,218.245935899904,218.245935899904,218.245935899904,218.245935899904,218.245935899904,218.52896689996123,220.11215519998223,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,220.12894569989294,222.0101824000012,222.0101824000012,222.0101824000012,222.0101824000012,222.0101824000012,222.0101824000012,222.0101824000012,29,60,57,61,61,70,222.0101824000012,223.72780879982747,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
40,57,72,68,0,34,34,34,,,,,,,,,,,None,223.72780879982747,223.72780879982747,223.72780879982747,223.72780879982747,223.72780879982747,223.72780879982747,j,0.34582009981386364,224.09587610000744,224.09587610000744,224.09587610000744,224.09587610000744,224.09587610000744,224.09587610000744,224.37802489986643,225.41176759987138,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,225.42804539995268,226.75958730001003,226.75958730001003,226.75958730001003,226.75958730001003,226.75958730001003,226.75958730001003,226.75958730001003,40,68,57,72,72,70,226.75958730001003,228.59353660000488,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
36,53,67,66,0,35,35,35,,,,,,,,,,,None,228.59353660000488,228.59353660000488,228.59353660000488,228.59353660000488,228.59353660000488,228.59353660000488,j,0.24331519985571504,228.8610706999898,228.8610706999898,228.8610706999898,228.8610706999898,228.8610706999898,228.8610706999898,229.14399579982273,230.5437342999503,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,230.56037189997733,232.2584613999352,232.2584613999352,232.2584613999352,232.2584613999352,232.2584613999352,232.2584613999352,232.2584613999352,36,66,53,67,67,70,232.2584613999352,234.04261439992115,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
35,43,58,71,0,36,36,36,,,,,,,,,,,None,234.04261439992115,234.04261439992115,234.04261439992115,234.04261439992115,234.04261439992115,234.04261439992115,j,0.27836459991522133,234.34324839990586,234.34324839990586,234.34324839990586,234.34324839990586,234.34324839990586,234.34324839990586,234.6261458999943,235.5099849998951,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,235.52603129995987,236.70752189983614,236.70752189983614,236.70752189983614,236.70752189983614,236.70752189983614,236.70752189983614,236.70752189983614,35,71,43,58,58,70,236.70752189983614,238.45882399985567,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
40,51,64,63,0,37,37,37,,,,,,,,,,,None,238.45882399985567,238.45882399985567,238.45882399985567,238.45882399985567,238.45882399985567,238.45882399985567,j,0.23838230012916028,238.72587469988503,238.72587469988503,238.72587469988503,238.72587469988503,238.72587469988503,238.72587469988503,239.0090725000482,240.82550689997151,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,240.84210589993745,242.95631040004082,242.95631040004082,242.95631040004082,242.95631040004082,242.95631040004082,242.95631040004082,242.95631040004082,40,63,51,64,64,70,242.95631040004082,244.77448439993896,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
41,45,59,72,0,38,38,38,,,,,,,,,,,None,244.77448439993896,244.77448439993896,244.77448439993896,244.77448439993896,244.77448439993896,244.77448439993896,j,0.31039550015702844,245.10813839989714,245.10813839989714,245.10813839989714,245.10813839989714,245.10813839989714,245.10813839989714,245.39147159992717,247.17426899983548,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,247.19114169990644,249.27191079990007,249.27191079990007,249.27191079990007,249.27191079990007,249.27191079990007,249.27191079990007,249.27191079990007,41,72,45,59,59,70,249.27191079990007,251.12294729985297,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
