arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,37.144667899934575,37.144667899934575,space,16.026301000034437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
42,42,58,55,0,0,0,0,,,,,53.190184500068426,53.190184500068426,58.19009799999185,58.19009799999185,58.19009799999185,59.1921369000338,None,59.1921369000338,59.1921369000338,59.1921369000338,59.1921369000338,59.1921369000338,59.1921369000338,r,0.3401830999646336,59.56563049997203,59.56563049997203,59.56563049997203,59.56563049997203,59.56563049997203,59.56563049997203,59.857693900121376,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,61.85843789996579,64.20004160003737,64.20004160003737,64.20004160003737,64.20004160003737,64.20004160003737,64.20004160003737,64.20004160003737,55,58,42,42,58,60,64.20004160003737,65.82287000003271,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
36,47,52,54,0,1,1,1,,,,,,,,,,,None,65.82287000003271,65.82287000003271,65.82287000003271,65.82287000003271,65.82287000003271,65.82287000003271,r,0.39344570017419755,66.2402649000287,66.2402649000287,66.2402649000287,66.2402649000287,66.2402649000287,66.2402649000287,66.52283890009858,68.12295260000974,68.12295260000974,68.12295260000974,68.12295260000974,68.12295260000974,68.12295260000974,68.10640359995887,68.12295260000974,68.12295260000974,68.12295260000974,68.12295260000974,68.12295260000974,68.12295260000974,68.12295260000974,70.0043325999286,70.0043325999286,70.0043325999286,70.0043325999286,70.0043325999286,70.0043325999286,70.0043325999286,54,52,36,47,52,60,70.0043325999286,71.73852170002647,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
45,50,58,55,0,2,2,2,,,,,,,,,,,None,71.73852170002647,71.73852170002647,71.73852170002647,71.73852170002647,71.73852170002647,71.73852170002647,i,0.41463400004431605,72.17236760002561,72.17236760002561,72.17236760002561,72.17236760002561,72.17236760002561,72.17236760002561,72.45556790009141,73.75517869996838,73.75517869996838,73.75517869996838,73.75517869996838,73.75517869996838,73.75517869996838,73.73874940001406,73.75517869996838,73.75517869996838,73.75517869996838,73.75517869996838,73.75517869996838,73.75517869996838,73.75517869996838,75.3368335000705,75.3368335000705,75.3368335000705,75.3368335000705,75.3368335000705,75.3368335000705,75.3368335000705,55,58,45,50,45,60,75.3368335000705,77.27109230007045,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
41,53,62,59,0,3,3,3,,,,,,,,,,,None,77.27109230007045,77.27109230007045,77.27109230007045,77.27109230007045,77.27109230007045,77.27109230007045,j,0.26025310019031167,77.55560640012845,77.55560640012845,77.55560640012845,77.55560640012845,77.55560640012845,77.55560640012845,77.83783670002595,79.55400700005703,79.55400700005703,79.55400700005703,79.55400700005703,79.55400700005703,79.55400700005703,79.53746780008078,79.55400700005703,79.55400700005703,79.55400700005703,79.55400700005703,79.55400700005703,79.55400700005703,79.55400700005703,81.55236480012536,81.55236480012536,81.55236480012536,81.55236480012536,81.55236480012536,81.55236480012536,81.55236480012536,59,62,41,53,53,60,81.55236480012536,83.17027199990116,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
44,54,59,55,0,4,4,4,,,,,,,,,,,None,83.17027199990116,83.17027199990116,83.17027199990116,83.17027199990116,83.17027199990116,83.17027199990116,j,0.2728971999604255,83.47502780007198,83.47502780007198,83.47502780007198,83.47502780007198,83.47502780007198,83.47502780007198,83.7706081001088,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,84.88689620001242,86.30146090011112,86.30146090011112,86.30146090011112,86.30146090011112,86.30146090011112,86.30146090011112,86.30146090011112,55,59,44,54,54,60,86.30146090011112,87.93589120008983,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
38,50,63,53,0,5,5,5,,,,,,,,,,,None,87.93589120008983,87.93589120008983,87.93589120008983,87.93589120008983,87.93589120008983,87.93589120008983,r,0.29795549996197224,88.25414770003408,88.25414770003408,88.25414770003408,88.25414770003408,88.25414770003408,88.25414770003408,88.55310730007477,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,90.01895850012079,91.78412279998884,91.78412279998884,91.78412279998884,91.78412279998884,91.78412279998884,91.78412279998884,91.78412279998884,53,63,38,50,63,60,91.78412279998884,93.61859380011447,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
43,58,67,58,0,6,6,6,,,,,,,,,,,None,93.61859380011447,93.61859380011447,93.61859380011447,93.61859380011447,93.61859380011447,93.61859380011447,j,0.5183327000122517,94.17468339996412,94.17468339996412,94.17468339996412,94.17468339996412,94.17468339996412,94.17468339996412,94.45188229996711,95.91818209993653,95.91818209993653,95.91818209993653,95.91818209993653,95.91818209993653,95.91818209993653,95.88507149997167,95.91818209993653,95.91818209993653,95.91818209993653,95.91818209993653,95.91818209993653,95.91818209993653,95.91818209993653,97.66639730008319,97.66639730008319,97.66639730008319,97.66639730008319,97.66639730008319,97.66639730008319,97.66639730008319,58,67,43,58,58,60,97.66639730008319,99.46725039999001,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
44,47,63,53,0,7,7,7,,,,,,,,,,,None,99.46725039999001,99.46725039999001,99.46725039999001,99.46725039999001,99.46725039999001,99.46725039999001,r,0.33286409988068044,99.81774269999005,99.81774269999005,99.81774269999005,99.81774269999005,99.81774269999005,99.81774269999005,100.11743539990857,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,101.5006872001104,103.18184360000305,103.18184360000305,103.18184360000305,103.18184360000305,103.18184360000305,103.18184360000305,103.18184360000305,53,63,44,47,63,60,103.18184360000305,104.69977990002371,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
43,50,68,48,0,8,8,8,,,,,,,,,,,None,104.69977990002371,104.69977990002371,104.69977990002371,104.69977990002371,104.69977990002371,104.69977990002371,j,0.2914855000562966,105.01848369999789,105.01848369999789,105.01848369999789,105.01848369999789,105.01848369999789,105.01848369999789,105.29985260008834,106.59924630005844,106.59924630005844,106.59924630005844,106.59924630005844,106.59924630005844,106.59924630005844,106.58306289999746,106.59924630005844,106.59924630005844,106.59924630005844,106.59924630005844,106.59924630005844,106.59924630005844,106.59924630005844,108.18105189991184,108.18105189991184,108.18105189991184,108.18105189991184,108.18105189991184,108.18105189991184,108.18105189991184,48,68,43,50,50,60,108.18105189991184,109.86574909999035,,,,,,,,,,,００７,f,1９,2023-05-13_16h32.35.924,RL,2022.2.5,59.82045484285291,
