arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.868895799852908,16.868895799852908,space,6.846726399846375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
38,37,59,75,0,0,0,0,,,,,23.737384499982,23.737384499982,28.736233599949628,28.736233599949628,28.736233599949628,29.739592199912295,None,29.739592199912295,29.739592199912295,29.739592199912295,29.739592199912295,29.739592199912295,29.739592199912295,i,0.4400864001363516,30.20898999995552,30.20898999995552,30.20898999995552,30.20898999995552,30.20898999995552,30.20898999995552,30.504663599887863,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,31.85490999999456,33.54909690003842,33.54909690003842,33.54909690003842,33.54909690003842,33.54909690003842,33.54909690003842,33.54909690003842,75,59,38,37,38,60,33.54909690003842,35.453391399933025,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
43,44,51,78,0,1,1,1,,,,,,,,,,,None,35.453391399933025,35.453391399933025,35.453391399933025,35.453391399933025,35.453391399933025,35.453391399933025,j,0.4793165000155568,35.9537704999093,35.9537704999093,35.9537704999093,35.9537704999093,35.9537704999093,35.9537704999093,36.23670929996297,38.08607059996575,38.08607059996575,38.08607059996575,38.08607059996575,38.08607059996575,38.08607059996575,38.06996289989911,38.08607059996575,38.08607059996575,38.08607059996575,38.08607059996575,38.08607059996575,38.08607059996575,38.08607059996575,40.21780049987137,40.21780049987137,40.21780049987137,40.21780049987137,40.21780049987137,40.21780049987137,40.21780049987137,78,51,43,44,44,60,40.21780049987137,42.06876579998061,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
40,47,43,78,0,2,2,2,,,,,,,,,,,None,42.06876579998061,42.06876579998061,42.06876579998061,42.06876579998061,42.06876579998061,42.06876579998061,r,0.4483044999651611,42.535883399890736,42.535883399890736,42.535883399890736,42.535883399890736,42.535883399890736,42.535883399890736,42.81919199996628,43.68520569987595,43.68520569987595,43.68520569987595,43.68520569987595,43.68520569987595,43.68520569987595,43.66886269999668,43.68520569987595,43.68520569987595,43.68520569987595,43.68520569987595,43.68520569987595,43.68520569987595,43.68520569987595,44.833628699881956,44.833628699881956,44.833628699881956,44.833628699881956,44.833628699881956,44.833628699881956,44.833628699881956,78,43,40,47,43,60,44.833628699881956,46.684675599914044,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
46,51,52,83,0,3,3,3,,,,,,,,,,,None,46.684675599914044,46.684675599914044,46.684675599914044,46.684675599914044,46.684675599914044,46.684675599914044,f,0.47595029999502003,47.18508809991181,47.18508809991181,47.18508809991181,47.18508809991181,47.18508809991181,47.18508809991181,47.46865829988383,48.63443169998936,48.63443169998936,48.63443169998936,48.63443169998936,48.63443169998936,48.63443169998936,48.618116499856114,48.63443169998936,48.63443169998936,48.63443169998936,48.63443169998936,48.63443169998936,48.63443169998936,48.63443169998936,50.0825235999655,50.0825235999655,50.0825235999655,50.0825235999655,50.0825235999655,50.0825235999655,50.0825235999655,83,52,46,51,83,60,50.0825235999655,51.85026440001093,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
35,46,52,77,0,4,4,4,,,,,,,,,,,None,51.85026440001093,51.85026440001093,51.85026440001093,51.85026440001093,51.85026440001093,51.85026440001093,f,0.5676947000902146,52.45091789984144,52.45091789984144,52.45091789984144,52.45091789984144,52.45091789984144,52.45091789984144,52.73431169986725,54.11665909993462,54.11665909993462,54.11665909993462,54.11665909993462,54.11665909993462,54.11665909993462,54.10035389987752,54.11665909993462,54.11665909993462,54.11665909993462,54.11665909993462,54.11665909993462,54.11665909993462,54.11665909993462,55.78190519986674,55.78190519986674,55.78190519986674,55.78190519986674,55.78190519986674,55.78190519986674,55.78190519986674,77,52,35,46,77,60,55.78190519986674,57.59955929988064,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
39,49,46,72,0,5,5,5,,,,,,,,,,,None,57.59955929988064,57.59955929988064,57.59955929988064,57.59955929988064,57.59955929988064,57.59955929988064,f,0.49242949998006225,58.116285499883816,58.116285499883816,58.116285499883816,58.116285499883816,58.116285499883816,58.116285499883816,58.399622899945825,60.13269490003586,60.13269490003586,60.13269490003586,60.13269490003586,60.13269490003586,60.13269490003586,60.1161491998937,60.13269490003586,60.13269490003586,60.13269490003586,60.13269490003586,60.13269490003586,60.13269490003586,60.13269490003586,62.14720799983479,62.14720799983479,62.14720799983479,62.14720799983479,62.14720799983479,62.14720799983479,62.14720799983479,72,46,39,49,72,60,62.14720799983479,63.7985232998617,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
31,48,49,76,0,6,6,6,,,,,,,,,,,None,63.7985232998617,63.7985232998617,63.7985232998617,63.7985232998617,63.7985232998617,63.7985232998617,f,0.4657580000348389,64.28465329995379,64.28465329995379,64.28465329995379,64.28465329995379,64.28465329995379,64.28465329995379,64.58245149999857,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,66.49783509992994,68.71293509984389,68.71293509984389,68.71293509984389,68.71293509984389,68.71293509984389,68.71293509984389,68.71293509984389,76,49,31,48,76,60,68.71293509984389,70.61369149992242,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
47,49,36,73,0,7,7,7,,,,,,,,,,,None,70.61369149992242,70.61369149992242,70.61369149992242,70.61369149992242,70.61369149992242,70.61369149992242,f,0.5295505998656154,71.16427139984444,71.16427139984444,71.16427139984444,71.16427139984444,71.16427139984444,71.16427139984444,71.44752079993486,72.99704060005024,72.99704060005024,72.99704060005024,72.99704060005024,72.99704060005024,72.99704060005024,72.98050119983964,72.99704060005024,72.99704060005024,72.99704060005024,72.99704060005024,72.99704060005024,72.99704060005024,72.99704060005024,74.82866770005785,74.82866770005785,74.82866770005785,74.82866770005785,74.82866770005785,74.82866770005785,74.82866770005785,73,36,47,49,73,60,74.82866770005785,76.66257319995202,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
47,59,45,72,0,8,8,8,,,,,,,,,,,None,76.66257319995202,76.66257319995202,76.66257319995202,76.66257319995202,76.66257319995202,76.66257319995202,f,0.5362185998819768,77.23092389991507,77.23092389991507,77.23092389991507,77.23092389991507,77.23092389991507,77.23092389991507,77.52982679987326,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,78.66274099983275,80.09460949990898,80.09460949990898,80.09460949990898,80.09460949990898,80.09460949990898,80.09460949990898,80.09460949990898,72,45,47,59,72,60,80.09460949990898,81.74539469997399,,,,,,,,,,,,,,,,,,,003,f,20,2023-05-13_13h38.18.930,RL,2022.2.5,60.36558604904619,
