arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.59395450001466,11.59395450001466,space,7.164578600000823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
27,59,49,55,0,21,21,21,,,,,,,,,,,None,135.742087599996,135.742087599996,135.742087599996,135.742087599996,135.742087599996,135.742087599996,i,0.2524707999837119,136.0320588000177,136.0320588000177,136.0320588000177,136.0320588000177,136.0320588000177,136.0320588000177,136.32617300000857,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,138.25874839999597,140.4899992000137,140.4899992000137,140.4899992000137,140.4899992000137,140.4899992000137,140.4899992000137,140.4899992000137,49,55,59,27,59,60,140.4899992000137,142.00808200001484,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
29,68,49,54,0,22,22,22,,,,,,,,,,,None,142.00808200001484,142.00808200001484,142.00808200001484,142.00808200001484,142.00808200001484,142.00808200001484,f,0.24279129999922588,142.2762017000059,142.2762017000059,142.2762017000059,142.2762017000059,142.2762017000059,142.2762017000059,142.5578199000156,144.5243803000194,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,144.54083959999844,146.80544230001396,146.80544230001396,146.80544230001396,146.80544230001396,146.80544230001396,146.80544230001396,146.80544230001396,49,54,68,29,49,60,146.80544230001396,148.39002029999392,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
28,70,45,54,0,23,23,23,,,,,,,,,,,None,148.39002029999392,148.39002029999392,148.39002029999392,148.39002029999392,148.39002029999392,148.39002029999392,i,0.25702809999347664,148.6739676000143,148.6739676000143,148.6739676000143,148.6739676000143,148.6739676000143,148.6739676000143,148.957094900019,150.80706250001094,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,150.8233545999974,152.97104170001694,152.97104170001694,152.97104170001694,152.97104170001694,152.97104170001694,152.97104170001694,152.97104170001694,45,54,70,28,70,60,152.97104170001694,154.65572149999207,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
20,68,40,60,0,24,24,24,,,,,,,,,,,None,154.65572149999207,154.65572149999207,154.65572149999207,154.65572149999207,154.65572149999207,154.65572149999207,r,0.23046829999657348,154.90736529999413,154.90736529999413,154.90736529999413,154.90736529999413,154.90736529999413,154.90736529999413,155.18902839999646,156.2559051999997,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,156.27253330001258,157.63678130001063,157.63678130001063,157.63678130001063,157.63678130001063,157.63678130001063,157.63678130001063,157.63678130001063,40,60,68,20,60,60,157.63678130001063,159.63803970001754,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
37,64,44,54,0,25,25,25,,,,,,,,,,,None,159.63803970001754,159.63803970001754,159.63803970001754,159.63803970001754,159.63803970001754,159.63803970001754,r,0.07807610000600107,159.7407269999967,159.7407269999967,159.7407269999967,159.7407269999967,159.7407269999967,159.7407269999967,160.0380669000151,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,161.9712661000085,164.20266229999834,164.20266229999834,164.20266229999834,164.20266229999834,164.20266229999834,164.20266229999834,164.20266229999834,44,54,64,37,54,60,164.20266229999834,165.8872450000199,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
30,70,44,48,0,26,26,26,,,,,,,,,,,None,165.8872450000199,165.8872450000199,165.8872450000199,165.8872450000199,165.8872450000199,165.8872450000199,i,0.2264759999816306,166.13954150001518,166.13954150001518,166.13954150001518,166.13954150001518,166.13954150001518,166.13954150001518,166.42086330000893,167.65389670000877,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,167.67050750000635,169.20191790000536,169.20191790000536,169.20191790000536,169.20191790000536,169.20191790000536,169.20191790000536,169.20191790000536,44,48,70,30,70,60,169.20191790000536,171.1029405000154,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
40,66,45,45,0,27,27,27,,,,,,,,,,,None,171.1029405000154,171.1029405000154,171.1029405000154,171.1029405000154,171.1029405000154,171.1029405000154,r,0.27040750000742264,171.40518390000216,171.40518390000216,171.40518390000216,171.40518390000216,171.40518390000216,171.40518390000216,171.68624529999215,172.81951470000786,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,172.83583359999466,174.26731870000367,174.26731870000367,174.26731870000367,174.26731870000367,174.26731870000367,174.26731870000367,174.26731870000367,45,45,66,40,45,60,174.26731870000367,176.15179689999786,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
38,65,51,48,0,28,28,28,,,,,,,,,,,None,176.15179689999786,176.15179689999786,176.15179689999786,176.15179689999786,176.15179689999786,176.15179689999786,f,0.3472129000001587,176.52017970001907,176.52017970001907,176.52017970001907,176.52017970001907,176.52017970001907,176.52017970001907,176.81879700001446,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,178.16835610001,179.8169876000029,179.8169876000029,179.8169876000029,179.8169876000029,179.8169876000029,179.8169876000029,179.8169876000029,51,48,65,38,51,60,179.8169876000029,181.6677575999929,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
32,59,46,56,0,29,29,29,,,,,,,,,,,None,181.6677575999929,181.6677575999929,181.6677575999929,181.6677575999929,181.6677575999929,181.6677575999929,i,0.20268409998971038,181.90499989999807,181.90499989999807,181.90499989999807,181.90499989999807,181.90499989999807,181.90499989999807,182.20105790000525,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,183.70079350000015,185.49902859999565,185.49902859999565,185.49902859999565,185.49902859999565,185.49902859999565,185.49902859999565,185.49902859999565,46,56,59,32,59,60,185.49902859999565,187.13324190001003,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
38,67,49,55,0,30,30,30,,,,,,,,,,,None,187.13324190001003,187.13324190001003,187.13324190001003,187.13324190001003,187.13324190001003,187.13324190001003,j,0.21838329997262917,187.38788140000543,187.38788140000543,187.38788140000543,187.38788140000543,187.38788140000543,187.38788140000543,187.6670648000145,188.5999439000152,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,188.6163593000092,189.8483450000058,189.8483450000058,189.8483450000058,189.8483450000058,189.8483450000058,189.8483450000058,189.8483450000058,49,55,67,38,38,60,189.8483450000058,191.66617790001328,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
46,64,42,56,0,31,31,31,,,,,,,,,,,None,191.66617790001328,191.66617790001328,191.66617790001328,191.66617790001328,191.66617790001328,191.66617790001328,f,0.245444200001657,191.93560940001043,191.93560940001043,191.93560940001043,191.93560940001043,191.93560940001043,191.93560940001043,192.2160256000061,193.2823149000178,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,193.29914700001245,194.66423670001677,194.66423670001677,194.66423670001677,194.66423670001677,194.66423670001677,194.66423670001677,194.66423670001677,42,56,64,46,42,60,194.66423670001677,196.54830450000009,,,,,,,,,,,,３４１,f,１９,2023-05-21_15h37.40.886,RL,2022.2.5,60.192809600810406,
