arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
52,42,56,61,0,9,9,9,,,,,,,,None,73.86416050000116,73.86416050000116,73.86416050000116,73.86416050000116,73.86416050000116,73.86416050000116,r,0.3830067999660969,74.26829389994964,74.26829389994964,74.26829389994964,74.26829389994964,74.26829389994964,74.26829389994964,74.54831729992293,76.24598239990883,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,76.26249929983169,78.26346499985084,78.26346499985084,78.26346499985084,78.26346499985084,78.26346499985084,78.26346499985084,78.26346499985084,56,61,52,42,61,60,78.26346499985084,80.12978839990683,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
56,42,59,50,0,10,10,10,,,,,,,,None,80.12978839990683,80.12978839990683,80.12978839990683,80.12978839990683,80.12978839990683,80.12978839990683,r,0.40107570006512105,80.56862249993719,80.56862249993719,80.56862249993719,80.56862249993719,80.56862249993719,80.56862249993719,80.86295979982242,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,82.52861009980552,84.47966689988971,84.47966689988971,84.47966689988971,84.47966689988971,84.47966689988971,84.47966689988971,84.47966689988971,59,50,56,42,50,60,84.47966689988971,86.24588979990222,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
52,42,58,54,0,11,11,11,,,,,,,,None,86.24588979990222,86.24588979990222,86.24588979990222,86.24588979990222,86.24588979990222,86.24588979990222,j,0.4807357001118362,86.74890229990706,86.74890229990706,86.74890229990706,86.74890229990706,86.74890229990706,86.74890229990706,87.04539649980143,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,88.77878259983845,90.81174769997597,90.81174769997597,90.81174769997597,90.81174769997597,90.81174769997597,90.81174769997597,90.81174769997597,58,54,52,42,42,60,90.81174769997597,92.47788589983247,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
59,40,70,50,0,12,12,12,,,,,,,,None,92.47788589983247,92.47788589983247,92.47788589983247,92.47788589983247,92.47788589983247,92.47788589983247,f,0.4220247999764979,92.94121570000425,92.94121570000425,92.94121570000425,92.94121570000425,92.94121570000425,92.94121570000425,93.22706359997392,94.37770309997723,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,94.39615709986538,95.84370039985515,95.84370039985515,95.84370039985515,95.84370039985515,95.84370039985515,95.84370039985515,95.84370039985515,70,50,59,40,70,60,95.84370039985515,97.80997359985486,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
54,44,75,44,0,13,13,13,,,,,,,,None,97.80997359985486,97.80997359985486,97.80997359985486,97.80997359985486,97.80997359985486,97.80997359985486,f,0.7065016000997275,98.54584619984962,98.54584619984962,98.54584619984962,98.54584619984962,98.54584619984962,98.54584619984962,98.82691790000536,100.32627979991958,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,100.34275419986807,102.14243719982915,102.14243719982915,102.14243719982915,102.14243719982915,102.14243719982915,102.14243719982915,102.14243719982915,75,44,54,44,75,60,102.14243719982915,103.75804449990392,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
53,46,78,44,0,14,14,14,,,,,,,,None,103.75804449990392,103.75804449990392,103.75804449990392,103.75804449990392,103.75804449990392,103.75804449990392,f,0.8106370000168681,104.59285179991275,104.59285179991275,104.59285179991275,104.59285179991275,104.59285179991275,104.59285179991275,104.87503789993934,106.72507349983789,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,106.74113229988143,108.8912414999213,108.8912414999213,108.8912414999213,108.8912414999213,108.8912414999213,108.8912414999213,108.8912414999213,78,44,53,46,78,60,108.8912414999213,110.52447750000283,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
50,41,78,45,0,15,15,15,,,,,,,,None,110.52447750000283,110.52447750000283,110.52447750000283,110.52447750000283,110.52447750000283,110.52447750000283,f,0.3951186998747289,110.95584429986775,110.95584429986775,110.95584429986775,110.95584429986775,110.95584429986775,110.95584429986775,111.24162169988267,112.57490999996662,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,112.5943035997916,114.22464349982329,114.22464349982329,114.22464349982329,114.22464349982329,114.22464349982329,114.22464349982329,114.22464349982329,78,45,50,41,78,60,114.22464349982329,115.9575224998407,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
49,47,77,45,0,16,16,16,,,,,,,,None,115.9575224998407,115.9575224998407,115.9575224998407,115.9575224998407,115.9575224998407,115.9575224998407,f,0.4382066000252962,116.4380516000092,116.4380516000092,116.4380516000092,116.4380516000092,116.4380516000092,116.4380516000092,116.72462389990687,117.92295449995436,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,117.94026499986649,119.4400835998822,119.4400835998822,119.4400835998822,119.4400835998822,119.4400835998822,119.4400835998822,119.4400835998822,77,45,49,47,77,60,119.4400835998822,121.12314009992406,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
45,52,68,47,0,17,17,17,,,,,,,,None,121.12314009992406,121.12314009992406,121.12314009992406,121.12314009992406,121.12314009992406,121.12314009992406,f,0.45950370002537966,121.61117699998431,121.61117699998431,121.61117699998431,121.61117699998431,121.61117699998431,121.61117699998431,121.90641529997811,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,122.7881905999966,123.95642809988931,123.95642809988931,123.95642809988931,123.95642809988931,123.95642809988931,123.95642809988931,123.95642809988931,68,47,45,52,68,60,123.95642809988931,125.6221192998346,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
43,43,67,56,0,18,18,18,,,,,,,,None,125.6221192998346,125.6221192998346,125.6221192998346,125.6221192998346,125.6221192998346,125.6221192998346,f,0.39498330000787973,126.04494900000282,126.04494900000282,126.04494900000282,126.04494900000282,126.04494900000282,126.04494900000282,126.33740069996566,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,127.99177649989724,129.93839729996398,129.93839729996398,129.93839729996398,129.93839729996398,129.93839729996398,129.93839729996398,129.93839729996398,67,56,43,43,67,60,129.93839729996398,131.704278399935,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
40,48,68,50,0,19,19,19,,,,,,,,None,131.704278399935,131.704278399935,131.704278399935,131.704278399935,131.704278399935,131.704278399935,f,0.4338903999887407,132.1583784997929,132.1583784997929,132.1583784997929,132.1583784997929,132.1583784997929,132.1583784997929,132.45462289988063,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,133.5722709998954,134.9870126999449,134.9870126999449,134.9870126999449,134.9870126999449,134.9870126999449,134.9870126999449,134.9870126999449,68,50,40,48,68,60,134.9870126999449,136.52045469987206,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
