arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
45,42,46,47,0,20,20,20,,,,,,,,None,136.52045469987206,136.52045469987206,136.52045469987206,136.52045469987206,136.52045469987206,136.52045469987206,f,0.3553273999132216,136.91795479995199,136.91795479995199,136.91795479995199,136.91795479995199,136.91795479995199,136.91795479995199,137.2032829998061,138.26943089999259,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,138.28709369990975,139.65281649981625,139.65281649981625,139.65281649981625,139.65281649981625,139.65281649981625,139.65281649981625,139.65281649981625,46,47,45,42,46,60,139.65281649981625,141.2691873998847,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
34,44,54,42,0,21,21,21,,,,,,,,None,141.2691873998847,141.2691873998847,141.2691873998847,141.2691873998847,141.2691873998847,141.2691873998847,i,0.41981270001269877,141.72317889984697,141.72317889984697,141.72317889984697,141.72317889984697,141.72317889984697,141.72317889984697,142.0035623998847,143.76948259980418,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,143.80413539987057,145.86944679985754,145.86944679985754,145.86944679985754,145.86944679985754,145.86944679985754,145.86944679985754,145.86944679985754,54,42,34,44,34,60,145.86944679985754,147.85127340001054,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
46,45,56,44,0,22,22,22,,,,,,,,None,147.85127340001054,147.85127340001054,147.85127340001054,147.85127340001054,147.85127340001054,147.85127340001054,j,0.4111873002257198,148.2990986998193,148.2990986998193,148.2990986998193,148.2990986998193,148.2990986998193,148.2990986998193,148.56825129990466,150.31690239999443,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,150.33387759979814,152.38469369988889,152.38469369988889,152.38469369988889,152.38469369988889,152.38469369988889,152.38469369988889,152.38469369988889,56,44,46,45,45,60,152.38469369988889,154.3010473998729,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
39,43,55,48,0,23,23,23,,,,,,,,None,154.3010473998729,154.3010473998729,154.3010473998729,154.3010473998729,154.3010473998729,154.3010473998729,r,0.4310848999302834,154.7549138998147,154.7549138998147,154.7549138998147,154.7549138998147,154.7549138998147,154.7549138998147,155.03405069978908,156.86543879983947,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,156.90316300000995,159.0325267999433,159.0325267999433,159.0325267999433,159.0325267999433,159.0325267999433,159.0325267999433,159.0325267999433,55,48,39,43,48,60,159.0325267999433,160.66570309991948,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
46,53,52,41,0,24,24,24,,,,,,,,None,160.66570309991948,160.66570309991948,160.66570309991948,160.66570309991948,160.66570309991948,160.66570309991948,f,0.5180921999271959,161.22972029983066,161.22972029983066,161.22972029983066,161.22972029983066,161.22972029983066,161.22972029983066,161.4998198999092,163.31642659986392,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,163.3509044998791,165.46555399987847,165.46555399987847,165.46555399987847,165.46555399987847,165.46555399987847,165.46555399987847,165.46555399987847,52,41,46,53,52,60,165.46555399987847,167.36481869989075,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
38,55,57,56,0,25,25,25,,,,,,,,None,167.36481869989075,167.36481869989075,167.36481869989075,167.36481869989075,167.36481869989075,167.36481869989075,i,0.6199642000719905,168.01936659985222,168.01936659985222,168.01936659985222,168.01936659985222,168.01936659985222,168.01936659985222,168.31528579979204,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,169.69955159979872,171.3801444999408,171.3801444999408,171.3801444999408,171.3801444999408,171.3801444999408,171.3801444999408,171.3801444999408,57,56,38,55,38,60,171.3801444999408,173.08062859997153,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
35,58,55,55,0,26,26,26,,,,,,,,None,173.08062859997153,173.08062859997153,173.08062859997153,173.08062859997153,173.08062859997153,173.08062859997153,j,0.8357771001756191,173.96090089995414,173.96090089995414,173.96090089995414,173.96090089995414,173.96090089995414,173.96090089995414,174.23048539995216,176.147137099877,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,176.16414719983004,178.38013949990273,178.38013949990273,178.38013949990273,178.38013949990273,178.38013949990273,178.38013949990273,178.38013949990273,55,55,35,58,58,60,178.38013949990273,179.96197009994648,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
29,64,59,53,0,27,27,27,,,,,,,,None,179.96197009994648,179.96197009994648,179.96197009994648,179.96197009994648,179.96197009994648,179.96197009994648,r,0.6301251000259072,180.618675599806,180.618675599806,180.618675599806,180.618675599806,180.618675599806,180.618675599806,180.91302769980393,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,182.31336209992878,184.0125209998805,184.0125209998805,184.0125209998805,184.0125209998805,184.0125209998805,184.0125209998805,184.0125209998805,59,53,29,64,53,60,184.0125209998805,185.8953346000053,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
38,51,60,68,0,28,28,28,,,,,,,,None,185.8953346000053,185.8953346000053,185.8953346000053,185.8953346000053,185.8953346000053,185.8953346000053,r,0.4539618999697268,186.38232879992574,186.38232879992574,186.38232879992574,186.38232879992574,186.38232879992574,186.38232879992574,186.6785190999508,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,187.5630569998175,188.7439242999535,188.7439242999535,188.7439242999535,188.7439242999535,188.7439242999535,188.7439242999535,188.7439242999535,60,68,38,51,68,60,188.7439242999535,190.31058029993437,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
29,47,58,59,0,29,29,29,,,,,,,,None,190.31058029993437,190.31058029993437,190.31058029993437,190.31058029993437,190.31058029993437,190.31058029993437,f,0.3272088998928666,190.6664054999128,190.6664054999128,190.6664054999128,190.6664054999128,190.6664054999128,190.6664054999128,190.9607974998653,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,192.2788258998189,193.89395289984532,193.89395289984532,193.89395289984532,193.89395289984532,193.89395289984532,193.89395289984532,193.89395289984532,58,59,29,47,58,60,193.89395289984532,195.86016379995272,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
28,58,69,55,0,30,30,30,,,,,,,,None,195.86016379995272,195.86016379995272,195.86016379995272,195.86016379995272,195.86016379995272,195.86016379995272,r,0.40120760002173483,196.30764149990864,196.30764149990864,196.30764149990864,196.30764149990864,196.30764149990864,196.30764149990864,196.5752331998665,198.44365279981866,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,198.46214899979532,200.6263980998192,200.6263980998192,200.6263980998192,200.6263980998192,200.6263980998192,200.6263980998192,200.6263980998192,69,55,28,58,55,60,200.6263980998192,202.27595549984835,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
40,56,58,53,0,31,31,31,,,,,,,,None,202.27595549984835,202.27595549984835,202.27595549984835,202.27595549984835,202.27595549984835,202.27595549984835,i,0.38514419994316995,202.69868769985624,202.69868769985624,202.69868769985624,202.69868769985624,202.69868769985624,202.69868769985624,202.99167429981753,204.99213139992207,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,205.01003349991515,207.30686509981751,207.30686509981751,207.30686509981751,207.30686509981751,207.30686509981751,207.30686509981751,207.30686509981751,58,53,40,56,40,60,207.30686509981751,209.25825629988685,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
38,55,68,55,0,32,32,32,,,,,,,,None,209.25825629988685,209.25825629988685,209.25825629988685,209.25825629988685,209.25825629988685,209.25825629988685,i,0.3263506998773664,209.62124879984185,209.62124879984185,209.62124879984185,209.62124879984185,209.62124879984185,209.62124879984185,209.90816419990733,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,211.69157889997587,213.7738730998244,213.7738730998244,213.7738730998244,213.7738730998244,213.7738730998244,213.7738730998244,213.7738730998244,68,55,38,55,38,60,213.7738730998244,215.4718494999688,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
29,57,61,60,0,33,33,33,,,,,,,,None,215.4718494999688,215.4718494999688,215.4718494999688,215.4718494999688,215.4718494999688,215.4718494999688,f,0.34514259989373386,215.84599949978292,215.84599949978292,215.84599949978292,215.84599949978292,215.84599949978292,215.84599949978292,216.13940309989266,217.50622679991648,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,217.52418449986726,219.1894988999702,219.1894988999702,219.1894988999702,219.1894988999702,219.1894988999702,219.1894988999702,219.1894988999702,61,60,29,57,61,60,219.1894988999702,220.75589829985984,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
40,57,72,68,0,34,34,34,,,,,,,,None,220.75589829985984,220.75589829985984,220.75589829985984,220.75589829985984,220.75589829985984,220.75589829985984,f,0.38694319990463555,221.17953650001436,221.17953650001436,221.17953650001436,221.17953650001436,221.17953650001436,221.17953650001436,221.4718587999232,223.45456829993054,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,223.4707307999488,225.75503279990517,225.75503279990517,225.75503279990517,225.75503279990517,225.75503279990517,225.75503279990517,225.75503279990517,72,68,40,57,72,60,225.75503279990517,227.60477029997855,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
36,53,67,66,0,35,35,35,,,,,,,,None,227.60477029997855,227.60477029997855,227.60477029997855,227.60477029997855,227.60477029997855,227.60477029997855,f,0.3213032998610288,227.96841849992052,227.96841849992052,227.96841849992052,227.96841849992052,227.96841849992052,227.96841849992052,228.25438989978284,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,229.2741310999263,230.58697509998456,230.58697509998456,230.58697509998456,230.58697509998456,230.58697509998456,230.58697509998456,230.58697509998456,67,66,36,53,67,60,230.58697509998456,232.353246799903,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
35,43,58,71,0,36,36,36,,,,,,,,None,232.353246799903,232.353246799903,232.353246799903,232.353246799903,232.353246799903,232.353246799903,r,0.4569817997980863,232.84182139998302,232.84182139998302,232.84182139998302,232.84182139998302,232.84182139998302,232.84182139998302,233.1202359998133,234.2375034999568,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,234.2738578999415,235.70235389983281,235.70235389983281,235.70235389983281,235.70235389983281,235.70235389983281,235.70235389983281,235.70235389983281,58,71,35,43,71,60,235.70235389983281,237.4192940997891,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
40,51,64,63,0,37,37,37,,,,,,,,None,237.4192940997891,237.4192940997891,237.4192940997891,237.4192940997891,237.4192940997891,237.4192940997891,f,0.36601019999943674,237.81010839994997,237.81010839994997,237.81010839994997,237.81010839994997,237.81010839994997,237.81010839994997,238.1030899998732,239.56926389993168,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,239.58583879983053,241.3522865998093,241.3522865998093,241.3522865998093,241.3522865998093,241.3522865998093,241.3522865998093,241.3522865998093,64,63,40,51,64,60,241.3522865998093,243.26822019997053,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
41,45,59,72,0,38,38,38,,,,,,,,None,243.26822019997053,243.26822019997053,243.26822019997053,243.26822019997053,243.26822019997053,243.26822019997053,r,0.37415000004693866,243.67121459986083,243.67121459986083,243.67121459986083,243.67121459986083,243.67121459986083,243.67121459986083,243.95082399994135,245.55202629999258,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,245.58547689998522,247.49985359981656,247.49985359981656,247.49985359981656,247.49985359981656,247.49985359981656,247.49985359981656,247.49985359981656,59,72,41,45,72,60,247.49985359981656,249.15048670000397,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
39,49,53,64,0,39,39,39,,,,,,,,None,249.15048670000397,249.15048670000397,249.15048670000397,249.15048670000397,249.15048670000397,249.15048670000397,r,0.46264069993048906,249.64180479990318,249.64180479990318,249.64180479990318,249.64180479990318,249.64180479990318,249.64180479990318,249.93425619998015,251.81706499983557,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,251.83461629995145,254.01607869984582,254.01607869984582,254.01607869984582,254.01607869984582,254.01607869984582,254.01607869984582,254.01607869984582,53,64,39,49,64,60,254.01607869984582,255.56610779999755,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
47,52,57,64,0,40,40,40,,,,,,,,None,255.56610779999755,255.56610779999755,255.56610779999755,255.56610779999755,255.56610779999755,255.56610779999755,f,0.3024514999706298,255.9034773998428,255.9034773998428,255.9034773998428,255.9034773998428,255.9034773998428,255.9034773998428,256.1993283999618,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,257.3013616998214,258.6984778000042,258.6984778000042,258.6984778000042,258.6984778000042,258.6984778000042,258.6984778000042,258.6984778000042,57,64,47,52,57,60,258.6984778000042,260.23140239994973,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
49,51,50,64,0,41,41,41,,,,,,,,None,260.23140239994973,260.23140239994973,260.23140239994973,260.23140239994973,260.23140239994973,260.23140239994973,i,0.5930214999243617,260.8492938999552,260.8492938999552,260.8492938999552,260.8492938999552,260.8492938999552,260.8492938999552,261.13207699987106,262.08222929993644,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,262.10049819992855,263.3487488999963,263.3487488999963,263.3487488999963,263.3487488999963,263.3487488999963,263.3487488999963,263.3487488999963,50,64,49,51,49,60,263.3487488999963,265.3316896997858,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
44,53,57,68,0,42,42,42,,,,,,,,None,265.3316896997858,265.3316896997858,265.3316896997858,265.3316896997858,265.3316896997858,265.3316896997858,f,0.33364079985767603,265.7020454998128,265.7020454998128,265.7020454998128,265.7020454998128,265.7020454998128,265.7020454998128,265.98130759992637,267.1639817999676,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,267.2006424998399,268.69740489986725,268.69740489986725,268.69740489986725,268.69740489986725,268.69740489986725,268.69740489986725,268.69740489986725,57,68,44,53,57,60,268.69740489986725,270.24713179981336,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
43,51,50,61,0,43,43,43,,,,,,,,None,270.24713179981336,270.24713179981336,270.24713179981336,270.24713179981336,270.24713179981336,270.24713179981336,r,0.4331129000056535,270.71148479986005,270.71148479986005,270.71148479986005,270.71148479986005,270.71148479986005,270.71148479986005,270.99709719978273,272.0630069999024,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,272.0816532999743,273.44704659981653,273.44704659981653,273.44704659981653,273.44704659981653,273.44704659981653,273.44704659981653,273.44704659981653,50,61,43,51,61,60,273.44704659981653,275.0457983999513,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
59,50,52,65,0,44,44,44,,,,,,,,None,275.0457983999513,275.0457983999513,275.0457983999513,275.0457983999513,275.0457983999513,275.0457983999513,r,0.3522326999809593,275.44380779983476,275.44380779983476,275.44380779983476,275.44380779983476,275.44380779983476,275.44380779983476,275.73010329995304,276.77971629984677,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,276.7988667997997,278.14598039980046,278.14598039980046,278.14598039980046,278.14598039980046,278.14598039980046,278.14598039980046,278.14598039980046,52,65,59,50,65,60,278.14598039980046,280.11185649991967,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
51,50,66,59,0,45,45,45,,,,,,,,None,280.11185649991967,280.11185649991967,280.11185649991967,280.11185649991967,280.11185649991967,280.11185649991967,f,0.3233439999166876,280.46830329997465,280.46830329997465,280.46830329997465,280.46830329997465,280.46830329997465,280.46830329997465,280.7623797999695,281.7783305000048,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,281.7945471999701,283.112227599835,283.112227599835,283.112227599835,283.112227599835,283.112227599835,283.112227599835,283.112227599835,66,59,51,50,66,60,283.112227599835,284.8107035998255,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
58,51,61,48,0,46,46,46,,,,,,,,None,284.8107035998255,284.8107035998255,284.8107035998255,284.8107035998255,284.8107035998255,284.8107035998255,f,0.3633490998763591,285.1984680998139,285.1984680998139,285.1984680998139,285.1984680998139,285.1984680998139,285.1984680998139,285.4935464998707,286.77772489981726,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,286.79517709999345,288.37803889997303,288.37803889997303,288.37803889997303,288.37803889997303,288.37803889997303,288.37803889997303,288.37803889997303,61,48,58,51,61,60,288.37803889997303,290.3102806999814,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
54,56,65,47,0,47,47,47,,,,,,,,None,290.3102806999814,290.3102806999814,290.3102806999814,290.3102806999814,290.3102806999814,290.3102806999814,r,0.4319664998911321,290.77448589983396,290.77448589983396,290.77448589983396,290.77448589983396,290.77448589983396,290.77448589983396,291.04330469993874,292.5088424999267,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,292.5429733998608,294.30975109990686,294.30975109990686,294.30975109990686,294.30975109990686,294.30975109990686,294.30975109990686,294.30975109990686,65,47,54,56,47,60,294.30975109990686,296.15828289999627,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
58,52,60,51,0,48,48,48,,,,,,,,None,296.15828289999627,296.15828289999627,296.15828289999627,296.15828289999627,296.15828289999627,296.15828289999627,j,0.42462079995311797,296.6131660998799,296.6131660998799,296.6131660998799,296.6131660998799,296.6131660998799,296.6131660998799,296.9079158999957,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,297.9580052997917,299.307631699834,299.307631699834,299.307631699834,299.307631699834,299.307631699834,299.307631699834,299.307631699834,60,51,58,52,52,60,299.307631699834,301.25824829982594,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
47,54,63,46,0,49,49,49,,,,,,,,None,301.25824829982594,301.25824829982594,301.25824829982594,301.25824829982594,301.25824829982594,301.25824829982594,f,0.3272941999603063,301.62248739995994,301.62248739995994,301.62248739995994,301.62248739995994,301.62248739995994,301.62248739995994,301.89155679987743,303.2411452999804,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,303.2747458999511,304.9236794000026,304.9236794000026,304.9236794000026,304.9236794000026,304.9236794000026,304.9236794000026,304.9236794000026,63,46,47,54,63,60,304.9236794000026,306.4741093998309,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
51,56,59,51,0,50,50,50,,,,,,,,None,306.4741093998309,306.4741093998309,306.4741093998309,306.4741093998309,306.4741093998309,306.4741093998309,j,0.32793449983000755,306.8381612999365,306.8381612999365,306.8381612999365,306.8381612999365,306.8381612999365,306.8381612999365,307.12419879995286,309.0735454999376,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,309.09096599998884,311.3395417998545,311.3395417998545,311.3395417998545,311.3395417998545,311.3395417998545,311.3395417998545,311.3395417998545,59,51,51,56,56,60,311.3395417998545,313.2226463998668,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
51,52,65,57,0,51,51,51,,,,,,,,None,313.2226463998668,313.2226463998668,313.2226463998668,313.2226463998668,313.2226463998668,313.2226463998668,r,0.5627498000394553,313.81244679982774,313.81244679982774,313.81244679982774,313.81244679982774,313.81244679982774,313.81244679982774,314.10637269984,315.6729442998767,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,315.6915362998843,317.57173659978434,317.57173659978434,317.57173659978434,317.57173659978434,317.57173659978434,317.57173659978434,317.57173659978434,65,57,51,52,57,60,317.57173659978434,319.5549750998616,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
59,60,73,56,0,52,52,52,,,,,,,,None,319.5549750998616,319.5549750998616,319.5549750998616,319.5549750998616,319.5549750998616,319.5549750998616,f,0.4771308000199497,320.0609288997948,320.0609288997948,320.0609288997948,320.0609288997948,320.0609288997948,320.0609288997948,320.3555652999785,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,322.1208636998199,324.1879753000103,324.1879753000103,324.1879753000103,324.1879753000103,324.1879753000103,324.1879753000103,324.1879753000103,73,56,59,60,73,60,324.1879753000103,326.1040829999838,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
55,60,67,58,0,53,53,53,,,,,,,,None,326.1040829999838,326.1040829999838,326.1040829999838,326.1040829999838,326.1040829999838,326.1040829999838,f,0.4353757998906076,326.57446969999,326.57446969999,326.57446969999,326.57446969999,326.57446969999,326.57446969999,326.8530518999323,328.8541417999659,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,328.8900202999357,331.20327589986846,331.20327589986846,331.20327589986846,331.20327589986846,331.20327589986846,331.20327589986846,331.20327589986846,67,58,55,60,67,60,331.20327589986846,332.7363129998557,,,,,,,,,,,001,f,23,2023-05-13_12h06.36.688,RL,2022.2.5,60.057462942665616,
