arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.391946500000813,12.391946500000813,space,8.987631500000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
43,29,62,55,0,0,0,0,,,,,21.39610950000042,21.39610950000042,26.395305400000325,26.395305400000325,26.395305400000325,27.39726850000079,None,27.39726850000079,27.39726850000079,27.39726850000079,27.39726850000079,27.39726850000079,27.39726850000079,r,0.5423971999998685,27.9697541000005,27.9697541000005,27.9697541000005,27.9697541000005,27.9697541000005,27.9697541000005,28.24993110000014,29.216153200000008,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,29.237881100000777,30.542107000000215,30.542107000000215,30.542107000000215,30.542107000000215,30.542107000000215,30.542107000000215,30.542107000000215,62,55,43,29,55,70,30.542107000000215,32.1464162000002,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
36,40,51,54,0,1,1,1,,,,,,,,,,,None,32.1464162000002,32.1464162000002,32.1464162000002,32.1464162000002,32.1464162000002,32.1464162000002,j,0.7481389999993553,32.91275440000027,32.91275440000027,32.91275440000027,32.91275440000027,32.91275440000027,32.91275440000027,33.1959822000008,34.66292590000012,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,34.679058600000644,36.443906500000594,36.443906500000594,36.443906500000594,36.443906500000594,36.443906500000594,36.443906500000594,36.443906500000594,51,54,36,40,40,70,36.443906500000594,38.261502199999995,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
43,44,51,57,0,2,2,2,,,,,,,,,,,None,38.261502199999995,38.261502199999995,38.261502199999995,38.261502199999995,38.261502199999995,38.261502199999995,f,0.399458500000037,38.678554500000246,38.678554500000246,38.678554500000246,38.678554500000246,38.678554500000246,38.678554500000246,38.96194420000029,40.66124240000045,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,40.67780530000073,42.67601850000028,42.67601850000028,42.67601850000028,42.67601850000028,42.67601850000028,42.67601850000028,42.67601850000028,51,57,43,44,51,70,42.67601850000028,44.67661820000012,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
50,49,57,63,0,3,3,3,,,,,,,,,,,None,44.67661820000012,44.67661820000012,44.67661820000012,44.67661820000012,44.67661820000012,44.67661820000012,j,0.3245587000001251,45.02745320000031,45.02745320000031,45.02745320000031,45.02745320000031,45.02745320000031,45.02745320000031,45.31028190000052,46.59404059999997,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,46.610502700000325,48.19175870000072,48.19175870000072,48.19175870000072,48.19175870000072,48.19175870000072,48.19175870000072,48.19175870000072,57,63,50,49,49,70,48.19175870000072,49.87617300000056,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
37,37,51,63,0,4,4,4,,,,,,,,,,,None,49.87617300000056,49.87617300000056,49.87617300000056,49.87617300000056,49.87617300000056,49.87617300000056,r,0.4039106999998694,50.31010090000018,50.31010090000018,50.31010090000018,50.31010090000018,50.31010090000018,50.31010090000018,50.5933414000001,52.39309450000019,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,52.41017270000066,54.52393540000048,54.52393540000048,54.52393540000048,54.52393540000048,54.52393540000048,54.52393540000048,54.52393540000048,51,63,37,37,63,70,54.52393540000048,56.34177500000078,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
43,41,49,61,0,5,5,5,,,,,,,,,,,None,56.34177500000078,56.34177500000078,56.34177500000078,56.34177500000078,56.34177500000078,56.34177500000078,i,0.2919807000007495,56.65877200000068,56.65877200000068,56.65877200000068,56.65877200000068,56.65877200000068,56.65877200000068,56.942129600000044,57.79190590000053,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,57.80845210000007,58.95634170000085,58.95634170000085,58.95634170000085,58.95634170000085,58.95634170000085,58.95634170000085,58.95634170000085,49,61,43,41,43,70,58.95634170000085,60.72438360000069,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
46,42,50,59,0,6,6,6,,,,,,,,,,,None,60.72438360000069,60.72438360000069,60.72438360000069,60.72438360000069,60.72438360000069,60.72438360000069,f,0.362486799999715,61.10817180000049,61.10817180000049,61.10817180000049,61.10817180000049,61.10817180000049,61.10817180000049,61.407690100000764,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,63.00740120000046,64.90535020000061,64.90535020000061,64.90535020000061,64.90535020000061,64.90535020000061,64.90535020000061,64.90535020000061,50,59,46,42,50,70,64.90535020000061,66.75682430000052,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
33,42,48,62,0,7,7,7,,,,,,,,,,,None,66.75682430000052,66.75682430000052,66.75682430000052,66.75682430000052,66.75682430000052,66.75682430000052,i,0.23880770000050688,67.02498270000069,67.02498270000069,67.02498270000069,67.02498270000069,67.02498270000069,67.02498270000069,67.32352450000053,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,68.37349670000003,69.72150990000046,69.72150990000046,69.72150990000046,69.72150990000046,69.72150990000046,69.72150990000046,69.72150990000046,48,62,33,42,33,70,69.72150990000046,71.68875130000015,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
38,42,50,58,0,8,8,8,,,,,,,,,,,None,71.68875130000015,71.68875130000015,71.68875130000015,71.68875130000015,71.68875130000015,71.68875130000015,i,0.2972944000002826,72.0060766000006,72.0060766000006,72.0060766000006,72.0060766000006,72.0060766000006,72.0060766000006,72.28906730000017,73.7724173000006,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,73.7894081000004,75.57003789999999,75.57003789999999,75.57003789999999,75.57003789999999,75.57003789999999,75.57003789999999,75.57003789999999,50,58,38,42,38,70,75.57003789999999,77.45467410000037,,,,,,,,,,,,３１８,f,１９,2023-05-19_10h14.21.213,RL,2022.2.5,60.12180678065385,
