arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
28,53,68,59,0,9,9,9,,,,,,,,None,86.50369179993868,86.50369179993868,86.50369179993868,86.50369179993868,86.50369179993868,86.50369179993868,r,0.2825474999845028,86.80432430002838,86.80432430002838,86.80432430002838,86.80432430002838,86.80432430002838,86.80432430002838,87.08762730006129,88.03741850005463,88.03741850005463,88.03741850005463,88.03741850005463,88.03741850005463,88.03741850005463,88.02052429993637,88.03741850005463,88.03741850005463,88.03741850005463,88.03741850005463,88.03741850005463,88.03741850005463,88.03741850005463,89.26911729993299,89.26911729993299,89.26911729993299,89.26911729993299,89.26911729993299,89.26911729993299,89.26911729993299,28,68,59,53,68,70,89.26911729993299,90.85324289998971,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
22,53,68,62,0,10,10,10,,,,,,,,None,90.85324289998971,90.85324289998971,90.85324289998971,90.85324289998971,90.85324289998971,90.85324289998971,r,0.28709080000407994,91.17223959998228,91.17223959998228,91.17223959998228,91.17223959998228,91.17223959998228,91.17223959998228,91.45376849989407,92.40370439994149,92.40370439994149,92.40370439994149,92.40370439994149,92.40370439994149,92.40370439994149,92.37005969998427,92.40370439994149,92.40370439994149,92.40370439994149,92.40370439994149,92.40370439994149,92.40370439994149,92.40370439994149,93.61786410002969,93.61786410002969,93.61786410002969,93.61786410002969,93.61786410002969,93.61786410002969,93.61786410002969,22,68,62,53,68,70,93.61786410002969,95.26891370001249,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
21,54,63,61,0,11,11,11,,,,,,,,None,95.26891370001249,95.26891370001249,95.26891370001249,95.26891370001249,95.26891370001249,95.26891370001249,j,0.4016120999585837,95.7101805000566,95.7101805000566,95.7101805000566,95.7101805000566,95.7101805000566,95.7101805000566,96.00271899998188,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,97.9354262999259,100.16727370000444,100.16727370000444,100.16727370000444,100.16727370000444,100.16727370000444,100.16727370000444,100.16727370000444,21,63,61,54,54,70,100.16727370000444,101.8683456000872,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
24,54,60,54,0,12,12,12,,,,,,,,None,101.8683456000872,101.8683456000872,101.8683456000872,101.8683456000872,101.8683456000872,101.8683456000872,i,0.37422519992105663,102.26841349992901,102.26841349992901,102.26841349992901,102.26841349992901,102.26841349992901,102.26841349992901,102.55157230002806,103.93449999997392,103.93449999997392,103.93449999997392,103.93449999997392,103.93449999997392,103.93449999997392,103.91773230000399,103.93449999997392,103.93449999997392,103.93449999997392,103.93449999997392,103.93449999997392,103.93449999997392,103.93449999997392,105.59932100004517,105.59932100004517,105.59932100004517,105.59932100004517,105.59932100004517,105.59932100004517,105.59932100004517,24,60,54,54,54,70,105.59932100004517,107.3836729999166,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
34,63,67,52,0,13,13,13,,,,,,,,None,107.3836729999166,107.3836729999166,107.3836729999166,107.3836729999166,107.3836729999166,107.3836729999166,r,0.268241599900648,107.69398560002446,107.69398560002446,107.69398560002446,107.69398560002446,107.69398560002446,107.69398560002446,107.96704680006951,109.200231899973,109.200231899973,109.200231899973,109.200231899973,109.200231899973,109.200231899973,109.16706910007633,109.200231899973,109.200231899973,109.200231899973,109.200231899973,109.200231899973,109.200231899973,109.200231899973,110.69862849987112,110.69862849987112,110.69862849987112,110.69862849987112,110.69862849987112,110.69862849987112,110.69862849987112,34,67,52,63,67,70,110.69862849987112,112.49916210002266,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
27,64,65,63,0,14,14,14,,,,,,,,None,112.49916210002266,112.49916210002266,112.49916210002266,112.49916210002266,112.49916210002266,112.49916210002266,i,0.33780320012010634,112.86896790005267,112.86896790005267,112.86896790005267,112.86896790005267,112.86896790005267,112.86896790005267,113.14976250007749,114.58237369987182,114.58237369987182,114.58237369987182,114.58237369987182,114.58237369987182,114.58237369987182,114.56597890006378,114.58237369987182,114.58237369987182,114.58237369987182,114.58237369987182,114.58237369987182,114.58237369987182,114.58237369987182,116.29747390002012,116.29747390002012,116.29747390002012,116.29747390002012,116.29747390002012,116.29747390002012,116.29747390002012,27,65,63,64,63,70,116.29747390002012,117.8154583000578,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
19,60,69,57,0,15,15,15,,,,,,,,None,117.8154583000578,117.8154583000578,117.8154583000578,117.8154583000578,117.8154583000578,117.8154583000578,j,0.34069039998576045,118.18238899996504,118.18238899996504,118.18238899996504,118.18238899996504,118.18238899996504,118.18238899996504,118.46509200008586,119.74819099996239,119.74819099996239,119.74819099996239,119.74819099996239,119.74819099996239,119.74819099996239,119.73236760008149,119.74819099996239,119.74819099996239,119.74819099996239,119.74819099996239,119.74819099996239,119.74819099996239,119.74819099996239,121.31362670008093,121.31362670008093,121.31362670008093,121.31362670008093,121.31362670008093,121.31362670008093,121.31362670008093,19,69,57,60,60,70,121.31362670008093,122.98059309995733,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
18,48,74,56,0,16,16,16,,,,,,,,None,122.98059309995733,122.98059309995733,122.98059309995733,122.98059309995733,122.98059309995733,122.98059309995733,j,0.3086082001682371,123.31463459995575,123.31463459995575,123.31463459995575,123.31463459995575,123.31463459995575,123.31463459995575,123.59813659987412,125.4308493998833,125.4308493998833,125.4308493998833,125.4308493998833,125.4308493998833,125.4308493998833,125.41468339995481,125.4308493998833,125.4308493998833,125.4308493998833,125.4308493998833,125.4308493998833,125.4308493998833,125.4308493998833,127.54574309987947,127.54574309987947,127.54574309987947,127.54574309987947,127.54574309987947,127.54574309987947,127.54574309987947,18,74,56,48,48,70,127.54574309987947,129.51294740010053,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
25,59,70,53,0,17,17,17,,,,,,,,None,129.51294740010053,129.51294740010053,129.51294740010053,129.51294740010053,129.51294740010053,129.51294740010053,r,0.2925740999635309,129.83100129989907,129.83100129989907,129.83100129989907,129.83100129989907,129.83100129989907,129.83100129989907,130.11366300005466,131.06320269987918,131.06320269987918,131.06320269987918,131.06320269987918,131.06320269987918,131.06320269987918,131.04691529995762,131.06320269987918,131.06320269987918,131.06320269987918,131.06320269987918,131.06320269987918,131.06320269987918,131.06320269987918,132.29443929996341,132.29443929996341,132.29443929996341,132.29443929996341,132.29443929996341,132.29443929996341,132.29443929996341,25,70,53,59,70,70,132.29443929996341,133.9794908000622,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
18,55,73,58,0,18,18,18,,,,,,,,None,133.9794908000622,133.9794908000622,133.9794908000622,133.9794908000622,133.9794908000622,133.9794908000622,f,0.32510720007121563,134.3306058999151,134.3306058999151,134.3306058999151,134.3306058999151,134.3306058999151,134.3306058999151,134.62944869999774,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,136.02871689992025,137.7273466999177,137.7273466999177,137.7273466999177,137.7273466999177,137.7273466999177,137.7273466999177,137.7273466999177,18,73,58,55,18,70,137.7273466999177,139.42820099997334,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
15,61,73,53,0,19,19,19,,,,,,,,None,139.42820099997334,139.42820099997334,139.42820099997334,139.42820099997334,139.42820099997334,139.42820099997334,r,0.385708199813962,139.8517060999293,139.8517060999293,139.8517060999293,139.8517060999293,139.8517060999293,139.8517060999293,140.14492049999535,141.9285146999173,141.9285146999173,141.9285146999173,141.9285146999173,141.9285146999173,141.9285146999173,141.9118701000698,141.9285146999173,141.9285146999173,141.9285146999173,141.9285146999173,141.9285146999173,141.9285146999173,141.9285146999173,143.9928176999092,143.9928176999092,143.9928176999092,143.9928176999092,143.9928176999092,143.9928176999092,143.9928176999092,15,73,53,61,73,70,143.9928176999092,145.9606675999239,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
14,57,69,49,0,20,20,20,,,,,,,,None,145.9606675999239,145.9606675999239,145.9606675999239,145.9606675999239,145.9606675999239,145.9606675999239,r,0.324232499813661,146.31160419993103,146.31160419993103,146.31160419993103,146.31160419993103,146.31160419993103,146.31160419993103,146.5939257000573,147.95981510006823,147.95981510006823,147.95981510006823,147.95981510006823,147.95981510006823,147.95981510006823,147.94389809994027,147.95981510006823,147.95981510006823,147.95981510006823,147.95981510006823,147.95981510006823,147.95981510006823,147.95981510006823,149.60831829998642,149.60831829998642,149.60831829998642,149.60831829998642,149.60831829998642,149.60831829998642,149.60831829998642,14,69,49,57,69,70,149.60831829998642,151.59268769994378,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
17,60,71,43,0,21,21,21,,,,,,,,None,151.59268769994378,151.59268769994378,151.59268769994378,151.59268769994378,151.59268769994378,151.59268769994378,r,0.41914460016414523,152.05144959990866,152.05144959990866,152.05144959990866,152.05144959990866,152.05144959990866,152.05144959990866,152.32638249988668,153.84255299996585,153.84255299996585,153.84255299996585,153.84255299996585,153.84255299996585,153.84255299996585,153.80959479999729,153.84255299996585,153.84255299996585,153.84255299996585,153.84255299996585,153.84255299996585,153.84255299996585,153.84255299996585,155.62378160003573,155.62378160003573,155.62378160003573,155.62378160003573,155.62378160003573,155.62378160003573,155.62378160003573,17,71,43,60,71,70,155.62378160003573,157.44130699988455,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
18,52,69,52,0,22,22,22,,,,,,,,None,157.44130699988455,157.44130699988455,157.44130699988455,157.44130699988455,157.44130699988455,157.44130699988455,r,0.6229258000385016,158.09233730006963,158.09233730006963,158.09233730006963,158.09233730006963,158.09233730006963,158.09233730006963,158.3755723000504,160.0248396000825,160.0248396000825,160.0248396000825,160.0248396000825,160.0248396000825,160.0248396000825,160.00792509992607,160.0248396000825,160.0248396000825,160.0248396000825,160.0248396000825,160.0248396000825,160.0248396000825,160.0248396000825,161.95673179998994,161.95673179998994,161.95673179998994,161.95673179998994,161.95673179998994,161.95673179998994,161.95673179998994,18,69,52,52,69,70,161.95673179998994,163.4902675000485,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
28,53,75,64,0,23,23,23,,,,,,,,None,163.4902675000485,163.4902675000485,163.4902675000485,163.4902675000485,163.4902675000485,163.4902675000485,r,0.3247535000555217,163.842659200076,163.842659200076,163.842659200076,163.842659200076,163.842659200076,163.842659200076,164.12425170000643,165.82383050001226,165.82383050001226,165.82383050001226,165.82383050001226,165.82383050001226,165.82383050001226,165.80715920007788,165.82383050001226,165.82383050001226,165.82383050001226,165.82383050001226,165.82383050001226,165.82383050001226,165.82383050001226,167.8052662999835,167.8052662999835,167.8052662999835,167.8052662999835,167.8052662999835,167.8052662999835,167.8052662999835,28,75,64,53,75,70,167.8052662999835,169.63930659997277,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
23,65,82,60,0,24,24,24,,,,,,,,None,169.63930659997277,169.63930659997277,169.63930659997277,169.63930659997277,169.63930659997277,169.63930659997277,r,0.38346770009957254,170.06051980005577,170.06051980005577,170.06051980005577,170.06051980005577,170.06051980005577,170.06051980005577,170.33955690008588,171.87258800002746,171.87258800002746,171.87258800002746,171.87258800002746,171.87258800002746,171.87258800002746,171.85596009995788,171.87258800002746,171.87258800002746,171.87258800002746,171.87258800002746,171.87258800002746,171.87258800002746,171.87258800002746,173.68712979997508,173.68712979997508,173.68712979997508,173.68712979997508,173.68712979997508,173.68712979997508,173.68712979997508,23,82,60,65,82,70,173.68712979997508,175.65509600006044,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
17,60,82,50,0,25,25,25,,,,,,,,None,175.65509600006044,175.65509600006044,175.65509600006044,175.65509600006044,175.65509600006044,175.65509600006044,r,0.3127457001246512,175.98951969994232,175.98951969994232,175.98951969994232,175.98951969994232,175.98951969994232,175.98951969994232,176.27201769989915,178.22154689999297,178.22154689999297,178.22154689999297,178.22154689999297,178.22154689999297,178.22154689999297,178.20503589999862,178.22154689999297,178.22154689999297,178.22154689999297,178.22154689999297,178.22154689999297,178.22154689999297,178.22154689999297,180.45308550004847,180.45308550004847,180.45308550004847,180.45308550004847,180.45308550004847,180.45308550004847,180.45308550004847,17,82,50,60,82,70,180.45308550004847,182.40446049999446,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
19,67,78,49,0,26,26,26,,,,,,,,None,182.40446049999446,182.40446049999446,182.40446049999446,182.40446049999446,182.40446049999446,182.40446049999446,r,0.37963299988768995,182.80462890001945,182.80462890001945,182.80462890001945,182.80462890001945,182.80462890001945,182.80462890001945,183.0876056998968,184.3536960000638,184.3536960000638,184.3536960000638,184.3536960000638,184.3536960000638,184.3536960000638,184.33700799988583,184.3536960000638,184.3536960000638,184.3536960000638,184.3536960000638,184.3536960000638,184.3536960000638,184.3536960000638,185.902214899892,185.902214899892,185.902214899892,185.902214899892,185.902214899892,185.902214899892,185.902214899892,19,78,49,67,78,70,185.902214899892,187.7033341000788,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
19,59,68,54,0,27,27,27,,,,,,,,None,187.7033341000788,187.7033341000788,187.7033341000788,187.7033341000788,187.7033341000788,187.7033341000788,r,0.3156239001546055,188.0379703999497,188.0379703999497,188.0379703999497,188.0379703999497,188.0379703999497,188.0379703999497,188.31979149999097,189.65302239987068,189.65302239987068,189.65302239987068,189.65302239987068,189.65302239987068,189.65302239987068,189.63653469993733,189.65302239987068,189.65302239987068,189.65302239987068,189.65302239987068,189.65302239987068,189.65302239987068,189.65302239987068,191.2679041000083,191.2679041000083,191.2679041000083,191.2679041000083,191.2679041000083,191.2679041000083,191.2679041000083,19,68,54,59,68,70,191.2679041000083,193.10226000007242,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
16,56,79,49,0,28,28,28,,,,,,,,None,193.10226000007242,193.10226000007242,193.10226000007242,193.10226000007242,193.10226000007242,193.10226000007242,r,0.37370259989984334,193.5056026999373,193.5056026999373,193.5056026999373,193.5056026999373,193.5056026999373,193.5056026999373,193.80209750006907,195.2524679999333,195.2524679999333,195.2524679999333,195.2524679999333,195.2524679999333,195.2524679999333,195.23557269992307,195.2524679999333,195.2524679999333,195.2524679999333,195.2524679999333,195.2524679999333,195.2524679999333,195.2524679999333,196.98361489991657,196.98361489991657,196.98361489991657,196.98361489991657,196.98361489991657,196.98361489991657,196.98361489991657,16,79,49,56,79,70,196.98361489991657,198.58457419998012,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
27,64,73,44,0,29,29,29,,,,,,,,None,198.58457419998012,198.58457419998012,198.58457419998012,198.58457419998012,198.58457419998012,198.58457419998012,r,0.37889509997330606,198.9857300000731,198.9857300000731,198.9857300000731,198.9857300000731,198.9857300000731,198.9857300000731,199.28464980004355,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,200.80122460005805,202.61586380004883,202.61586380004883,202.61586380004883,202.61586380004883,202.61586380004883,202.61586380004883,202.61586380004883,27,73,44,64,73,70,202.61586380004883,204.48383999988437,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
17,60,82,54,0,30,30,30,,,,,,,,None,204.48383999988437,204.48383999988437,204.48383999988437,204.48383999988437,204.48383999988437,204.48383999988437,r,0.3850535999517888,204.906610700069,204.906610700069,204.906610700069,204.906610700069,204.906610700069,204.906610700069,205.18398849992082,206.45041789999232,206.45041789999232,206.45041789999232,206.45041789999232,206.45041789999232,206.45041789999232,206.4333846999798,206.45041789999232,206.45041789999232,206.45041789999232,206.45041789999232,206.45041789999232,206.45041789999232,206.45041789999232,207.99817149993032,207.99817149993032,207.99817149993032,207.99817149993032,207.99817149993032,207.99817149993032,207.99817149993032,17,82,54,60,82,70,207.99817149993032,209.7656668999698,,,,,,,,,,,,,,,,,,,006,ｍ,２１,2023-05-13_15h49.41.587,RL,2022.2.5,59.98821833594402,
