arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.627138799987733,12.627138799987733,space,16.79295160001493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
38,42,70,60,0,0,0,0,,,,,29.460114299989073,29.460114299989073,34.46967120000045,None,35.475138999987394,35.475138999987394,35.475138999987394,35.475138999987394,35.475138999987394,35.475138999987394,f,1.030697699985467,36.54607780001243,36.54607780001243,36.54607780001243,36.54607780001243,36.54607780001243,36.54607780001243,36.81830169999739,38.60222299999441,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,38.64033699998981,40.78568699999596,40.78568699999596,40.78568699999596,40.78568699999596,40.78568699999596,40.78568699999596,40.78568699999596,60,38,70,42,60,70,40.78568699999596,42.76768849999644,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
34,36,63,60,0,1,1,1,,,,,,,,None,42.76768849999644,42.76768849999644,42.76768849999644,42.76768849999644,42.76768849999644,42.76768849999644,f,0.27149679997819476,43.07165110000642,43.07165110000642,43.07165110000642,43.07165110000642,43.07165110000642,43.07165110000642,43.350983999989694,44.317922599992016,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,44.35561689999304,45.63395359998685,45.63395359998685,45.63395359998685,45.63395359998685,45.63395359998685,45.63395359998685,45.63395359998685,60,34,63,36,60,70,45.63395359998685,47.50045290001435,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
42,40,66,56,0,2,2,2,,,,,,,,None,47.50045290001435,47.50045290001435,47.50045290001435,47.50045290001435,47.50045290001435,47.50045290001435,r,0.3223091999825556,47.85678020000341,47.85678020000341,47.85678020000341,47.85678020000341,47.85678020000341,47.85678020000341,48.150024000002304,49.766209499997785,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,49.78639910000493,51.71592139999848,51.71592139999848,51.71592139999848,51.71592139999848,51.71592139999848,51.71592139999848,51.71592139999848,56,42,66,40,42,70,51.71592139999848,53.68259800001397,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
38,44,71,57,0,3,3,3,,,,,,,,None,53.68259800001397,53.68259800001397,53.68259800001397,53.68259800001397,53.68259800001397,53.68259800001397,j,0.30638120000367053,54.02309969998896,54.02309969998896,54.02309969998896,54.02309969998896,54.02309969998896,54.02309969998896,54.29890739999246,55.44791350001469,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,55.46418440001435,56.9156071000034,56.9156071000034,56.9156071000034,56.9156071000034,56.9156071000034,56.9156071000034,56.9156071000034,57,38,71,44,44,70,56.9156071000034,58.48207470000489,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
42,51,69,57,0,4,4,4,,,,,,,,None,58.48207470000489,58.48207470000489,58.48207470000489,58.48207470000489,58.48207470000489,58.48207470000489,i,0.42429600001196377,58.93627979999292,58.93627979999292,58.93627979999292,58.93627979999292,58.93627979999292,58.93627979999292,59.21554699999979,60.29645409999648,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,60.31364080001367,61.69746339999256,61.69746339999256,61.69746339999256,61.69746339999256,61.69746339999256,61.69746339999256,61.69746339999256,57,42,69,51,69,70,61.69746339999256,63.279881399997976,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
33,38,82,57,0,5,5,5,,,,,,,,None,63.279881399997976,63.279881399997976,63.279881399997976,63.279881399997976,63.279881399997976,63.279881399997976,j,0.3901954000175465,63.71065799999633,63.71065799999633,63.71065799999633,63.71065799999633,63.71065799999633,63.71065799999633,63.99802080000518,65.49727799999528,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,65.51762430000235,67.3305798000074,67.3305798000074,67.3305798000074,67.3305798000074,67.3305798000074,67.3305798000074,67.3305798000074,57,33,82,38,38,70,67.3305798000074,69.0802049000049,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
40,43,80,58,0,6,6,6,,,,,,,,None,69.0802049000049,69.0802049000049,69.0802049000049,69.0802049000049,69.0802049000049,69.0802049000049,r,0.36104509999859147,69.47723950000363,69.47723950000363,69.47723950000363,69.47723950000363,69.47723950000363,69.47723950000363,69.76316329999827,71.41342279998935,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,71.43194179999409,73.37947670000722,73.37947670000722,73.37947670000722,73.37947670000722,73.37947670000722,73.37947670000722,73.37947670000722,58,40,80,43,40,70,73.37947670000722,75.22835369998938,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
31,34,74,54,0,7,7,7,,,,,,,,None,75.22835369998938,75.22835369998938,75.22835369998938,75.22835369998938,75.22835369998938,75.22835369998938,f,0.30339440001989715,75.57069220000994,75.57069220000994,75.57069220000994,75.57069220000994,75.57069220000994,75.57069220000994,75.84572939999634,76.79577900000731,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,76.8323623999895,78.07755769998766,78.07755769998766,78.07755769998766,78.07755769998766,78.07755769998766,78.07755769998766,78.07755769998766,54,31,74,34,54,70,78.07755769998766,79.87773249999736,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
49,44,80,60,0,8,8,8,,,,,,,,None,79.87773249999736,79.87773249999736,79.87773249999736,79.87773249999736,79.87773249999736,79.87773249999736,i,0.39434100000653416,80.29697560000932,80.29697560000932,80.29697560000932,80.29697560000932,80.29697560000932,80.29697560000932,80.57745879999129,81.57740949999425,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,81.59585380001226,82.89449199999217,82.89449199999217,82.89449199999217,82.89449199999217,82.89449199999217,82.89449199999217,82.89449199999217,60,49,80,44,80,70,82.89449199999217,84.59373849999974,,,,,,,,,,,,,,,,,,,,３５０,f,1９,2023-05-21_20h08.22.610,RL,2022.2.5,60.17144046720178,
