arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.178589800023474,13.178589800023474,space,24.49198369999067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
38,42,70,60,0,0,0,0,,,,,37.69407310002134,37.69407310002134,42.694384700007504,None,43.7023064000241,43.7023064000241,43.7023064000241,43.7023064000241,43.7023064000241,43.7023064000241,f,0.2938014999963343,44.040477700007614,44.040477700007614,44.040477700007614,44.040477700007614,44.040477700007614,44.040477700007614,44.31132750000688,45.81122930001584,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,45.847978200006764,47.708023900020635,47.708023900020635,47.708023900020635,47.708023900020635,47.708023900020635,47.708023900020635,47.708023900020635,38,60,70,42,38,60,47.708023900020635,49.39323560000048,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
34,36,63,60,0,1,1,1,,,,,,,,None,49.39323560000048,49.39323560000048,49.39323560000048,49.39323560000048,49.39323560000048,49.39323560000048,i,0.3353214999951888,49.76826150002307,49.76826150002307,49.76826150002307,49.76826150002307,49.76826150002307,49.76826150002307,50.060115700005554,51.39265790002537,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,51.41390020001563,53.042812600004254,53.042812600004254,53.042812600004254,53.042812600004254,53.042812600004254,53.042812600004254,53.042812600004254,34,60,63,36,63,60,53.042812600004254,54.65956390000065,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
42,40,66,56,0,2,2,2,,,,,,,,None,54.65956390000065,54.65956390000065,54.65956390000065,54.65956390000065,54.65956390000065,54.65956390000065,i,0.3279735000105575,55.01458340001409,55.01458340001409,55.01458340001409,55.01458340001409,55.01458340001409,55.01458340001409,55.30952249999973,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,57.21217420001631,59.40785390001838,59.40785390001838,59.40785390001838,59.40785390001838,59.40785390001838,59.40785390001838,59.40785390001838,42,56,66,40,66,60,59.40785390001838,61.05749890001607,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
38,44,71,57,0,3,3,3,,,,,,,,None,61.05749890001607,61.05749890001607,61.05749890001607,61.05749890001607,61.05749890001607,61.05749890001607,i,0.35146909998729825,61.44158470002003,61.44158470002003,61.44158470002003,61.44158470002003,61.44158470002003,61.44158470002003,61.739234000007855,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,62.7228146000125,64.00777440000093,64.00777440000093,64.00777440000093,64.00777440000093,64.00777440000093,64.00777440000093,64.00777440000093,38,57,71,44,71,60,64.00777440000093,65.52283150001313,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
42,51,69,57,0,4,4,4,,,,,,,,None,65.52283150001313,65.52283150001313,65.52283150001313,65.52283150001313,65.52283150001313,65.52283150001313,i,0.3031247000035364,65.86511990000145,65.86511990000145,65.86511990000145,65.86511990000145,65.86511990000145,65.86511990000145,66.14060330000939,67.7897233000258,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,67.83692339999834,69.78999040002236,69.78999040002236,69.78999040002236,69.78999040002236,69.78999040002236,69.78999040002236,69.78999040002236,42,57,69,51,69,60,69.78999040002236,71.62250389999826,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
33,38,82,57,0,5,5,5,,,,,,,,None,71.62250389999826,71.62250389999826,71.62250389999826,71.62250389999826,71.62250389999826,71.62250389999826,f,0.4056126000068616,72.0603531000088,72.0603531000088,72.0603531000088,72.0603531000088,72.0603531000088,72.0603531000088,72.34005580001394,73.30624170001829,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,73.32460079999873,74.58850430001621,74.58850430001621,74.58850430001621,74.58850430001621,74.58850430001621,74.58850430001621,74.58850430001621,33,57,82,38,33,60,74.58850430001621,76.40504420001525,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
40,43,80,58,0,6,6,6,,,,,,,,None,76.40504420001525,76.40504420001525,76.40504420001525,76.40504420001525,76.40504420001525,76.40504420001525,i,0.6015322000021115,77.05442590001621,77.05442590001621,77.05442590001621,77.05442590001621,77.05442590001621,77.05442590001621,77.3380795000121,78.20527390000643,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,78.2360689000052,79.40483169999789,79.40483169999789,79.40483169999789,79.40483169999789,79.40483169999789,79.40483169999789,79.40483169999789,40,58,80,43,80,60,79.40483169999789,81.05389810001361,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
31,34,74,54,0,7,7,7,,,,,,,,None,81.05389810001361,81.05389810001361,81.05389810001361,81.05389810001361,81.05389810001361,81.05389810001361,i,0.38482820001081564,81.47613799999817,81.47613799999817,81.47613799999817,81.47613799999817,81.47613799999817,81.47613799999817,81.7540796000103,83.1542428000248,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,83.17526920000091,84.87038550002035,84.87038550002035,84.87038550002035,84.87038550002035,84.87038550002035,84.87038550002035,84.87038550002035,31,54,74,34,74,60,84.87038550002035,86.41983720002463,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
49,44,80,60,0,8,8,8,,,,,,,,None,86.41983720002463,86.41983720002463,86.41983720002463,86.41983720002463,86.41983720002463,86.41983720002463,j,0.40338629999314435,86.85922559999744,86.85922559999744,86.85922559999744,86.85922559999744,86.85922559999744,86.85922559999744,87.15226830000756,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,88.00585880002473,89.15349080000306,89.15349080000306,89.15349080000306,89.15349080000306,89.15349080000306,89.15349080000306,89.15349080000306,49,60,80,44,44,60,89.15349080000306,90.93616270000348,,,,,,,,,,,,３４９,f,1９,2023-05-21_19h35.21.296,RL,2022.2.5,60.83687200602039,
