arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,27.90746630000649,27.90746630000649,space,8.248485899996012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
42,47,48,76,0,0,0,0,,,,,36.171970199997304,36.171970199997304,41.171248300001025,41.171248300001025,41.171248300001025,42.17297030001646,None,42.17297030001646,42.17297030001646,42.17297030001646,42.17297030001646,42.17297030001646,42.17297030001646,f,0.6148833000042941,42.80664570000954,42.80664570000954,42.80664570000954,42.80664570000954,42.80664570000954,42.80664570000954,43.09059150001849,44.009344000020064,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,44.03070120001212,45.30284910000046,45.30284910000046,45.30284910000046,45.30284910000046,45.30284910000046,45.30284910000046,45.30284910000046,42,47,48,76,42,60,45.30284910000046,46.858207800018135,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
45,36,49,58,0,1,1,1,,,,,,,,,,,None,46.858207800018135,46.858207800018135,46.858207800018135,46.858207800018135,46.858207800018135,46.858207800018135,i,0.34575420001056045,47.23254980001366,47.23254980001366,47.23254980001366,47.23254980001366,47.23254980001366,47.23254980001366,47.526250199996866,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,48.39365740001085,49.55747390000033,49.55747390000033,49.55747390000033,49.55747390000033,49.55747390000033,49.55747390000033,49.55747390000033,45,36,49,58,49,60,49.55747390000033,51.307286600000225,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
45,41,52,65,0,2,2,2,,,,,,,,,,,None,51.307286600000225,51.307286600000225,51.307286600000225,51.307286600000225,51.307286600000225,51.307286600000225,r,0.5855724000139162,51.93958800000837,51.93958800000837,51.93958800000837,51.93958800000837,51.93958800000837,51.93958800000837,52.20737790002022,53.62342420002096,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,53.65822310000658,55.38546180000412,55.38546180000412,55.38546180000412,55.38546180000412,55.38546180000412,55.38546180000412,55.38546180000412,45,41,52,65,41,60,55.38546180000412,57.136493700003484,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
50,46,50,62,0,3,3,3,,,,,,,,,,,None,57.136493700003484,57.136493700003484,57.136493700003484,57.136493700003484,57.136493700003484,57.136493700003484,j,0.2583572000148706,57.42253199999686,57.42253199999686,57.42253199999686,57.42253199999686,57.42253199999686,57.42253199999686,57.72015969999484,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,59.169671600015135,60.91766279999865,60.91766279999865,60.91766279999865,60.91766279999865,60.91766279999865,60.91766279999865,60.91766279999865,50,46,50,62,62,60,60.91766279999865,62.552448600006755,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
54,44,60,64,0,4,4,4,,,,,,,,,,,None,62.552448600006755,62.552448600006755,62.552448600006755,62.552448600006755,62.552448600006755,62.552448600006755,j,0.42434399999910966,63.00285509999958,63.00285509999958,63.00285509999958,63.00285509999958,63.00285509999958,63.00285509999958,63.28590869999607,64.83555000001797,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,64.85215710001648,66.70050200002152,66.70050200002152,66.70050200002152,66.70050200002152,66.70050200002152,66.70050200002152,66.70050200002152,54,44,60,64,64,60,66.70050200002152,68.63459630002035,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
49,34,59,61,0,5,5,5,,,,,,,,,,,None,68.63459630002035,68.63459630002035,68.63459630002035,68.63459630002035,68.63459630002035,68.63459630002035,f,0.3086335999832954,68.96848599999794,68.96848599999794,68.96848599999794,68.96848599999794,68.96848599999794,68.96848599999794,69.2516103000089,70.75137760001235,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,70.76790700000129,72.56610759999603,72.56610759999603,72.56610759999603,72.56610759999603,72.56610759999603,72.56610759999603,72.56610759999603,49,34,59,61,49,60,72.56610759999603,74.31689670000924,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
45,38,66,64,0,6,6,6,,,,,,,,,,,None,74.31689670000924,74.31689670000924,74.31689670000924,74.31689670000924,74.31689670000924,74.31689670000924,j,0.3201911000069231,74.6703184999933,74.6703184999933,74.6703184999933,74.6703184999933,74.6703184999933,74.6703184999933,74.95042660000036,76.15044100000523,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,76.16698100001668,77.66516550001688,77.66516550001688,77.66516550001688,77.66516550001688,77.66516550001688,77.66516550001688,77.66516550001688,45,38,66,64,64,60,77.66516550001688,79.36608959999285,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
46,32,66,69,0,7,7,7,,,,,,,,,,,None,79.36608959999285,79.36608959999285,79.36608959999285,79.36608959999285,79.36608959999285,79.36608959999285,j,0.41107720002764836,79.8002369000169,79.8002369000169,79.8002369000169,79.8002369000169,79.8002369000169,79.8002369000169,80.08293750000303,81.38306700001704,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,81.39932950001094,82.9973358999996,82.9973358999996,82.9973358999996,82.9973358999996,82.9973358999996,82.9973358999996,82.9973358999996,46,32,66,69,69,60,82.9973358999996,84.83167080002022,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
40,30,68,74,0,8,8,8,,,,,,,,,,,None,84.83167080002022,84.83167080002022,84.83167080002022,84.83167080002022,84.83167080002022,84.83167080002022,j,0.92096109999693,85.78276080000796,85.78276080000796,85.78276080000796,85.78276080000796,85.78276080000796,85.78276080000796,86.06553610000992,87.11497330002021,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,87.13149400000111,88.47977740000351,88.47977740000351,88.47977740000351,88.47977740000351,88.47977740000351,88.47977740000351,88.47977740000351,40,30,68,74,74,60,88.47977740000351,90.41408440002124,,,,,,,,,,,,,,３３３,f,２３,2023-05-21_10h08.46.307,RL,2022.2.5,60.09474536940874,
