,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
beta_a_1[1],-0.0075571156515940605,0.0012658018947889608,0.026941404155282758,-0.08392336233697084,-0.007957247074434267,-0.002911833287861227,0.002090533118414093,0.011503904050935237,453.01123290048287,1.0055629462918512
beta_a_1[2],-0.08014864316330954,0.0010489614002698556,0.06138151751445908,-0.2247893952980804,-0.11756061227792522,-0.06853479807997803,-0.030560729984410923,-0.0005116364281660482,3424.177172496694,1.0021971310288198
beta_a_1[3],-0.017533060607642165,0.0011964294228570486,0.03220145716926619,-0.11733108131862266,-0.021904631319247195,-0.010412092386322677,-0.0017518163484014143,0.013425045323872325,724.3973949586345,1.0024733627914983
beta_a_1[4],-0.031995739600463646,0.0017811417974237802,0.048323785444041735,-0.18207511009794788,-0.028176827200006013,-0.011237822195762744,-0.007295285331704496,-0.0004114982831562587,736.0798080015694,1.0010603336617754
beta_a_1[5],-0.02267670272836358,0.0015533542028561792,0.05419272894954989,-0.1779262390649929,-0.03277677505863875,0.0018617970900438015,0.008657370788102532,0.01860460290747694,1217.141438309805,1.0076519595339053
beta_a_1[6],0.02317869541598086,0.00012505931305334668,0.008950510600825332,0.006778539347102595,0.017048588345461108,0.02268448824268289,0.028925864112508727,0.04168375857232908,5122.282716038501,1.000446885161205
beta_a_1[7],-0.012445112687823617,0.0014389950357016684,0.04277993052059771,-0.1533543095311466,-0.011801347151796131,-0.000339033780820726,0.008130411589453825,0.023932219418427964,883.8153873058263,1.0040448698419906
beta_a_1[8],-0.04063358393174485,0.00192450510795602,0.0617766315769602,-0.20274761920292964,-0.0723130317527454,-0.004584320548968552,0.0034361295719889623,0.0071213012595435395,1030.4105875084852,1.0018843847908618
beta_a_1[9],-0.07780404500952913,0.0009806341414529093,0.06035000175946022,-0.2232525283765847,-0.11330545251689109,-0.06573936264604441,-0.029293180820710037,-0.0008431936209419134,3787.3945973059467,1.000116447836265
beta_a_1[10],-0.07843762651521904,0.0009453864404090522,0.060755535402799,-0.22591851356755402,-0.11453619813759515,-0.06659857983554449,-0.030294180651902793,0.0009148576986663336,4130.02772281766,1.0011289169024837
persev_a_1[1],0.3207570226340086,0.003359599933551396,0.21445764985192717,-0.09880183592898259,0.17088059605095582,0.32337110639070066,0.4745011899785947,0.7301993099886231,4074.815569340037,1.0002770101152036
persev_a_1[2],0.058820530132322545,0.0010593120930365938,0.08183485046534175,-0.10360887528159507,0.003765118256653549,0.057635075468309246,0.11373305039393403,0.2203084747953576,5967.998784020273,1.0004258827728565
persev_a_1[3],0.5792184192044936,0.001918280385092603,0.14679663045159128,0.2950690416934023,0.47893187371131796,0.5787486350280842,0.6770697217272288,0.8729479820076385,5856.093495447747,0.9999529295907906
persev_a_1[4],0.7296151278036335,0.002620770078913438,0.16820040819450957,0.37063197015546223,0.622637420493475,0.7363067916052273,0.8436522997046707,1.0400563484693675,4119.0422555759715,1.0004755459499504
persev_a_1[5],0.7582057348239412,0.002431545628369858,0.15036989348591956,0.47356263373353935,0.6552268699357278,0.7556899802315519,0.8572457505725897,1.0596626666378706,3824.343884017602,1.0009005977110206
persev_a_1[6],-0.10871279750253189,0.0037891702564347377,0.26205069252415153,-0.6167445087219541,-0.2837103644534724,-0.11182826782575966,0.06565472919624626,0.4022924368578542,4782.801803254211,1.000763311452103
persev_a_1[7],0.13312671379322022,0.006242580848859224,0.32068113189708053,-0.5017451810378392,-0.10322365165554932,0.14956638974586023,0.3787927470224687,0.6885796868187076,2638.8728462666422,1.0017113211239475
persev_a_1[8],0.39079907677537135,0.002909539172626377,0.12313537326248182,0.1467111807397336,0.30691665036848126,0.39143211071246536,0.47615429378795593,0.6324922079418016,1791.0893231215828,1.000778647054155
persev_a_1[9],-0.1745420886731538,0.0031323575413569863,0.237836726504094,-0.7108910562748846,-0.3192180150486247,-0.15209624797391919,-0.003748081632991216,0.2230807236557511,5765.210653165147,0.9996425958642918
persev_a_1[10],0.5854317746914175,0.0014686092465178082,0.12722589765333966,0.35145899318370644,0.49792281770539437,0.5811677526943961,0.6698506959777776,0.8474267479703337,7504.789771271893,1.000049884964176
beta_b[1],0.055092577407933004,0.00015314907555180225,0.012066814743977949,0.03186075950986892,0.046950031571165306,0.05506951473554045,0.06310347235123462,0.07935604129754414,6208.068942780015,1.0001990336421527
beta_b[2],0.016898159765223575,0.00012849712985960746,0.011743967908119352,0.0008911681775053571,0.007687733455166218,0.014823692630302032,0.02393070840899929,0.0439064615491874,8353.00722518801,1.000001567400126
beta_b[3],0.07937068881758748,0.00040117738135293427,0.02588871451397064,0.028924732009470253,0.0618387706610221,0.07915128543254152,0.09626810598863864,0.13222627929283487,4164.358350906744,1.0006935351220343
beta_b[4],0.05094677939533844,0.00022194119778299218,0.013066421733597455,0.025699977242607655,0.041827099435581855,0.05087441801459153,0.05952897206760201,0.07680565379447535,3466.071296241545,0.9999949794573275
beta_b[5],0.018423832273319875,0.00017021961494419197,0.011577222339216054,0.0009903069328388726,0.009293764000959943,0.017127785179469335,0.02603711180281698,0.04393986254813709,4625.828637068168,1.0007803914952944
beta_b[6],0.06780567817687531,0.00028482654688027117,0.022921722174255046,0.025977563909604734,0.05204561999166456,0.06690924604298737,0.08231675250728693,0.11557011147191806,6476.3984357955,1.000528009719779
beta_b[7],0.04674074315411376,0.00010533392988976045,0.00947637233964212,0.028770848884458217,0.040297720700045246,0.04650153904982679,0.05311961512282144,0.0659140594486588,8093.710341781663,1.0003058354480476
beta_b[8],0.0082843208511845,7.0031500210955e-05,0.007285308001805888,0.0002489100316370796,0.002684785227643538,0.006297954264261496,0.011969704936682835,0.02706705719821069,10822.036009072059,0.9997561096508408
beta_b[9],0.004597144956530417,4.0830142970520744e-05,0.004081274944252083,0.00014250313405911818,0.0014901958046430685,0.003480625581724406,0.006520345956753243,0.01511121003117434,9991.481870041427,1.000397597123957
beta_b[10],0.015080172921504507,0.00011990528294405267,0.009585842681446955,0.0007967413533294309,0.007487259968466026,0.013933274770504933,0.02121328101909604,0.03639622961655029,6391.222809010433,0.9998846947529205
phi_b[1],-0.004338918119989075,0.0008560695747684772,0.05216035319989958,-0.10984502919070849,-0.03821984429246995,-0.003177636685427109,0.03023125073408648,0.09619292362496323,3712.46974115946,1.0004827251942612
phi_b[2],-0.234565223836597,0.0005681172862321769,0.050753016397588294,-0.33932457930263793,-0.26746988084369755,-0.23400955462112846,-0.19898412357924278,-0.140580903977432,7980.823563668742,0.9999880219589385
phi_b[3],-0.015468525778376204,0.000684118121550594,0.05112047960221614,-0.11705918021511627,-0.049724550348418856,-0.014962840344807906,0.02065392748785457,0.07901783529747465,5583.771659696968,1.0005693756632752
phi_b[4],-0.0095343566826149,0.0007854985063546964,0.04935889844321261,-0.10932923562773561,-0.04173992553996702,-0.0075274451886634,0.023943448963964473,0.08457785129993436,3948.5731734792807,1.0000423840415362
phi_b[5],-0.07422821596086261,0.000428910717601558,0.036699544043579425,-0.14999178093797905,-0.0975683615131097,-0.07256094188407616,-0.04925421124976849,-0.006972669553206745,7321.288826055438,1.0001126041418313
phi_b[6],0.08706801545806322,0.0013886692059534296,0.10283499449592609,-0.12128055536066135,0.02076267031191699,0.08709691415911211,0.15469215364858865,0.28956818331585266,5483.833348037967,1.0007920418399783
phi_b[7],-0.12440324458331783,0.000730039139444384,0.05529315909048269,-0.23395795790847637,-0.16053857032394026,-0.12316259519877357,-0.08710921528585883,-0.01872417142192119,5736.546493833093,0.9998689796096685
phi_b[8],0.07640267211300944,0.0008390950020720809,0.06776752241774946,-0.054477290431443816,0.030501129937078132,0.07696834408044709,0.12113364450512631,0.21264497976504504,6522.603026396288,0.999890021285405
phi_b[9],0.6578809865518821,0.0013885872450326256,0.11677091611323877,0.4281385890407472,0.580962296445386,0.6564413945241713,0.7348679414165062,0.8875981396901269,7071.687021997604,1.0002894815092915
phi_b[10],0.036492064227754833,0.0006072069197460931,0.05173047479280449,-0.06554499183182952,0.002127289173695314,0.03724022473021481,0.07255785132246115,0.13563357277766855,7258.042462088127,1.0003428418723792
persev_b[1],0.7059921018614418,0.004548788592889978,0.3518363719280239,0.011649056937736293,0.46968216042328226,0.7081623959104552,0.9386337890214489,1.3855980033585773,5982.599920062339,1.0006725377183396
persev_b[2],-0.09186086646248676,0.004613491935527739,0.33709639968682353,-0.7512970846803789,-0.31347520056073613,-0.09049106135359802,0.14059236843355932,0.5655888003148384,5338.862017051115,1.0002127161435033
persev_b[3],0.3825933144278034,0.00439528232151739,0.34622256250605155,-0.2964253532666549,0.15274965841840604,0.3858951730551028,0.6146109341457786,1.0485819300425632,6204.934197946995,1.000093968598556
persev_b[4],-0.0914387913014352,0.0041795545952928335,0.35758740402105726,-0.8010113155249547,-0.32977968300905103,-0.09156445406690766,0.15216891806351793,0.5997279061117833,7319.887724321129,1.0000143451781112
persev_b[5],-0.8843745150577301,0.005594318864213277,0.41925086892641306,-1.751960578040427,-1.1629480276390949,-0.868197642170117,-0.5902292217879808,-0.11974218870885833,5616.341532326669,1.0002473990938328
persev_b[6],-1.0793791058804332,0.01089403781633472,0.8075975501041708,-2.7445321764492143,-1.6104608865116607,-1.0473791906879555,-0.5205063060336454,0.4235040369361273,5495.563477499832,1.0006715407040174
persev_b[7],0.4584695919062421,0.004450259290308818,0.3494540868847996,-0.21779618634329523,0.22435988026937043,0.45667981313035516,0.690304949962559,1.1487592873251276,6166.086557161693,0.9995674032300368
persev_b[8],-1.19370292634214,0.010141488787207815,0.5513675018113264,-2.3140108250828453,-1.553098099565248,-1.1886186728605863,-0.8135427037136908,-0.15827132380412173,2955.826237500747,1.0001898277137884
persev_b[9],-0.300791155740803,0.005908652179835765,0.44793313705180793,-1.2162054941899492,-0.5943137356442713,-0.2894085660335785,0.0031379020948995046,0.542552049431561,5747.110303445997,1.000244865940271
persev_b[10],0.5989162473997519,0.0036221300639434216,0.267870904896903,0.06698162434816202,0.41805229612654615,0.6018510216269112,0.7799888177612395,1.1288567474442393,5469.189956922917,1.0009073335164516
lp__,-1363.4480462562653,0.18322777374031304,6.253084705962407,-1376.7285331795076,-1367.569480020445,-1363.0569714411172,-1359.0080511190283,-1352.319889150755,1164.678380427894,1.0043405358177897
