,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
beta_a_1[1],-0.09145844641832675,0.0005848963380014826,0.05861459922824985,-0.22927960550823984,-0.12510259717201244,-0.08101537382538815,-0.04667411300621439,-0.009757846169402815,10042.77644320081,0.9999951095893169
beta_a_1[2],-0.020232125035044558,0.0008237318810500083,0.0470994548840509,-0.16528077190499346,-0.017593656797917363,-0.0026329499357714897,0.0046274192480538195,0.01585681135651452,3269.3394254944183,1.0015557464393339
beta_a_1[3],-0.011754418348717587,0.0007623640114469432,0.04149089793512068,-0.14514333584771852,-0.017401950934793187,-0.0018190906280407574,0.010762583300994447,0.030286708928562552,2961.971629815298,1.0012994804303643
beta_a_1[4],-0.07934422452237168,0.00084325971020459,0.07233277892295753,-0.23608015311522856,-0.12821750823905198,-0.07399512634218276,-0.01209279391936084,0.01781150277969453,7357.793570427633,1.0001714153821497
beta_a_1[5],0.0037849619522316827,0.0008404932155840373,0.04606346296735337,-0.12226398357122537,-0.008790329491971099,0.011487231532435808,0.03089745426096924,0.07026653954914103,3003.618318012975,1.000918232885425
phi_a_1[1],0.061924026672149995,0.00032059701128730935,0.029587034675708123,0.004111385519638082,0.04213382666497522,0.061492579800779726,0.08161212941079143,0.12073235615923533,8516.946959478111,1.0001005303318484
phi_a_1[2],0.038034066810160916,0.00032584549346736415,0.02905959733522693,-0.019607013246095824,0.018492203890193914,0.037927210236757436,0.05765358269363806,0.09500828588924624,7953.453502951653,0.9998971611000421
phi_a_1[3],0.012768642312873803,0.00031162638962075814,0.03105001997522698,-0.05040387427050586,-0.007796279868772429,0.013366012411050943,0.03405403178344421,0.0718924623797142,9927.852394324846,1.0003937371531264
phi_a_1[4],-0.1153197808086896,0.0004917305078583695,0.047010309745673835,-0.21151578984568778,-0.145989620626951,-0.11396288897722887,-0.08350593910760673,-0.02574785740064558,9139.699528094789,0.9998831794056201
phi_a_1[5],-0.02279266079375067,0.0006127110187010793,0.05197968863312041,-0.1326722926785725,-0.05508494369450431,-0.01955552127017969,0.013067855368282918,0.07127042283671484,7197.073969439876,1.0005004310862902
persev_a_1[1],0.08225008898721264,0.0016619106885191058,0.1573731687590778,-0.2319298377324302,-0.02157521298959978,0.08341640975042934,0.1871220326715357,0.38873164657036124,8966.976202026419,1.0002246801969414
persev_a_1[2],0.2213402749889481,0.0024439790519179172,0.23013908954458454,-0.216286926933977,0.06802010005916978,0.21424030760173024,0.3714871010859543,0.6900606990905658,8867.186094736371,1.0000729156911912
persev_a_1[3],0.6501474236264335,0.002666176064357346,0.2566803139061096,0.15553419632044616,0.47642286633782893,0.6441227778222189,0.8207149956141782,1.1651702201736558,9268.457717647789,1.0006557265973743
persev_a_1[4],0.28547567222435044,0.002483348433211048,0.23236979021085244,-0.16744437344209068,0.12937428511990795,0.28127643068105745,0.4397352664980262,0.752335140791202,8755.561729870036,0.999973403520303
persev_a_1[5],-0.36651974644405616,0.007571726443766072,0.539625329424456,-1.3994475252735845,-0.7384415594060769,-0.3764754499007492,-0.004774728313606612,0.6876401232024905,5079.194261158728,1.0003025523623552
beta_a_0[1],0.09275045055839266,0.000595846847285353,0.06071689635270342,0.007687247197287949,0.04576541930310686,0.08222859909646203,0.12904309163540545,0.23403654206287838,10383.645097638588,0.999871518335163
beta_a_0[2],-0.009396433035062999,9.094658498977894e-05,0.009244674672569998,-0.02680892906188296,-0.015707309908454335,-0.009703465484858308,-0.0032830544956311755,0.009484256019307153,10332.620362160882,1.0000798179035373
beta_a_0[3],0.03557440433116058,0.0006509944931287195,0.0694164859048706,-0.07150932980458857,-0.013946962346753775,0.022659887976923927,0.07600832666227442,0.19778524140375467,11370.265854099205,0.9999832162086264
beta_a_0[4],0.0880918398916096,0.000623098910021963,0.060423313495130776,8.104838097755415e-05,0.042080402791296996,0.0785880090262937,0.12430343277075738,0.2267028284227276,9403.620450419943,1.000085702642499
beta_a_0[5],0.01616367117899916,0.0004348244658295473,0.019189927106944508,-0.009065604697886545,0.005497765945234684,0.014264850335663583,0.02371917464936452,0.05005855817364607,1947.6849387423442,1.0008580940753102
phi_a_0[1],-0.05839868744839612,0.0003534466439604633,0.03219151124860727,-0.1210663415446,-0.08037059035734792,-0.05862585003763789,-0.036731547718021326,0.005043918791891185,8295.355567208519,1.0001353077066488
phi_a_0[2],-0.03192745734976483,0.00028976421988417746,0.02616589284542304,-0.08419535640397166,-0.04914349374362102,-0.031570962787388954,-0.013980220560512947,0.018665593374655176,8154.204550268635,0.9999888558567667
phi_a_0[3],0.0252477629083599,0.0005720242577794115,0.06856613283356967,-0.1051618907011064,-0.0211390088235814,0.02366022709850131,0.06991004098185467,0.1637208325887336,14367.804794204923,1.000198523284966
phi_a_0[4],0.015860996439805212,0.0004113602870799588,0.04359496393080139,-0.06883247166772186,-0.013559101366152407,0.01542587542003648,0.045306068842418085,0.10234547055814278,11231.245503640072,1.0001087199611853
phi_a_0[5],-0.03656590300056937,0.00045070924392355175,0.044241444349024196,-0.1263532391924167,-0.0660638032278183,-0.03558516345021053,-0.0063339889821708364,0.046991818440818296,9635.30935859201,0.9998363623035764
persev_a_0[1],-0.5041189687657328,0.0019024584170502289,0.1774368181890736,-0.8596408995539045,-0.6222713724402933,-0.500537549006035,-0.38184527282897485,-0.16642122246216617,8698.755742811181,1.0000834654196813
persev_a_0[2],0.4070916917523648,0.0022120403816019356,0.20748168254394317,0.00510631490764686,0.2653247839698264,0.40373132156888936,0.5448468974737,0.8220840786506625,8797.786540808262,1.0001528002969635
persev_a_0[3],0.9386650156333107,0.0056618791099836575,0.6712327003943624,-0.2965562469837499,0.47218715352138346,0.911653007299814,1.3771112911086825,2.3365029106765585,14054.811558851698,1.0003333282827116
persev_a_0[4],0.09262204267283354,0.0024367087647608,0.24601589207422822,-0.37586783895885456,-0.07504077431760586,0.08792424435426431,0.25525022747313986,0.5871895367502209,10193.4001712816,0.999852716118245
persev_a_0[5],0.08587695666594086,0.0025056227441044416,0.24169902462328613,-0.3789108479452249,-0.08125558805224678,0.08488754914527372,0.24929678581349765,0.5659515183311659,9305.043986633145,1.0000076772223936
beta_b[1],0.05591913224783819,0.0003673173876456475,0.04246267060819217,0.002130031781780877,0.022331331937556688,0.04757281084183468,0.08035954006289124,0.1586481594358342,13363.851334040499,0.9999147139768759
beta_b[2],0.06330227382058294,0.0003564606777733236,0.034993429863678385,0.006575903996384662,0.03751895571342042,0.05996646017328128,0.08530091186287118,0.1406230443133687,9637.175467262276,1.0000145447914794
beta_b[3],0.07881613958017532,0.00042867730541938756,0.05032829403063579,0.004643311597603623,0.03986899682404804,0.07233174928489666,0.11016724988912947,0.19268300990499057,13783.62453870051,0.9998535823657317
beta_b[4],0.06258270468123622,0.0004617031699828048,0.044672665836662545,0.002986156640034246,0.02755030727539339,0.05416159662436015,0.08916167513660281,0.16847488707165192,9361.771283700517,1.0001402010838327
beta_b[5],0.14958771663549397,0.0008852081874089332,0.06758708131277186,0.03439779689022111,0.10182478672263001,0.1438291628704122,0.19096237631407853,0.298807764825362,5829.57025041547,1.0003498996431481
phi_b[1],-0.2960012581025652,0.001244561427203857,0.11127990944894664,-0.5215041858180238,-0.36840871602652125,-0.29288677518455697,-0.22042135875077418,-0.08239830956859093,7994.6757407027535,0.9999944023571558
phi_b[2],-0.2231477717113314,0.0012359264747182066,0.10752664547911174,-0.44588279813958,-0.29195890658545737,-0.21854485885494906,-0.1486105136687743,-0.026533751578724972,7569.14672390611,0.9999624429630509
phi_b[3],-0.24270238131330188,0.0011209407306009688,0.10884810557238271,-0.467219142518011,-0.31407470139223137,-0.23870950210375894,-0.1669140402066302,-0.041823022936763425,9429.234784699946,1.0007135361651687
phi_b[4],0.022749181325159427,0.001192340050131446,0.11419921298490049,-0.20285436461913986,-0.05210102741324585,0.022486772072327507,0.09819452348068425,0.245555366694504,9173.307630468315,0.9999455679098538
phi_b[5],-0.1445664121794382,0.0018270808917267324,0.1621983291823053,-0.4982765331538861,-0.24612780349807123,-0.13195825343608697,-0.031191750742974655,0.13736194601118973,7880.925120625909,1.0003101348208288
persev_b[1],-0.11074364910395207,0.0060712185523216,0.537599891548553,-1.175802509886742,-0.4712034116756627,-0.10956056725616026,0.25352501449806486,0.945179475962927,7840.912564969878,1.0002392285971629
persev_b[2],0.8001966506046048,0.008671046919231998,0.7693545519219936,-0.7077209000639015,0.283759805780391,0.7947293569784954,1.3203886933968065,2.3306885038519183,7872.451303186741,1.000193710652312
