trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,bandit,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,1836.6622224999592,1836.6622224999592,space,60.809667999856174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,f,1,2022-12-12_10h26.36.639,RL,2022.2.4,60.22616126409301,
,,,,,,,,,1897.5038187997416,1897.5038187997416,space,98.49567410023883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,f,1,2022-12-12_10h26.36.639,RL,2022.2.4,60.22616126409301,
,,,,,,,,,,,,,1996.0294439997524,None,1997.0512436996214,1997.0512436996214,1997.0512436996214,1997.0512436996214,1997.0512436996214,1997.0512436996214,f,0.820716000162065,1997.9726233999245,1997.9726233999245,1997.9726233999245,1997.9726233999245,1997.9726233999245,1997.9726233999245,1998.2038143998943,1998.2038143998943,1999.0679151997901,1999.0679151997901,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,1999.1411570999771,2001.6438965997659,2001.6438965997659,2001.6438965997659,2001.6438965997659,2001.6438965997659,,,,,,,,
