trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,bandit,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,606.8868270004168,606.8868270004168,space,18.00595310004428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,f,1,2022-12-12_16h38.40.664,RL,2022.2.4,60.25301447705924,
,,,,,,,,,624.9192543001845,624.9192543001845,space,58.85872650006786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,f,1,2022-12-12_16h38.40.664,RL,2022.2.4,60.25301447705924,
,,,,,,,,,,,,,683.8016679002903,None,684.8166434001178,684.8166434001178,684.8166434001178,684.8166434001178,684.8166434001178,684.8166434001178,i,0.4840902998112142,685.3916323999874,685.3916323999874,685.3916323999874,685.3916323999874,685.3916323999874,685.3916323999874,685.6308571002446,685.6308571002446,687.0436076000333,687.0436076000333,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,687.1011343002319,689.6031072000042,689.6031072000042,689.6031072000042,689.6031072000042,689.6031072000042,,,,,,,,
