bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,image_2.started,image_2.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,3794.91499989992,None,space,40.10239419993013,3794.91499989992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
,,,,,,,,,,,3835.053087399807,None,space,47.734722500201315,3835.053087399807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,0,0,0,0,,,,,,,,,,,,,3882.813378099818,None,None,None,None,None,None,3883.830455500167,None,3883.830455500167,None,3883.830455500167,None,3883.830455500167,None,i,1.3387037999927998,3883.830455500167,None,3883.830455500167,None,3885.2110009999014,None,3885.2110009999014,None,3885.2110009999014,None,3885.2110009999014,None,3885.2110009999014,None,3885.2110009999014,None,3885.504737599753,None,3885.504737599753,None,3886.862434799783,None,3886.862434799783,None,3886.862434799783,None,3886.862434799783,None,3886.862434799783,None,3886.862434799783,None,3886.862434799783,None,3886.862434799783,None,3886.862434799783,None,53,35,78,55,78,63,3889.371388599742,None,4.0,3.297287099994719,3889.371388599742,None,3889.371388599742,None,3889.371388599742,None,3889.371388599742,None,None,None,3892.733891400043,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,1,0,1,0,,,,,,,,,,,,,,,None,None,None,None,None,3894.579629200045,None,3894.579629200045,None,3894.579629200045,None,3894.579629200045,None,None,,3894.579629200045,None,3894.579629200045,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53,32,69,66,0,**,None,None,None,None,None,None,None,None,None,None,None,None,3896.12771519972,None,3900.6289352998137,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,2,0,2,0,,,,,,,,,,,,,,,None,None,None,None,None,3902.3777835997753,None,3902.3777835997753,None,3902.3777835997753,None,3902.3777835997753,None,j,0.8517098003067076,3902.3777835997753,None,3902.3777835997753,None,3903.270218899939,None,3903.270218899939,None,3903.270218899939,None,3903.270218899939,None,3903.270218899939,None,3903.270218899939,None,3903.555501599796,3904.518883700017,3903.555501599796,3904.518883700017,3904.54244570015,None,3904.54244570015,None,3904.54244570015,None,3904.54244570015,None,3904.54244570015,None,3904.54244570015,None,3904.54244570015,None,3904.54244570015,None,3904.54244570015,None,50,24,67,70,70,59,3907.051819200162,None,4.0,2.3681367998942733,3907.051819200162,None,3907.051819200162,None,3907.051819200162,None,3907.051819200162,None,None,None,3909.438107499853,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,3,0,3,0,,,,,,,,,,,,,,,None,None,None,None,None,3911.0343716000207,None,3911.0343716000207,None,3911.0343716000207,None,3911.0343716000207,None,f,0.8781214999035001,3911.0343716000207,None,3911.0343716000207,None,3911.9426000998355,None,3911.9426000998355,None,3911.9426000998355,None,3911.9426000998355,None,3911.9426000998355,None,3911.9426000998355,None,3912.2316736998037,None,3912.2316736998037,None,3914.149487100076,None,3914.149487100076,None,3914.149487100076,None,3914.149487100076,None,3914.149487100076,None,3914.149487100076,None,3914.149487100076,None,3914.149487100076,None,3914.149487100076,None,36,24,67,64,24,49,3916.658362600021,None,4.0,3.0820264001376927,3916.658362600021,None,3916.658362600021,None,3916.658362600021,None,3916.658362600021,None,None,None,3919.759780699853,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,4,0,4,0,,,,,,,,,,,,,,,None,None,None,None,None,3921.638639499899,None,3921.638639499899,None,3921.638639499899,None,3921.638639499899,None,i,0.9340936001390219,3921.638639499899,None,3921.638639499899,None,3922.616266499739,None,3922.616266499739,None,3922.616266499739,None,3922.616266499739,None,3922.616266499739,None,3922.616266499739,None,3922.9026959999464,3923.833018799778,3922.9026959999464,3923.833018799778,3923.8559078001417,None,3923.8559078001417,None,3923.8559078001417,None,3923.8559078001417,None,3923.8559078001417,None,3923.8559078001417,None,3923.8559078001417,None,3923.8559078001417,None,3923.8559078001417,None,52,28,67,60,67,49,3926.3655659998767,None,6.0,4.19706039968878,3926.3655659998767,None,3926.3655659998767,None,3926.3655659998767,None,3926.3655659998767,None,None,None,3930.5806946000084,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,5,0,5,0,,,,,,,,,,,,,,,None,None,None,None,None,3932.2100029001012,None,3932.2100029001012,None,3932.2100029001012,None,3932.2100029001012,None,f,1.1038211998529732,3932.2100029001012,None,3932.2100029001012,None,3933.3540941998363,None,3933.3540941998363,None,3933.3540941998363,None,3933.3540941998363,None,3933.3540941998363,None,3933.3540941998363,None,3933.640228900127,3934.454359699972,3933.640228900127,3934.454359699972,3934.47899910016,None,3934.47899910016,None,3934.47899910016,None,3934.47899910016,None,3934.47899910016,None,3934.47899910016,None,3934.47899910016,None,3934.47899910016,None,3934.47899910016,None,57,38,47,69,38,35,3936.987184899859,None,4.0,1.9508549999445677,3936.987184899859,None,3936.987184899859,None,3936.987184899859,None,3936.987184899859,None,None,None,3938.9598590000533,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,6,0,6,0,,,,,,,,,,,,,,,None,None,None,None,None,3940.73650670005,None,3940.73650670005,None,3940.73650670005,None,3940.73650670005,None,i,0.8090013000182807,3940.73650670005,None,3940.73650670005,None,3941.579706999939,None,3941.579706999939,None,3941.579706999939,None,3941.579706999939,None,3941.579706999939,None,3941.579706999939,None,3941.8673601998016,3943.363131099846,3941.8673601998016,3943.363131099846,3943.3843400999904,None,3943.3843400999904,None,3943.3843400999904,None,3943.3843400999904,None,3943.3843400999904,None,3943.3843400999904,None,3943.3843400999904,None,3943.3843400999904,None,3943.3843400999904,None,56,37,45,58,45,48,3945.8962793000974,None,4.0,1.355411000084132,3945.8962793000974,None,3945.8962793000974,None,3945.8962793000974,None,3945.8962793000974,None,None,None,3947.2705012997612,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
1,7,0,7,0,,,,,,,,,,,,,,,None,None,None,None,None,3948.8313456997275,None,3948.8313456997275,None,3948.8313456997275,None,3948.8313456997275,None,r,0.6682108999229968,3948.8313456997275,None,3948.8313456997275,None,3949.5393889998086,None,3949.5393889998086,None,3949.5393889998086,None,3949.5393889998086,None,3949.5393889998086,None,3949.5393889998086,None,3949.8292032997124,3951.0586311998777,3949.8292032997124,3951.0586311998777,3951.079919199925,None,3951.079919199925,None,3951.079919199925,None,3951.079919199925,None,3951.079919199925,None,3951.079919199925,None,3951.079919199925,None,3951.079919199925,None,3951.079919199925,None,54,27,56,68,54,36,3953.590481000021,None,4.0,2.1026707999408245,3953.590481000021,None,3953.590481000021,None,3953.590481000021,None,3953.590481000021,None,None,None,3955.7119737998582,None,,,,,,,142,f,1,2022_Dec_13_1541,RL,2021.2.3,60.32938634927832,
