bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,image_2.started,image_2.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,996.9416594998911,None,space,16.06118919979781,996.9416594998911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
,,,,,,,,,,,1013.0359088000841,None,space,72.84519969997928,1013.0359088000841,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,0,0,0,0,,,,,,,,,,,,,1085.912579299882,None,None,None,None,None,None,1086.9269548999146,None,1086.9269548999146,None,1086.9269548999146,None,1086.9269548999146,None,i,1.3352553001604974,1086.9269548999146,None,1086.9269548999146,None,1088.3082840996794,None,1088.3082840996794,None,1088.3082840996794,None,1088.3082840996794,None,1088.3082840996794,None,1088.3082840996794,None,1088.6020037000999,None,1088.6020037000999,None,1089.7149641998112,None,1089.7149641998112,None,1089.7149641998112,None,1089.7149641998112,None,1089.7149641998112,None,1089.7149641998112,None,1089.7149641998112,None,1089.7149641998112,None,1089.7149641998112,None,28,45,71,46,71,58,1092.2373373000883,None,6.0,3.7786530000157654,1092.2373373000883,None,1092.2373373000883,None,1092.2373373000883,None,1092.2373373000883,None,None,None,1096.0830111997202,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,1,0,1,0,,,,,,,,,,,,,,,None,None,None,None,None,1097.8763222997077,None,1097.8763222997077,None,1097.8763222997077,None,1097.8763222997077,None,None,,1097.8763222997077,None,1097.8763222997077,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30,53,74,50,0,**,None,None,None,None,None,None,None,None,None,None,None,None,1099.423591800034,None,1103.9261321998201,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,2,0,2,0,,,,,,,,,,,,,,,None,None,None,None,None,1105.5388023001142,None,1105.5388023001142,None,1105.5388023001142,None,1105.5388023001142,None,None,,1105.5388023001142,None,1105.5388023001142,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24,48,61,57,0,**,None,None,None,None,None,None,None,None,None,None,None,None,1107.0823550997302,None,1111.5884905997664,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,3,0,3,0,,,,,,,,,,,,,,,None,None,None,None,None,1113.5835563000292,None,1113.5835563000292,None,1113.5835563000292,None,1113.5835563000292,None,f,0.9261087002232671,1113.5835563000292,None,1113.5835563000292,None,1114.5452813999727,None,1114.5452813999727,None,1114.5452813999727,None,1114.5452813999727,None,1114.5452813999727,None,1114.5452813999727,None,1114.830277199857,1115.811190399807,1114.830277199857,1115.811190399807,1115.835781000089,None,1115.835781000089,None,1115.835781000089,None,1115.835781000089,None,1115.835781000089,None,1115.835781000089,None,1115.835781000089,None,1115.835781000089,None,1115.835781000089,None,32,54,76,53,54,65,1118.3472310998477,None,2.0,4.94166069990024,1118.3472310998477,None,1118.3472310998477,None,1118.3472310998477,None,1118.3472310998477,None,None,None,1123.3063209000975,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,4,0,4,0,,,,,,,,,,,,,,,None,None,None,None,None,1124.868907999713,None,1124.868907999713,None,1124.868907999713,None,1124.868907999713,None,i,0.29629760002717376,1124.868907999713,None,1124.868907999713,None,1125.1978992996737,None,1125.1978992996737,None,1125.1978992996737,None,1125.1978992996737,None,1125.1978992996737,None,1125.1978992996737,None,1125.4848461998627,1127.0802861996926,1125.4848461998627,1127.0802861996926,1127.1044263998047,None,1127.1044263998047,None,1127.1044263998047,None,1127.1044263998047,None,1127.1044263998047,None,1127.1044263998047,None,1127.1044263998047,None,1127.1044263998047,None,1127.1044263998047,None,29,50,73,47,73,33,1129.6115526999347,None,6.0,1.371011700015515,1129.6115526999347,None,1129.6115526999347,None,1129.6115526999347,None,1129.6115526999347,None,None,None,1131.0018957001157,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,5,0,5,0,,,,,,,,,,,,,,,None,None,None,None,None,1132.5485926000401,None,1132.5485926000401,None,1132.5485926000401,None,1132.5485926000401,None,r,0.6347310999408364,1132.5485926000401,None,1132.5485926000401,None,1133.223624699749,None,1133.223624699749,None,1133.223624699749,None,1133.223624699749,None,1133.223624699749,None,1133.223624699749,None,1133.5129362000152,None,1133.5129362000152,None,1134.4655635999516,None,1134.4655635999516,None,1134.4655635999516,None,1134.4655635999516,None,1134.4655635999516,None,1134.4655635999516,None,1134.4655635999516,None,1134.4655635999516,None,1134.4655635999516,None,32,56,68,57,32,66,1136.9747756998986,None,3.0,1.2890238002873957,1136.9747756998986,None,1136.9747756998986,None,1136.9747756998986,None,1136.9747756998986,None,None,None,1138.2823446998373,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,6,0,6,0,,,,,,,,,,,,,,,None,None,None,None,None,1140.1942949998192,None,1140.1942949998192,None,1140.1942949998192,None,1140.1942949998192,None,i,0.6148586999624968,1140.1942949998192,None,1140.1942949998192,None,1140.8342707999982,None,1140.8342707999982,None,1140.8342707999982,None,1140.8342707999982,None,1140.8342707999982,None,1140.8342707999982,None,1141.1255306000821,None,1141.1255306000821,None,1143.0295799998567,None,1143.0295799998567,None,1143.0295799998567,None,1143.0295799998567,None,1143.0295799998567,None,1143.0295799998567,None,1143.0295799998567,None,1143.0295799998567,None,1143.0295799998567,None,28,56,67,62,67,67,1145.5162335997447,None,5.0,1.771931099705398,1145.5162335997447,None,1145.5162335997447,None,1145.5162335997447,None,1145.5162335997447,None,None,None,1147.3074296996929,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
1,7,0,7,0,,,,,,,,,,,,,,,None,None,None,None,None,1149.1531143998727,None,1149.1531143998727,None,1149.1531143998727,None,1149.1531143998727,None,j,0.5170340999029577,1149.1531143998727,None,1149.1531143998727,None,1149.713555299677,None,1149.713555299677,None,1149.713555299677,None,1149.713555299677,None,1149.713555299677,None,1149.713555299677,None,1150.0011130999774,1151.9124245997518,1150.0011130999774,1151.9124245997518,1151.9360931999981,None,1151.9360931999981,None,1151.9360931999981,None,1151.9360931999981,None,1151.9360931999981,None,1151.9360931999981,None,1151.9360931999981,None,1151.9360931999981,None,1151.9360931999981,None,32,52,76,49,49,50,1154.444395700004,None,3.0,1.5200589997693896,1154.444395700004,None,1154.444395700004,None,1154.444395700004,None,1154.444395700004,None,None,None,1155.9835819997825,None,,,,,,,146,f,22,2022_Dec_13_1800,RL,2021.2.3,60.174337099954215,
