trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,bandit,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,590.2207611999474,590.2207611999474,space,54.50678860023618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,f,23,2022-12-11_15h23.18.064,RL,2022.2.4,60.06186388320726,
,,,,,,,,,644.7528623999096,644.7528623999096,space,77.31552489986643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,f,23,2022-12-11_15h23.18.064,RL,2022.2.4,60.06186388320726,
,,,,,,,,,,,,,722.0857275999151,None,723.1020897999406,723.1020897999406,723.1020897999406,723.1020897999406,723.1020897999406,723.1020897999406,r,1.1607870999723673,724.3552231998183,724.3552231998183,724.3552231998183,724.3552231998183,724.3552231998183,724.3552231998183,724.596749600023,724.596749600023,725.7270360002294,725.7270360002294,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,725.785542299971,728.2860002000816,728.2860002000816,728.2860002000816,728.2860002000816,728.2860002000816,,,,,,,,
