bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,558.076144200284,558.076144200284,space,65.41403570026159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
,,,,,,,,,623.5198383000679,623.5198383000679,space,62.804841599892825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,0,0,0,0,,,,,,,,,686.3402432999574,None,687.3565688002855,687.3565688002855,687.3565688002855,687.3565688002855,687.3565688002855,687.3565688002855,f,1.2252080999314785,688.6619525998831,688.6619525998831,688.6619525998831,688.6619525998831,688.6619525998831,688.6619525998831,688.901602699887,688.901602699887,690.3635292002,690.3635292002,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,690.4362594000995,692.939826299902,692.939826299902,692.939826299902,692.939826299902,692.939826299902,56,42,55,38,42,50,5.0,3.140503200236708,696.1373437000439,697.8097597998567,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,1,0,1,0,,,,,,,,,,None,697.8097597998567,697.8097597998567,697.8097597998567,697.8097597998567,697.8097597998567,697.8097597998567,i,1.2348241000436246,699.0741321002133,699.0741321002133,699.0741321002133,699.0741321002133,699.0741321002133,699.0741321002133,699.3728197999299,699.3728197999299,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,701.3166064000688,703.8265881999396,703.8265881999396,703.8265881999396,703.8265881999396,703.8265881999396,55,48,52,21,52,34,4.0,2.243248200044036,706.0870258002542,707.7331868000329,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,2,0,2,0,,,,,,,,,,None,707.7331868000329,707.7331868000329,707.7331868000329,707.7331868000329,707.7331868000329,707.7331868000329,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,35,60,22,0,**,None,None,713.7656557001173,715.4117276999168,709.2552570998669,713.7656557001173,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,3,0,3,0,,,,,,,,,,None,715.4117276999168,715.4117276999168,715.4117276999168,715.4117276999168,715.4117276999168,715.4117276999168,j,0.5638260999694467,715.9966779998504,715.9966779998504,715.9966779998504,715.9966779998504,715.9966779998504,715.9966779998504,716.2934405999258,716.2934405999258,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,717.1239324002527,719.6332196001895,719.6332196001895,719.6332196001895,719.6332196001895,719.6332196001895,52,43,61,27,27,26,5.0,1.3453466999344528,720.9961474002339,722.8248494998552,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,4,0,4,0,,,,,,,,,,None,722.8248494998552,722.8248494998552,722.8248494998552,722.8248494998552,722.8248494998552,722.8248494998552,i,0.6213924000039697,723.478816700168,723.478816700168,723.478816700168,723.478816700168,723.478816700168,723.478816700168,723.7729290002026,723.7729290002026,725.3513811002485,725.3513811002485,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,725.3685269001871,727.8772724000737,727.8772724000737,727.8772724000737,727.8772724000737,727.8772724000737,54,36,55,30,55,52,5.0,1.395511600188911,729.2903811000288,730.9692020001821,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,5,0,5,0,,,,,,,,,,None,730.9692020001821,730.9692020001821,730.9692020001821,730.9692020001821,730.9692020001821,730.9692020001821,r,0.6671547996811569,731.6715466999449,731.6715466999449,731.6715466999449,731.6715466999449,731.6715466999449,731.6715466999449,731.967377900146,731.967377900146,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,733.8288874002174,736.3375301002525,736.3375301002525,736.3375301002525,736.3375301002525,736.3375301002525,60,51,53,29,60,46,6.0,1.6773702003993094,738.0327615998685,739.5631424998865,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,6,0,6,0,,,,,,,,,,None,739.5631424998865,739.5631424998865,739.5631424998865,739.5631424998865,739.5631424998865,739.5631424998865,f,1.2477400000207126,740.843191199936,740.843191199936,740.843191199936,740.843191199936,740.843191199936,740.843191199936,741.1420102999546,741.1420102999546,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,742.1556799001992,744.6651512999088,744.6651512999088,744.6651512999088,744.6651512999088,744.6651512999088,59,52,56,27,52,68,4.0,2.724602600093931,747.4075223999098,749.2529686000198,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,7,0,7,0,,,,,,,,,,None,749.2529686000198,749.2529686000198,749.2529686000198,749.2529686000198,749.2529686000198,749.2529686000198,f,0.7222778000868857,750.0014384002425,750.0014384002425,750.0014384002425,750.0014384002425,750.0014384002425,750.0014384002425,750.3002428999171,750.3002428999171,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,751.9290336999111,754.4384511001408,754.4384511001408,754.4384511001408,754.4384511001408,754.4384511001408,55,46,45,29,46,62,5.0,2.50871769990772,756.9643691000529,758.7435500998981,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,8,0,8,0,,,,,,,,,,None,758.7435500998981,758.7435500998981,758.7435500998981,758.7435500998981,758.7435500998981,758.7435500998981,i,0.665196499787271,759.4437322998419,759.4437322998419,759.4437322998419,759.4437322998419,759.4437322998419,759.4437322998419,759.7411882998422,759.7411882998422,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,761.1373001001775,763.6461239000782,763.6461239000782,763.6461239000782,763.6461239000782,763.6461239000782,50,48,58,30,58,55,5.0,1.0293239001184702,764.6933917999268,766.5892408001237,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,9,0,9,0,,,,,,,,,,None,766.5892408001237,766.5892408001237,766.5892408001237,766.5892408001237,766.5892408001237,766.5892408001237,r,0.8105635000392795,767.4222514000721,767.4222514000721,767.4222514000721,767.4222514000721,767.4222514000721,767.4222514000721,767.719316800125,767.719316800125,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,769.4481468000449,771.9569637998939,771.9569637998939,771.9569637998939,771.9569637998939,771.9569637998939,53,50,61,38,53,59,3.0,1.7767052999697626,773.7521711001173,775.6977566001005,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
1,10,0,10,0,,,,,,,,,,None,775.6977566001005,775.6977566001005,775.6977566001005,775.6977566001005,775.6977566001005,775.6977566001005,i,0.5560608999803662,776.2815491002984,776.2815491002984,776.2815491002984,776.2815491002984,776.2815491002984,776.2815491002984,776.5790407001041,776.5790407001041,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,778.5235568000935,781.0327479001135,781.0327479001135,781.0327479001135,781.0327479001135,781.0327479001135,54,52,49,37,49,55,5.0,1.4451981000602245,782.4951948998496,784.157809200231,,,,,,,,,136,f,1,2022-12-12_17h37.59.843,RL,2022.2.4,60.1631503145719,
